player,team,prop_type,actual,SOG,G,A,PTS,HIT,BS,PIM,PM,PPP,FOW,TOI
Connor Bedard,CHI,Assists,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,1.0,,,
Barrett Hayton,UTA,PIM,2.0,0.0,1.0,0.0,1.0,,1.0,2.0,0.0,,,
Connor Bedard,CHI,Points,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,1.0,,,
Nick Schmaltz,UTA,PIM,2.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,,,
Joel Edmundson,LA,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Conor Garland,CBJ,Points,2.0,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,,,
Nick DeSimone,UTA,Blocked Shots,2.0,0.0,0.0,1.0,1.0,,2.0,0.0,1.0,,,
Nate Schmidt,UTA,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,,,
Sean Durzi,UTA,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-2.0,,,
Brian Dumoulin,LA,Assists,2.0,0.0,1.0,2.0,3.0,,0.0,0.0,3.0,,,
Ryan Greene,CHI,PIM,2.0,0.0,0.0,1.0,1.0,,3.0,2.0,1.0,,,
Connor Bedard,CHI,PIM,2.0,0.0,0.0,2.0,2.0,,0.0,2.0,1.0,,,
Adam Fantilli,CBJ,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-3.0,,,
Adrian Kempe,LA,Points,2.0,0.0,2.0,0.0,2.0,,0.0,0.0,2.0,,,
Linus Karlsson,VAN,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Scott Laughton,LA,Points,2.0,0.0,1.0,1.0,2.0,,1.0,2.0,2.0,,,
Tom Willander,VAN,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Scott Laughton,LA,Plus/Minus,2.0,0.0,1.0,1.0,2.0,,1.0,2.0,2.0,,,
Scott Laughton,LA,PIM,2.0,0.0,1.0,1.0,2.0,,1.0,2.0,2.0,,,
Quinton Byfield,LA,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,4.0,-3.0,,,
Marcus Pettersson,VAN,PIM,2.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Braden Schneider,NYR,PIM,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.0,,,
Braden Schneider,NYR,Blocked Shots,2.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.0,,,
Alex Bump,PHI,PIM,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
Matthew Robertson,NYR,Plus/Minus,2.0,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,,,
Samuel Helenius,LA,PIM,2.0,0.0,0.0,1.0,1.0,,0.0,2.0,1.0,,,
Adrian Kempe,LA,Plus/Minus,2.0,0.0,2.0,0.0,2.0,,0.0,0.0,2.0,,,
Anze Kopitar,LA,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,,,
Adam Fox,NYR,Points,1.0,0.0,0.0,1.0,1.0,,0.0,2.0,0.0,,,
Jordan Spence,OTT,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Mika Zibanejad,NYR,Plus/Minus,1.0,0.0,2.0,1.0,3.0,,0.0,0.0,1.0,,,
Conor Sheary,NYR,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,
Sean Couturier,PHI,Plus/Minus,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,1.0,,,
Christian Dvorak,PHI,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Denver Barkey,PHI,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-3.0,,,
Samuel Helenius,LA,Points,1.0,0.0,0.0,1.0,1.0,,0.0,2.0,1.0,,,
Victor Mancini,VAN,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Marcus Pettersson,VAN,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Scott Laughton,LA,Goals,1.0,0.0,1.0,1.0,2.0,,1.0,2.0,2.0,,,
Scott Laughton,LA,Assists,1.0,0.0,1.0,1.0,2.0,,1.0,2.0,2.0,,,
Scott Laughton,LA,Blocked Shots,1.0,0.0,1.0,1.0,2.0,,1.0,2.0,2.0,,,
Filip Hronek,VAN,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-2.0,,,
Jake DeBrusk,VAN,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Charlie Coyle,CBJ,Assists,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,-1.0,,,
Charlie Coyle,CBJ,Points,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,-1.0,,,
Charlie Coyle,CBJ,Blocked Shots,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,-1.0,,,
Drew Doughty,LA,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,-2.0,,,
Drew Doughty,LA,Points,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,-2.0,,,
Connor Bedard,CHI,Plus/Minus,1.0,0.0,0.0,2.0,2.0,,0.0,2.0,1.0,,,
John Marino,UTA,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
John Marino,UTA,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Nate Schmidt,UTA,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,,,
Ian Cole,UTA,Points,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,,
Ian Cole,UTA,Blocked Shots,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,,
Nick DeSimone,UTA,Assists,1.0,0.0,0.0,1.0,1.0,,2.0,0.0,1.0,,,
Nick DeSimone,UTA,Points,1.0,0.0,0.0,1.0,1.0,,2.0,0.0,1.0,,,
Nick DeSimone,UTA,Plus/Minus,1.0,0.0,0.0,1.0,1.0,,2.0,0.0,1.0,,,
Boone Jenner,CBJ,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,,,
Boone Jenner,CBJ,Points,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,,,
Boone Jenner,CBJ,Plus/Minus,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,,,
Ian Cole,UTA,Assists,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,,
Jack McBain,UTA,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,
Nick Schmaltz,UTA,Assists,1.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,,,
Nick Schmaltz,UTA,Points,1.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,,,
Nick Schmaltz,UTA,Blocked Shots,1.0,0.0,0.0,1.0,1.0,,1.0,2.0,0.0,,,
Dylan Guenther,UTA,Points,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,,,
Dylan Guenther,UTA,Blocked Shots,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,,,
Ryan Greene,CHI,Plus/Minus,1.0,0.0,0.0,1.0,1.0,,3.0,2.0,1.0,,,
Brian Dumoulin,LA,Goals,1.0,0.0,1.0,2.0,3.0,,0.0,0.0,3.0,,,
Cody Ceci,LA,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,3.0,,,
Andre Burakovsky,CHI,Goals,1.0,0.0,1.0,0.0,1.0,,2.0,0.0,1.0,,,
Andre Burakovsky,CHI,Points,1.0,0.0,1.0,0.0,1.0,,2.0,0.0,1.0,,,
Andre Burakovsky,CHI,Plus/Minus,1.0,0.0,1.0,0.0,1.0,,2.0,0.0,1.0,,,
Ryan Donato,CHI,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Ryan Donato,CHI,Points,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
MacKenzie Weegar,UTA,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Barrett Hayton,UTA,Goals,1.0,0.0,1.0,0.0,1.0,,1.0,2.0,0.0,,,
Barrett Hayton,UTA,Points,1.0,0.0,1.0,0.0,1.0,,1.0,2.0,0.0,,,
Barrett Hayton,UTA,Blocked Shots,1.0,0.0,1.0,0.0,1.0,,1.0,2.0,0.0,,,
Clayton Keller,UTA,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,-1.0,,,
Kent Johnson,CBJ,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Kent Johnson,CBJ,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Isac Lundestrom,CBJ,Assists,1.0,0.0,0.0,1.0,1.0,,4.0,0.0,1.0,,,
Isac Lundestrom,CBJ,Points,1.0,0.0,0.0,1.0,1.0,,4.0,0.0,1.0,,,
Isac Lundestrom,CBJ,Plus/Minus,1.0,0.0,0.0,1.0,1.0,,4.0,0.0,1.0,,,
Kirill Marchenko,CBJ,Goals,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,-1.0,,,
Clayton Keller,UTA,Points,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,-1.0,,,
Dylan Guenther,UTA,Goals,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,,,
Trevor van Riemsdyk,WSH,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,,,
Sean Monahan,CBJ,Assists,1.0,0.0,0.0,1.0,1.0,,4.0,0.0,1.0,,,
Sean Monahan,CBJ,Points,1.0,0.0,0.0,1.0,1.0,,4.0,0.0,1.0,,,
Martin Fehervary,WSH,Points,1.0,0.0,0.0,1.0,1.0,,2.0,0.0,2.0,,,
Matt Roy,WSH,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,,,
Declan Chisholm,WSH,Assists,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,2.0,,,
Declan Chisholm,WSH,Points,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,2.0,,,
Declan Chisholm,WSH,Blocked Shots,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,2.0,,,
Jakob Chychrun,WSH,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Martin Fehervary,WSH,Assists,1.0,0.0,0.0,1.0,1.0,,2.0,0.0,2.0,,,
Sean Monahan,CBJ,Plus/Minus,1.0,0.0,0.0,1.0,1.0,,4.0,0.0,1.0,,,
Mathieu Olivier,CBJ,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-2.0,,,
Cole Sillinger,CBJ,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-2.0,,,
Kirill Marchenko,CBJ,Points,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,-1.0,,,
Dylan Strome,WSH,Assists,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,-2.0,,,
Dylan Strome,WSH,Points,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,-2.0,,,
Dylan Strome,WSH,Blocked Shots,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,-2.0,,,
Tom Wilson,WSH,Goals,1.0,0.0,1.0,0.0,1.0,,2.0,0.0,-2.0,,,
Tom Wilson,WSH,Points,1.0,0.0,1.0,0.0,1.0,,2.0,0.0,-2.0,,,
Aliaksei Protas,WSH,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,,,
Aliaksei Protas,WSH,Points,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,,,
Teuvo Teravainen,CHI,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,-1.0,,,
Taylor Ward,LA,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Teuvo Teravainen,CHI,Points,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,-1.0,,,
Elias Pettersson,VAN,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,,
Ilya Mikheyev,CHI,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Ilya Mikheyev,CHI,Points,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Frank Nazar,CHI,Goals,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,,
Frank Nazar,CHI,Points,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,,
Frank Nazar,CHI,Blocked Shots,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,,
Andrew Mangiapane,CHI,Goals,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,,,
Andrew Mangiapane,CHI,Points,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,,,
Ryan Greene,CHI,Assists,1.0,0.0,0.0,1.0,1.0,,3.0,2.0,1.0,,,
Ryan Greene,CHI,Points,1.0,0.0,0.0,1.0,1.0,,3.0,2.0,1.0,,,
Aliaksei Protas,WSH,Plus/Minus,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,,,
Justin Sourdif,WSH,Goals,1.0,0.0,1.0,2.0,3.0,,0.0,0.0,3.0,,,
Ryan Leonard,WSH,Points,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,-1.0,,,
Ivan Provorov,CBJ,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,3.0,,,
Ivan Provorov,CBJ,Points,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,3.0,,,
Miles Wood,CBJ,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,
Connor McMichael,WSH,Plus/Minus,1.0,0.0,2.0,0.0,2.0,,2.0,0.0,1.0,,,
Ethen Frank,WSH,Goals,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,2.0,,,
Ethen Frank,WSH,Points,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,2.0,,,
Ethen Frank,WSH,Blocked Shots,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,2.0,,,
Hendrix Lapierre,WSH,Goals,1.0,0.0,1.0,1.0,2.0,,0.0,0.0,2.0,,,
Hendrix Lapierre,WSH,Assists,1.0,0.0,1.0,1.0,2.0,,0.0,0.0,2.0,,,
Ryan Leonard,WSH,Goals,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,-1.0,,,
Denton Mateychuk,CBJ,Goals,1.0,0.0,1.0,1.0,2.0,,1.0,0.0,1.0,,,
Denton Mateychuk,CBJ,Assists,1.0,0.0,1.0,1.0,2.0,,1.0,0.0,1.0,,,
Denton Mateychuk,CBJ,Blocked Shots,1.0,0.0,1.0,1.0,2.0,,1.0,0.0,1.0,,,
Denton Mateychuk,CBJ,Plus/Minus,1.0,0.0,1.0,1.0,2.0,,1.0,0.0,1.0,,,
Pierre-Luc Dubois,WSH,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Brandon Duhaime,WSH,Assists,1.0,0.0,0.0,1.0,1.0,,3.0,0.0,2.0,,,
Brandon Duhaime,WSH,Points,1.0,0.0,0.0,1.0,1.0,,3.0,0.0,2.0,,,
Jared Wright,LA,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Jared Wright,LA,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Mikey Anderson,LA,Assists,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,-1.0,,,
Mikey Anderson,LA,Points,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,-1.0,,,
Mikey Anderson,LA,Blocked Shots,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,-1.0,,,
Alex Turcotte,LA,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,,,
Michael Amadio,OTT,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Sam Rinzel,CHI,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Sam Rinzel,CHI,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,,
Wyatt Kaiser,CHI,Plus/Minus,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,,,
Landon Slaggert,CHI,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Damon Severson,CBJ,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,2.0,-2.0,,,
Zach Werenski,CBJ,Assists,1.0,0.0,0.0,1.0,1.0,,2.0,0.0,-4.0,,,
Zach Werenski,CBJ,Points,1.0,0.0,0.0,1.0,1.0,,2.0,0.0,-4.0,,,
Anthony Beauvillier,WSH,Assists,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,2.0,,,
Anthony Beauvillier,WSH,Points,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,2.0,,,
Anthony Beauvillier,WSH,Blocked Shots,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,2.0,,,
Yan Kuznetsov,CGY,Assists,1.0,0.0,0.0,1.0,1.0,,2.0,0.0,-1.0,,,
Yan Kuznetsov,CGY,Points,1.0,0.0,0.0,1.0,1.0,,2.0,0.0,-1.0,,,
Olli Maatta,CGY,Assists,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,,,
Olli Maatta,CGY,Points,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,,,
Olli Maatta,CGY,Blocked Shots,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,,,
Olli Maatta,CGY,Plus/Minus,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,,,
Tye Kartye,NYR,Goals,1.0,0.0,1.0,1.0,2.0,,1.0,0.0,2.0,,,
Tye Kartye,NYR,Assists,1.0,0.0,1.0,1.0,2.0,,1.0,0.0,2.0,,,
Marco Rossi,VAN,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Joel Hanley,CGY,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Ryan Strome,CGY,Assists,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,-2.0,,,
Ryan Strome,CGY,Points,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,-2.0,,,
Victor Olofsson,CGY,Blocked Shots,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Yegor Sharangovich,CGY,Goals,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,,,
Yegor Sharangovich,CGY,Points,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,,,
Matvei Gridin,CGY,Goals,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,-1.0,,,
Matvei Gridin,CGY,Points,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,-1.0,,,
Alexis Lafreniere,NYR,Goals,1.0,0.0,1.0,1.0,2.0,,0.0,0.0,1.0,,,
Alexis Lafreniere,NYR,Assists,1.0,0.0,1.0,1.0,2.0,,0.0,0.0,1.0,,,
Joel Farabee,CGY,Assists,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,,
