projection_id,player_id,player_name,team,position,stat_type,line_score,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,stat_norm,player_role,opponent,is_home,nhl_player_id,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,avg_L5,avg_L10,avg_L20,avg_season,games_played,fantasy_score_avg_L5,fantasy_score_avg_L10,fantasy_score_avg_L20,fantasy_score_avg_season,toi_avg_L10,toi_avg_season,last1_time_on_ice,last2_time_on_ice,last3_time_on_ice,last1_fantasy_score,last2_fantasy_score,last3_fantasy_score,last1_faceoffs_won,last2_faceoffs_won,last3_faceoffs_won,last1_shots_on_goal_(combo),last2_shots_on_goal_(combo),last3_shots_on_goal_(combo),last1_hits,last2_hits,last3_hits,last1_goalie_saves,last2_goalie_saves,last3_goalie_saves,last1_shots_on_goal,last2_shots_on_goal,last3_shots_on_goal,last1_blocked_shots,last2_blocked_shots,last3_blocked_shots,last1_points,last2_points,last3_points,last1_goals_allowed,last2_goals_allowed,last3_goals_allowed,last1_goals,last2_goals,last3_goals,last1_assists,last2_assists,last3_assists,last1_power_play_points,last2_power_play_points,last3_power_play_points,last1_plus/minus,last2_plus/minus,last3_plus/minus,hit_rate_over_L5,sample_L5,hit_rate_over_L10,sample_L10,hit_rate_over_L20,sample_L20,hit_rate_over_season,sample_season,composite_hit_rate,edge,recommended_side,position_code,position_group,scoring_tier,pp_tier,pts_per_game,goals_per_game,pp_pts_per_game,toi_per_game_api
10377954,57868,Nico Hischier,NJ,F,Shots On Goal,1.5,goblin,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,shots_on_goal,SKATER,,0,8480002,,,,,,,,,,0.8,1.3,2.0,2.133,30,7.8,9.95,10.0,10.3,20.672,20.341,,,,10.0,4.5,0.0,,,,,,,,,,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,1.0,5,1.0,10,0.8,20,0.8667,30,0.9567,0.4567,OVER,C,F,SECONDARY,PP_REGULAR,0.726,0.323,0.226,20.85
10380719,58481,Dawson Mercer,NJ,F,Shots On Goal,1.5,goblin,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,shots_on_goal,SKATER,,0,8482110,,,,,,,,,,2.0,2.3,2.0,1.667,30,8.2,8.15,6.4,5.367,18.613,17.985,,,,9.5,17.5,1.5,,,,,,,,,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,,0.6,5,0.4,10,0.35,20,0.5333,30,0.4858,0.0142,UNDER,C,F,DEPTH,PP_OCC,0.516,0.226,0.097,18.22
10381984,218657,Adam Fox,NYR,D,Assists,1.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,assists,SKATER,,0,8479323,,,,,,,,,,0.2,0.7,0.85,0.8,30,4.0,6.4,7.125,6.867,22.544,23.802,,,,6.5,4.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,0.0,5,0.1,10,0.25,20,0.2667,30,0.0992,0.4008,UNDER,D,D,SECONDARY,PP_REGULAR,0.853,0.118,0.265,23.73
10381995,268189,Arseny Gritsyuk,NJ,F,Shots On Goal,1.5,goblin,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,shots_on_goal,SKATER,,0,8481721,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,5,0.6,10,0.65,20,0.6,30,0.6075,0.1075,OVER,R,F,DEPTH,PP_OCC,0.448,0.19,0.069,15.17
10382005,58481,Dawson Mercer,NJ,F,Points,1.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,points,SKATER,,0,8482110,,,,,,,,,,0.8,0.7,0.5,0.433,30,8.2,8.15,6.4,5.367,18.613,17.985,,,,9.5,17.5,1.5,,,,,,,,,,,,,,,,,,,1,2,0,,,,,,,,,,,,,,,,0.0,5,0.0,10,0.05,20,0.0333,30,0.0108,0.4892,UNDER,C,F,DEPTH,PP_OCC,0.516,0.226,0.097,18.22
10382012,218074,Dougie Hamilton,NJ,D,Assists,1.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,assists,SKATER,,0,8476462,,,,,,,,,,0.0,0.4,0.45,0.5,30,3.6,7.6,7.9,7.717,19.525,19.28,,,,6.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0.0,5,0.0,10,0.05,20,0.0333,30,0.0108,0.4892,UNDER,D,D,DEPTH,PP_OCC,0.439,0.158,0.193,21.68
10382015,218073,Jack Hughes,NJ,F,Assists,1.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,assists,SKATER,,0,8448071,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.5,UNDER,D,D,SHUTDOWN,NO_PP,0.0,0.0,0.0,
10382018,57870,Jesper Bratt,NJ,F,Assists,1.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,assists,SKATER,,0,8479407,,,,,,,,,,0.2,0.6,0.8,0.933,30,7.1,7.1,8.9,9.25,19.778,19.1,,,,4.5,4.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0.0,5,0.0,10,0.0,20,0.0,30,0.0,0.5,UNDER,L,F,SECONDARY,PP_REGULAR,0.726,0.21,0.21,18.9
10382027,57870,Jesper Bratt,NJ,F,Shots On Goal,1.5,goblin,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,shots_on_goal,SKATER,,0,8479407,,,,,,,,,,3.0,2.2,2.2,2.167,30,7.1,7.1,8.9,9.25,19.778,19.1,,,,4.5,4.5,7.5,,,,,,,,,,,,,3,3,5,,,,,,,,,,,,,,,,,,,,,,1.0,5,0.8,10,0.6,20,0.6667,30,0.8367,0.3367,OVER,L,F,SECONDARY,PP_REGULAR,0.726,0.21,0.21,18.9
10382034,173364,Luke Hughes,NJ,D,Shots On Goal,1.5,goblin,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,shots_on_goal,SKATER,,0,8482684,,,,,,,,,,2.8,2.7,2.1,1.967,30,7.2,9.85,8.2,7.517,22.845,22.95,,,,10.0,4.5,7.5,,,,,,,,,,,,,0,3,5,,,,,,,,,,,,,,,,,,,,,,0.8,5,0.7,10,0.6,20,0.6333,30,0.7183,0.2183,OVER,D,D,DEPTH,PP_OCC,0.538,0.096,0.154,22.98
10382036,218655,Mika Zibanejad,NYR,F,Assists,1.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,assists,SKATER,,0,8476459,,,,,,,,,,0.4,0.4,0.7,0.633,30,10.0,10.0,13.05,10.967,22.041,21.466,,,,21.0,7.5,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,0.2,5,0.1,10,0.2,20,0.1667,30,0.1617,0.3383,UNDER,C,F,ELITE,PP_REGULAR,0.933,0.417,0.383,21.02
10382039,57868,Nico Hischier,NJ,F,Assists,1.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,assists,SKATER,,0,8480002,,,,,,,,,,1.0,0.8,0.6,0.567,30,7.8,9.95,10.0,10.3,20.672,20.341,,,,10.0,4.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,0.2,5,0.1,10,0.1,20,0.1,30,0.14,0.36,UNDER,C,F,SECONDARY,PP_REGULAR,0.726,0.323,0.226,20.85
10382045,218652,Vincent Trocheck,NYR,F,Assists,1.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,assists,SKATER,,0,8476389,,,,,,,,,,1.0,0.7,0.75,0.6,30,9.0,7.3,8.2,7.867,20.539,21.379,,,,9.5,5.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,0.2,5,0.1,10,0.2,20,0.1333,30,0.1583,0.3417,UNDER,C,F,SECONDARY,PP_REGULAR,0.848,0.261,0.239,20.87
10385303,267629,Vladislav Gavrikov,NYR,D,Points,1.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,points,SKATER,,0,8478882,,,,,,,,,,0.6,0.7,0.45,0.367,30,6.9,6.95,5.55,4.933,24.64,24.709,,,,11.0,11.0,9.5,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,0.0,5,0.1,10,0.05,20,0.0333,30,0.0458,0.4542,UNDER,D,D,DEPTH,PP_OCC,0.393,0.18,0.082,24.05
10385687,218073,Jack Hughes,NJ,F,Power Play Points,1.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,power_play_points,SKATER,,0,8448071,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.5,UNDER,D,D,SHUTDOWN,NO_PP,0.0,0.0,0.0,
10366579,218657,Adam Fox,NYR,D,Goals,0.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8479323,,,,,,,,,,0.0,0.1,0.05,0.033,30,4.0,6.4,7.125,6.867,22.544,23.802,,,,6.5,4.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0.0,5,0.1,10,0.05,20,0.0333,30,0.0458,0.4542,UNDER,D,D,SECONDARY,PP_REGULAR,0.853,0.118,0.265,23.73
10366580,59488,Alexis Lafreniere,NYR,F,Goals,0.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8482109,,,,,,,,,,0.4,0.4,0.3,0.233,30,8.9,8.25,8.075,6.683,17.395,17.297,,,,22.5,6.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,0.4,5,0.3,10,0.25,20,0.2,30,0.3225,0.1775,UNDER,L,F,SECONDARY,PP_OCC,0.607,0.23,0.098,17.17
10366581,268189,Arseny Gritsyuk,NJ,F,Goals,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8481721,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,5,0.2,10,0.15,20,0.1667,30,0.2692,0.2308,UNDER,R,F,DEPTH,PP_OCC,0.448,0.19,0.069,15.17
10366582,232483,Cody Glass,NJ,F,Goals,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8479996,,,,,,,,,,0.0,0.0,0.15,0.133,30,2.5,2.7,4.65,4.483,14.406,14.555,,,,4.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0.2,5,0.1,10,0.25,20,0.2333,30,0.1758,0.3242,UNDER,C,F,DEPTH,NO_PP,0.4,0.28,0.04,13.62
10366583,268024,Connor Brown,NJ,F,Goals,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8477015,,,,,,,,,,0.8,0.5,0.3,0.233,30,10.9,7.15,5.975,4.767,17.044,14.784,,,,3.0,1.5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,0.2,5,0.1,10,0.1,20,0.1333,30,0.1433,0.3567,UNDER,R,F,DEPTH,PP_OCC,0.473,0.2,0.055,16.9
10366584,267725,Conor Sheary,NYR,F,Goals,0.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8477839,,,,,,,,,,0.0,0.0,0.05,0.033,30,1.2,1.2,3.175,3.15,13.643,13.828,,,,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0.0,5,0.0,10,0.05,20,0.0333,30,0.0108,0.4892,UNDER,L,F,SHUTDOWN,NO_PP,0.22,0.024,0.049,14.48
10366585,58481,Dawson Mercer,NJ,F,Goals,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8482110,,,,,,,,,,0.4,0.4,0.3,0.233,30,8.2,8.15,6.4,5.367,18.613,17.985,,,,9.5,17.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,0.2,5,0.1,10,0.15,20,0.1333,30,0.1508,0.3492,UNDER,C,F,DEPTH,PP_OCC,0.516,0.226,0.097,18.22
10366586,218074,Dougie Hamilton,NJ,D,Goals,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8476462,,,,,,,,,,0.0,0.1,0.2,0.133,30,3.6,7.6,7.9,7.717,19.525,19.28,,,,6.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0.4,5,0.3,10,0.2,20,0.1667,30,0.3117,0.1883,UNDER,D,D,DEPTH,PP_OCC,0.439,0.158,0.193,21.68
10366587,218073,Jack Hughes,NJ,F,Goals,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8448071,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.5,UNDER,D,D,SHUTDOWN,NO_PP,0.0,0.0,0.0,
10366589,57870,Jesper Bratt,NJ,F,Goals,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8479407,,,,,,,,,,0.2,0.1,0.2,0.167,30,7.1,7.1,8.9,9.25,19.778,19.1,,,,4.5,4.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0.0,5,0.2,10,0.15,20,0.1667,30,0.1092,0.3908,UNDER,L,F,SECONDARY,PP_REGULAR,0.726,0.21,0.21,18.9
10366590,268353,Juho Lammikko,NJ,F,Goals,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8477996,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5,0.0,10,0.0,20,0.0,24,0.0,0.5,UNDER,C,F,SHUTDOWN,NO_PP,0.083,0.0,0.0,9.88
10366591,294988,Lenni Hameenaho,NJ,F,Goals,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8484177,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5,0.1,10,0.1429,14,0.1429,14,0.0707,0.4293,UNDER,R,F,DEPTH,NO_PP,0.357,0.143,0.0,12.82
10366592,173364,Luke Hughes,NJ,D,Goals,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8482684,,,,,,,,,,0.0,0.1,0.1,0.133,30,7.2,9.85,8.2,7.517,22.845,22.95,,,,10.0,4.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0.0,5,0.1,10,0.15,20,0.1333,30,0.0708,0.4292,UNDER,D,D,DEPTH,PP_OCC,0.538,0.096,0.154,22.98
10366593,218655,Mika Zibanejad,NYR,F,Goals,0.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8476459,,,,,,,,,,0.4,0.4,0.65,0.5,30,10.0,10.0,13.05,10.967,22.041,21.466,,,,21.0,7.5,15.5,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,0.4,5,0.4,10,0.45,20,0.3667,30,0.4042,0.0958,UNDER,C,F,ELITE,PP_REGULAR,0.933,0.417,0.383,21.02
10366594,298836,Nick Bjugstad,NJ,F,Goals,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8475760,,,,,,,,,,0.4,0.3,0.15,0.1,30,6.2,4.95,3.925,4.117,11.46,11.612,,,,1.5,14.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,0.0,5,0.0,10,0.1,20,0.1333,30,0.0283,0.4717,UNDER,C,F,SHUTDOWN,NO_PP,0.0,0.0,0.0,10.1
10366595,57868,Nico Hischier,NJ,F,Goals,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8480002,,,,,,,,,,0.2,0.5,0.5,0.533,30,7.8,9.95,10.0,10.3,20.672,20.341,,,,10.0,4.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0.2,5,0.4,10,0.35,20,0.3,30,0.3025,0.1975,UNDER,C,F,SECONDARY,PP_REGULAR,0.726,0.323,0.226,20.85
10366596,267733,Noah Laba,NYR,F,Goals,0.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8483690,,,,,,,,,,0.0,0.0,0.05,0.067,30,1.5,1.9,2.525,2.833,13.163,13.757,,,,0.0,0.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0.0,5,0.0,10,0.05,20,0.0667,30,0.0142,0.4858,UNDER,C,F,DEPTH,PP_OCC,0.276,0.103,0.069,13.4
10366597,218082,Paul Cotter,NJ,F,Goals,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8481032,,,,,,,,,,0.0,0.1,0.15,0.2,30,1.5,2.45,2.625,3.15,11.767,12.441,,,,1.5,3.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0.2,5,0.1,10,0.05,20,0.1333,30,0.1358,0.3642,UNDER,L,F,SHUTDOWN,NO_PP,0.186,0.102,0.017,11.28
10366598,182060,Simon Nemec,NJ,D,Goals,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8483495,,,,,,,,,,0.2,0.1,0.1,0.074,27,4.0,3.4,2.8,2.407,14.567,14.981,,,,1.5,11.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,0.2,5,0.1,10,0.15,20,0.1667,30,0.1542,0.3458,UNDER,D,D,DEPTH,NO_PP,0.438,0.188,0.021,19.68
10366599,267628,Taylor Raddysh,NYR,F,Goals,0.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8479390,,,,,,,,,,0.2,0.2,0.1,0.133,30,5.1,4.0,2.45,2.95,11.323,11.888,,,,8.0,0.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,0.2,5,0.2,10,0.1,20,0.1,30,0.175,0.325,UNDER,R,F,DEPTH,NO_PP,0.276,0.155,0.017,11.92
10366600,125414,Timo Meier,NJ,F,Goals,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8478414,,,,,,,,,,0.8,0.6,0.5,0.4,30,12.6,10.75,10.025,9.067,19.117,18.566,,,,25.5,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,0.6,5,0.4,10,0.25,20,0.2333,30,0.4408,0.0592,UNDER,R,F,DEPTH,PP_OCC,0.544,0.298,0.175,18.62
10366601,303677,Tye Kartye,NYR,F,Goals,0.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8481789,,,,,,,,,,0.2,0.1,0.05,0.067,30,3.1,2.5,2.425,2.25,11.512,10.765,,,,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0.2,5,0.1,10,0.05,20,0.0667,30,0.1292,0.3708,UNDER,L,F,SHUTDOWN,NO_PP,0.0,0.0,0.0,14.3
10366602,218652,Vincent Trocheck,NYR,F,Goals,0.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8476389,,,,,,,,,,0.2,0.1,0.2,0.233,30,9.0,7.3,8.2,7.867,20.539,21.379,,,,9.5,5.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0.2,5,0.1,10,0.2,20,0.2,30,0.165,0.335,UNDER,C,F,SECONDARY,PP_REGULAR,0.848,0.261,0.239,20.87
10366603,218685,Will Cuylle,NYR,F,Goals,0.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8482157,,,,,,,,,,0.4,0.4,0.25,0.233,30,9.7,7.8,5.675,5.8,17.465,17.208,,,,23.5,9.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,,0.2,5,0.3,10,0.2,20,0.2,30,0.235,0.265,UNDER,L,F,DEPTH,PP_OCC,0.508,0.246,0.131,17.27
10377291,197251,Adam Edstrom,NYR,F,Goals,0.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8481726,,,,,,,,,,0.2,0.2,0.1,0.08,25,3.1,3.25,1.925,2.3,8.871,9.54,,,,0.0,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0.2,5,0.2,10,0.1,20,0.08,25,0.173,0.327,UNDER,C,F,SHUTDOWN,NO_PP,0.16,0.08,0.0,9.53
10377292,267629,Vladislav Gavrikov,NYR,D,Goals,0.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,goals,SKATER,,0,8478882,,,,,,,,,,0.4,0.3,0.2,0.167,30,6.9,6.95,5.55,4.933,24.64,24.709,,,,11.0,11.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,0.4,5,0.3,10,0.2,20,0.1667,30,0.3117,0.1883,UNDER,D,D,DEPTH,PP_OCC,0.393,0.18,0.082,24.05
10377435,218657,Adam Fox,NYR,D,Assists,0.5,standard,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,assists,SKATER,,0,8479323,,,,,,,,,,0.2,0.7,0.85,0.8,30,4.0,6.4,7.125,6.867,22.544,23.802,,,,6.5,4.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,0.2,5,0.5,10,0.55,20,0.5,30,0.3875,0.1125,UNDER,D,D,SECONDARY,PP_REGULAR,0.853,0.118,0.265,23.73
10377437,218657,Adam Fox,NYR,D,Power Play Points,0.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,power_play_points,SKATER,,0,8479323,,,,,,,,,,,,,,30,4.0,6.4,7.125,6.867,22.544,23.802,,,,6.5,4.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5,0.0,10,0.0,20,0.0,30,0.0,0.5,UNDER,D,D,SECONDARY,PP_REGULAR,0.853,0.118,0.265,23.73
10377444,59488,Alexis Lafreniere,NYR,F,Assists,0.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,assists,SKATER,,0,8482109,,,,,,,,,,0.6,0.5,0.55,0.433,30,8.9,8.25,8.075,6.683,17.395,17.297,,,,22.5,6.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,,,,0.4,5,0.4,10,0.35,20,0.3,30,0.3825,0.1175,UNDER,L,F,SECONDARY,PP_OCC,0.607,0.23,0.098,17.17
10377445,59488,Alexis Lafreniere,NYR,F,Points,0.5,standard,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,points,SKATER,,0,8482109,,,,,,,,,,1.0,0.9,0.85,0.667,30,8.9,8.25,8.075,6.683,17.395,17.297,,,,22.5,6.5,3.0,,,,,,,,,,,,,,,,,,,3,1,0,,,,,,,,,,,,,,,,0.6,5,0.5,10,0.45,20,0.3667,30,0.5192,0.0192,OVER,L,F,SECONDARY,PP_OCC,0.607,0.23,0.098,17.17
10377447,59488,Alexis Lafreniere,NYR,F,Power Play Points,0.5,demon,False,NJ,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,power_play_points,SKATER,,0,8482109,,,,,,,,,,,,,,30,8.9,8.25,8.075,6.683,17.395,17.297,,,,22.5,6.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5,0.0,10,0.0,20,0.0,30,0.0,0.5,UNDER,L,F,SECONDARY,PP_OCC,0.607,0.23,0.098,17.17
10377454,268189,Arseny Gritsyuk,NJ,F,Assists,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,assists,SKATER,,0,8481721,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,5,0.3,10,0.25,20,0.2333,30,0.2458,0.2542,UNDER,R,F,DEPTH,PP_OCC,0.448,0.19,0.069,15.17
10377455,268189,Arseny Gritsyuk,NJ,F,Plus/Minus,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,plus/minus,SKATER,,0,8481721,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5,0.0,10,0.0,20,0.0,30,0.0,0.5,UNDER,R,F,DEPTH,PP_OCC,0.448,0.19,0.069,15.17
10377456,268189,Arseny Gritsyuk,NJ,F,Points,0.5,demon,False,NYR,,,2026-03-07T15:00:00.000-05:00,133691,2026-03-07T16:59:45Z,points,SKATER,,0,8481721,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,5,0.4,10,0.3,20,0.3,30,0.375,0.125,UNDER,R,F,DEPTH,PP_OCC,0.448,0.19,0.069,15.17
