projection_id,player_id,player_name,team,position,stat_type,line_score,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at
10380674,218565,Alex Ovechkin,WSH,F,Points,1.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10380675,184753,Aliaksei Protas,WSH,F,Points,1.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10380677,218275,Charlie McAvoy,BOS,D,Points,1.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10380680,87042,Dylan Strome,WSH,F,Points,1.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10380681,218323,Elias Lindholm,BOS,F,Points,1.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10380682,219643,Jakob Chychrun,WSH,D,Points,1.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10380684,64204,Martin Fehervary,WSH,D,Blocked Shots,1.5,goblin,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10380685,171836,Morgan Geekie,BOS,F,Points,1.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10380686,87045,Pavel Zacha,BOS,F,Points,1.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10380687,218574,Pierre-Luc Dubois,WSH,F,Points,1.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10380688,233970,Ryan Leonard,WSH,F,Points,1.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10380689,218567,Tom Wilson,WSH,F,Points,1.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10380690,267677,Viktor Arvidsson,BOS,F,Points,1.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10380787,219643,Jakob Chychrun,WSH,D,Points,1.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10381036,267677,Viktor Arvidsson,BOS,F,Shots On Goal,1.5,goblin,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10381123,218275,Charlie McAvoy,BOS,D,Assists,1.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10381134,218274,David Pastrnak,BOS,F,Assists,1.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10381137,87042,Dylan Strome,WSH,F,Assists,1.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10381145,218323,Elias Lindholm,BOS,F,Assists,1.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10381154,219643,Jakob Chychrun,WSH,D,Assists,1.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10381189,233970,Ryan Leonard,WSH,F,Shots On Goal,1.5,goblin,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10381190,218567,Tom Wilson,WSH,F,Assists,1.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10385686,218274,David Pastrnak,BOS,F,Power Play Points,1.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10385825,231931,Casey Mittelstadt,BOS,F,Points,1.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10386971,267672,Fraser Minten,BOS,F,Points,1.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10387066,125706,Rasmus Sandin,WSH,D,Blocked Shots,1.5,goblin,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10389119,267672,Fraser Minten,BOS,F,Shots On Goal,1.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365897,218565,Alex Ovechkin,WSH,F,Goals,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365898,278865,Alex Steeves,BOS,F,Goals,0.5,demon,False,WSH,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
10365899,184753,Aliaksei Protas,WSH,F,Goals,0.5,demon,False,BOS,,,2026-03-07T12:30:00.000-05:00,133690,2026-03-07T16:59:45Z
