player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,opp_team_1,opp_team_2,OPP_PTS_DEF_1,OPP_FGA_DEF_1,OPP_FGM_DEF_1,OPP_FG3A_DEF_1,OPP_FG3M_DEF_1,OPP_FTA_DEF_1,OPP_TOV_DEF_1,OPP_2PA_DEF_1,OPP_2PM_DEF_1,OPP_2PTS_DEF_1,OPP_PTS_RANK_DEF_1,OPP_FG3M_RANK_DEF_1,OPP_FG3A_RANK_DEF_1,OPP_FGA_RANK_DEF_1,OPP_FGM_RANK_DEF_1,OPP_2PA_RANK_DEF_1,OPP_2PM_RANK_DEF_1,OPP_2PTS_RANK_DEF_1,OPP_FTA_RANK_DEF_1,OPP_TOV_FORCED_RANK_DEF_1,OVERALL_DEF_SCORE_DEF_1,OVERALL_DEF_RANK_DEF_1,DEF_TIER_DEF_1,OPP_PTS_DEF_2,OPP_FGA_DEF_2,OPP_FGM_DEF_2,OPP_FG3A_DEF_2,OPP_FG3M_DEF_2,OPP_FTA_DEF_2,OPP_TOV_DEF_2,OPP_2PA_DEF_2,OPP_2PM_DEF_2,OPP_2PTS_DEF_2,OPP_PTS_RANK_DEF_2,OPP_FG3M_RANK_DEF_2,OPP_FG3A_RANK_DEF_2,OPP_FGA_RANK_DEF_2,OPP_FGM_RANK_DEF_2,OPP_2PA_RANK_DEF_2,OPP_2PM_RANK_DEF_2,OPP_2PTS_RANK_DEF_2,OPP_FTA_RANK_DEF_2,OPP_TOV_FORCED_RANK_DEF_2,OVERALL_DEF_SCORE_DEF_2,OVERALL_DEF_RANK_DEF_2,DEF_TIER_DEF_2,is_combo_player,ESPN_ATHLETE_ID,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,min_last5_avg,hit_rate_status,line_games_played_5,line_hits_over_5,line_hits_under_5,line_hits_push_5,line_hit_rate_over_5,line_hit_rate_under_5,min_player_avg,pts_player_avg,minutes_tier,shot_role,usage_role,opp_l10_pts,opp_l10_reb,opp_l10_ast,opp_l10_stl,opp_l10_blk,opp_last_game_pts,opp_last_game_reb,opp_last_game_ast,opp_last_game_date,opp_games_played,opp_home_avg_pts,opp_away_avg_pts,opp_last_3_avg_pts,game_total,spread,implied_team_total,blowout_risk,low_total_flag,pace_tier,odds_source,ctx_adj,days_rest,b2b_flag,home_away,rest_adj,schedule_source,h2h_last_stat,h2h_last_date,h2h_games_vs_opp,h2h_avg,h2h_over_rate,projection,edge,abs_edge,forced_over_only,bet_direction,eligible,void_reason,edge_dr,line_hit_rate,minutes_certainty,prop_weight,reliability_mult,def_adj,projection_adj,edge_adj,edge_adj_dr,def_rank_signal,prop_hr_prior,stat_last5_avg_num,stat_last10_avg_num,stat_season_avg_num,avg_vs_line,edge_z,line_hit_z,min_z,def_rank_z,avg_vs_line_z,prop_hr_z,rank_score,tier,model_dir,final_bet_direction,final_dir_reason
Khris Middleton,F,DAL,MEM,17.5,Pts+Rebs+Asts,pra,Standard,203114,10511334,10511334,300072,135141,2026-03-12T20:00:00.000-04:00,,DAL,17.5,0,https://static.prizepicks.com/images/manual/Khris_Middleton.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6609.0,19.0,9.0,15.0,28.0,20.0,9.0,14.0,26.0,12.0,39.0,18.2,19.1,19.1,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,25.6,OK,5.0,3.0,2.0,0.0,0.6,0.4,25.6,18.2,MEDIUM,MID_VOL,PRIMARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,AWAY,0,cache,,,,,,19.9555,2.455500000000001,2.455500000000001,0,OVER,1,,2.145946782679881,0.55,0.9,0.99,1,0.024,20.434432,2.934432000000001,2.496867189666271,0.3793103448275863,0.545,18.2,19.1,19.1,0.06571428571428574,-0.1520019579334582,-0.4376035938809146,-0.2840372239656758,0.6251915591620848,-0.7482830408096953,-0.767195275418888,1.222360998644695,C,OVER,OVER,
Olivier-Maxence Prosper,F,MEM,DAL,17.5,Pts+Asts,pa,Standard,1641765,10512474,10512474,288047,135141,2026-03-12T20:00:00.000-04:00,MEM,,17.5,0,https://static.prizepicks.com/images/players/NBA/Olivier-Maxence_Prosper_NBA_player_8K3bP8Ie9lvYLAxpixt8u05g.webp,,,,,OK,117.4,94.2,43.9,35.9,12.1,22.3,13.5,58.3,31.8,63.6,21.0,3.0,10.0,30.0,26.0,30.0,30.0,30.0,7.0,23.0,21.35483870967742,23.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4595400.0,11.0,16.0,13.0,18.0,5.0,20.0,17.0,5.0,18.0,13.0,12.6,13.6,13.6,1.0,4.0,0.0,0.2,0.2,0.8,0.3,0.7,OK,26.4,OK,5.0,1.0,4.0,0.0,0.2,0.8,26.4,12.6,MEDIUM,MID_VOL,SECONDARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,HOME,0,cache,,,,,,13.886,-3.613999999999999,3.613999999999999,0,UNDER,1,,-2.544210651641051,0.75,0.9,1.01,1,0.032,14.330352,-3.169647999999999,2.544210651641051,-0.5172413793103448,0.59,12.6,13.6,13.6,0.2514285714285714,-1.426080262923601,0.5040399422551691,-0.2840372239656758,-0.7402971268736804,0.5234434027273668,0.8404418095441039,2.767975148680391,A,UNDER,UNDER,
Cooper Flagg,F,DAL,MEM,17.5,Points,pts,Goblin,1642843,10516569,10516569,269519,135141,2026-03-12T20:00:00.000-04:00,,DAL,22.5,3,https://static.prizepicks.com/images/manual/Cooper_Flagg.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5041939.0,14.0,17.0,16.0,18.0,27.0,,,,,,18.4,18.4,18.4,2.0,3.0,0.0,0.4,0.4,0.6,0.4,0.6,OK,30.8,OK,5.0,2.0,3.0,0.0,0.4,0.6,30.8,18.4,HIGH,HIGH_VOL,PRIMARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,AWAY,0,cache,,,,,,18.4,0.8999999999999986,0.8999999999999986,1,OVER,1,,0.9143366600529762,0.4,1,1.03,1.06,0.024,18.8416,1.3416,1.283747444745926,0.3793103448275863,0.566,18.4,18.4,18.4,0.05142857142857135,-0.55596749990277,-1.285014897632317,1.081280968501847,0.6251915591620848,-0.798020217808782,-0.3551656199671306,-0.007317045807825047,D,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
Marvin Bagley,F,DAL,MEM,17.5,Pts+Rebs,pr,Standard,1628963,10523667,10523667,299371,135141,2026-03-12T20:00:00.000-04:00,,DAL,17.5,0,https://static.prizepicks.com/images/manual/Marvin_BagleyDAL.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,AWAY,0,cache,,,,,,,,,0,UNDER,0,NO_PROJECTION_OR_LINE,,,0.8,1.01,1,0.024,,,,-0.3793103448275863,0.54,,,,0,0,0,-1.649355416433199,0,0,0,,D,UNDER,UNDER,
Marvin Bagley,F,DAL,MEM,17.5,Points,pts,Demon,1628963,10524190,10524190,299371,135141,2026-03-12T20:00:00.000-04:00,,DAL,10.5,3,https://static.prizepicks.com/images/manual/Marvin_BagleyDAL.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,AWAY,0,cache,,,,,,,,,1,OVER,0,NO_PROJECTION_OR_LINE,,,0.8,1.03,0.75,0.024,,,,0.3793103448275863,0.566,,,,0,0,0,-1.649355416433199,0,0,0,,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
Brandon Williams,G,DAL,MEM,17.5,Pts+Rebs+Asts,pra,Goblin,1630314,10534181,10534181,184045,135141,2026-03-12T20:00:00.000-04:00,,DAL,19.5,1,https://static.prizepicks.com/images/players/NBA/Brandon_Williams_NBA_player_yAq47XxLz2AFu9yhFNxiTddM.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4397040.0,20.0,17.0,22.0,23.0,20.0,28.0,23.0,30.0,23.0,18.0,20.4,22.4,22.4,4.0,1.0,0.0,0.8,0.8,0.2,0.9,0.1,OK,21.4,OK,5.0,4.0,1.0,0.0,0.8,0.2,21.4,20.4,MEDIUM,MID_VOL,PRIMARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,AWAY,0,cache,,,,,,22.898,5.398,5.398,1,OVER,1,,2.544210651641051,0.8500000000000001,0.9,0.99,1.06,0.024,23.447552,5.947552000000002,2.544210651641051,0.3793103448275863,0.545,20.4,22.4,22.4,0.2228571428571428,0.6121694385594366,1.25721901362189,-0.2840372239656758,0.6251915591620848,-0.2011740938197458,-0.767195275418888,3.280299467605127,A,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
Marvin Bagley,F,DAL,MEM,17.5,Pts+Rebs+Asts,pra,Goblin,1628963,10534817,10534817,299371,135141,2026-03-12T20:00:00.000-04:00,,DAL,19.5,1,https://static.prizepicks.com/images/manual/Marvin_BagleyDAL.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,AWAY,0,cache,,,,,,,,,1,OVER,0,NO_PROJECTION_OR_LINE,,,0.8,0.99,1.06,0.024,,,,0.3793103448275863,0.545,,,,0,0,0,-1.649355416433199,0,0,0,,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
Brandon Williams,G,DAL,MEM,17.5,Pts+Asts,pa,Demon,1630314,10536452,10536452,184045,135141,2026-03-12T20:00:00.000-04:00,,DAL,16.5,1,https://static.prizepicks.com/images/players/NBA/Brandon_Williams_NBA_player_yAq47XxLz2AFu9yhFNxiTddM.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4397040.0,18.0,17.0,15.0,19.0,17.0,20.0,20.0,29.0,22.0,17.0,17.2,19.4,19.4,2.0,3.0,0.0,0.4,0.4,0.6,0.6,0.4,OK,21.4,OK,5.0,2.0,3.0,0.0,0.4,0.6,21.4,17.2,MEDIUM,MID_VOL,SECONDARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,AWAY,0,cache,,,,,,19.398,1.898,1.898,1,OVER,1,,1.724057622073703,0.5,0.9,1.01,0.75,0.024,19.863552,2.363551999999999,2.077449078375897,0.3793103448275863,0.557,17.2,19.4,19.4,0.04571428571428565,-0.2967854935476603,-0.7200740284647157,-0.2840372239656758,0.6251915591620848,-0.8179150886084166,-0.5317497580178825,0.5329781652603562,D,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
P.J. Washington,F,DAL,MEM,17.5,Pts+Rebs,pr,Goblin,1629023,10540879,10540879,187519,135141,2026-03-12T20:00:00.000-04:00,,DAL,20.5,2,https://static.prizepicks.com/images/players/NBA/PJ_Washington_NBA_player_FqGVXP3NXbX3MrRpnctV9nLp.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278078.0,13.0,16.0,10.0,23.0,15.0,17.0,32.0,24.0,22.0,18.0,15.4,19.0,19.0,1.0,4.0,0.0,0.2,0.2,0.8,0.5,0.5,OK,30.0,OK,5.0,1.0,4.0,0.0,0.2,0.8,30.0,15.4,MEDIUM,HIGH_VOL,SECONDARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,AWAY,0,cache,,,,,,18.06,0.5599999999999987,0.5599999999999987,1,OVER,1,,0.6108855086228675,0.35,0.9,1.01,1.06,0.024,18.49344,0.9934399999999997,0.9944212496848575,0.3793103448275863,0.568,15.4,19,19,-0.01714285714285714,-0.644265979021745,-1.567485332216118,-0.2840372239656758,0.6251915591620848,-1.036758667404396,-0.3159247004002964,-1.063632406264182,D,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
Taylor Hendricks,F,MEM,DAL,17.0,Pts+Rebs,pr,Standard,1641707,10510755,10510755,299289,135141,2026-03-12T20:00:00.000-04:00,MEM,,17.0,0,https://static.prizepicks.com/images/manual/Taylor Hendricks .png,,,,,OK,117.4,94.2,43.9,35.9,12.1,22.3,13.5,58.3,31.8,63.6,21.0,3.0,10.0,30.0,26.0,30.0,30.0,30.0,7.0,23.0,21.35483870967742,23.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4684806.0,13.0,22.0,9.0,24.0,19.0,20.0,15.0,6.0,18.0,12.0,17.4,15.8,15.8,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,24.6,OK,5.0,3.0,2.0,0.0,0.6,0.4,24.6,17.4,MEDIUM,MID_VOL,SECONDARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,HOME,0,cache,,,,,,17.43,0.4300000000000033,0.4300000000000033,0,OVER,1,,0.4880318739696666,0.55,0.9,1.01,1,0.032,17.98776000000001,0.9877600000000051,0.9895864040181973,0.5172413793103448,0.568,17.4,15.8,15.8,-0.0235294117647059,-0.6780271622142932,-0.4376035938809146,-0.2840372239656758,0.8623636878895735,-1.058994111239282,-0.3159247004002964,0.1372176903003936,D,OVER,OVER,
Jaylen Wells,F,MEM,DAL,16.5,Points,pts,Standard,1642377,10510748,10510748,217923,135141,2026-03-12T20:00:00.000-04:00,MEM,,16.5,0,https://static.prizepicks.com/images/players/NBA/Jaylen_Wells_NBA_player_ykKs80ZbdeMuQ8GF984atz.webp,,,,,OK,117.4,94.2,43.9,35.9,12.1,22.3,13.5,58.3,31.8,63.6,21.0,3.0,10.0,30.0,26.0,30.0,30.0,30.0,7.0,23.0,21.35483870967742,23.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5112087.0,11.0,17.0,8.0,24.0,19.0,18.0,12.0,8.0,12.0,25.0,15.8,15.4,15.4,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,26.6,OK,5.0,3.0,2.0,0.0,0.6,0.4,26.6,15.8,MEDIUM,MID_VOL,SECONDARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,HOME,0,cache,,,,,,15.6,-0.9000000000000004,0.9000000000000004,0,UNDER,1,,-0.9143366600529776,0.45,0.9,1.03,1,0.032,16.0992,-0.4008000000000003,0.459714874450228,-0.5172413793103448,0.54,15.8,15.4,15.4,0.05454545454545452,0.4507690190603766,-1.744634252792113,-0.2840372239656758,-0.7402971268736804,-1.039124962052669,0.1844161125886028,-2.515841068655951,D,UNDER,UNDER,
Cam Spencer,G,MEM,DAL,16.5,Pts+Rebs,pr,Standard,1642285,10511025,10511025,217457,135141,2026-03-12T20:00:00.000-04:00,MEM,,16.5,0,https://static.prizepicks.com/images/players/NBA/Cam_Spencer_NBA_player_QnCVbnjMqWwM9hsxbCI6KeUl.webp,,,,,OK,117.4,94.2,43.9,35.9,12.1,22.3,13.5,58.3,31.8,63.6,21.0,3.0,10.0,30.0,26.0,30.0,30.0,30.0,7.0,23.0,21.35483870967742,23.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4433083.0,13.0,8.0,15.0,19.0,12.0,13.0,27.0,6.0,10.0,2.0,13.4,12.5,12.5,1.0,4.0,0.0,0.2,0.2,0.8,0.2,0.8,OK,23.6,OK,5.0,1.0,4.0,0.0,0.2,0.8,23.6,13.4,MEDIUM,MID_VOL,SECONDARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,HOME,0,cache,,,,,,13.5975,-2.9025,2.9025,0,UNDER,1,,-2.473753343193217,0.8,0.9,1.01,1,0.032,14.03262,-2.46738,2.154768579498356,-0.5172413793103448,0.54,13.4,12.5,12.5,0.2151515151515151,-0.9340470042163055,0.8788189747630498,-0.2840372239656758,-0.7402971268736804,0.2355295307648183,0.1844161125886028,2.205999194179744,B,UNDER,UNDER,
Max Christie,G,DAL,MEM,16.5,Pts+Rebs,pr,Standard,1631108,10511039,10511039,226910,135141,2026-03-12T20:00:00.000-04:00,,DAL,16.5,0,https://static.prizepicks.com/images/players/NBA/Max_Christie_NBA_player_xSeziRfwQRmXonw4SMHbKCTi.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4432582.0,9.0,5.0,16.0,9.0,16.0,21.0,16.0,10.0,20.0,18.0,11.0,14.0,14.0,0.0,5.0,0.0,0.0,0.0,1.0,0.3,0.7,OK,28.2,OK,5.0,0.0,5.0,0.0,0.0,1.0,28.2,11.0,MEDIUM,HIGH_VOL,SECONDARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,AWAY,0,cache,,,,,,13.125,-3.375,3.375,0,UNDER,1,,-2.544210651641051,0.85,0.9,1.01,1,0.024,13.44,-3.06,2.544210651641051,-0.3793103448275863,0.54,11,14,14,0.2424242424242424,-1.260801346787208,1.25359800727093,-0.2840372239656758,-0.515014102902106,0.4519802936960896,0.1844161125886028,3.208073148811733,A,UNDER,UNDER,
Brandon Williams,G,DAL,MEM,16.5,Pts+Asts,pa,Standard,1630314,10523663,10523663,184045,135141,2026-03-12T20:00:00.000-04:00,,DAL,16.5,0,https://static.prizepicks.com/images/players/NBA/Brandon_Williams_NBA_player_yAq47XxLz2AFu9yhFNxiTddM.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4397040.0,18.0,17.0,15.0,19.0,17.0,20.0,20.0,29.0,22.0,17.0,17.2,19.4,19.4,4.0,1.0,0.0,0.8,0.8,0.2,0.9,0.1,OK,21.4,OK,5.0,4.0,1.0,0.0,0.8,0.2,21.4,17.2,MEDIUM,MID_VOL,SECONDARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,AWAY,0,cache,,,,,,19.398,2.898,2.898,0,OVER,1,,2.470492978873804,0.8500000000000001,0.9,1.01,1,0.024,19.863552,3.363551999999999,2.544210651641051,0.3793103448275863,0.557,17.2,19.4,19.4,0.109090909090909,-0.03708408437420405,1.25721901362189,-0.2840372239656758,0.6251915591620848,-0.597262885194288,-0.5317497580178825,2.976002485046162,A,OVER,OVER,
Daniel Gafford,F-C,DAL,MEM,16.5,Pts+Rebs,pr,Goblin,1629655,10524183,10524183,187518,135141,2026-03-12T20:00:00.000-04:00,,DAL,18.0,1,https://static.prizepicks.com/images/players/NBA/Daniel_Gafford_NBA_player_mgmwLqMeQgVyvCqJs5nn2U5O.webp,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278049.0,24.0,32.0,25.0,16.0,15.0,19.0,13.0,14.0,13.0,8.0,22.4,17.9,17.9,3.0,2.0,0.0,0.6,0.6,0.4,0.4,0.6,OK,23.4,OK,5.0,3.0,2.0,0.0,0.6,0.4,23.4,22.4,MEDIUM,MID_VOL,PRIMARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,AWAY,0,cache,,,,,,21.1575,4.657499999999999,4.657499999999999,1,OVER,1,,2.544210651641051,0.5,0.9,1.01,1.06,0.024,21.66528,5.165279999999999,2.544210651641051,0.3793103448275863,0.568,22.4,17.9,17.9,0.2212121212121211,0.419860545066492,-0.7200740284647157,-0.2840372239656758,0.6251915591620848,-0.2069014051105498,-0.3159247004002964,1.784178096695631,B,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
Khris Middleton,F,DAL,MEM,16.5,Pts+Rebs+Asts,pra,Goblin,203114,10524188,10524188,300072,135141,2026-03-12T20:00:00.000-04:00,,DAL,17.5,1,https://static.prizepicks.com/images/manual/Khris_Middleton.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6609.0,19.0,9.0,15.0,28.0,20.0,9.0,14.0,26.0,12.0,39.0,18.2,19.1,19.1,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,25.6,OK,5.0,3.0,2.0,0.0,0.6,0.4,25.6,18.2,MEDIUM,MID_VOL,PRIMARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,AWAY,0,cache,,,,,,19.9555,3.455500000000001,3.455500000000001,1,OVER,1,,2.544210651641051,0.55,0.9,0.99,1.06,0.024,20.434432,3.934432000000001,2.544210651641051,0.3793103448275863,0.545,18.2,19.1,19.1,0.1303030303030303,0.1076994512399981,-0.4376035938809146,-0.2840372239656758,0.6251915591620848,-0.5234107132865534,-0.767195275418888,1.51491831858735,C,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
Marvin Bagley,F,DAL,MEM,16.5,Pts+Rebs,pr,Goblin,1628963,10525533,10525533,299371,135141,2026-03-12T20:00:00.000-04:00,,DAL,17.5,1,https://static.prizepicks.com/images/manual/Marvin_BagleyDAL.png,,,,,OK,117.5,91.1,42.7,39.6,14.3,22.5,14.9,51.49999999999999,28.4,56.8,22.0,26.0,27.0,24.0,19.0,12.0,12.0,12.0,10.0,13.0,19.35483870967742,21.0,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NO_ID,,MISSING_STAT_VALUES,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,AWAY,0,cache,,,,,,,,,1,OVER,0,NO_PROJECTION_OR_LINE,,,0.8,1.01,1.06,0.024,,,,0.3793103448275863,0.568,,,,0,0,0,-1.649355416433199,0,0,0,,D,UNDER,OVER,FORCED_OVER_ONLY_GOB_DEM
Taylor Hendricks,F,MEM,DAL,16.5,Pts+Rebs+Asts,pra,Goblin,1641707,10526323,10526323,299289,135141,2026-03-12T20:00:00.000-04:00,MEM,,19.5,1,https://static.prizepicks.com/images/manual/Taylor Hendricks .png,,,,,OK,117.4,94.2,43.9,35.9,12.1,22.3,13.5,58.3,31.8,63.6,21.0,3.0,10.0,30.0,26.0,30.0,30.0,30.0,7.0,23.0,21.35483870967742,23.0,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4684806.0,15.0,24.0,11.0,24.0,21.0,24.0,16.0,6.0,20.0,13.0,19.0,17.4,17.4,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,24.6,OK,5.0,3.0,2.0,0.0,0.6,0.4,24.6,19.0,MEDIUM,MID_VOL,PRIMARY,,,,,,,,,,,,,,,,,False,False,UNKNOWN,fallback,0,1,False,HOME,0,cache,,,,,,19.474,2.974,2.974,1,OVER,1,,2.525456076649318,0.55,0.9,0.99,1.06,0.032,20.097168,3.597168,2.544210651641051,0.5172413793103448,0.545,19,17.4,17.4,0.103030303030303,-0.01734677727702124,-0.4376035938809146,-0.2840372239656758,0.8623636878895735,-0.6183635057393548,-0.767195275418888,1.639296468796674,C,OVER,OVER,FORCED_OVER_ONLY_GOB_DEM
