player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,opp_team_1,opp_team_2,OPP_PTS_DEF_1,OPP_FGA_DEF_1,OPP_FGM_DEF_1,OPP_FG3A_DEF_1,OPP_FG3M_DEF_1,OPP_FTA_DEF_1,OPP_TOV_DEF_1,OPP_2PA_DEF_1,OPP_2PM_DEF_1,OPP_2PTS_DEF_1,OPP_PTS_RANK_DEF_1,OPP_FG3M_RANK_DEF_1,OPP_FG3A_RANK_DEF_1,OPP_FGA_RANK_DEF_1,OPP_FGM_RANK_DEF_1,OPP_2PA_RANK_DEF_1,OPP_2PM_RANK_DEF_1,OPP_2PTS_RANK_DEF_1,OPP_FTA_RANK_DEF_1,OPP_TOV_FORCED_RANK_DEF_1,OVERALL_DEF_SCORE_DEF_1,OVERALL_DEF_RANK_DEF_1,DEF_TIER_DEF_1,OPP_PTS_DEF_2,OPP_FGA_DEF_2,OPP_FGM_DEF_2,OPP_FG3A_DEF_2,OPP_FG3M_DEF_2,OPP_FTA_DEF_2,OPP_TOV_DEF_2,OPP_2PA_DEF_2,OPP_2PM_DEF_2,OPP_2PTS_DEF_2,OPP_PTS_RANK_DEF_2,OPP_FG3M_RANK_DEF_2,OPP_FG3A_RANK_DEF_2,OPP_FGA_RANK_DEF_2,OPP_FGM_RANK_DEF_2,OPP_2PA_RANK_DEF_2,OPP_2PM_RANK_DEF_2,OPP_2PTS_RANK_DEF_2,OPP_FTA_RANK_DEF_2,OPP_TOV_FORCED_RANK_DEF_2,OVERALL_DEF_SCORE_DEF_2,OVERALL_DEF_RANK_DEF_2,DEF_TIER_DEF_2,is_combo_player,ESPN_ATHLETE_ID,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,min_last5_avg,hit_rate_status,line_games_played_5,line_hits_over_5,line_hits_under_5,line_hits_push_5,line_hit_rate_over_5,line_hit_rate_under_5
Neemias Queta,C,BOS,OKC,9.0,Rebounds,reb,Standard,1629674,10526482,10526482,186551,135352,2026-03-12T21:30:00.000-04:00,,,9.0,0,https://static.prizepicks.com/images/players/NBA/Neemias_Queta_NBA_player_PrhzuamNgCHm5kczjwO8Rg6q.webp,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.3,24.0,48.0,1.0,27.0,25.0,12.0,2.0,5.0,1.0,1.0,11.0,2.0,6.053763440860214,3.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4397424.0,4.0,11.0,15.0,2.0,17.0,2.0,4.0,13.0,12.0,6.0,9.8,8.6,8.6,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,24.8,OK,5.0,3.0,2.0,0.0,0.6,0.4
Luguentz Dort,G,OKC,BOS,8.5,Points,pts,Standard,1629652,10504379,10504379,10798,135352,2026-03-12T21:30:00.000-04:00,,,8.5,0,https://static.prizepicks.com/images/players/NBA/Luguentz_Dort_NBA_player_e1jWAiWanPNpRtbYeXm01a9Q.webp,,,,,OK,108.4,86.6,38.4,38.7,14.0,22.3,13.3,47.89999999999999,24.4,48.8,2.0,24.0,23.0,5.0,2.0,1.0,2.0,2.0,7.0,26.0,5.118279569892472,1.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4397020.0,6.0,8.0,16.0,4.0,5.0,8.0,3.0,15.0,12.0,10.0,7.8,8.7,8.7,1.0,4.0,0.0,0.2,0.2,0.8,0.4,0.6,OK,29.2,OK,5.0,1.0,4.0,0.0,0.2,0.8
Neemias Queta,C,BOS,OKC,8.5,Rebounds,reb,Goblin,1629674,10505549,10505549,186551,135352,2026-03-12T21:30:00.000-04:00,,,9.0,1,https://static.prizepicks.com/images/players/NBA/Neemias_Queta_NBA_player_PrhzuamNgCHm5kczjwO8Rg6q.webp,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.3,24.0,48.0,1.0,27.0,25.0,12.0,2.0,5.0,1.0,1.0,11.0,2.0,6.053763440860214,3.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4397424.0,4.0,11.0,15.0,2.0,17.0,2.0,4.0,13.0,12.0,6.0,9.8,8.6,8.6,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,24.8,OK,5.0,3.0,2.0,0.0,0.6,0.4
Payton Pritchard,G,BOS,OKC,8.5,Rebs+Asts,ra,Standard,1630202,10505915,10505915,25443,135352,2026-03-12T21:30:00.000-04:00,,,8.5,0,https://static.prizepicks.com/images/players/NBA/Payton_Pritchard_NBA_player_mETqObZeSRGUv7JuHzL8Roy.webp,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.3,24.0,48.0,1.0,27.0,25.0,12.0,2.0,5.0,1.0,1.0,11.0,2.0,6.053763440860214,3.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4066354.0,10.0,13.0,2.0,13.0,8.0,5.0,7.0,10.0,12.0,13.0,9.2,9.3,9.3,3.0,2.0,0.0,0.6,0.6,0.4,0.6,0.4,OK,30.8,OK,5.0,3.0,2.0,0.0,0.6,0.4
Jaylen Brown,G-F,BOS,OKC,8.5,Rebounds,reb,Demon,1627759,10508461,10508461,188003,135352,2026-03-12T21:30:00.000-04:00,,,7.0,2,https://static.prizepicks.com/images/players/NBA/Jaylen_Brown_NBA_player_utxCqIIRlnJz1PvPg4Ljnl44.webp,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.3,24.0,48.0,1.0,27.0,25.0,12.0,2.0,5.0,1.0,1.0,11.0,2.0,6.053763440860214,3.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3917376.0,2.0,9.0,7.0,11.0,8.0,7.0,11.0,8.0,15.0,2.0,7.4,8.0,8.0,2.0,3.0,0.0,0.4,0.4,0.6,0.4,0.6,OK,31.6,OK,5.0,2.0,3.0,0.0,0.4,0.6
Shai Gilgeous-Alexander,G,OKC,BOS,8.5,Assists,ast,Demon,1628983,10508553,10508553,188011,135352,2026-03-12T21:30:00.000-04:00,,,7.0,2,https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp,,,,,OK,108.4,86.6,38.4,38.7,14.0,22.3,13.3,47.89999999999999,24.4,48.8,2.0,24.0,23.0,5.0,2.0,1.0,2.0,2.0,7.0,26.0,5.118279569892472,1.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278073.0,15.0,5.0,8.0,5.0,9.0,,,,,,8.4,8.4,8.4,2.0,3.0,0.0,0.4,0.4,0.6,0.4,0.6,OK,35.2,OK,5.0,2.0,3.0,0.0,0.4,0.6
Cason Wallace,G,OKC,BOS,8.5,Rebs+Asts,ra,Demon,1641717,10508876,10508876,175716,135352,2026-03-12T21:30:00.000-04:00,,,5.5,2,https://static.prizepicks.com/images/players/NBA/Cason_Wallace_NBA_player_9xDSeIOsMeujUyEeqF7Vy8y4.webp,,,,,OK,108.4,86.6,38.4,38.7,14.0,22.3,13.3,47.89999999999999,24.4,48.8,2.0,24.0,23.0,5.0,2.0,1.0,2.0,2.0,7.0,26.0,5.118279569892472,1.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4683692.0,3.0,2.0,7.0,6.0,14.0,7.0,7.0,15.0,14.0,10.0,6.4,8.5,8.5,1.0,4.0,0.0,0.2,0.2,0.8,0.4,0.6,OK,27.2,OK,5.0,1.0,4.0,0.0,0.2,0.8
Chet Holmgren,C-F,OKC,BOS,8.5,Rebs+Asts,ra,Goblin,1631096,10508889,10508889,93905,135352,2026-03-12T21:30:00.000-04:00,,,11.0,2,https://static.prizepicks.com/images/players/NBA/Chet_Holmgren_NBA_player_vJ4nqK6iuXIrNmp4iJ5ZwfEC.webp,,,,,OK,108.4,86.6,38.4,38.7,14.0,22.3,13.3,47.89999999999999,24.4,48.8,2.0,24.0,23.0,5.0,2.0,1.0,2.0,2.0,7.0,26.0,5.118279569892472,1.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4433255.0,10.0,13.0,10.0,24.0,13.0,19.0,9.0,2.0,2.0,1.0,14.0,10.3,10.3,5.0,0.0,0.0,1.0,1.0,0.0,0.7,0.3,OK,30.8,OK,5.0,5.0,0.0,0.0,1.0,0.0
Derrick White,G,BOS,OKC,8.5,Rebs+Asts,ra,Goblin,1628401,10508901,10508901,60021,135352,2026-03-12T21:30:00.000-04:00,,,10.0,1,https://static.prizepicks.com/images/players/NBA/Derrick_White_NBA_player_j31gwnz7z94eWcwKbT1RB8J.webp,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.3,24.0,48.0,1.0,27.0,25.0,12.0,2.0,5.0,1.0,1.0,11.0,2.0,6.053763440860214,3.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3078576.0,12.0,12.0,8.0,5.0,10.0,14.0,10.0,9.0,16.0,13.0,9.4,10.9,10.9,3.0,2.0,0.0,0.6,0.6,0.4,0.8,0.2,OK,34.0,OK,5.0,3.0,2.0,0.0,0.6,0.4
Isaiah Joe,G,OKC,BOS,8.5,Rebs+Asts,ra,Demon,1630198,10508914,10508914,88490,135352,2026-03-12T21:30:00.000-04:00,,,,3,https://static.prizepicks.com/images/players/NBA/Isaiah_Joe_NBA_player_ut9gQOUduwi81flqjZSBTjr9.webp,,,,,OK,108.4,86.6,38.4,38.7,14.0,22.3,13.3,47.89999999999999,24.4,48.8,2.0,24.0,23.0,5.0,2.0,1.0,2.0,2.0,7.0,26.0,5.118279569892472,1.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4395702.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,5.0,5.0,8.0,4.6,5.1,5.1,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,28.4,OK,5.0,0.0,5.0,0.0,0.0,1.0
Luguentz Dort,G,OKC,BOS,8.5,Rebs+Asts,ra,Demon,1629652,10508951,10508951,10798,135352,2026-03-12T21:30:00.000-04:00,,,5.5,3,https://static.prizepicks.com/images/players/NBA/Luguentz_Dort_NBA_player_e1jWAiWanPNpRtbYeXm01a9Q.webp,,,,,OK,108.4,86.6,38.4,38.7,14.0,22.3,13.3,47.89999999999999,24.4,48.8,2.0,24.0,23.0,5.0,2.0,1.0,2.0,2.0,7.0,26.0,5.118279569892472,1.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4397020.0,4.0,7.0,5.0,7.0,4.0,7.0,7.0,8.0,5.0,4.0,5.4,5.8,5.8,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,29.2,OK,5.0,0.0,5.0,0.0,0.0,1.0
Neemias Queta,C,BOS,OKC,8.5,Rebs+Asts,ra,Goblin,1629674,10508963,10508963,186551,135352,2026-03-12T21:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Neemias_Queta_NBA_player_PrhzuamNgCHm5kczjwO8Rg6q.webp,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.3,24.0,48.0,1.0,27.0,25.0,12.0,2.0,5.0,1.0,1.0,11.0,2.0,6.053763440860214,3.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4397424.0,5.0,12.0,15.0,2.0,19.0,3.0,5.0,16.0,13.0,7.0,10.6,9.7,9.7,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,24.8,OK,5.0,3.0,2.0,0.0,0.6,0.4
Sam Hauser,F,BOS,OKC,8.5,Points,pts,Goblin,1630573,10508981,10508981,85744,135352,2026-03-12T21:30:00.000-04:00,,,10.5,1,https://static.prizepicks.com/images/players/NBA/Sam_Hauser_NBA_player_HO74M8ygKdc0YDcjRveTWVHw.webp,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.3,24.0,48.0,1.0,27.0,25.0,12.0,2.0,5.0,1.0,1.0,11.0,2.0,6.053763440860214,3.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4065804.0,11.0,15.0,6.0,3.0,14.0,8.0,13.0,5.0,16.0,7.0,9.8,9.8,9.8,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,27.0,OK,5.0,3.0,2.0,0.0,0.6,0.4
Ajay Mitchell,G,OKC,BOS,8.5,Rebs+Asts,ra,Demon,1642349,10510765,10510765,272369,135352,2026-03-12T21:30:00.000-04:00,,,,3,https://static.prizepicks.com/images/players/NBA/Ajay_Mitchell_NBA_player_vJGrrqtDRCIpNNrHobZ0VENR.webp,,,,,OK,108.4,86.6,38.4,38.7,14.0,22.3,13.3,47.89999999999999,24.4,48.8,2.0,24.0,23.0,5.0,2.0,1.0,2.0,2.0,7.0,26.0,5.118279569892472,1.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4900671.0,5.0,,,,,,,,,,5.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,INSUFFICIENT_GAMES,29.0,OK,1.0,0.0,1.0,0.0,0.0,1.0
Baylor Scheierman,G,BOS,OKC,8.5,Points,pts,Standard,1631248,10538135,10538135,233589,135352,2026-03-12T21:30:00.000-04:00,,,8.5,0,https://static.prizepicks.com/images/players/NBA/Baylor_Scheierman_NBA_player_dRVc7Y6G9Z8gmIcUtgkPwzba.webp,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.3,24.0,48.0,1.0,27.0,25.0,12.0,2.0,5.0,1.0,1.0,11.0,2.0,6.053763440860214,3.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4593841.0,6.0,16.0,5.0,9.0,10.0,12.0,10.0,9.0,11.0,5.0,9.2,9.3,9.3,3.0,2.0,0.0,0.6,0.6,0.4,0.7,0.3,OK,27.8,OK,5.0,3.0,2.0,0.0,0.6,0.4
Baylor Scheierman,G,BOS,OKC,8.5,Rebs+Asts,ra,Demon,1631248,10538150,10538150,233589,135352,2026-03-12T21:30:00.000-04:00,,,7.5,1,https://static.prizepicks.com/images/players/NBA/Baylor_Scheierman_NBA_player_dRVc7Y6G9Z8gmIcUtgkPwzba.webp,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.3,24.0,48.0,1.0,27.0,25.0,12.0,2.0,5.0,1.0,1.0,11.0,2.0,6.053763440860214,3.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4593841.0,9.0,10.0,4.0,9.0,7.0,6.0,9.0,4.0,13.0,4.0,7.8,7.5,7.5,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,27.8,OK,5.0,3.0,2.0,0.0,0.6,0.4
Jared McCain,G,OKC,BOS,8.5,Pts+Rebs+Asts,pra,Goblin,1642272,10540948,10540948,299469,135352,2026-03-12T21:30:00.000-04:00,,,,2,https://static.prizepicks.com/images/manual/Jared_McCain.png,,,,,OK,108.4,86.6,38.4,38.7,14.0,22.3,13.3,47.89999999999999,24.4,48.8,2.0,24.0,23.0,5.0,2.0,1.0,2.0,2.0,7.0,26.0,5.118279569892472,1.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4683778.0,15.0,12.0,7.0,24.0,13.0,17.0,25.0,9.0,14.0,25.0,14.2,16.1,16.1,4.0,1.0,0.0,0.8,0.8,0.2,0.9,0.1,OK,19.4,OK,5.0,4.0,1.0,0.0,0.8,0.2
Shai Gilgeous-Alexander,G,OKC,BOS,8.0,Free Throws Made,freethrowsmade,Standard,1628983,10489800,10489800,188011,135352,2026-03-12T21:30:00.000-04:00,,,8.0,0,https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp,,,,,OK,108.4,86.6,38.4,38.7,14.0,22.3,13.3,47.89999999999999,24.4,48.8,2.0,24.0,23.0,5.0,2.0,1.0,2.0,2.0,7.0,26.0,5.118279569892472,1.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278073.0,4.0,14.0,7.0,5.0,12.0,,,,,,8.4,8.4,8.4,2.0,3.0,0.0,0.4,0.4,0.6,0.4,0.6,OK,35.2,OK,5.0,2.0,3.0,0.0,0.4,0.6
Chet Holmgren,C-F,OKC,BOS,7.5,Rebounds,reb,Goblin,1631096,10503208,10503208,93905,135352,2026-03-12T21:30:00.000-04:00,,,9.0,1,https://static.prizepicks.com/images/players/NBA/Chet_Holmgren_NBA_player_vJ4nqK6iuXIrNmp4iJ5ZwfEC.webp,,,,,OK,108.4,86.6,38.4,38.7,14.0,22.3,13.3,47.89999999999999,24.4,48.8,2.0,24.0,23.0,5.0,2.0,1.0,2.0,2.0,7.0,26.0,5.118279569892472,1.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4433255.0,8.0,11.0,9.0,21.0,9.0,15.0,7.0,2.0,1.0,1.0,11.6,8.4,8.4,5.0,0.0,0.0,1.0,1.0,0.0,0.6,0.4,OK,30.8,OK,5.0,5.0,0.0,0.0,1.0,0.0
Jaylen Brown,G-F,BOS,OKC,7.5,Assists,ast,Demon,1627759,10503215,10503215,188003,135352,2026-03-12T21:30:00.000-04:00,,,5.0,2,https://static.prizepicks.com/images/players/NBA/Jaylen_Brown_NBA_player_utxCqIIRlnJz1PvPg4Ljnl44.webp,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.3,24.0,48.0,1.0,27.0,25.0,12.0,2.0,5.0,1.0,1.0,11.0,2.0,6.053763440860214,3.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3917376.0,7.0,8.0,7.0,7.0,8.0,9.0,3.0,7.0,13.0,1.0,7.4,7.0,7.0,2.0,3.0,0.0,0.4,0.4,0.6,0.4,0.6,OK,31.6,OK,5.0,2.0,3.0,0.0,0.4,0.6
Jaylen Brown,G-F,BOS,OKC,7.5,Rebounds,reb,Demon,1627759,10503226,10503226,188003,135352,2026-03-12T21:30:00.000-04:00,,,7.0,1,https://static.prizepicks.com/images/players/NBA/Jaylen_Brown_NBA_player_utxCqIIRlnJz1PvPg4Ljnl44.webp,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.3,24.0,48.0,1.0,27.0,25.0,12.0,2.0,5.0,1.0,1.0,11.0,2.0,6.053763440860214,3.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3917376.0,2.0,9.0,7.0,11.0,8.0,7.0,11.0,8.0,15.0,2.0,7.4,8.0,8.0,3.0,2.0,0.0,0.6,0.6,0.4,0.6,0.4,OK,31.6,OK,5.0,3.0,2.0,0.0,0.6,0.4
Shai Gilgeous-Alexander,G,OKC,BOS,7.5,Assists,ast,Demon,1628983,10503252,10503252,188011,135352,2026-03-12T21:30:00.000-04:00,,,7.0,1,https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp,,,,,OK,108.4,86.6,38.4,38.7,14.0,22.3,13.3,47.89999999999999,24.4,48.8,2.0,24.0,23.0,5.0,2.0,1.0,2.0,2.0,7.0,26.0,5.118279569892472,1.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278073.0,15.0,5.0,8.0,5.0,9.0,,,,,,8.4,8.4,8.4,3.0,2.0,0.0,0.6,0.6,0.4,0.6,0.4,OK,35.2,OK,5.0,3.0,2.0,0.0,0.6,0.4
Shai Gilgeous-Alexander,G,OKC,BOS,7.5,Rebounds,reb,Demon,1628983,10503264,10503264,188011,135352,2026-03-12T21:30:00.000-04:00,,,5.0,3,https://static.prizepicks.com/images/players/nba/Shai_Gilgeous-Alexander_d9ea4a8f-ff51-408d-b518-980efc2a35a1.webp,,,,,OK,108.4,86.6,38.4,38.7,14.0,22.3,13.3,47.89999999999999,24.4,48.8,2.0,24.0,23.0,5.0,2.0,1.0,2.0,2.0,7.0,26.0,5.118279569892472,1.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4278073.0,9.0,5.0,3.0,4.0,3.0,,,,,,4.8,4.8,4.8,1.0,4.0,0.0,0.2,0.2,0.8,0.2,0.8,OK,35.2,OK,5.0,1.0,4.0,0.0,0.2,0.8
Derrick White,G,BOS,OKC,7.5,Assists,ast,Demon,1628401,10504359,10504359,60021,135352,2026-03-12T21:30:00.000-04:00,,,,2,https://static.prizepicks.com/images/players/NBA/Derrick_White_NBA_player_j31gwnz7z94eWcwKbT1RB8J.webp,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.3,24.0,48.0,1.0,27.0,25.0,12.0,2.0,5.0,1.0,1.0,11.0,2.0,6.053763440860214,3.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3078576.0,7.0,5.0,4.0,3.0,9.0,8.0,7.0,3.0,8.0,8.0,5.6,6.2,6.2,1.0,4.0,0.0,0.2,0.2,0.8,0.4,0.6,OK,34.0,OK,5.0,1.0,4.0,0.0,0.2,0.8
Neemias Queta,C,BOS,OKC,7.5,Rebounds,reb,Goblin,1629674,10505548,10505548,186551,135352,2026-03-12T21:30:00.000-04:00,,,9.0,2,https://static.prizepicks.com/images/players/NBA/Neemias_Queta_NBA_player_PrhzuamNgCHm5kczjwO8Rg6q.webp,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.3,24.0,48.0,1.0,27.0,25.0,12.0,2.0,5.0,1.0,1.0,11.0,2.0,6.053763440860214,3.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4397424.0,4.0,11.0,15.0,2.0,17.0,2.0,4.0,13.0,12.0,6.0,9.8,8.6,8.6,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,OK,24.8,OK,5.0,3.0,2.0,0.0,0.6,0.4
Payton Pritchard,G,BOS,OKC,7.5,Assists,ast,Demon,1630202,10505557,10505557,25443,135352,2026-03-12T21:30:00.000-04:00,,,4.5,3,https://static.prizepicks.com/images/players/NBA/Payton_Pritchard_NBA_player_mETqObZeSRGUv7JuHzL8Roy.webp,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.3,24.0,48.0,1.0,27.0,25.0,12.0,2.0,5.0,1.0,1.0,11.0,2.0,6.053763440860214,3.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4066354.0,7.0,6.0,0.0,9.0,5.0,5.0,4.0,4.0,8.0,7.0,5.4,5.5,5.5,1.0,4.0,0.0,0.2,0.2,0.8,0.2,0.8,OK,30.8,OK,5.0,1.0,4.0,0.0,0.2,0.8
Payton Pritchard,G,BOS,OKC,7.5,Rebs+Asts,ra,Goblin,1630202,10505565,10505565,25443,135352,2026-03-12T21:30:00.000-04:00,,,8.5,1,https://static.prizepicks.com/images/players/NBA/Payton_Pritchard_NBA_player_mETqObZeSRGUv7JuHzL8Roy.webp,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.3,24.0,48.0,1.0,27.0,25.0,12.0,2.0,5.0,1.0,1.0,11.0,2.0,6.053763440860214,3.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4066354.0,10.0,13.0,2.0,13.0,8.0,5.0,7.0,10.0,12.0,13.0,9.2,9.3,9.3,4.0,1.0,0.0,0.8,0.8,0.2,0.7,0.3,OK,30.8,OK,5.0,4.0,1.0,0.0,0.8,0.2
Derrick White,G,BOS,OKC,7.5,Rebounds,reb,Demon,1628401,10505718,10505718,60021,135352,2026-03-12T21:30:00.000-04:00,,,,3,https://static.prizepicks.com/images/players/NBA/Derrick_White_NBA_player_j31gwnz7z94eWcwKbT1RB8J.webp,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.3,24.0,48.0,1.0,27.0,25.0,12.0,2.0,5.0,1.0,1.0,11.0,2.0,6.053763440860214,3.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3078576.0,5.0,7.0,4.0,2.0,1.0,6.0,3.0,6.0,8.0,5.0,3.8,4.7,4.7,0.0,5.0,0.0,0.0,0.0,1.0,0.1,0.9,OK,34.0,OK,5.0,0.0,5.0,0.0,0.0,1.0
Luguentz Dort,G,OKC,BOS,7.5,FG Attempted,fga,Standard,1629652,10508485,10508485,10798,135352,2026-03-12T21:30:00.000-04:00,,,7.5,0,https://static.prizepicks.com/images/players/NBA/Luguentz_Dort_NBA_player_e1jWAiWanPNpRtbYeXm01a9Q.webp,,,,,OK,108.4,86.6,38.4,38.7,14.0,22.3,13.3,47.89999999999999,24.4,48.8,2.0,24.0,23.0,5.0,2.0,1.0,2.0,2.0,7.0,26.0,5.118279569892472,1.0,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4397020.0,11.0,10.0,9.0,6.0,6.0,7.0,8.0,16.0,11.0,9.0,8.4,9.3,9.3,3.0,2.0,0.0,0.6,0.6,0.4,0.7,0.3,OK,29.2,OK,5.0,3.0,2.0,0.0,0.6,0.4
