player,team,prop_type,actual,PTS,REB,AST,BLK,STL,TO,FGM,FGA,3PM,3PA,3PT,FTM,FTA,2PM,2PA,OREB,DREB,PF,MIN
Luka Doncic,LAL,Fantasy Score,79.2,44.0,9.0,5.0,2.0,3.0,3.0,14.0,25.0,7.0,14.0,7.0,9.0,10.0,7.0,11.0,0.0,9.0,1.0,32.0
Tyler Herro,MIA,Fantasy Score,68.2,33.0,9.0,9.0,0.0,1.0,0.0,11.0,20.0,8.0,10.0,8.0,3.0,3.0,3.0,10.0,1.0,8.0,3.0,37.0
OG Anunoby,NY,Fantasy Score,67.8,34.0,7.0,5.0,1.0,4.0,0.0,11.0,17.0,6.0,11.0,6.0,6.0,6.0,5.0,6.0,3.0,4.0,1.0,32.0
Nikola Jokic,DEN,Fantasy Score,63.0,38.0,8.0,5.0,0.0,2.0,3.0,14.0,21.0,1.0,7.0,1.0,9.0,10.0,13.0,14.0,1.0,7.0,1.0,31.0
Victor Wembanyama,SA,Fantasy Score,63.0,27.0,10.0,1.0,4.0,1.0,1.0,11.0,21.0,4.0,9.0,4.0,1.0,2.0,7.0,12.0,3.0,7.0,2.0,22.0
Brandon Miller,CHA,Fantasy Score,62.2,22.0,13.0,5.0,1.0,2.0,3.0,7.0,12.0,3.0,5.0,3.0,5.0,5.0,4.0,7.0,2.0,11.0,3.0,34.0
Bam Adebayo,MIA,Fantasy Score,59.5,24.0,12.0,4.0,1.0,1.0,0.0,10.0,26.0,0.0,5.0,0.0,4.0,5.0,10.0,21.0,3.0,9.0,2.0,39.0
Luka Doncic,LAL,Pts+Rebs+Asts,58.0,44.0,9.0,5.0,2.0,3.0,3.0,14.0,25.0,7.0,14.0,7.0,9.0,10.0,7.0,11.0,0.0,9.0,1.0,32.0
Luka Doncic,LAL,PRA,58.0,44.0,9.0,5.0,2.0,3.0,3.0,14.0,25.0,7.0,14.0,7.0,9.0,10.0,7.0,11.0,0.0,9.0,1.0,32.0
Kawhi Leonard,LAC,Fantasy Score,55.8,30.0,9.0,3.0,0.0,3.0,2.0,10.0,20.0,1.0,6.0,1.0,9.0,10.0,9.0,14.0,2.0,7.0,2.0,37.0
Amen Thompson,HOU,Fantasy Score,55.2,26.0,7.0,7.0,1.0,2.0,1.0,11.0,12.0,0.0,0.0,0.0,4.0,6.0,11.0,12.0,1.0,6.0,1.0,39.0
Jayson Tatum,BOS,Fantasy Score,53.5,15.0,12.0,7.0,0.0,1.0,2.0,6.0,16.0,3.0,8.0,3.0,0.0,0.0,3.0,8.0,1.0,11.0,2.0,27.0
Luka Doncic,LAL,Pts+Rebs,53.0,44.0,9.0,5.0,2.0,3.0,3.0,14.0,25.0,7.0,14.0,7.0,9.0,10.0,7.0,11.0,0.0,9.0,1.0,32.0
Devin Booker,PHX,Fantasy Score,52.0,32.0,4.0,4.0,0.0,2.0,4.0,10.0,21.0,5.0,12.0,5.0,7.0,8.0,5.0,9.0,1.0,3.0,1.0,35.0
Jrue Holiday,POR,Fantasy Score,51.5,20.0,4.0,10.0,0.0,1.0,4.0,8.0,18.0,2.0,7.0,2.0,2.0,4.0,6.0,11.0,1.0,3.0,2.0,37.0
Jaylen Brown,BOS,Fantasy Score,51.2,24.0,7.0,7.0,0.0,2.0,3.0,9.0,17.0,2.0,5.0,2.0,4.0,6.0,7.0,12.0,3.0,4.0,1.0,33.0
Tyler Herro,MIA,PRA,51.0,33.0,9.0,9.0,0.0,1.0,0.0,11.0,20.0,8.0,10.0,8.0,3.0,3.0,3.0,10.0,1.0,8.0,3.0,37.0
Nikola Jokic,DEN,PRA,51.0,38.0,8.0,5.0,0.0,2.0,3.0,14.0,21.0,1.0,7.0,1.0,9.0,10.0,13.0,14.0,1.0,7.0,1.0,31.0
Tyler Herro,MIA,Pts+Rebs+Asts,51.0,33.0,9.0,9.0,0.0,1.0,0.0,11.0,20.0,8.0,10.0,8.0,3.0,3.0,3.0,10.0,1.0,8.0,3.0,37.0
Nikola Jokic,DEN,Pts+Rebs+Asts,51.0,38.0,8.0,5.0,0.0,2.0,3.0,14.0,21.0,1.0,7.0,1.0,9.0,10.0,13.0,14.0,1.0,7.0,1.0,31.0
Brook Lopez,LAC,Fantasy Score,50.0,26.0,6.0,2.0,0.0,4.0,2.0,11.0,19.0,4.0,8.0,4.0,0.0,0.0,7.0,11.0,1.0,5.0,1.0,34.0
Luka Doncic,LAL,Pts+Asts,49.0,44.0,9.0,5.0,2.0,3.0,3.0,14.0,25.0,7.0,14.0,7.0,9.0,10.0,7.0,11.0,0.0,9.0,1.0,32.0
Karl-Anthony Towns,NY,Fantasy Score,48.8,17.0,13.0,2.0,0.0,1.0,1.0,7.0,12.0,1.0,4.0,1.0,2.0,3.0,6.0,8.0,1.0,12.0,4.0,27.0
Neemias Queta,BOS,Fantasy Score,48.8,16.0,15.0,0.0,1.0,1.0,1.0,6.0,8.0,0.0,0.0,0.0,4.0,7.0,6.0,8.0,3.0,12.0,2.0,26.0
Donovan Clingan,POR,Fantasy Score,46.2,18.0,13.0,0.0,1.0,0.0,2.0,5.0,10.0,1.0,4.0,1.0,7.0,11.0,4.0,6.0,7.0,6.0,4.0,25.0
Nikola Jokic,DEN,Pts+Rebs,46.0,38.0,8.0,5.0,0.0,2.0,3.0,14.0,21.0,1.0,7.0,1.0,9.0,10.0,13.0,14.0,1.0,7.0,1.0,31.0
