nba_player_id,player,team,opp_team,line,actual,prop_type_norm,pick_type,bet_direction,tier,abs_edge,abs_edge_bucket,minutes_proj,minutes_bucket,actual_minutes,OVERALL_DEF_RANK,_opp_def_bucket,pick_minutes_bucket,dir_minutes_bucket,min_def_bucket,allowed_dir,dir_ok,platform_ok,result,void_reason,result_sign,pos,prop_type,min_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,overall_def_rank,def_tier,edge,confidence,prop_weight,min_last10_avg,min_last5_avg,min_season_avg_s4
203944,Julius Randle,MIN,LAC,37.5,,pra,Demon,OVER,A,4.74,3+,33.0,32-35.99,,23.0,21-30 Weak,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,F-C,Pts+Rebs+Asts,33.55,2,3,0,0.4,23,Bad,4.74,3.08,0.65,33.0,34.6,33.54716981132076
1628404,Josh Hart,NYK,BOS,9.5,,rebounds,Demon,OVER,B,3.08,3+,30.6,28-31.99,,6.0,1-10 Strong,Demon | 28-31.99,OVER | 28-31.99,28-31.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G,Rebounds,30.42,0,5,0,0.0,6,Elite,3.08,3.08,1.0,30.6,29.6,30.425
204456,T.J. McConnell,IND,TOR,5.5,,points,Goblin,OVER,B,3.06,3+,16.4,<24,,5.0,1-10 Strong,Goblin | <24,OVER | <24,<24 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G,Points,17.05,4,1,0,0.8,5,Elite,3.06,3.06,1.0,16.4,16.0,17.05263157894737
203952,Andrew Wiggins,MIA,WAS,27.5,,pra,Demon,OVER,B,4.68,3+,29.9,28-31.99,,28.0,21-30 Weak,Demon | 28-31.99,OVER | 28-31.99,28-31.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,F,Pts+Rebs+Asts,31.35,1,4,0,0.2,28,Target,4.68,3.04,0.65,29.9,32.0,31.354166666666668
1628389,Bam Adebayo,MIA,WAS,22.5,,points,Demon,OVER,B,3.02,3+,32.6,32-35.99,,28.0,21-30 Weak,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,C-F,Points,31.18,0,5,0,0.0,28,Target,3.02,3.02,1.0,32.6,31.4,31.177777777777777
1630558,Davion Mitchell,MIA,WAS,11.5,,points,Demon,OVER,B,3.02,3+,24.8,24-27.99,,28.0,21-30 Weak,Demon | 24-27.99,OVER | 24-27.99,24-27.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,G,Points,28.93,2,3,0,0.4,28,Target,3.02,3.02,1.0,24.8,24.4,28.930232558139537
1630538,Bones Hyland,MIN,LAC,0.5,,steals,Standard,UNDER,B,,NA,17.8,<24,,23.0,21-30 Weak,Standard | <24,UNDER | <24,<24 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,G,Steals,15.19,4,1,0,0.8,23,Bad,,,1.0,17.8,21.8,15.186046511627907
1630538,Bones Hyland,MIN,LAC,5.5,,fga,Standard,UNDER,B,,NA,17.8,<24,,23.0,21-30 Weak,Standard | <24,UNDER | <24,<24 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,G,FG Attempted,15.19,3,2,0,0.6,23,Bad,,,1.0,17.8,21.8,15.186046511627907
1630558,Davion Mitchell,MIA,WAS,5.5,,points,Goblin,OVER,A,2.98,2-2.99,24.8,24-27.99,,28.0,21-30 Weak,Goblin | 24-27.99,OVER | 24-27.99,24-27.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,G,Points,28.93,4,1,0,0.8,28,Target,2.98,2.98,1.0,24.8,24.4,28.930232558139537
1642259,Alex Sarr,WAS,MIA,24.5,0.0,pra,Goblin,OVER,A,4.58,3+,29.9,28-31.99,,10.0,1-10 Strong,Goblin | 28-31.99,OVER | 28-31.99,28-31.99 | 1-10 Strong,,,,MISS,,-1,C,Pts+Rebs+Asts,28.28,3,2,0,0.6,10,Good,4.58,2.97,0.65,29.9,27.8,28.275
1627884,Derrick Jones,LAC,MIN,19.5,,pra,Demon,OVER,B,4.57,3+,23.9,<24,,4.0,1-10 Strong,Demon | <24,OVER | <24,<24 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,F,Pts+Rebs+Asts,24.11,1,4,0,0.2,4,Elite,4.57,2.97,0.65,23.9,23.4,24.105263157894736
1627759,Jaylen Brown,BOS,NYK,6.5,,assists,Demon,OVER,B,2.96,2-2.99,35.0,32-35.99,,6.0,1-10 Strong,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G-F,Assists,34.32,0,5,0,0.0,6,Elite,2.96,2.96,1.0,35.0,32.8,34.319148936170215
1627783,Pascal Siakam,IND,TOR,29.5,,pra,Goblin,OVER,A,4.54,3+,34.4,32-35.99,,5.0,1-10 Strong,Goblin | 32-35.99,OVER | 32-35.99,32-35.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,F,Pts+Rebs+Asts,33.96,3,2,0,0.6,5,Elite,4.54,2.95,0.65,34.4,34.0,33.95918367346939
1628404,Josh Hart,NYK,BOS,28.5,,pra,Demon,OVER,B,4.53,3+,30.6,28-31.99,,6.0,1-10 Strong,Demon | 28-31.99,OVER | 28-31.99,28-31.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G,Pts+Rebs+Asts,30.42,2,3,0,0.4,6,Elite,4.53,2.94,0.65,30.6,29.6,30.425
1642259,Alex Sarr,WAS,MIA,14.5,0.0,points,Goblin,OVER,B,2.94,2-2.99,29.9,28-31.99,,10.0,1-10 Strong,Goblin | 28-31.99,OVER | 28-31.99,28-31.99 | 1-10 Strong,,,,MISS,,-1,C,Points,28.28,3,2,0,0.6,10,Good,2.94,2.94,1.0,29.9,27.8,28.275
1642867,Collin Murray-Boyles,TOR,IND,8.5,,rebounds,Demon,OVER,C,2.94,2-2.99,31.4,28-31.99,,21.0,21-30 Weak,Demon | 28-31.99,OVER | 28-31.99,28-31.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,F,Rebounds,22.48,0,5,0,0.0,21,Bad,2.94,2.94,1.0,31.4,29.4,22.476190476190474
1630558,Davion Mitchell,MIA,WAS,9.5,,assists,Demon,OVER,B,2.93,2-2.99,24.8,24-27.99,,28.0,21-30 Weak,Demon | 24-27.99,OVER | 24-27.99,24-27.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,G,Assists,28.93,1,4,0,0.2,28,Target,2.93,2.93,1.0,24.8,24.4,28.930232558139537
1630567,Scottie Barnes,TOR,IND,11.5,,rebounds,Demon,OVER,B,2.92,2-2.99,34.4,32-35.99,,21.0,21-30 Weak,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,F-G,Rebounds,34.5,0,5,0,0.0,21,Bad,2.92,2.92,1.0,34.4,34.2,34.5
1629614,Andrew Nembhard,IND,TOR,19.5,,points,Demon,OVER,B,2.92,2-2.99,33.5,32-35.99,,5.0,1-10 Strong,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G-F,Points,32.15,2,3,0,0.4,5,Elite,2.92,2.92,1.0,33.5,33.0,32.14634146341464
1628404,Josh Hart,NYK,BOS,19.5,,pra,Goblin,OVER,A,4.47,3+,30.6,28-31.99,,6.0,1-10 Strong,Goblin | 28-31.99,OVER | 28-31.99,28-31.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G,Pts+Rebs+Asts,30.42,3,2,0,0.6,6,Elite,4.47,2.91,0.65,30.6,29.6,30.425
1627783,Pascal Siakam,IND,TOR,38.5,,pra,Demon,OVER,B,4.46,3+,34.4,32-35.99,,5.0,1-10 Strong,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,F,Pts+Rebs+Asts,33.96,1,4,0,0.2,5,Elite,4.46,2.9,0.65,34.4,34.0,33.95918367346939
1631248,Baylor Scheierman,BOS,NYK,2.5,,rebounds,Goblin,OVER,B,2.9,2-2.99,19.8,<24,,6.0,1-10 Strong,Goblin | <24,OVER | <24,<24 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G,Rebounds,13.89,5,0,0,1.0,6,Elite,2.9,2.9,1.0,19.8,22.8,13.893617021276595
1630643,Jay Huff,IND,TOR,11.5,,points,Demon,OVER,B,2.9,2-2.99,17.1,<24,,5.0,1-10 Strong,Demon | <24,OVER | <24,<24 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,C,Points,19.56,2,3,0,0.4,5,Elite,2.9,2.9,1.0,17.1,22.8,19.557692307692307
1641716,Jarace Walker,IND,TOR,17.5,,pra,Goblin,OVER,B,4.45,3+,27.1,24-27.99,,5.0,1-10 Strong,Goblin | 24-27.99,OVER | 24-27.99,24-27.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,F,Pts+Rebs+Asts,23.79,3,2,0,0.6,5,Elite,4.45,2.89,0.65,27.1,26.6,23.78846153846154
1629675,Naz Reid,MIN,LAC,19.5,,pra,Goblin,OVER,A,4.44,3+,27.5,24-27.99,,23.0,21-30 Weak,Goblin | 24-27.99,OVER | 24-27.99,24-27.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,C-F,Pts+Rebs+Asts,26.4,3,2,0,0.6,23,Bad,4.44,2.89,0.65,27.5,28.0,26.39622641509434
1642277,Johnny Furphy,IND,TOR,16.5,,pra,Demon,OVER,B,4.44,3+,22.1,<24,,5.0,1-10 Strong,Demon | <24,OVER | <24,<24 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G,Pts+Rebs+Asts,18.38,1,4,0,0.2,5,Elite,4.44,2.89,0.65,22.1,21.8,18.38235294117647
1630538,Bones Hyland,MIN,LAC,5.5,,assists,Demon,OVER,D,2.89,2-2.99,17.8,<24,,23.0,21-30 Weak,Demon | <24,OVER | <24,<24 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,G,Assists,15.19,0,5,0,0.0,23,Bad,2.89,2.89,1.0,17.8,21.8,15.186046511627907
1630174,Aaron Nesmith,IND,TOR,6.5,,rebounds,Demon,OVER,B,2.89,2-2.99,31.7,28-31.99,,5.0,1-10 Strong,Demon | 28-31.99,OVER | 28-31.99,28-31.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G-F,Rebounds,30.53,0,5,0,0.0,5,Elite,2.89,2.89,1.0,31.7,31.4,30.53333333333333
1630193,Immanuel Quickley,TOR,IND,8.5,,assists,Demon,OVER,B,2.88,2-2.99,32.6,32-35.99,,21.0,21-30 Weak,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,G,Assists,32.58,0,5,0,0.0,21,Bad,2.88,2.88,1.0,32.6,32.2,32.58
1630643,Jay Huff,IND,TOR,18.5,,pra,Demon,OVER,B,4.41,3+,17.1,<24,,5.0,1-10 Strong,Demon | <24,OVER | <24,<24 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,C,Pts+Rebs+Asts,19.56,2,3,0,0.4,5,Elite,4.41,2.87,0.65,17.1,22.8,19.557692307692307
1642347,Jamal Shead,TOR,IND,7.5,,assists,Demon,OVER,B,2.87,2-2.99,23.7,<24,,21.0,21-30 Weak,Demon | <24,OVER | <24,<24 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,G,Assists,22.23,1,4,0,0.2,21,Bad,2.87,2.87,1.0,23.7,21.6,22.22641509433962
1630193,Immanuel Quickley,TOR,IND,20.5,,points,Demon,OVER,B,2.86,2-2.99,32.6,32-35.99,,21.0,21-30 Weak,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,G,Points,32.58,2,3,0,0.4,21,Bad,2.86,2.86,1.0,32.6,32.2,32.58
1642267,Bub Carrington,WAS,MIA,14.5,11.0,points,Demon,OVER,B,2.86,2-2.99,28.1,28-31.99,22.1,10.0,1-10 Strong,Demon | 28-31.99,OVER | 28-31.99,28-31.99 | 1-10 Strong,,,,MISS,,-1,G,Points,28.12,1,4,0,0.2,10,Good,2.86,2.86,1.0,28.1,23.4,28.11764705882353
1627742,Brandon Ingram,TOR,IND,6.5,,assists,Demon,OVER,B,2.85,2-2.99,35.0,32-35.99,,21.0,21-30 Weak,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,F,Assists,34.08,0,5,0,0.0,21,Bad,2.85,2.85,1.0,35.0,34.8,34.07843137254902
1630174,Aaron Nesmith,IND,TOR,25.5,,pra,Demon,OVER,B,4.36,3+,31.7,28-31.99,,5.0,1-10 Strong,Demon | 28-31.99,OVER | 28-31.99,28-31.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G-F,Pts+Rebs+Asts,30.53,0,5,0,0.0,5,Elite,4.36,2.83,0.65,31.7,31.4,30.53333333333333
1631170,Jaime Jaquez,MIA,WAS,9.5,,rebounds,Demon,OVER,B,2.83,2-2.99,29.3,28-31.99,,28.0,21-30 Weak,Demon | 28-31.99,OVER | 28-31.99,28-31.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,G,Rebounds,28.85,1,4,0,0.2,28,Target,2.83,2.83,1.0,29.3,28.4,28.854166666666668
1630551,Justin Champagnie,WAS,MIA,7.5,21.0,points,Goblin,OVER,B,2.82,2-2.99,22.7,<24,22.1,10.0,1-10 Strong,Goblin | <24,OVER | <24,<24 | 1-10 Strong,,,,HIT,,1,G-F,Points,19.45,4,1,0,0.8,10,Good,2.82,2.82,1.0,22.7,21.4,19.4468085106383
1628404,Josh Hart,NYK,BOS,7.5,,assists,Demon,OVER,B,2.82,2-2.99,30.6,28-31.99,,6.0,1-10 Strong,Demon | 28-31.99,OVER | 28-31.99,28-31.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G,Assists,30.42,0,5,0,0.0,6,Elite,2.82,2.82,1.0,30.6,29.6,30.425
1628969,Mikal Bridges,NYK,BOS,5.5,,rebounds,Demon,OVER,B,2.82,2-2.99,32.6,32-35.99,,6.0,1-10 Strong,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G-F,Rebounds,34.54,0,5,0,0.0,6,Elite,2.82,2.82,1.0,32.6,33.0,34.53846153846154
1631170,Jaime Jaquez,MIA,WAS,7.5,,assists,Demon,OVER,C,2.81,2-2.99,29.3,28-31.99,,28.0,21-30 Weak,Demon | 28-31.99,OVER | 28-31.99,28-31.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,G,Assists,28.85,0,5,0,0.0,28,Target,2.81,2.81,1.0,29.3,28.4,28.854166666666668
203952,Andrew Wiggins,MIA,WAS,13.5,,points,Goblin,OVER,A,2.8,2-2.99,29.9,28-31.99,,28.0,21-30 Weak,Goblin | 28-31.99,OVER | 28-31.99,28-31.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,F,Points,31.35,4,1,0,0.8,28,Target,2.8,2.8,1.0,29.9,32.0,31.354166666666668
203944,Julius Randle,MIN,LAC,23.5,,points,Demon,OVER,B,2.8,2-2.99,33.0,32-35.99,,23.0,21-30 Weak,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,F-C,Points,33.55,2,3,0,0.4,23,Bad,2.8,2.8,1.0,33.0,34.6,33.54716981132076
1626157,Karl-Anthony Towns,NYK,BOS,29.5,,pra,Goblin,OVER,A,4.3,3+,28.1,28-31.99,,6.0,1-10 Strong,Goblin | 28-31.99,OVER | 28-31.99,28-31.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,C-F,Pts+Rebs+Asts,31.44,4,1,0,0.8,6,Elite,4.3,2.79,0.65,28.1,30.6,31.4375
1629011,Mitchell Robinson,NYK,BOS,5.5,,rebounds,Goblin,OVER,B,2.79,2-2.99,21.1,<24,,6.0,1-10 Strong,Goblin | <24,OVER | <24,<24 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,C-F,Rebounds,19.84,4,1,0,0.8,6,Elite,2.79,2.79,1.0,21.1,22.0,19.83783783783784
1628401,Derrick White,BOS,NYK,6.5,,rebounds,Demon,OVER,B,2.79,2-2.99,35.3,32-35.99,,6.0,1-10 Strong,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G,Rebounds,34.32,1,4,0,0.2,6,Elite,2.79,2.79,1.0,35.3,36.2,34.32
203497,Rudy Gobert,MIN,LAC,7.5,,points,Goblin,OVER,A,2.79,2-2.99,29.9,28-31.99,,23.0,21-30 Weak,Goblin | 28-31.99,OVER | 28-31.99,28-31.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,C,Points,31.31,4,1,0,0.8,23,Bad,2.79,2.79,1.0,29.9,31.2,31.31372549019608
1642273,Kyshawn George,WAS,MIA,16.5,0.0,points,Demon,OVER,B,2.77,2-2.99,28.8,28-31.99,,10.0,1-10 Strong,Demon | 28-31.99,OVER | 28-31.99,28-31.99 | 1-10 Strong,,,,MISS,,-1,F,Points,30.51,1,4,0,0.2,10,Good,2.77,2.77,1.0,28.8,25.2,30.51219512195122
1641757,Jordan Miller,LAC,MIN,21.5,,pra,Demon,OVER,B,4.25,3+,24.8,24-27.99,,4.0,1-10 Strong,Demon | 24-27.99,OVER | 24-27.99,24-27.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G,Pts+Rebs+Asts,19.8,2,3,0,0.4,4,Elite,4.25,2.76,0.65,24.8,25.0,19.8
1628381,John Collins,LAC,MIN,19.5,,points,Demon,OVER,B,2.76,2-2.99,28.4,28-31.99,,4.0,1-10 Strong,Demon | 28-31.99,OVER | 28-31.99,28-31.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,F-C,Points,27.67,1,4,0,0.2,4,Elite,2.76,2.76,1.0,28.4,30.4,27.666666666666668
1626181,Norman Powell,MIA,WAS,17.5,,points,Goblin,OVER,B,2.76,2-2.99,30.5,28-31.99,,28.0,21-30 Weak,Goblin | 28-31.99,OVER | 28-31.99,28-31.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,G,Points,30.77,3,2,0,0.6,28,Target,2.76,2.76,1.0,30.5,29.8,30.772727272727277
1641757,Jordan Miller,LAC,MIN,14.5,,points,Demon,OVER,B,2.76,2-2.99,24.8,24-27.99,,4.0,1-10 Strong,Demon | 24-27.99,OVER | 24-27.99,24-27.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G,Points,19.8,2,3,0,0.4,4,Elite,2.76,2.76,1.0,24.8,25.0,19.8
202696,Nikola Vučević,BOS,NYK,24.5,,pra,Standard,OVER,A,4.22,3+,31.2,28-31.99,,6.0,1-10 Strong,Standard | 28-31.99,OVER | 28-31.99,28-31.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,C,Pts+Rebs+Asts,30.8,4,1,0,0.8,6,Elite,4.22,2.75,0.65,31.2,30.6,30.79591836734694
1630202,Payton Pritchard,BOS,NYK,23.5,,points,Demon,OVER,A,2.75,2-2.99,33.0,32-35.99,,6.0,1-10 Strong,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G,Points,32.76,4,1,0,0.8,6,Elite,2.75,2.75,1.0,33.0,32.8,32.76470588235294
1641757,Jordan Miller,LAC,MIN,6.5,,rebounds,Demon,OVER,D,2.75,2-2.99,24.8,24-27.99,,4.0,1-10 Strong,Demon | 24-27.99,OVER | 24-27.99,24-27.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G,Rebounds,19.8,0,5,0,0.0,4,Elite,2.75,2.75,1.0,24.8,25.0,19.8
1629614,Andrew Nembhard,IND,TOR,33.5,,pra,Demon,OVER,B,4.22,3+,33.5,32-35.99,,5.0,1-10 Strong,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G-F,Pts+Rebs+Asts,32.15,1,4,0,0.2,5,Elite,4.22,2.74,0.65,33.5,33.0,32.14634146341464
1641757,Jordan Miller,LAC,MIN,4.5,,assists,Demon,OVER,D,2.74,2-2.99,24.8,24-27.99,,4.0,1-10 Strong,Demon | 24-27.99,OVER | 24-27.99,24-27.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G,Assists,19.8,0,5,0,0.0,4,Elite,2.74,2.74,1.0,24.8,25.0,19.8
1628969,Mikal Bridges,NYK,BOS,6.5,,assists,Demon,OVER,B,2.74,2-2.99,32.6,32-35.99,,6.0,1-10 Strong,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G-F,Assists,34.54,0,5,0,0.0,6,Elite,2.74,2.74,1.0,32.6,33.0,34.53846153846154
1629675,Naz Reid,MIN,LAC,9.5,,rebounds,Demon,OVER,C,2.74,2-2.99,27.5,24-27.99,,23.0,21-30 Weak,Demon | 24-27.99,OVER | 24-27.99,24-27.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,C-F,Rebounds,26.4,0,5,0,0.0,23,Bad,2.74,2.74,1.0,27.5,28.0,26.39622641509434
1630567,Scottie Barnes,TOR,IND,20.5,,points,Demon,OVER,B,2.72,2-2.99,34.4,32-35.99,,21.0,21-30 Weak,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,F-G,Points,34.5,1,4,0,0.2,21,Bad,2.72,2.72,1.0,34.4,34.2,34.5
1627739,Kris Dunn,LAC,MIN,5.5,,rebounds,Demon,OVER,C,2.72,2-2.99,27.5,24-27.99,,4.0,1-10 Strong,Demon | 24-27.99,OVER | 24-27.99,24-27.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G,Rebounds,27.25,0,5,0,0.0,4,Elite,2.72,2.72,1.0,27.5,27.2,27.254901960784316
1627759,Jaylen Brown,BOS,NYK,44.5,,pra,Demon,OVER,B,4.15,3+,35.0,32-35.99,,6.0,1-10 Strong,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G-F,Pts+Rebs+Asts,34.32,2,3,0,0.4,6,Elite,4.15,2.7,0.65,35.0,32.8,34.319148936170215
203497,Rudy Gobert,MIN,LAC,9.5,,rebounds,Goblin,OVER,A,2.7,2-2.99,29.9,28-31.99,,23.0,21-30 Weak,Goblin | 28-31.99,OVER | 28-31.99,28-31.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,C,Rebounds,31.31,5,0,0,1.0,23,Bad,2.7,2.7,1.0,29.9,31.2,31.31372549019608
1627739,Kris Dunn,LAC,MIN,18.5,,pra,Demon,OVER,B,4.1,3+,27.5,24-27.99,,4.0,1-10 Strong,Demon | 24-27.99,OVER | 24-27.99,24-27.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G,Pts+Rebs+Asts,27.25,1,4,0,0.2,4,Elite,4.1,2.67,0.65,27.5,27.2,27.254901960784316
1642867,Collin Murray-Boyles,TOR,IND,14.5,,pra,Goblin,OVER,B,4.1,3+,31.4,28-31.99,,21.0,21-30 Weak,Goblin | 28-31.99,OVER | 28-31.99,28-31.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,F,Pts+Rebs+Asts,22.48,3,2,0,0.6,21,Bad,4.1,2.66,0.65,31.4,29.4,22.476190476190474
1626181,Norman Powell,MIA,WAS,30.5,,pra,Demon,OVER,B,4.07,3+,30.5,28-31.99,,28.0,21-30 Weak,Demon | 28-31.99,OVER | 28-31.99,28-31.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,G,Pts+Rebs+Asts,30.77,1,4,0,0.2,28,Target,4.07,2.65,0.65,30.5,29.8,30.772727272727277
1631248,Baylor Scheierman,BOS,NYK,9.5,,pra,Standard,OVER,B,4.06,3+,19.8,<24,,6.0,1-10 Strong,Standard | <24,OVER | <24,<24 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G,Pts+Rebs+Asts,13.89,4,1,0,0.8,6,Elite,4.06,2.64,0.65,19.8,22.8,13.893617021276595
1630162,Anthony Edwards,MIN,LAC,6.5,,assists,Demon,OVER,B,2.64,2-2.99,37.5,36+,,23.0,21-30 Weak,Demon | 36+,OVER | 36+,36+ | 21-30 Weak,,,,VOID,NO_ACTUAL,0,G,Assists,35.44,0,5,0,0.0,23,Bad,2.64,2.64,1.0,37.5,37.8,35.44186046511628
1628973,Jalen Brunson,NYK,BOS,29.5,,pra,Goblin,OVER,A,4.05,3+,34.8,32-35.99,,6.0,1-10 Strong,Goblin | 32-35.99,OVER | 32-35.99,32-35.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G,Pts+Rebs+Asts,34.6,3,2,0,0.6,6,Elite,4.05,2.63,0.65,34.8,36.0,34.59574468085106
1630174,Aaron Nesmith,IND,TOR,12.5,,points,Goblin,OVER,B,2.63,2-2.99,31.7,28-31.99,,5.0,1-10 Strong,Goblin | 28-31.99,OVER | 28-31.99,28-31.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G-F,Points,30.53,4,1,0,0.8,5,Elite,2.63,2.63,1.0,31.7,31.4,30.53333333333333
1630573,Sam Hauser,BOS,NYK,11.5,,points,Demon,OVER,C,2.63,2-2.99,29.1,28-31.99,,6.0,1-10 Strong,Demon | 28-31.99,OVER | 28-31.99,28-31.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,F,Points,24.06,1,4,0,0.2,6,Elite,2.63,2.63,1.0,29.1,28.6,24.06
1628969,Mikal Bridges,NYK,BOS,11.5,,points,Goblin,OVER,B,2.61,2-2.99,32.6,32-35.99,,6.0,1-10 Strong,Goblin | 32-35.99,OVER | 32-35.99,32-35.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G-F,Points,34.54,2,3,0,0.4,6,Elite,2.61,2.61,1.0,32.6,33.0,34.53846153846154
1630162,Anthony Edwards,MIN,LAC,29.5,,points,Demon,OVER,A,2.6,2-2.99,37.5,36+,,23.0,21-30 Weak,Demon | 36+,OVER | 36+,36+ | 21-30 Weak,,,,VOID,NO_ACTUAL,0,G,Points,35.44,4,1,0,0.8,23,Bad,2.6,2.6,1.0,37.5,37.8,35.44186046511628
1628969,Mikal Bridges,NYK,BOS,24.5,,pra,Demon,OVER,B,3.95,3+,32.6,32-35.99,,6.0,1-10 Strong,Demon | 32-35.99,OVER | 32-35.99,32-35.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G-F,Pts+Rebs+Asts,34.54,1,4,0,0.2,6,Elite,3.95,2.57,0.65,32.6,33.0,34.53846153846154
1627759,Jaylen Brown,BOS,NYK,25.5,,points,Goblin,OVER,B,2.57,2-2.99,35.0,32-35.99,,6.0,1-10 Strong,Goblin | 32-35.99,OVER | 32-35.99,32-35.99 | 1-10 Strong,,,,VOID,NO_ACTUAL,0,G-F,Points,34.32,3,2,0,0.6,6,Elite,2.57,2.57,1.0,35.0,32.8,34.319148936170215
1642867,Collin Murray-Boyles,TOR,IND,12.5,,points,Demon,OVER,B,2.57,2-2.99,31.4,28-31.99,,21.0,21-30 Weak,Demon | 28-31.99,OVER | 28-31.99,28-31.99 | 21-30 Weak,,,,VOID,NO_ACTUAL,0,F,Points,22.48,2,3,0,0.4,21,Bad,2.57,2.57,1.0,31.4,29.4,22.476190476190474
