nba_player_id,player,team,opp_team,line,actual,prop_type_norm,pick_type,bet_direction,tier,abs_edge,abs_edge_bucket,minutes_bucket,actual_minutes,allowed_dir,dir_ok,platform_ok,_opp_def_bucket,result,void_reason,result_sign,pos,prop_type,min_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,overall_def_rank,def_tier,edge,confidence,prop_weight,pick_minutes_bucket,dir_minutes_bucket,min_def_bucket
201950,Jrue Holiday,POR,MEM,13.5,,points,Standard,UNDER,C,1.15,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Points,28.14,3,2,0,0.6,17,Avg,-1.15,1.15,1.0,Standard | NA,UNDER | NA,NA | NA
1629614,Andrew Nembhard,IND,MIL,5.5,,rebounds,Demon,OVER,C,1.15,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G-F,Rebounds,32.02,3,2,0,0.6,14,Avg,1.15,1.15,1.0,Demon | NA,OVER | NA,NA | NA
1630529,Herbert Jones,NOP,MIN,16.5,,pra,Demon,OVER,C,1.14,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Pts+Rebs+Asts,28.8,3,2,0,0.6,4,Elite,1.14,1.2,1.05,Demon | NA,OVER | NA,NA | NA
1642920,Kobe Sanders,LAC,SAC,3.5,,assists,Standard,UNDER,D,1.14,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Assists,21.57,1,4,0,0.2,26,Target,-1.14,1.14,1.0,Standard | NA,UNDER | NA,NA | NA
1642274,Yves Missi,NOP,MIN,2.5,,assists,Demon,OVER,D,1.14,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,C,Assists,19.29,1,4,0,0.2,4,Elite,1.14,1.14,1.0,Demon | NA,OVER | NA,NA | NA
1628370,Malik Monk,SAC,LAC,4.5,,assists,Demon,OVER,D,1.13,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Assists,22.17,1,4,0,0.2,23,Bad,1.13,1.13,1.0,Demon | NA,OVER | NA,NA | NA
1642274,Yves Missi,NOP,MIN,4.5,,rebounds,Goblin,OVER,D,1.13,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,C,Rebounds,19.29,3,2,0,0.6,4,Elite,1.13,1.13,1.0,Goblin | NA,OVER | NA,NA | NA
1628389,Bam Adebayo,MIA,BOS,18.5,,points,Standard,OVER,B,1.13,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,C-F,Points,31.09,4,1,0,0.8,6,Elite,1.13,1.13,1.0,Standard | NA,OVER | NA,NA | NA
203497,Rudy Gobert,MIN,NOP,8.5,,points,Goblin,OVER,C,1.12,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,C,Points,31.28,3,2,0,0.6,26,Target,1.12,1.12,1.0,Goblin | NA,OVER | NA,NA | NA
1631105,Jalen Duren,DET,NYK,16.5,,points,Standard,OVER,B,1.12,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,C,Points,27.86,4,1,0,0.8,6,Elite,1.12,1.12,1.0,Standard | NA,OVER | NA,NA | NA
1630162,Anthony Edwards,MIN,NOP,4.5,,rebounds,Goblin,OVER,B,1.12,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Rebounds,35.4,4,1,0,0.8,26,Target,1.12,1.12,1.0,Goblin | NA,OVER | NA,NA | NA
202695,Kawhi Leonard,LAC,SAC,24.5,,points,Goblin,OVER,C,1.12,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Points,32.73,3,2,0,0.6,26,Target,1.12,1.12,1.0,Goblin | NA,OVER | NA,NA | NA
1630530,Trey Murphy,NOP,MIN,3.5,,rebounds,Goblin,OVER,B,1.12,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Rebounds,35.88,3,2,0,0.6,4,Elite,1.12,1.12,1.0,Goblin | NA,OVER | NA,NA | NA
203897,Zach LaVine,SAC,LAC,3.5,,rebounds,Demon,OVER,C,1.11,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Rebounds,31.79,2,3,0,0.4,23,Bad,1.11,1.11,1.0,Demon | NA,OVER | NA,NA | NA
203924,Jerami Grant,POR,MEM,1.5,,rebounds,Goblin,OVER,B,1.11,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Rebounds,29.09,4,1,0,0.8,17,Avg,1.11,1.11,1.0,Goblin | NA,OVER | NA,NA | NA
1628381,John Collins,LAC,SAC,4.5,,rebounds,Goblin,OVER,C,1.1,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F-C,Rebounds,27.53,4,1,0,0.8,26,Target,1.1,1.1,1.0,Goblin | NA,OVER | NA,NA | NA
202695,Kawhi Leonard,LAC,SAC,5.5,,assists,Demon,OVER,C,1.1,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Assists,32.73,2,3,0,0.4,26,Target,1.1,1.1,1.0,Demon | NA,OVER | NA,NA | NA
1626167,Myles Turner,MIL,IND,2.5,,assists,Demon,OVER,D,1.1,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,C-F,Assists,28.49,1,4,0,0.2,21,Bad,1.1,1.1,1.0,Demon | NA,OVER | NA,NA | NA
1629645,Kevin Porter,MIL,IND,11.5,,points,Goblin,OVER,C,1.1,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G-F,Points,33.38,2,3,0,0.4,21,Bad,1.1,1.1,1.0,Goblin | NA,OVER | NA,NA | NA
1631323,Simone Fontecchio,MIA,BOS,5.5,,rebounds,Demon,OVER,D,1.09,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Rebounds,17.37,2,3,0,0.4,6,Elite,1.09,1.09,1.0,Demon | NA,OVER | NA,NA | NA
203484,Kentavious Caldwell-Pope,MEM,POR,3.5,,assists,Demon,OVER,D,1.08,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Assists,20.94,1,4,0,0.2,25,Target,1.08,1.08,1.0,Demon | NA,OVER | NA,NA | NA
1629674,Neemias Queta,BOS,MIA,8.5,,points,Standard,OVER,D,1.08,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,C,Points,25.42,3,2,0,0.6,10,Good,1.08,1.08,1.0,Standard | NA,OVER | NA,NA | NA
203952,Andrew Wiggins,MIA,BOS,3.5,,rebounds,Goblin,OVER,C,1.08,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Rebounds,31.21,2,3,0,0.4,6,Elite,1.08,1.08,1.0,Goblin | NA,OVER | NA,NA | NA
1627759,Jaylen Brown,BOS,MIA,29.5,,points,Standard,UNDER,B,1.08,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G-F,Points,34.35,3,2,0,0.6,10,Good,-1.08,1.08,1.0,Standard | NA,UNDER | NA,NA | NA
1642363,Nique Clifford,SAC,LAC,4.5,,rebounds,Demon,OVER,D,1.08,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Rebounds,19.98,1,4,0,0.2,23,Bad,1.08,1.08,1.0,Demon | NA,OVER | NA,NA | NA
1641709,Ausar Thompson,DET,NYK,20.5,,pra,Demon,OVER,D,1.07,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G-F,Pts+Rebs+Asts,25.91,1,4,0,0.2,6,Elite,1.07,1.13,1.05,Demon | NA,OVER | NA,NA | NA
1630558,Davion Mitchell,MIA,BOS,5.5,,assists,Goblin,OVER,B,1.07,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Assists,28.93,4,1,0,0.8,6,Elite,1.07,1.07,1.0,Goblin | NA,OVER | NA,NA | NA
1641796,Pelle Larsson,MIA,BOS,0.5,,turnovers,Goblin,OVER,B,1.07,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Turnovers,24.27,5,0,0,1.0,6,Elite,1.07,1.01,0.95,Goblin | NA,OVER | NA,NA | NA
1626171,Bobby Portis,MIL,IND,2.5,,assists,Standard,OVER,C,1.07,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Assists,24.43,4,1,0,0.8,21,Bad,1.07,1.07,1.0,Standard | NA,OVER | NA,NA | NA
1641739,Toumani Camara,POR,MEM,7.5,,rebounds,Demon,OVER,B,1.07,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Rebounds,33.73,3,2,0,0.6,17,Avg,1.07,1.07,1.0,Demon | NA,OVER | NA,NA | NA
1628389,Bam Adebayo,MIA,BOS,34.5,,pra,Demon,OVER,D,1.06,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,C-F,Pts+Rebs+Asts,31.09,1,4,0,0.2,6,Elite,1.06,1.11,1.05,Demon | NA,OVER | NA,NA | NA
1629627,Zion Williamson,NOP,MIN,17.5,,points,Goblin,OVER,C,1.06,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Points,29.57,3,2,0,0.6,4,Elite,1.06,1.06,1.0,Goblin | NA,OVER | NA,NA | NA
1629614,Andrew Nembhard,IND,MIL,31.5,,pra,Demon,OVER,C,1.06,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G-F,Pts+Rebs+Asts,32.02,3,2,0,0.6,14,Avg,1.06,1.11,1.05,Demon | NA,OVER | NA,NA | NA
1631248,Baylor Scheierman,BOS,MIA,7.5,,points,Demon,OVER,D,1.06,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Points,13.78,2,3,0,0.4,10,Good,1.06,1.06,1.0,Demon | NA,OVER | NA,NA | NA
1631170,Jaime Jaquez,MIA,BOS,5.5,,assists,Demon,OVER,D,1.06,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Assists,28.81,2,3,0,0.4,6,Elite,1.06,1.06,1.0,Demon | NA,OVER | NA,NA | NA
202696,Nikola Vučević,BOS,MIA,16.5,,points,Demon,OVER,D,1.05,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,C,Points,30.85,2,3,0,0.4,10,Good,1.05,1.05,1.0,Demon | NA,OVER | NA,NA | NA
201572,Brook Lopez,LAC,SAC,11.5,,pra,Goblin,OVER,D,1.05,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,C,Pts+Rebs+Asts,17.35,3,2,0,0.6,26,Target,1.05,1.11,1.05,Goblin | NA,OVER | NA,NA | NA
1628389,Bam Adebayo,MIA,BOS,10.0,,rebounds,Standard,OVER,B,1.05,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,C-F,Rebounds,31.09,4,1,0,0.8,6,Elite,1.05,1.05,1.0,Standard | NA,OVER | NA,NA | NA
1628973,Jalen Brunson,NYK,DET,24.5,,points,Goblin,OVER,C,1.05,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Points,34.67,2,3,0,0.4,3,Elite,1.05,1.05,1.0,Goblin | NA,OVER | NA,NA | NA
1630573,Sam Hauser,BOS,MIA,2.5,,assists,Demon,OVER,D,1.05,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Assists,23.84,1,4,0,0.2,10,Good,1.05,1.05,1.0,Demon | NA,OVER | NA,NA | NA
202699,Tobias Harris,DET,NYK,1.5,,assists,Goblin,OVER,C,1.04,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Assists,27.74,4,1,0,0.8,6,Elite,1.04,1.04,1.0,Goblin | NA,OVER | NA,NA | NA
1642377,Jaylen Wells,MEM,POR,2.5,,assists,Demon,OVER,D,1.04,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Assists,26.86,1,4,0,0.2,25,Target,1.04,1.04,1.0,Demon | NA,OVER | NA,NA | NA
1642377,Jaylen Wells,MEM,POR,18.5,,pra,Standard,UNDER,C,1.04,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Pts+Rebs+Asts,26.86,3,2,0,0.6,25,Target,-1.04,1.1,1.05,Standard | NA,UNDER | NA,NA | NA
201942,DeMar DeRozan,SAC,LAC,29.5,,pra,Demon,OVER,C,1.04,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G-F,Pts+Rebs+Asts,33.08,3,2,0,0.6,23,Bad,1.04,1.1,1.05,Demon | NA,OVER | NA,NA | NA
1630174,Aaron Nesmith,IND,MIL,23.5,,pra,Standard,UNDER,B,1.04,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G-F,Pts+Rebs+Asts,30.66,4,1,0,0.8,14,Avg,-1.04,1.09,1.05,Standard | NA,UNDER | NA,NA | NA
1626167,Myles Turner,MIL,IND,5.5,,rebounds,Goblin,OVER,D,1.03,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,C-F,Rebounds,28.49,2,3,0,0.4,21,Bad,1.03,1.03,1.0,Goblin | NA,OVER | NA,NA | NA
1628398,Kyle Kuzma,MIL,IND,7.5,,rebounds,Demon,OVER,C,1.03,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Rebounds,27.0,3,2,0,0.6,21,Bad,1.03,1.03,1.0,Demon | NA,OVER | NA,NA | NA
203944,Julius Randle,MIN,NOP,31.5,,pra,Goblin,OVER,C,1.02,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F-C,Pts+Rebs+Asts,33.48,3,2,0,0.6,26,Target,1.02,1.07,1.05,Goblin | NA,OVER | NA,NA | NA
1630183,Jaden McDaniels,MIN,NOP,25.5,,pra,Demon,OVER,C,1.02,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Pts+Rebs+Asts,32.36,3,2,0,0.6,26,Target,1.02,1.07,1.05,Demon | NA,OVER | NA,NA | NA
1641709,Ausar Thompson,DET,NYK,10.5,,points,Standard,UNDER,D,1.02,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G-F,Points,25.91,1,4,0,0.2,6,Elite,-1.02,1.02,1.0,Standard | NA,UNDER | NA,NA | NA
1642907,Cedric Coward,MEM,POR,2.5,,assists,Goblin,OVER,C,1.02,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Assists,26.72,4,1,0,0.8,25,Target,1.02,1.02,1.0,Goblin | NA,OVER | NA,NA | NA
1628381,John Collins,LAC,SAC,2.5,,assists,Demon,OVER,D,1.02,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F-C,Assists,27.53,1,4,0,0.2,26,Target,1.02,1.02,1.0,Demon | NA,OVER | NA,NA | NA
1628978,Donte DiVincenzo,MIN,NOP,14.5,,points,Demon,OVER,D,1.02,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Points,31.5,2,3,0,0.4,26,Target,1.02,1.02,1.0,Demon | NA,OVER | NA,NA | NA
1630183,Jaden McDaniels,MIN,NOP,4.5,,rebounds,Standard,UNDER,D,1.02,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Rebounds,32.36,0,5,0,0.0,26,Target,-1.02,1.02,1.0,Standard | NA,UNDER | NA,NA | NA
1627884,Derrick Jones,LAC,SAC,8.5,,points,Standard,OVER,D,1.02,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Points,23.94,2,3,0,0.4,26,Target,1.02,1.02,1.0,Standard | NA,OVER | NA,NA | NA
203897,Zach LaVine,SAC,LAC,19.5,,points,Demon,OVER,D,1.01,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Points,31.79,1,4,0,0.2,23,Bad,1.01,1.01,1.0,Demon | NA,OVER | NA,NA | NA
1630529,Herbert Jones,NOP,MIN,2.5,,rebounds,Goblin,OVER,C,1.01,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Rebounds,28.8,3,2,0,0.6,4,Elite,1.01,1.01,1.0,Goblin | NA,OVER | NA,NA | NA
1630202,Payton Pritchard,BOS,MIA,2.5,,rebounds,Goblin,OVER,B,1.0,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Rebounds,32.7,4,1,0,0.8,10,Good,1.0,1.0,1.0,Goblin | NA,OVER | NA,NA | NA
1642285,Cam Spencer,MEM,POR,6.5,,assists,Goblin,OVER,D,1.0,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Assists,24.17,0,5,0,0.0,25,Target,1.0,1.0,1.0,Goblin | NA,OVER | NA,NA | NA
1630573,Sam Hauser,BOS,MIA,3.5,,rebounds,Goblin,OVER,D,1.0,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Rebounds,23.84,3,2,0,0.6,10,Good,1.0,1.0,1.0,Goblin | NA,OVER | NA,NA | NA
1630202,Payton Pritchard,BOS,MIA,4.5,,rebounds,Demon,OVER,D,1.0,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Rebounds,32.7,0,5,0,0.0,10,Good,1.0,1.0,1.0,Demon | NA,OVER | NA,NA | NA
1642270,Donovan Clingan,POR,MEM,12.0,,rebounds,Standard,OVER,C,1.0,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,C,Rebounds,27.32,3,1,1,0.6,17,Avg,1.0,1.0,1.0,Standard | NA,OVER | NA,NA | NA
1630573,Sam Hauser,BOS,MIA,5.5,,rebounds,Demon,OVER,D,1.0,1-1.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Rebounds,23.84,2,3,0,0.4,10,Good,1.0,1.0,1.0,Demon | NA,OVER | NA,NA | NA
1630529,Herbert Jones,NOP,MIN,4.5,,rebounds,Demon,OVER,D,0.99,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Rebounds,28.8,2,3,0,0.4,4,Elite,0.99,0.99,1.0,Demon | NA,OVER | NA,NA | NA
1627739,Kris Dunn,LAC,SAC,5.0,,assists,Standard,UNDER,D,0.99,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Assists,27.14,2,2,1,0.4,26,Target,-0.99,0.99,1.0,Standard | NA,UNDER | NA,NA | NA
1642907,Cedric Coward,MEM,POR,4.5,,assists,Demon,OVER,D,0.98,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Assists,26.72,3,2,0,0.6,25,Target,0.98,0.98,1.0,Demon | NA,OVER | NA,NA | NA
1628381,John Collins,LAC,SAC,0.5,,assists,Goblin,OVER,C,0.98,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F-C,Assists,27.53,4,1,0,0.8,26,Target,0.98,0.98,1.0,Goblin | NA,OVER | NA,NA | NA
1641709,Ausar Thompson,DET,NYK,8.5,,points,Goblin,OVER,D,0.98,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G-F,Points,25.91,3,2,0,0.6,6,Elite,0.98,0.98,1.0,Goblin | NA,OVER | NA,NA | NA
1642277,Johnny Furphy,IND,MIL,6.0,,rebounds,Standard,UNDER,D,0.98,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Rebounds,18.0,2,3,0,0.4,14,Avg,-0.98,0.98,1.0,Standard | NA,UNDER | NA,NA | NA
1630558,Davion Mitchell,MIA,BOS,16.5,,pra,Goblin,OVER,D,0.98,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Pts+Rebs+Asts,28.93,2,3,0,0.4,6,Elite,0.98,1.03,1.05,Goblin | NA,OVER | NA,NA | NA
1628398,Kyle Kuzma,MIL,IND,5.5,,rebounds,Goblin,OVER,C,0.97,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Rebounds,27.0,4,1,0,0.8,21,Bad,0.97,0.97,1.0,Goblin | NA,OVER | NA,NA | NA
1626167,Myles Turner,MIL,IND,7.5,,rebounds,Demon,OVER,D,0.97,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,C-F,Rebounds,28.49,2,3,0,0.4,21,Bad,0.97,0.97,1.0,Demon | NA,OVER | NA,NA | NA
1630174,Aaron Nesmith,IND,MIL,14.5,,points,Goblin,OVER,B,0.97,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G-F,Points,30.66,4,1,0,0.8,14,Avg,0.97,0.97,1.0,Goblin | NA,OVER | NA,NA | NA
201566,Russell Westbrook,SAC,LAC,4.5,,rebounds,Standard,UNDER,D,0.97,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Rebounds,29.55,1,4,0,0.2,23,Bad,-0.97,0.97,1.0,Standard | NA,UNDER | NA,NA | NA
202699,Tobias Harris,DET,NYK,3.5,,assists,Demon,OVER,D,0.96,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Assists,27.74,0,5,0,0.0,6,Elite,0.96,0.96,1.0,Demon | NA,OVER | NA,NA | NA
1630174,Aaron Nesmith,IND,MIL,21.5,,pra,Goblin,OVER,B,0.96,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G-F,Pts+Rebs+Asts,30.66,5,0,0,1.0,14,Avg,0.96,1.01,1.05,Goblin | NA,OVER | NA,NA | NA
1642377,Jaylen Wells,MEM,POR,16.5,,pra,Goblin,OVER,C,0.96,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Pts+Rebs+Asts,26.86,4,1,0,0.8,25,Target,0.96,1.0,1.05,Goblin | NA,OVER | NA,NA | NA
1642377,Jaylen Wells,MEM,POR,0.5,,assists,Goblin,OVER,C,0.96,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Assists,26.86,4,1,0,0.8,25,Target,0.96,0.96,1.0,Goblin | NA,OVER | NA,NA | NA
201942,DeMar DeRozan,SAC,LAC,27.5,,pra,Demon,OVER,B,0.96,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G-F,Pts+Rebs+Asts,33.08,4,1,0,0.8,23,Bad,0.96,1.0,1.05,Demon | NA,OVER | NA,NA | NA
1631260,AJ Green,MIL,IND,3.5,,rebounds,Demon,OVER,D,0.96,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Rebounds,29.87,1,4,0,0.2,21,Bad,0.96,0.96,1.0,Demon | NA,OVER | NA,NA | NA
1628401,Derrick White,BOS,MIA,24.5,,pra,Goblin,OVER,C,0.95,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Pts+Rebs+Asts,34.18,2,3,0,0.4,10,Good,0.95,0.99,1.05,Goblin | NA,OVER | NA,NA | NA
1629018,Gary Trent,MIL,IND,1.5,,rebounds,Demon,OVER,D,0.95,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Rebounds,24.09,0,5,0,0.0,21,Bad,0.95,0.95,1.0,Demon | NA,OVER | NA,NA | NA
1627734,Domantas Sabonis,SAC,LAC,33.5,,pra,Demon,OVER,D,0.95,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F-C,Pts+Rebs+Asts,29.74,2,3,0,0.4,23,Bad,0.95,0.99,1.05,Demon | NA,OVER | NA,NA | NA
1630573,Sam Hauser,BOS,MIA,0.5,,assists,Goblin,OVER,C,0.95,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Assists,23.84,4,1,0,0.8,10,Good,0.95,0.95,1.0,Goblin | NA,OVER | NA,NA | NA
1629130,Duncan Robinson,DET,NYK,14.5,,points,Demon,OVER,C,0.95,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Points,28.5,3,2,0,0.6,6,Elite,0.95,0.95,1.0,Demon | NA,OVER | NA,NA | NA
1631260,AJ Green,MIL,IND,9.5,,points,Goblin,OVER,D,0.95,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Points,29.87,2,3,0,0.4,21,Bad,0.95,0.95,1.0,Goblin | NA,OVER | NA,NA | NA
1642363,Nique Clifford,SAC,LAC,12.5,,pra,Standard,OVER,D,0.95,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Pts+Rebs+Asts,19.98,3,2,0,0.6,23,Bad,0.95,0.99,1.05,Standard | NA,OVER | NA,NA | NA
1631248,Baylor Scheierman,BOS,MIA,5.5,,points,Goblin,OVER,D,0.94,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Points,13.78,3,2,0,0.6,10,Good,0.94,0.94,1.0,Goblin | NA,OVER | NA,NA | NA
1627734,Domantas Sabonis,SAC,LAC,17.5,,points,Demon,OVER,D,0.94,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F-C,Points,29.74,2,3,0,0.4,23,Bad,0.94,0.94,1.0,Demon | NA,OVER | NA,NA | NA
1629627,Zion Williamson,NOP,MIN,19.5,,points,Goblin,OVER,C,0.94,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Points,29.57,3,2,0,0.6,4,Elite,0.94,0.94,1.0,Goblin | NA,OVER | NA,NA | NA
1631170,Jaime Jaquez,MIA,BOS,3.5,,assists,Goblin,OVER,C,0.94,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Assists,28.81,3,2,0,0.6,6,Elite,0.94,0.94,1.0,Goblin | NA,OVER | NA,NA | NA
1628389,Bam Adebayo,MIA,BOS,32.5,,pra,Standard,OVER,C,0.94,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,C-F,Pts+Rebs+Asts,31.09,3,2,0,0.6,6,Elite,0.94,0.99,1.05,Standard | NA,OVER | NA,NA | NA
1629614,Andrew Nembhard,IND,MIL,29.5,,pra,Standard,OVER,C,0.94,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G-F,Pts+Rebs+Asts,32.02,3,2,0,0.6,14,Avg,0.94,0.99,1.05,Standard | NA,OVER | NA,NA | NA
1629627,Zion Williamson,NOP,MIN,6.5,,rebounds,Demon,OVER,C,0.93,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Rebounds,29.57,3,2,0,0.6,4,Elite,0.93,0.93,1.0,Demon | NA,OVER | NA,NA | NA
1626171,Bobby Portis,MIL,IND,4.5,,assists,Demon,OVER,D,0.93,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Assists,24.43,2,3,0,0.4,21,Bad,0.93,0.93,1.0,Demon | NA,OVER | NA,NA | NA
201566,Russell Westbrook,SAC,LAC,6.0,,assists,Standard,UNDER,D,0.93,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Assists,29.55,0,5,0,0.0,23,Bad,-0.93,0.93,1.0,Standard | NA,UNDER | NA,NA | NA
1630558,Davion Mitchell,MIA,BOS,7.5,,assists,Demon,OVER,D,0.93,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Assists,28.93,1,4,0,0.2,6,Elite,0.93,0.93,1.0,Demon | NA,OVER | NA,NA | NA
1631101,Shaedon Sharpe,POR,MEM,3.5,,assists,Demon,OVER,D,0.93,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Assists,30.32,0,5,0,0.0,17,Avg,0.93,0.93,1.0,Demon | NA,OVER | NA,NA | NA
1627759,Jaylen Brown,BOS,MIA,27.5,,points,Goblin,OVER,C,0.92,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G-F,Points,34.35,3,2,0,0.6,10,Good,0.92,0.92,1.0,Goblin | NA,OVER | NA,NA | NA
1642363,Nique Clifford,SAC,LAC,2.5,,rebounds,Goblin,OVER,C,0.92,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,G,Rebounds,19.98,5,0,0,1.0,23,Bad,0.92,0.92,1.0,Goblin | NA,OVER | NA,NA | NA
203952,Andrew Wiggins,MIA,BOS,5.5,,rebounds,Demon,OVER,D,0.92,0-0.99,NA,,,,,NA,VOID,NO_ACTUAL,0,F,Rebounds,31.21,1,4,0,0.2,6,Elite,0.92,0.92,1.0,Demon | NA,OVER | NA,NA | NA
