nba_player_id,player,team,opp_team,line,actual,prop_type_norm,pick_type,bet_direction,tier,abs_edge,abs_edge_bucket,minutes_bucket,actual_minutes,_opp_def_bucket,pick_minutes_bucket,dir_minutes_bucket,min_def_bucket,allowed_dir,dir_ok,platform_ok,result,void_reason,result_sign,pos,prop_type,min_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,overall_def_rank,def_tier,edge,confidence,prop_weight
1641708,Amen Thompson,HOU,OKC,4.5,,rebounds,Goblin,OVER,A,2.78,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G-F,Rebounds,37.18,4,1,0,0.8,1,Elite,2.78,3.11,1.12
1626220,Royce O'Neale,PHX,PHI,5.5,,assists,Demon,OVER,C,2.78,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Assists,29.48,0,5,0,0.0,18,Avg,2.78,2.36,0.85
1641764,Brandin Podziemski,GSW,LAL,2.5,,rebounds,Goblin,OVER,A,2.77,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Rebounds,26.52,4,1,0,0.8,24,Bad,2.77,3.1,1.12
1641730,Noah Clowney,BKN,WAS,7.5,,rebounds,Demon,OVER,B,2.77,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F-C,Rebounds,28.42,1,4,0,0.2,28,Target,2.77,3.1,1.12
1630172,Patrick Williams,CHI,DEN,11.5,,points,Demon,OVER,C,2.77,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Points,18.9,2,3,0,0.4,13,Avg,2.77,2.77,1.0
1642273,Kyshawn George,WAS,BKN,19.5,,pra,Goblin,OVER,B,2.77,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Pts+Rebs+Asts,30.51,2,3,0,0.4,29,Target,2.77,2.77,1.0
203501,Tim Hardaway,DEN,CHI,16.5,,pra,Goblin,OVER,B,2.76,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G-F,Pts+Rebs+Asts,27.49,3,2,0,0.6,14,Avg,2.76,2.76,1.0
203924,Jerami Grant,POR,MEM,19.5,23.0,points,Demon,OVER,B,2.76,2-2.99,NA,28.016666666666666,NA,Demon | NA,OVER | NA,NA | NA,,,,HIT,,1,F,Points,29.06,2,3,0,0.4,17,Avg,2.76,2.76,1.0
1630163,LaMelo Ball,CHA,ATL,32.5,,pra,Standard,UNDER,B,2.76,2-2.99,NA,,NA,Standard | NA,UNDER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Pts+Rebs+Asts,27.43,2,3,0,0.4,20,Bad,-2.76,2.76,1.0
1631096,Chet Holmgren,OKC,HOU,11.5,,rebounds,Demon,OVER,B,2.76,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,C-F,Rebounds,29.22,1,4,0,0.2,9,Good,2.76,3.09,1.12
1630166,Deni Avdija,POR,MEM,4.5,0.0,rebounds,Goblin,OVER,A,2.76,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,MISS,,-1,F,Rebounds,34.64,5,0,0,1.0,17,Avg,2.76,3.09,1.12
1628370,Malik Monk,SAC,CLE,15.5,22.0,pra,Goblin,OVER,B,2.75,2-2.99,NA,22.35,NA,Goblin | NA,OVER | NA,NA | NA,,,,HIT,,1,G,Pts+Rebs+Asts,22.16,4,1,0,0.8,11,Good,2.75,2.75,1.0
1642345,Oso Ighodaro,PHX,PHI,8.5,,points,Demon,OVER,D,2.75,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Points,20.06,0,5,0,0.0,18,Avg,2.75,2.75,1.0
1641739,Toumani Camara,POR,MEM,23.5,22.0,pra,Demon,OVER,B,2.75,2-2.99,NA,29.55,NA,Demon | NA,OVER | NA,NA | NA,,,,MISS,,-1,F,Pts+Rebs+Asts,33.65,2,3,0,0.4,17,Avg,2.75,2.75,1.0
203468,CJ McCollum,ATL,CHA,20.5,,points,Demon,OVER,B,2.74,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Points,30.06,2,3,0,0.4,14,Avg,2.74,2.74,1.0
201942,DeMar DeRozan,SAC,CLE,22.5,11.0,pra,Standard,OVER,B,2.74,2-2.99,NA,20.383333333333333,NA,Standard | NA,OVER | NA,NA | NA,,,,MISS,,-1,G-F,Pts+Rebs+Asts,32.83,3,2,0,0.6,11,Good,2.74,2.74,1.0
1641718,Keyonte George,UTA,ORL,8.5,,assists,Demon,OVER,B,2.73,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Assists,34.4,0,5,0,0.0,8,Good,2.73,2.32,0.85
1642264,Stephon Castle,SAS,DAL,7.5,,rebounds,Demon,OVER,C,2.72,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Rebounds,30.78,0,5,0,0.0,12,Good,2.72,3.05,1.12
1627750,Jamal Murray,DEN,CHI,6.5,,rebounds,Demon,OVER,B,2.72,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Rebounds,35.79,0,5,0,0.0,14,Avg,2.72,3.05,1.12
1630314,Brandon Williams,DAL,SAS,24.5,,pra,Demon,OVER,B,2.72,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Pts+Rebs+Asts,21.91,3,2,0,0.6,2,Elite,2.72,2.72,1.0
1642851,Kon Knueppel,CHA,ATL,21.5,,points,Demon,OVER,B,2.72,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G-F,Points,31.98,2,3,0,0.4,20,Bad,2.72,2.72,1.0
203084,Harrison Barnes,SAS,DAL,7.5,,points,Goblin,OVER,A,2.71,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Points,28.2,4,1,0,0.8,12,Good,2.71,2.71,1.0
1630591,Jalen Suggs,ORL,UTA,16.5,,points,Standard,UNDER,B,2.71,2-2.99,NA,,NA,Standard | NA,UNDER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Points,26.07,1,4,0,0.2,30,Target,-2.71,2.71,1.0
203991,Clint Capela,HOU,OKC,2.5,,points,Goblin,OVER,B,2.71,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,C,Points,11.8,5,0,0,1.0,1,Elite,2.71,2.71,1.0
1630166,Deni Avdija,POR,MEM,20.5,0.0,points,Goblin,OVER,B,2.7,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,MISS,,-1,F,Points,34.64,2,3,0,0.4,17,Avg,2.7,2.7,1.0
1630230,Naji Marshall,DAL,SAS,5.5,,assists,Demon,OVER,C,2.7,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Assists,29.52,0,5,0,0.0,2,Elite,2.7,2.3,0.85
1630552,Jalen Johnson,ATL,CHA,20.5,,points,Goblin,OVER,A,2.69,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Points,35.67,3,2,0,0.6,14,Avg,2.69,2.69,1.0
1641718,Keyonte George,UTA,ORL,37.5,,pra,Demon,OVER,B,2.69,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Pts+Rebs+Asts,34.4,1,4,0,0.2,8,Good,2.69,2.69,1.0
1629020,Jarred Vanderbilt,LAL,GSW,7.5,,points,Demon,OVER,C,2.69,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Points,19.46,1,4,0,0.2,22,Bad,2.69,2.69,1.0
203994,Jusuf Nurkić,UTA,ORL,4.5,,assists,Goblin,OVER,B,2.68,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,C,Assists,26.55,4,1,0,0.8,8,Good,2.68,2.28,0.85
1642846,Ace Bailey,UTA,ORL,2.5,,rebounds,Goblin,OVER,B,2.68,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Rebounds,25.64,4,1,0,0.8,8,Good,2.68,3.0,1.12
1631221,Collin Gillespie,PHX,PHI,6.5,,rebounds,Demon,OVER,C,2.68,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Rebounds,28.31,0,5,0,0.0,18,Avg,2.68,3.01,1.12
1641708,Amen Thompson,HOU,OKC,25.5,,pra,Goblin,OVER,B,2.67,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G-F,Pts+Rebs+Asts,37.18,2,3,0,0.4,1,Elite,2.67,2.67,1.0
1629008,Michael Porter,BKN,WAS,29.5,,pra,Goblin,OVER,B,2.67,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Pts+Rebs+Asts,33.05,3,2,0,0.6,28,Target,2.67,2.67,1.0
1630552,Jalen Johnson,ATL,CHA,14.5,,rebounds,Demon,OVER,B,2.66,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Rebounds,35.67,1,4,0,0.2,14,Avg,2.66,2.98,1.12
1628997,Caleb Martin,DAL,SAS,2.5,,rebounds,Goblin,OVER,B,2.66,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Rebounds,13.89,5,0,0,1.0,2,Elite,2.66,2.98,1.12
1628370,Malik Monk,SAC,CLE,5.5,2.0,assists,Demon,OVER,D,2.66,2-2.99,NA,22.35,NA,Demon | NA,OVER | NA,NA | NA,,,,MISS,,-1,G,Assists,22.16,0,5,0,0.0,11,Good,2.66,2.26,0.85
1630533,Ziaire Williams,BKN,WAS,5.5,,rebounds,Demon,OVER,C,2.66,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Rebounds,22.72,1,4,0,0.2,28,Target,2.66,2.97,1.12
1630700,Dyson Daniels,ATL,CHA,8.5,,rebounds,Demon,OVER,B,2.66,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Rebounds,33.88,0,5,0,0.0,14,Avg,2.66,2.98,1.12
1628374,Lauri Markkanen,UTA,ORL,3.5,,rebounds,Goblin,OVER,A,2.66,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F-C,Rebounds,35.24,3,2,0,0.6,8,Good,2.66,2.98,1.12
1642377,Jaylen Wells,MEM,POR,16.5,20.0,pra,Goblin,OVER,A,2.65,2-2.99,NA,27.35,NA,Goblin | NA,OVER | NA,NA | NA,,,,HIT,,1,F,Pts+Rebs+Asts,26.86,5,0,0,1.0,25,Target,2.65,2.65,1.0
1641739,Toumani Camara,POR,MEM,9.5,15.0,points,Goblin,OVER,A,2.65,2-2.99,NA,29.55,NA,Goblin | NA,OVER | NA,NA | NA,,,,HIT,,1,F,Points,33.65,4,1,0,0.8,17,Avg,2.65,2.65,1.0
1631217,Moussa Diabaté,CHA,ATL,24.5,,pra,Demon,OVER,B,2.65,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Pts+Rebs+Asts,25.12,2,3,0,0.4,20,Bad,2.65,2.65,1.0
1630163,LaMelo Ball,CHA,ATL,7.5,,rebounds,Demon,OVER,B,2.65,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Rebounds,27.43,2,3,0,0.4,20,Bad,2.65,2.97,1.12
201142,Kevin Durant,HOU,OKC,21.5,,points,Goblin,OVER,A,2.64,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Points,36.64,3,2,0,0.6,1,Elite,2.64,2.64,1.0
1630559,Austin Reaves,LAL,GSW,6.5,,assists,Demon,OVER,B,2.64,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Assists,34.28,1,4,0,0.2,22,Bad,2.64,2.25,0.85
1629023,P.J. Washington,DAL,SAS,8.5,,rebounds,Demon,OVER,B,2.64,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Rebounds,30.86,1,4,0,0.2,2,Elite,2.64,2.95,1.12
203468,CJ McCollum,ATL,CHA,5.5,,assists,Demon,OVER,C,2.64,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Assists,30.06,0,5,0,0.0,14,Avg,2.64,2.24,0.85
1631106,Tari Eason,HOU,OKC,9.5,,points,Goblin,OVER,B,2.63,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Points,24.71,4,1,0,0.8,1,Elite,2.63,2.63,1.0
1642383,Walter Clayton,MEM,POR,4.5,3.0,rebounds,Demon,OVER,D,2.63,2-2.99,NA,22.033333333333335,NA,Demon | NA,OVER | NA,NA | NA,,,,MISS,,-1,G,Rebounds,18.13,0,5,0,0.0,25,Target,2.63,2.95,1.12
1629652,Luguentz Dort,OKC,HOU,2.5,,rebounds,Goblin,OVER,A,2.63,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Rebounds,27.83,5,0,0,1.0,9,Good,2.63,2.95,1.12
1630533,Ziaire Williams,BKN,WAS,7.5,,points,Goblin,OVER,B,2.63,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Points,22.72,3,2,0,0.6,28,Target,2.63,2.63,1.0
1642363,Nique Clifford,SAC,CLE,17.5,20.0,pra,Demon,OVER,B,2.63,2-2.99,NA,33.266666666666666,NA,Demon | NA,OVER | NA,NA | NA,,,,HIT,,1,G,Pts+Rebs+Asts,20.24,3,2,0,0.6,11,Good,2.63,2.63,1.0
1626220,Royce O'Neale,PHX,PHI,12.5,,points,Demon,OVER,C,2.63,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Points,29.48,0,5,0,0.0,18,Avg,2.63,2.63,1.0
1626220,Royce O'Neale,PHX,PHI,6.5,,rebounds,Demon,OVER,B,2.62,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Rebounds,29.48,1,4,0,0.2,18,Avg,2.62,2.94,1.12
1629026,Kenrich Williams,OKC,HOU,18.5,,pra,Demon,OVER,C,2.62,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G-F,Pts+Rebs+Asts,16.28,2,3,0,0.4,9,Good,2.62,2.62,1.0
1631119,Jaylin Williams,OKC,HOU,5.5,,assists,Demon,OVER,D,2.62,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Assists,19.32,0,5,0,0.0,9,Good,2.62,2.22,0.85
1629028,Deandre Ayton,LAL,GSW,24.5,,pra,Demon,OVER,B,2.62,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,C,Pts+Rebs+Asts,28.29,1,4,0,0.2,22,Bad,2.62,2.62,1.0
1627734,Domantas Sabonis,SAC,CLE,8.5,,rebounds,Goblin,OVER,B,2.62,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F-C,Rebounds,29.74,3,2,0,0.6,11,Good,2.62,2.94,1.12
1631128,Christian Braun,DEN,CHI,8.5,,points,Goblin,OVER,C,2.62,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Points,29.5,0,5,0,0.0,14,Avg,2.62,2.62,1.0
1642270,Donovan Clingan,POR,MEM,24.5,30.0,pra,Goblin,OVER,B,2.62,2-2.99,NA,25.416666666666668,NA,Goblin | NA,OVER | NA,NA | NA,,,,HIT,,1,C,Pts+Rebs+Asts,27.27,4,1,0,0.8,17,Avg,2.62,2.62,1.0
203935,Marcus Smart,LAL,GSW,9.5,,points,Goblin,OVER,C,2.61,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Points,28.37,0,5,0,0.0,22,Bad,2.61,2.61,1.0
1641824,Matas Buzelis,CHI,DEN,26.5,,pra,Goblin,OVER,B,2.61,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Pts+Rebs+Asts,28.27,3,2,0,0.6,13,Avg,2.61,2.61,1.0
1641750,Ryan Kalkbrenner,CHA,ATL,4.5,,points,Goblin,OVER,B,2.61,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,C,Points,23.28,4,1,0,0.8,20,Bad,2.61,2.61,1.0
1642267,Bub Carrington,WAS,BKN,14.5,,points,Demon,OVER,B,2.61,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Points,28.24,1,4,0,0.2,29,Target,2.61,2.61,1.0
1629023,P.J. Washington,DAL,SAS,16.5,,pra,Goblin,OVER,B,2.61,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Pts+Rebs+Asts,30.86,3,2,0,0.6,2,Elite,2.61,2.61,1.0
1630241,Sam Merrill,CLE,SAC,14.5,,points,Demon,OVER,C,2.6,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Points,25.43,1,4,0,0.2,26,Target,2.6,2.6,1.0
1630217,Desmond Bane,ORL,UTA,24.5,,pra,Goblin,OVER,A,2.6,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Pts+Rebs+Asts,33.92,4,1,0,0.8,30,Target,2.6,2.6,1.0
1627750,Jamal Murray,DEN,CHI,23.5,,points,Goblin,OVER,A,2.6,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Points,35.79,3,2,0,0.6,14,Avg,2.6,2.6,1.0
1641710,Anthony Black,ORL,UTA,14.5,,points,Goblin,OVER,B,2.59,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Points,31.12,3,2,0,0.6,30,Target,2.59,2.59,1.0
203999,Nikola Jokić,DEN,CHI,43.5,,pra,Goblin,OVER,B,2.59,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,C,Pts+Rebs+Asts,34.42,2,3,0,0.4,14,Avg,2.59,2.59,1.0
1631109,Mark Williams,PHX,PHI,14.5,,points,Demon,OVER,C,2.59,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,C,Points,24.04,1,4,0,0.2,18,Avg,2.59,2.59,1.0
1629655,Daniel Gafford,DAL,SAS,5.5,,rebounds,Goblin,OVER,B,2.59,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F-C,Rebounds,21.37,4,1,0,0.8,2,Elite,2.59,2.9,1.12
1628963,Marvin Bagley,DAL,SAS,8.5,,rebounds,Demon,OVER,D,2.59,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Rebounds,19.29,0,5,0,0.0,2,Elite,2.59,2.9,1.12
1630217,Desmond Bane,ORL,UTA,5.5,,rebounds,Demon,OVER,B,2.58,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Rebounds,33.92,0,5,0,0.0,30,Target,2.58,2.89,1.12
1628378,Donovan Mitchell,CLE,SAC,6.5,,rebounds,Demon,OVER,B,2.58,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Rebounds,33.77,0,5,0,0.0,26,Target,2.58,2.89,1.12
1631128,Christian Braun,DEN,CHI,6.5,,rebounds,Demon,OVER,B,2.58,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Rebounds,29.5,1,4,0,0.2,14,Avg,2.58,2.9,1.12
1642845,VJ Edgecombe,PHI,PHX,11.5,,points,Goblin,OVER,A,2.58,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Points,35.72,3,2,0,0.6,19,Bad,2.58,2.58,1.0
1629008,Michael Porter,BKN,WAS,5.5,,assists,Demon,OVER,B,2.58,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Assists,33.05,0,5,0,0.0,28,Target,2.58,2.2,0.85
1631093,Jaden Ivey,CHI,DEN,4.5,,assists,Standard,UNDER,D,2.58,2-2.99,NA,,NA,Standard | NA,UNDER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Assists,17.26,1,4,0,0.2,13,Avg,-2.58,2.19,0.85
1626162,Kelly Oubre,PHI,PHX,7.5,,rebounds,Demon,OVER,B,2.57,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F-G,Rebounds,32.48,1,4,0,0.2,19,Bad,2.57,2.87,1.12
1631106,Tari Eason,HOU,OKC,17.5,,pra,Goblin,OVER,B,2.57,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Pts+Rebs+Asts,24.71,3,2,0,0.6,1,Elite,2.57,2.57,1.0
201942,DeMar DeRozan,SAC,CLE,6.5,1.0,assists,Demon,OVER,B,2.57,2-2.99,NA,20.383333333333333,NA,Demon | NA,OVER | NA,NA | NA,,,,MISS,,-1,G-F,Assists,32.83,1,4,0,0.2,11,Good,2.57,2.19,0.85
1631108,Max Christie,DAL,SAS,16.5,,points,Demon,OVER,B,2.57,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Points,29.64,1,4,0,0.2,2,Elite,2.57,2.57,1.0
1642259,Alex Sarr,WAS,BKN,11.5,,rebounds,Demon,OVER,B,2.56,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,C,Rebounds,28.28,2,3,0,0.4,29,Target,2.56,2.87,1.12
1642258,Zaccharie Risacher,ATL,CHA,2.5,,rebounds,Goblin,OVER,A,2.55,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Rebounds,24.33,5,0,0,1.0,14,Avg,2.55,2.86,1.12
1642928,Dylan Cardwell,SAC,CLE,10.5,14.0,rebounds,Demon,OVER,C,2.55,2-2.99,NA,31.016666666666666,NA,Demon | NA,OVER | NA,NA | NA,,,,HIT,,1,C,Rebounds,20.58,2,3,0,0.4,11,Good,2.55,2.86,1.12
1642281,Jaylon Tyson,CLE,SAC,19.5,,points,Demon,OVER,B,2.55,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G-F,Points,27.89,1,4,0,0.2,26,Target,2.55,2.55,1.0
203468,CJ McCollum,ATL,CHA,21.5,,pra,Goblin,OVER,B,2.55,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Pts+Rebs+Asts,30.06,3,2,0,0.6,14,Avg,2.55,2.55,1.0
203924,Jerami Grant,POR,MEM,4.5,2.0,assists,Demon,OVER,C,2.54,2-2.99,NA,28.016666666666666,NA,Demon | NA,OVER | NA,NA | NA,,,,MISS,,-1,F,Assists,29.06,0,5,0,0.0,17,Avg,2.54,2.16,0.85
1629637,Jaxson Hayes,LAL,GSW,4.5,,points,Goblin,OVER,B,2.54,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,C-F,Points,17.37,4,1,0,0.8,22,Bad,2.54,2.54,1.0
1629026,Kenrich Williams,OKC,HOU,4.5,,assists,Demon,OVER,D,2.54,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G-F,Assists,16.28,0,5,0,0.0,9,Good,2.54,2.16,0.85
1629631,De'Andre Hunter,SAC,CLE,18.5,7.0,pra,Demon,OVER,B,2.54,2-2.99,NA,24.566666666666666,NA,Demon | NA,OVER | NA,NA | NA,,,,MISS,,-1,F-G,Pts+Rebs+Asts,26.16,2,3,0,0.4,11,Good,2.54,2.54,1.0
1629028,Deandre Ayton,LAL,GSW,15.5,,points,Demon,OVER,B,2.54,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,C,Points,28.29,1,4,0,0.2,22,Bad,2.54,2.54,1.0
1631221,Collin Gillespie,PHX,PHI,18.5,,points,Demon,OVER,B,2.54,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Points,28.31,1,4,0,0.2,18,Avg,2.54,2.54,1.0
201950,Jrue Holiday,POR,MEM,19.5,32.0,pra,Goblin,OVER,B,2.53,2-2.99,NA,24.95,NA,Goblin | NA,OVER | NA,NA | NA,,,,HIT,,1,G,Pts+Rebs+Asts,28.0,3,2,0,0.6,17,Avg,2.53,2.53,1.0
1630168,Onyeka Okongwu,ATL,CHA,24.5,,pra,Goblin,OVER,B,2.53,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F-C,Pts+Rebs+Asts,32.02,3,2,0,0.6,14,Avg,2.53,2.53,1.0
1631217,Moussa Diabaté,CHA,ATL,12.5,,rebounds,Demon,OVER,C,2.53,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,F,Rebounds,25.12,1,4,0,0.2,20,Bad,2.53,2.84,1.12
1630578,Alperen Sengun,HOU,OKC,8.5,,rebounds,Goblin,OVER,A,2.53,2-2.99,NA,,NA,Goblin | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,C,Rebounds,33.95,5,0,0,1.0,1,Elite,2.53,2.84,1.12
1641739,Toumani Camara,POR,MEM,3.5,4.0,rebounds,Goblin,OVER,A,2.52,2-2.99,NA,29.55,NA,Goblin | NA,OVER | NA,NA | NA,,,,HIT,,1,F,Rebounds,33.65,5,0,0,1.0,17,Avg,2.52,2.83,1.12
1641710,Anthony Black,ORL,UTA,6.5,,rebounds,Demon,OVER,B,2.52,2-2.99,NA,,NA,Demon | NA,OVER | NA,NA | NA,,,,VOID,NO_ACTUAL,0,G,Rebounds,31.12,1,4,0,0.2,30,Target,2.52,2.82,1.12
