date,event_id,team_abbr,opponent_abbr,espn_athlete_id,player_name,MIN,PTS,REB,AST,STL,BLK,TO,FG,FGA,3PT,3PTA,FT,FTA
2026-02-24,401820767,DUKE,,5041935,Cameron Boozer,24.0,24.0,13.0,2.0,3.0,0.0,0.0,,,,,,
2026-02-24,401820767,DUKE,,4873209,Patrick Ngongba II,15.0,13.0,3.0,2.0,0.0,0.0,3.0,,,,,,
2026-02-24,401820767,DUKE,,5287474,Dame Sarr,26.0,8.0,5.0,0.0,2.0,0.0,1.0,,,,,,
2026-02-24,401820767,DUKE,,5061585,Isaiah Evans,22.0,10.0,3.0,3.0,0.0,0.0,0.0,,,,,,
2026-02-24,401820767,DUKE,,4711256,Caleb Foster,22.0,13.0,2.0,3.0,0.0,0.0,0.0,,,,,,
2026-02-24,401820767,DUKE,,5105337,Maliq Brown,22.0,0.0,10.0,2.0,3.0,1.0,0.0,,,,,,
2026-02-24,401820767,DUKE,,5144124,Nikolas Khamenia,22.0,6.0,6.0,2.0,0.0,0.0,1.0,,,,,,
2026-02-24,401820767,DUKE,,5041937,Cayden Boozer,21.0,10.0,3.0,4.0,0.0,0.0,1.0,,,,,,
2026-02-24,401820767,DUKE,,4888720,Jack Scott,4.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,
2026-02-24,401820767,DUKE,,4873107,Darren Harris,17.0,16.0,2.0,1.0,2.0,0.0,2.0,,,,,,
2026-02-24,401820767,DUKE,,4432321,Cameron Sheffield,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-24,401820767,DUKE,,5107141,Ifeanyi Ufochukwu,,,,,,,,,,,,,
2026-02-24,401820767,DUKE,,5144150,Sebastian Wilkins,,,,,,,,,,,,,
2026-02-24,401820767,ND,,5312256,Brady Koehler,27.0,14.0,5.0,1.0,0.0,0.0,1.0,,,,,,
2026-02-24,401820767,ND,,4702120,Carson Towt,24.0,4.0,7.0,1.0,0.0,0.0,0.0,,,,,,
2026-02-24,401820767,ND,,5144373,Cole Certa,31.0,14.0,2.0,1.0,0.0,0.0,1.0,,,,,,
2026-02-24,401820767,ND,,4912455,Braeden Shrewsberry,27.0,0.0,3.0,1.0,0.0,0.0,1.0,,,,,,
2026-02-24,401820767,ND,,4872727,Logan Imes,23.0,3.0,1.0,1.0,0.0,0.0,3.0,,,,,,
2026-02-24,401820767,ND,,5312261,Matthew MacLellan,8.0,6.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-24,401820767,ND,,5312257,Ryder Frost,15.0,3.0,2.0,1.0,0.0,0.0,3.0,,,,,,
2026-02-24,401820767,ND,,5142610,Garrett Sundra,12.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,,
