player,team,prop_type,actual
Yaxel Lendeborg,MICH,Points,21.0
Yaxel Lendeborg,MICH,Rebounds,7.0
Yaxel Lendeborg,MICH,Assists,3.0
Yaxel Lendeborg,MICH,Blocked Shots,2.0
Yaxel Lendeborg,MICH,Steals,1.0
Yaxel Lendeborg,MICH,Turnovers,1.0
Yaxel Lendeborg,MICH,FG Made,7.0
Yaxel Lendeborg,MICH,FG Attempted,15.0
Yaxel Lendeborg,MICH,3-PT Made,3.0
Yaxel Lendeborg,MICH,3-PT Attempted,9.0
Yaxel Lendeborg,MICH,Two Pointers Made,4.0
Yaxel Lendeborg,MICH,Two Pointers Attempted,6.0
Yaxel Lendeborg,MICH,Free Throws Made,4.0
Yaxel Lendeborg,MICH,Free Throws Attempted,6.0
Yaxel Lendeborg,MICH,Offensive Rebounds,1.0
Yaxel Lendeborg,MICH,Defensive Rebounds,6.0
Yaxel Lendeborg,MICH,Personal Fouls,1.0
Yaxel Lendeborg,MICH,Fantasy Score,45.8
Yaxel Lendeborg,MICH,Pts+Rebs+Asts,31.0
Yaxel Lendeborg,MICH,PRA,31.0
Yaxel Lendeborg,MICH,Pts+Rebs,28.0
Yaxel Lendeborg,MICH,Pts+Asts,24.0
Yaxel Lendeborg,MICH,Rebs+Asts,10.0
Yaxel Lendeborg,MICH,Blks+Stls,3.0
Morez Johnson Jr.,MICH,Points,13.0
Morez Johnson Jr.,MICH,Rebounds,6.0
Morez Johnson Jr.,MICH,Assists,1.0
Morez Johnson Jr.,MICH,Blocked Shots,3.0
Morez Johnson Jr.,MICH,Steals,1.0
Morez Johnson Jr.,MICH,Turnovers,1.0
Morez Johnson Jr.,MICH,FG Made,5.0
Morez Johnson Jr.,MICH,FG Attempted,10.0
Morez Johnson Jr.,MICH,3-PT Made,1.0
Morez Johnson Jr.,MICH,3-PT Attempted,1.0
Morez Johnson Jr.,MICH,Two Pointers Made,4.0
Morez Johnson Jr.,MICH,Two Pointers Attempted,9.0
Morez Johnson Jr.,MICH,Free Throws Made,2.0
Morez Johnson Jr.,MICH,Free Throws Attempted,2.0
Morez Johnson Jr.,MICH,Offensive Rebounds,2.0
Morez Johnson Jr.,MICH,Defensive Rebounds,4.0
Morez Johnson Jr.,MICH,Personal Fouls,2.0
Morez Johnson Jr.,MICH,Fantasy Score,34.5
Morez Johnson Jr.,MICH,Pts+Rebs+Asts,20.0
Morez Johnson Jr.,MICH,PRA,20.0
Morez Johnson Jr.,MICH,Pts+Rebs,19.0
Morez Johnson Jr.,MICH,Pts+Asts,14.0
Morez Johnson Jr.,MICH,Rebs+Asts,7.0
Morez Johnson Jr.,MICH,Blks+Stls,4.0
Aday Mara,MICH,Points,10.0
Aday Mara,MICH,Rebounds,4.0
Aday Mara,MICH,Assists,1.0
Aday Mara,MICH,Blocked Shots,2.0
Aday Mara,MICH,Steals,0.0
Aday Mara,MICH,Turnovers,0.0
Aday Mara,MICH,FG Made,4.0
Aday Mara,MICH,FG Attempted,4.0
Aday Mara,MICH,3-PT Made,0.0
Aday Mara,MICH,3-PT Attempted,0.0
Aday Mara,MICH,Two Pointers Made,4.0
Aday Mara,MICH,Two Pointers Attempted,4.0
Aday Mara,MICH,Free Throws Made,2.0
Aday Mara,MICH,Free Throws Attempted,2.0
Aday Mara,MICH,Offensive Rebounds,2.0
Aday Mara,MICH,Defensive Rebounds,2.0
Aday Mara,MICH,Personal Fouls,4.0
Aday Mara,MICH,Fantasy Score,25.0
Aday Mara,MICH,Pts+Rebs+Asts,15.0
Aday Mara,MICH,PRA,15.0
Aday Mara,MICH,Pts+Rebs,14.0
Aday Mara,MICH,Pts+Asts,11.0
Aday Mara,MICH,Rebs+Asts,5.0
Aday Mara,MICH,Blks+Stls,2.0
Elliot Cadeau,MICH,Points,8.0
Elliot Cadeau,MICH,Rebounds,0.0
Elliot Cadeau,MICH,Assists,6.0
Elliot Cadeau,MICH,Blocked Shots,0.0
Elliot Cadeau,MICH,Steals,0.0
Elliot Cadeau,MICH,Turnovers,1.0
Elliot Cadeau,MICH,FG Made,1.0
Elliot Cadeau,MICH,FG Attempted,8.0
Elliot Cadeau,MICH,3-PT Made,1.0
Elliot Cadeau,MICH,3-PT Attempted,6.0
Elliot Cadeau,MICH,Two Pointers Made,0.0
Elliot Cadeau,MICH,Two Pointers Attempted,2.0
Elliot Cadeau,MICH,Free Throws Made,5.0
Elliot Cadeau,MICH,Free Throws Attempted,6.0
Elliot Cadeau,MICH,Offensive Rebounds,0.0
Elliot Cadeau,MICH,Defensive Rebounds,0.0
Elliot Cadeau,MICH,Personal Fouls,2.0
Elliot Cadeau,MICH,Fantasy Score,17.0
Elliot Cadeau,MICH,Pts+Rebs+Asts,14.0
Elliot Cadeau,MICH,PRA,14.0
Elliot Cadeau,MICH,Pts+Rebs,8.0
Elliot Cadeau,MICH,Pts+Asts,14.0
Elliot Cadeau,MICH,Rebs+Asts,6.0
Elliot Cadeau,MICH,Blks+Stls,0.0
