projection_id,player_id,player_name,team,position,stat_type,line_score,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,stat_norm,player_role,opponent,is_home,nhl_player_id,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,avg_L5,avg_L10,avg_L20,avg_season,games_played,fantasy_score_avg_L5,fantasy_score_avg_L10,fantasy_score_avg_L20,fantasy_score_avg_season,toi_avg_L10,toi_avg_season,last1_time_on_ice,last2_time_on_ice,last3_time_on_ice,last1_fantasy_score,last2_fantasy_score,last3_fantasy_score,last1_faceoffs_won,last2_faceoffs_won,last3_faceoffs_won,last1_shots_on_goal_(combo),last2_shots_on_goal_(combo),last3_shots_on_goal_(combo),last1_hits,last2_hits,last3_hits,last1_goalie_saves,last2_goalie_saves,last3_goalie_saves,last1_shots_on_goal,last2_shots_on_goal,last3_shots_on_goal,last1_blocked_shots,last2_blocked_shots,last3_blocked_shots,last1_points,last2_points,last3_points,last1_goals_allowed,last2_goals_allowed,last3_goals_allowed,last1_assists,last2_assists,last3_assists,last1_power_play_points,last2_power_play_points,last3_power_play_points,last1_goals,last2_goals,last3_goals,last1_plus/minus,last2_plus/minus,last3_plus/minus
10421359,218652,Vincent Trocheck,NYR,F,Shots On Goal,2.5,demon,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,PHI,0,8476389,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,1.6,2.0,1.9,2.0,30,9.0,7.3,8.2,7.867,20.539,21.379,,,,9.5,5.0,6.5,,,,,,,,,,,,,3,0,1,,,,,,,,,,,,,,,,,,,,,
10421363,218685,Will Cuylle,NYR,F,Shots On Goal,2.5,demon,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,PHI,0,8482157,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,3.0,2.4,1.95,1.733,30,9.7,7.8,5.675,5.8,17.465,17.208,,,,23.5,9.5,3.0,,,,,,,,,,,,,5,3,2,,,,,,,,,,,,,,,,,,,,,
10425021,218271,Matvei Michkov,PHI,F,Shots On Goal,2.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,NYR,1,8484387,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,1.0,1.5,2.2,2.1,30,4.7,5.15,6.2,6.35,15.181,14.719,,,,0.0,0.0,1.5,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,
10425040,268081,Trevor Zegras,PHI,F,Shots On Goal,2.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,NYR,1,8481533,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,1.4,1.9,1.95,1.8,30,3.7,5.45,5.775,6.5,19.754,19.093,,,,4.5,1.5,1.5,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,
10426933,218655,Mika Zibanejad,NYR,F,Points,2.5,demon,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,points,SKATER,PHI,0,8476459,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,0.8,0.8,1.35,1.133,30,10.0,10.0,13.05,10.967,22.041,21.466,,,,21.0,7.5,15.5,,,,,,,,,,,,,,,,,,,3,0,1,,,,,,,,,,,,,,,
10430810,92121,Braden Schneider,NYR,D,Blocked Shots,2.5,demon,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,blocked_shots,SKATER,PHI,0,8482073,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,0.0,0.0,0.0,0.0,30,3.1,3.4,3.8,3.55,21.215,21.666,,,,8.0,3.0,0.0,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,
10430812,93845,Cam York,PHI,D,Blocked Shots,2.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,blocked_shots,SKATER,NYR,1,8481546,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,0.0,0.0,0.0,0.0,30,1.5,2.15,3.25,4.617,21.767,22.002,,,,0.0,1.5,0.0,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,
10430818,268079,Christian Dvorak,PHI,F,Shots On Goal,2.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,NYR,1,8477989,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,1.2,1.1,1.8,2.167,30,5.4,4.45,6.05,6.517,20.486,19.494,,,,0.0,12.5,11.5,,,,,,,,,,,,,0,3,1,,,,,,,,,,,,,,,,,,,,,
10430822,218272,Travis Sanheim,PHI,D,Blocked Shots,2.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,blocked_shots,SKATER,NYR,1,8477948,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,0.0,0.0,0.0,0.0,30,2.6,2.9,2.95,3.75,24.285,22.717,,,,0.0,1.5,0.0,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,
10433923,218676,Igor Shesterkin,NYR,G,Goals Allowed,2.5,goblin,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,goals_allowed,GOALIE,PHI,0,8478048,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,2.4,2.4,2.45,2.533,30,-4.8,-4.2,-4.05,-4.2,,,,,,0.0,-15.0,0.0,,,,,,,,,,,,,,,,,,,,,,2,5,2,,,,,,,,,,,,
10434199,272084,Dan Vladar,PHI,G,Goals Allowed,2.5,standard,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,goals_allowed,GOALIE,NYR,1,8478435,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,2.0,2.1,2.15,2.333,30,-2.4,-3.9,-3.75,-4.0,,,,,,-3.0,-6.0,0.0,,,,,,,,,,,,,,,,,,,,,,3,2,2,,,,,,,,,,,,
10438125,305708,Alex Bump,PHI,F,Shots On Goal,2.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,NYR,1,8483731,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,1.0,1.0,1.0,1.0,1,9.5,9.5,9.5,9.5,16.12,16.12,,,,9.5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
10438126,218296,Sean Couturier,PHI,F,Shots On Goal,2.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,NYR,1,8476461,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,1.0,1.8,1.45,1.8,30,4.1,4.0,3.325,4.633,16.454,16.473,,,,3.0,0.0,11.0,,,,,,,,,,,,,2,0,2,,,,,,,,,,,,,,,,,,,,,
10438327,63587,Noah Cates,PHI,F,Shots On Goal,2.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,NYR,1,8480220,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,1.8,1.4,1.25,1.233,30,8.9,5.2,3.925,4.85,16.85,15.609,,,,1.5,14.5,5.0,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,
10438503,60729,Rasmus Ristolainen,PHI,D,Shots On Goal,2.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,NYR,1,8477499,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,2.0,1.5,1.6,1.625,24,3.0,4.05,4.05,3.812,20.548,20.621,,,,0.0,7.5,1.5,,,,,,,,,,,,,0,5,1,,,,,,,,,,,,,,,,,,,,,
10438524,185311,Jamie Drysdale,PHI,D,Shots On Goal,2.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,NYR,1,8482142,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,2.0,1.7,1.5,1.367,30,5.6,5.95,4.45,4.617,22.879,21.409,,,,1.5,4.5,14.5,,,,,,,,,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,
10421336,218657,Adam Fox,NYR,D,Shots On Goal,1.5,goblin,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,PHI,0,8479323,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,2.0,1.4,1.65,1.733,30,4.0,6.4,7.125,6.867,22.544,23.802,,,,6.5,4.5,1.5,,,,,,,,,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,
10421342,59488,Alexis Lafreniere,NYR,F,Shots On Goal,1.5,goblin,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,PHI,0,8482109,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,1.8,1.7,1.95,1.767,30,8.9,8.25,8.075,6.683,17.395,17.297,,,,22.5,6.5,3.0,,,,,,,,,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,
10421354,218655,Mika Zibanejad,NYR,F,Shots On Goal,1.5,goblin,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,PHI,0,8476459,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,3.2,3.2,2.9,2.533,30,10.0,10.0,13.05,10.967,22.041,21.466,,,,21.0,7.5,15.5,,,,,,,,,,,,,2,5,5,,,,,,,,,,,,,,,,,,,,,
10421361,218652,Vincent Trocheck,NYR,F,Shots On Goal,1.5,goblin,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,PHI,0,8476389,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,1.6,2.0,1.9,2.0,30,9.0,7.3,8.2,7.867,20.539,21.379,,,,9.5,5.0,6.5,,,,,,,,,,,,,3,0,1,,,,,,,,,,,,,,,,,,,,,
10421365,218685,Will Cuylle,NYR,F,Shots On Goal,1.5,goblin,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,PHI,0,8482157,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,3.0,2.4,1.95,1.733,30,9.7,7.8,5.675,5.8,17.465,17.208,,,,23.5,9.5,3.0,,,,,,,,,,,,,5,3,2,,,,,,,,,,,,,,,,,,,,,
10424999,93845,Cam York,PHI,D,Blocked Shots,1.5,goblin,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,blocked_shots,SKATER,NYR,1,8481546,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,0.0,0.0,0.0,0.0,30,1.5,2.15,3.25,4.617,21.767,22.002,,,,0.0,1.5,0.0,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,
10425007,268079,Christian Dvorak,PHI,F,Shots On Goal,1.5,goblin,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,NYR,1,8477989,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,1.2,1.1,1.8,2.167,30,5.4,4.45,6.05,6.517,20.486,19.494,,,,0.0,12.5,11.5,,,,,,,,,,,,,0,3,1,,,,,,,,,,,,,,,,,,,,,
10426927,218657,Adam Fox,NYR,D,Points,1.5,demon,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,points,SKATER,PHI,0,8479323,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,0.2,0.8,0.9,0.833,30,4.0,6.4,7.125,6.867,22.544,23.802,,,,6.5,4.5,1.5,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,
10426928,59488,Alexis Lafreniere,NYR,F,Points,1.5,demon,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,points,SKATER,PHI,0,8482109,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,1.0,0.9,0.85,0.667,30,8.9,8.25,8.075,6.683,17.395,17.297,,,,22.5,6.5,3.0,,,,,,,,,,,,,,,,,,,3,1,0,,,,,,,,,,,,,,,
10426929,268079,Christian Dvorak,PHI,F,Points,1.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,points,SKATER,NYR,1,8477989,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,0.6,0.5,0.55,0.533,30,5.4,4.45,6.05,6.517,20.486,19.494,,,,0.0,12.5,11.5,,,,,,,,,,,,,,,,,,,0,1,2,,,,,,,,,,,,,,,
10426930,185311,Jamie Drysdale,PHI,D,Points,1.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,points,SKATER,NYR,1,8482142,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,0.4,0.5,0.35,0.433,30,5.6,5.95,4.45,4.617,22.879,21.409,,,,1.5,4.5,14.5,,,,,,,,,,,,,,,,,,,0,0,2,,,,,,,,,,,,,,,
10426931,218271,Matvei Michkov,PHI,F,Points,1.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,points,SKATER,NYR,1,8484387,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,0.4,0.4,0.4,0.5,30,4.7,5.15,6.2,6.35,15.181,14.719,,,,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
10426932,218655,Mika Zibanejad,NYR,F,Points,1.5,demon,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,points,SKATER,PHI,0,8476459,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,0.8,0.8,1.35,1.133,30,10.0,10.0,13.05,10.967,22.041,21.466,,,,21.0,7.5,15.5,,,,,,,,,,,,,,,,,,,3,0,1,,,,,,,,,,,,,,,
10426934,218221,Owen Tippett,PHI,F,Points,1.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,points,SKATER,NYR,1,8480015,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,0.2,0.3,0.55,0.567,30,3.7,5.4,7.85,8.183,17.378,16.688,,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
10426935,268081,Trevor Zegras,PHI,F,Points,1.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,points,SKATER,NYR,1,8481533,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,0.2,0.4,0.45,0.6,30,3.7,5.45,5.775,6.5,19.754,19.093,,,,4.5,1.5,1.5,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,
10426936,218652,Vincent Trocheck,NYR,F,Points,1.5,demon,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,points,SKATER,PHI,0,8476389,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,1.2,0.8,0.95,0.833,30,9.0,7.3,8.2,7.867,20.539,21.379,,,,9.5,5.0,6.5,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
10426937,218685,Will Cuylle,NYR,F,Points,1.5,demon,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,points,SKATER,PHI,0,8482157,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,0.8,0.6,0.4,0.5,30,9.7,7.8,5.675,5.8,17.465,17.208,,,,23.5,9.5,3.0,,,,,,,,,,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,
10427777,63587,Noah Cates,PHI,F,Points,1.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,points,SKATER,NYR,1,8480220,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,1.0,0.5,0.35,0.5,30,8.9,5.2,3.925,4.85,16.85,15.609,,,,1.5,14.5,5.0,,,,,,,,,,,,,,,,,,,0,2,1,,,,,,,,,,,,,,,
10430366,218657,Adam Fox,NYR,D,Assists,1.5,demon,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,assists,SKATER,PHI,0,8479323,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,0.2,0.7,0.85,0.8,30,4.0,6.4,7.125,6.867,22.544,23.802,,,,6.5,4.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,
10430373,218655,Mika Zibanejad,NYR,F,Assists,1.5,demon,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,assists,SKATER,PHI,0,8476459,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,0.4,0.4,0.7,0.633,30,10.0,10.0,13.05,10.967,22.041,21.466,,,,21.0,7.5,15.5,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,
10430377,218652,Vincent Trocheck,NYR,F,Assists,1.5,demon,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,assists,SKATER,PHI,0,8476389,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,1.0,0.7,0.75,0.6,30,9.0,7.3,8.2,7.867,20.539,21.379,,,,9.5,5.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,
10430627,268081,Trevor Zegras,PHI,F,Assists,1.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,assists,SKATER,NYR,1,8481533,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,0.0,0.2,0.25,0.333,30,3.7,5.45,5.775,6.5,19.754,19.093,,,,4.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
10430722,267629,Vladislav Gavrikov,NYR,D,Points,1.5,demon,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,points,SKATER,PHI,0,8478882,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,0.6,0.7,0.45,0.367,30,6.9,6.95,5.55,4.933,24.64,24.709,,,,11.0,11.0,9.5,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
10430827,268081,Trevor Zegras,PHI,F,Shots On Goal,1.5,goblin,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,NYR,1,8481533,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,1.4,1.9,1.95,1.8,30,3.7,5.45,5.775,6.5,19.754,19.093,,,,4.5,1.5,1.5,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,
10430846,218271,Matvei Michkov,PHI,F,Shots On Goal,1.5,goblin,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,NYR,1,8484387,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,1.0,1.5,2.2,2.1,30,4.7,5.15,6.2,6.35,15.181,14.719,,,,0.0,0.0,1.5,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,
10430857,218221,Owen Tippett,PHI,F,Shots On Goal,1.5,goblin,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,NYR,1,8480015,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,1.8,2.4,2.8,2.9,30,3.7,5.4,7.85,8.183,17.378,16.688,,,,3.0,3.0,3.0,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,
10435681,60729,Rasmus Ristolainen,PHI,D,Blocked Shots,1.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,blocked_shots,SKATER,NYR,1,8477499,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,0.0,0.0,0.0,0.0,24,3.0,4.05,4.05,3.812,20.548,20.621,,,,0.0,7.5,1.5,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,
10438328,63587,Noah Cates,PHI,F,Shots On Goal,1.5,standard,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,NYR,1,8480220,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,1.8,1.4,1.25,1.233,30,8.9,5.2,3.925,4.85,16.85,15.609,,,,1.5,14.5,5.0,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,
10438501,60729,Rasmus Ristolainen,PHI,D,Shots On Goal,1.5,standard,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,NYR,1,8477499,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,2.0,1.5,1.6,1.625,24,3.0,4.05,4.05,3.812,20.548,20.621,,,,0.0,7.5,1.5,,,,,,,,,,,,,0,5,1,,,,,,,,,,,,,,,,,,,,,
10438523,185311,Jamie Drysdale,PHI,D,Shots On Goal,1.5,standard,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,shots_on_goal,SKATER,NYR,1,8482142,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,2.0,1.7,1.5,1.367,30,5.6,5.95,4.45,4.617,22.879,21.409,,,,1.5,4.5,14.5,,,,,,,,,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,
10415420,218657,Adam Fox,NYR,D,Goals,0.5,demon,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,goals,SKATER,PHI,0,8479323,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,0.0,0.1,0.05,0.033,30,4.0,6.4,7.125,6.867,22.544,23.802,,,,6.5,4.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
10415421,59488,Alexis Lafreniere,NYR,F,Goals,0.5,demon,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,goals,SKATER,PHI,0,8482109,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,0.4,0.4,0.3,0.233,30,8.9,8.25,8.075,6.683,17.395,17.297,,,,22.5,6.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
10415422,93845,Cam York,PHI,D,Goals,0.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,goals,SKATER,NYR,1,8481546,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,0.0,0.0,0.05,0.1,30,1.5,2.15,3.25,4.617,21.767,22.002,,,,0.0,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
10415423,268434,Carl Grundstrom,PHI,F,Goals,0.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,goals,SKATER,NYR,1,8479336,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,0.0,0.1,0.05,0.233,30,3.3,2.9,2.375,4.25,9.71,12.015,,,,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
10415424,268079,Christian Dvorak,PHI,F,Goals,0.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,goals,SKATER,NYR,1,8477989,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,0.2,0.1,0.2,0.2,30,5.4,4.45,6.05,6.517,20.486,19.494,,,,0.0,12.5,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,
10415425,267725,Conor Sheary,NYR,F,Goals,0.5,demon,False,PHI,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,goals,SKATER,PHI,0,8477839,3.129,0.0,0.0,2.919,0.0,0.0,62,17,AVERAGE,0.0,0.0,0.05,0.033,30,1.2,1.2,3.175,3.15,13.643,13.828,,,,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
10415426,287617,Denver Barkey,PHI,F,Goals,0.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,goals,SKATER,NYR,1,8484142,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,0.0,0.0,0.1,0.077,26,2.8,2.35,3.8,3.769,12.907,13.382,,,,4.5,6.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
10415427,218297,Garnet Hathaway,PHI,F,Goals,0.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,goals,SKATER,NYR,1,8477903,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,0.0,0.0,0.05,0.033,30,0.6,1.1,1.25,1.133,9.558,10.24,,,,0.0,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
10415428,185311,Jamie Drysdale,PHI,D,Goals,0.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,goals,SKATER,NYR,1,8482142,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,0.2,0.3,0.15,0.133,30,5.6,5.95,4.45,4.617,22.879,21.409,,,,1.5,4.5,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,
10415429,218271,Matvei Michkov,PHI,F,Goals,0.5,demon,False,NYR,NYR,PHI,2026-03-09T19:00:00.000-04:00,134416,2026-03-09T19:11:56Z,goals,SKATER,NYR,1,8484387,3.194,0.0,0.0,2.726,0.0,0.0,62,21,AVERAGE,0.4,0.3,0.3,0.233,30,4.7,5.15,6.2,6.35,15.181,14.719,,,,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
