rank,tier,player,team,opp,is_home,player_role,position_group,prop_display,prop_type,line,direction,composite_hr,hr_L5,hr_L10,hr_L20,hr_season,sample_L5,sample_L10,sample_L20,sample_season,avg_L5,avg_L10,avg_L20,avg_season,gap_vs_line_L5,gap_vs_line_L10,last1_raw,last2_raw,last3_raw,games_played,scoring_tier,pp_tier,def_tier,def_rank,opp_gaa,opp_saa,opp_pk_pct,pts_per_game,pp_pts_per_game,toi_avg_L10,toi_per_game_api,prop_score,edge
1430,C,Morgan Geekie,BOS,PIT,0,SKATER,F,Points,points,0.5,OVER,54.1%,40.0%,70.0%,55.0%,53.3%,5,10,20,30,1.40,1.80,1.25,1.03,0.9,1.3,1,1,2,30,ELITE,PP_REGULAR,SOLID,9,2.968,0.000,0.000,0.918,0.361,18.34,17.45,0.58080,0.0408
1431,C,Mavrik Bourque,DAL,CHI,1,SKATER,F,Shots On Goal,shots_on_goal,2.5,UNDER,52.8%,40.0%,60.0%,65.0%,60.0%,5,10,20,30,1.60,1.30,1.20,1.10,-0.9,-1.2,0,3,0,30,DEPTH,PP_OCC,AVERAGE,23,3.242,0.000,0.000,0.435,0.065,13.75,14.73,0.58080,0.0275
1432,C,Ryan Hartman,MIN,COL,0,SKATER,F,Shots On Goal,shots_on_goal,1.5,OVER,58.0%,60.0%,50.0%,70.0%,60.0%,5,10,20,30,2.00,2.20,2.30,2.23,0.5,0.7,2,2,3,30,DEPTH,PP_OCC,ELITE,1,2.500,0.000,0.000,0.450,0.100,13.91,16.68,0.57960,0.0800
1433,C,Sam Steel,DAL,CHI,1,SKATER,F,Goals,goals,0.5,UNDER,73.1%,60.0%,80.0%,85.0%,83.3%,5,10,20,30,0.00,0.00,0.00,0.07,,,0,0,0,30,DEPTH,NO_PP,AVERAGE,23,3.242,0.000,0.000,0.468,0.048,12.68,16.20,0.57926,0.2308
1434,C,Luke Hughes,NJ,DET,0,SKATER,D,Shots On Goal,shots_on_goal,2.5,UNDER,51.7%,40.0%,60.0%,60.0%,56.7%,5,10,20,30,2.80,2.70,2.10,1.97,0.3,0.2,0,3,5,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.547,0.170,22.84,22.92,0.57870,0.0167
1435,C,Connor Bedard,CHI,DAL,0,SKATER,F,Shots On Goal,shots_on_goal,3.5,OVER,50.7%,60.0%,50.0%,35.0%,40.0%,5,10,20,30,2.40,2.40,2.60,2.40,-1.1,-1.1,4,0,3,30,ELITE,PP_REGULAR,ELITE,3,2.742,0.000,0.000,1.163,0.347,20.66,20.93,0.57840,0.0075
1436,C,Teuvo Teravainen,CHI,DAL,0,SKATER,F,Points,points,0.5,OVER,63.8%,80.0%,60.0%,50.0%,33.3%,5,10,20,30,0.20,0.20,0.45,0.80,-0.3,-0.3,0,1,0,30,DEPTH,PP_REGULAR,ELITE,3,2.742,0.000,0.000,0.509,0.291,17.47,18.15,0.57830,0.1383
1437,C,Peyton Krebs,BUF,TB,0,SKATER,F,Goals,goals,0.5,UNDER,74.0%,80.0%,70.0%,70.0%,70.0%,5,10,20,30,0.20,0.30,0.25,0.20,-0.3,-0.2,1,0,0,30,DEPTH,NO_PP,,,,,,0.460,0.016,15.88,13.72,0.57680,0.2400
1438,C,Pavel Zacha,BOS,PIT,0,SKATER,F,Assists,assists,0.5,UNDER,52.7%,40.0%,60.0%,60.0%,66.7%,5,10,20,30,0.40,0.40,0.40,0.50,-0.1,-0.1,0,2,0,30,SECONDARY,PP_REGULAR,SOLID,9,2.968,0.000,0.000,0.712,0.271,17.55,17.07,0.57670,0.0267
1439,C,Nico Hischier,NJ,DET,0,SKATER,F,Shots On Goal,shots_on_goal,2.5,OVER,50.5%,40.0%,60.0%,50.0%,60.0%,5,10,20,30,0.80,1.30,2.00,2.13,-1.7,-1.2,0,3,0,30,SECONDARY,PP_REGULAR,SOLID,14,3.016,0.000,0.000,0.730,0.238,20.67,20.85,0.57560,0.0050
1440,C,Alexis Lafreniere,NYR,PHI,0,SKATER,F,Goals,goals,0.5,UNDER,67.8%,60.0%,70.0%,75.0%,80.0%,5,10,20,30,0.40,0.40,0.30,0.23,-0.1,-0.1,1,0,0,30,SECONDARY,PP_OCC,AVERAGE,17,3.129,0.000,0.000,0.597,0.097,17.39,17.23,0.57555,0.1775
1441,C,Dougie Hamilton,NJ,DET,0,SKATER,D,Goals,goals,0.5,UNDER,68.8%,60.0%,70.0%,80.0%,83.3%,5,10,20,30,0.00,0.10,0.20,0.13,,-0.4,0,0,0,30,DEPTH,PP_REGULAR,SOLID,14,3.016,0.000,0.000,0.448,0.207,19.52,21.67,0.57441,0.1883
1442,C,Bryan Rust,PIT,BOS,1,SKATER,F,Goals,goals,0.5,UNDER,65.0%,60.0%,70.0%,70.0%,60.0%,5,10,20,30,0.60,0.60,0.55,0.40,0.1,0.1,2,0,1,30,SECONDARY,PP_REGULAR,AVERAGE,18,3.145,0.000,0.000,0.836,0.364,19.99,20.13,0.57300,0.1500
1443,C,Brayden Point,TB,BUF,0,SKATER,F,Goals,goals,0.5,UNDER,56.4%,60.0%,50.0%,55.0%,66.7%,5,10,20,30,0.20,0.60,0.50,0.47,-0.3,0.1,0,1,0,30,ELITE,PP_REGULAR,ELITE,8,2.952,0.000,0.000,0.907,0.209,18.73,18.25,0.57264,0.0642
1444,C,Viktor Arvidsson,BOS,PIT,0,SKATER,F,Points,points,0.5,OVER,57.2%,60.0%,50.0%,65.0%,60.0%,5,10,20,30,0.40,0.50,0.40,0.33,-0.1,0.0,0,0,1,30,SECONDARY,PP_OCC,SOLID,9,2.968,0.000,0.000,0.660,0.140,16.86,14.47,0.57250,0.0725
1445,C,Rickard Rakell,PIT,BOS,1,SKATER,F,Goals,goals,0.5,UNDER,66.0%,60.0%,70.0%,70.0%,70.0%,5,10,20,30,0.40,0.30,0.45,0.40,-0.1,-0.2,0,1,0,30,SECONDARY,PP_OCC,AVERAGE,18,3.145,0.000,0.000,0.659,0.195,18.79,18.98,0.57120,0.1600
1446,C,Zach Benson,BUF,TB,0,SKATER,F,Points,points,0.5,UNDER,55.1%,60.0%,50.0%,55.0%,53.3%,5,10,20,30,0.20,0.30,0.35,0.37,-0.3,-0.2,0,0,0,30,SECONDARY,PP_OCC,,,,,,0.587,0.109,16.06,16.07,0.57080,0.0508
1447,C,Jack Quinn,BUF,TB,0,SKATER,F,Assists,assists,0.5,UNDER,54.7%,60.0%,50.0%,50.0%,56.7%,5,10,20,30,0.40,0.60,0.50,0.43,-0.1,0.1,1,0,1,30,SECONDARY,PP_OCC,,,,,,0.619,0.095,14.01,15.62,0.56670,0.0467
1448,C,Ville Koivunen,PIT,BOS,1,SKATER,F,Points,points,0.5,UNDER,59.6%,40.0%,70.0%,75.0%,78.6%,5,10,20,28,0.40,0.20,0.20,0.18,-0.1,-0.3,1,0,1,27,SHUTDOWN,PP_OCC,AVERAGE,18,3.145,0.000,0.000,0.214,0.143,12.66,12.68,0.56610,0.0961
1449,C,Lucas Raymond,DET,NJ,0,SKATER,F,Assists,assists,0.5,UNDER,50.6%,40.0%,60.0%,55.0%,53.3%,5,10,20,30,0.80,0.60,0.60,0.57,0.3,0.1,0,2,2,30,ELITE,PP_REGULAR,,,,,,1.066,0.377,17.51,18.67,0.56580,0.0058
1450,C,Aliaksei Protas,WSH,CGY,0,SKATER,F,Goals,goals,0.5,UNDER,65.3%,60.0%,70.0%,70.0%,63.3%,5,10,20,30,0.20,0.20,0.35,0.37,-0.3,-0.3,0,0,0,30,SECONDARY,NO_PP,SOLID,16,3.048,0.000,0.000,0.717,0.017,15.81,18.38,0.56571,0.1533
1451,C,Connor Brown,NJ,DET,0,SKATER,F,Shots On Goal,shots_on_goal,1.5,UNDER,50.5%,60.0%,40.0%,50.0%,50.0%,5,10,20,30,3.00,2.10,2.05,1.60,1.5,0.6,2,1,3,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.500,0.054,17.04,16.92,0.56560,0.0050
1452,C,Evander Kane,VAN,OTT,0,SKATER,F,Goals,goals,0.5,UNDER,71.2%,60.0%,80.0%,75.0%,80.0%,5,10,20,30,0.00,0.00,0.00,0.00,,,,,,0,DEPTH,PP_OCC,AVERAGE,21,3.194,0.000,0.000,0.443,0.098,0.00,16.67,0.56425,0.2125
1453,C,Timo Meier,NJ,DET,0,SKATER,F,Shots On Goal,shots_on_goal,4.5,OVER,53.9%,60.0%,60.0%,35.0%,36.7%,5,10,20,30,2.80,3.30,3.35,3.13,-1.7,-1.2,5,4,0,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.534,0.172,19.12,18.63,0.56390,0.0392
1454,C,Josh Doan,BUF,TB,0,SKATER,F,Points,points,0.5,OVER,53.2%,60.0%,50.0%,45.0%,50.0%,5,10,20,30,0.60,0.40,0.35,0.47,0.1,-0.1,0,0,1,30,SECONDARY,PP_REGULAR,,,,,,0.667,0.238,12.96,16.15,0.56250,0.0325
1455,C,Nathan Bastian,DAL,CHI,1,SKATER,F,Goals,goals,0.5,UNDER,73.4%,60.0%,80.0%,85.0%,86.2%,5,10,20,29,0.00,0.10,0.05,0.07,,-0.4,0,0,0,30,SHUTDOWN,NO_PP,AVERAGE,23,3.242,0.000,0.000,0.172,0.000,11.38,8.70,0.56163,0.2337
1456,C,Morgan Geekie,BOS,PIT,0,SKATER,F,Goals,goals,0.5,UNDER,58.2%,60.0%,50.0%,65.0%,70.0%,5,10,20,30,1.00,0.80,0.70,0.60,0.5,0.3,1,1,1,30,ELITE,PP_REGULAR,SOLID,9,2.968,0.000,0.000,0.918,0.361,18.34,17.45,0.55765,0.0825
1457,C,Kasperi Kapanen,EDM,VGK,0,SKATER,F,Points,points,0.5,UNDER,58.7%,60.0%,60.0%,55.0%,54.5%,5,10,20,22,0.20,0.20,0.15,0.13,-0.3,-0.3,1,0,0,30,DEPTH,NO_PP,AVERAGE,19,3.190,0.000,0.000,0.545,0.000,13.44,14.05,0.55700,0.0870
1458,C,Martin Necas,COL,MIN,1,SKATER,F,Points,points,1.5,OVER,53.7%,60.0%,50.0%,50.0%,46.7%,5,10,20,30,0.60,1.00,0.95,0.93,-0.9,-0.5,1,1,0,30,ELITE,PP_REGULAR,ELITE,6,2.891,0.000,0.000,1.288,0.271,18.93,21.20,0.55670,0.0367
1459,C,Nathan MacKinnon,COL,MIN,1,SKATER,F,Goals,goals,0.5,UNDER,53.2%,40.0%,60.0%,70.0%,56.7%,5,10,20,30,0.40,0.50,0.55,0.43,-0.1,0.0,0,1,1,30,ELITE,PP_REGULAR,ELITE,6,2.891,0.000,0.000,1.705,0.393,22.18,22.28,0.55599,0.0317
1460,C,Peyton Krebs,BUF,TB,0,SKATER,F,Points,points,0.5,UNDER,58.6%,60.0%,60.0%,55.0%,53.3%,5,10,20,30,0.40,0.60,0.55,0.40,-0.1,0.1,1,0,1,30,DEPTH,NO_PP,,,,,,0.460,0.016,15.88,13.72,0.55580,0.0858
1461,C,Connor Brown,NJ,DET,0,SKATER,F,Points,points,0.5,OVER,59.5%,80.0%,50.0%,40.0%,40.0%,5,10,20,30,0.80,0.50,0.40,0.33,0.3,0.0,0,0,1,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.500,0.054,17.04,16.92,0.55500,0.0950
1462,C,Vasily Podkolzin,EDM,VGK,0,SKATER,F,Goals,goals,0.5,UNDER,71.2%,60.0%,80.0%,75.0%,80.0%,5,10,20,30,0.20,0.10,0.10,0.07,-0.3,-0.4,0,0,0,30,DEPTH,NO_PP,AVERAGE,19,3.190,0.000,0.000,0.444,0.016,14.59,15.18,0.55425,0.2125
1463,C,Matt Duchene,DAL,CHI,1,SKATER,F,Points,points,1.5,OVER,52.2%,60.0%,60.0%,30.0%,26.7%,5,10,20,30,0.60,0.90,0.95,1.10,-0.9,-0.6,1,0,0,30,SECONDARY,PP_OCC,AVERAGE,23,3.242,0.000,0.000,0.757,0.189,16.85,15.93,0.55170,0.0217
1464,C,Sam Steel,DAL,CHI,1,SKATER,F,Assists,assists,0.5,UNDER,57.2%,60.0%,50.0%,60.0%,66.7%,5,10,20,30,0.40,0.30,0.25,0.23,-0.1,-0.2,0,1,1,30,DEPTH,NO_PP,AVERAGE,23,3.242,0.000,0.000,0.468,0.048,12.68,16.20,0.55170,0.0717
1465,C,Pierre-Luc Dubois,WSH,CGY,0,SKATER,F,Goals,goals,0.5,UNDER,67.2%,60.0%,70.0%,75.0%,75.0%,5,10,12,12,0.20,0.20,0.20,0.27,-0.3,-0.3,0,0,0,30,DEPTH,PP_OCC,SOLID,16,3.048,0.000,0.000,0.500,0.167,17.04,16.97,0.55145,0.1725
1466,C,Mika Zibanejad,NYR,PHI,0,SKATER,F,Goals,goals,0.5,UNDER,59.9%,60.0%,60.0%,55.0%,66.7%,5,10,20,30,0.40,0.40,0.65,0.50,-0.1,-0.1,1,0,1,30,ELITE,PP_REGULAR,AVERAGE,17,3.129,0.000,0.000,0.918,0.377,22.04,21.07,0.55134,0.0992
1467,C,Leon Draisaitl,EDM,VGK,0,SKATER,F,Goals,goals,0.5,OVER,56.2%,60.0%,60.0%,50.0%,36.7%,5,10,20,30,0.60,0.70,0.80,0.70,0.1,0.2,0,1,2,30,ELITE,PP1_STAR,AVERAGE,19,3.190,0.000,0.000,1.517,0.667,21.24,21.95,0.55059,0.0617
1468,C,Nico Hischier,NJ,DET,0,SKATER,F,Points,points,0.5,OVER,54.0%,60.0%,50.0%,50.0%,50.0%,5,10,20,30,1.20,1.30,1.10,1.10,0.7,0.8,2,0,0,30,SECONDARY,PP_REGULAR,SOLID,14,3.016,0.000,0.000,0.730,0.238,20.67,20.85,0.55000,0.0400
1469,C,Robert Thomas,STL,ANA,0,SKATER,F,Goals,goals,0.5,OVER,58.5%,80.0%,50.0%,40.0%,30.0%,5,10,20,30,0.20,0.30,0.25,0.30,-0.3,-0.2,0,0,0,30,SECONDARY,PP_REGULAR,WEAK,30,3.500,0.000,0.000,0.867,0.200,20.15,18.88,0.54970,0.0850
1470,C,Cale Makar,COL,MIN,1,SKATER,D,Assists,assists,0.5,OVER,52.9%,60.0%,50.0%,45.0%,46.7%,5,10,20,30,1.00,0.70,0.90,0.83,0.5,0.2,1,0,1,30,ELITE,PP_REGULAR,ELITE,6,2.891,0.000,0.000,1.065,0.371,26.74,25.05,0.54920,0.0292
1471,C,Leo Carlsson,ANA,STL,1,SKATER,F,Goals,goals,0.5,UNDER,63.3%,60.0%,60.0%,75.0%,70.0%,5,10,20,30,0.00,0.10,0.30,0.37,,-0.4,0,0,0,30,ELITE,PP_REGULAR,WEAK,26,3.419,0.000,0.000,1.040,0.280,18.24,19.35,0.54865,0.1325
1472,C,Casey Mittelstadt,BOS,PIT,0,SKATER,F,Assists,assists,0.5,UNDER,50.8%,40.0%,60.0%,50.0%,63.3%,5,10,20,30,0.00,0.00,0.10,0.10,,,0,0,0,30,SECONDARY,PP_OCC,SOLID,9,2.968,0.000,0.000,0.615,0.115,17.13,15.05,0.54830,0.0083
1473,C,Connor Brown,NJ,DET,0,SKATER,F,Assists,assists,0.5,UNDER,54.8%,40.0%,60.0%,70.0%,73.3%,5,10,20,30,0.00,0.00,0.10,0.10,,,0,0,0,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.500,0.054,17.04,16.92,0.54830,0.0483
1474,C,Nico Hischier,NJ,DET,0,SKATER,F,Goals,goals,0.5,UNDER,60.7%,60.0%,60.0%,60.0%,66.7%,5,10,20,30,0.20,0.50,0.50,0.53,-0.3,0.0,0,0,0,30,SECONDARY,PP_REGULAR,SOLID,14,3.016,0.000,0.000,0.730,0.238,20.67,20.85,0.54749,0.1067
1475,C,Dawson Mercer,NJ,DET,0,SKATER,F,Shots On Goal,shots_on_goal,1.5,OVER,52.4%,60.0%,50.0%,35.0%,56.7%,5,10,20,30,2.00,2.30,2.00,1.67,0.5,0.8,1,3,1,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.524,0.111,18.61,18.23,0.54710,0.0242
1476,C,Owen Power,BUF,TB,0,SKATER,D,Goals,goals,0.5,UNDER,70.2%,60.0%,70.0%,85.0%,90.0%,5,10,20,30,0.00,0.00,0.05,0.03,,,0,0,0,30,DEPTH,NO_PP,,,,,,0.339,0.000,18.56,21.70,0.54605,0.2025
1477,C,Braeden Bowman,VGK,EDM,1,SKATER,F,Points,points,0.5,UNDER,59.6%,60.0%,60.0%,55.0%,63.3%,5,10,20,30,0.00,0.00,0.00,0.00,,,,,,0,DEPTH,PP_OCC,WEAK,27,3.429,0.000,0.000,0.511,0.085,0.00,14.25,0.54580,0.0958
1478,C,Jake Walman,EDM,VGK,0,SKATER,D,Goals,goals,0.5,UNDER,68.8%,60.0%,70.0%,80.0%,83.3%,5,10,20,30,0.20,0.10,0.05,0.07,-0.3,-0.4,0,0,0,30,DEPTH,PP_OCC,AVERAGE,19,3.190,0.000,0.000,0.529,0.059,20.96,19.73,0.54441,0.1883
1479,C,Jack Quinn,BUF,TB,0,SKATER,F,Points,points,0.5,UNDER,52.2%,60.0%,50.0%,40.0%,46.7%,5,10,20,30,0.60,0.80,0.75,0.63,0.1,0.3,2,0,1,30,SECONDARY,PP_OCC,,,,,,0.619,0.095,14.01,15.62,0.54170,0.0217
1480,C,Dawson Mercer,NJ,DET,0,SKATER,F,Points,points,0.5,UNDER,54.2%,40.0%,60.0%,70.0%,66.7%,5,10,20,30,0.80,0.70,0.50,0.43,0.3,0.2,1,2,0,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.524,0.111,18.61,18.23,0.54170,0.0417
1481,C,Sam Steel,DAL,CHI,1,SKATER,F,Points,points,0.5,OVER,56.1%,60.0%,60.0%,45.0%,43.3%,5,10,20,30,0.40,0.30,0.25,0.30,-0.1,-0.2,0,1,1,30,DEPTH,NO_PP,AVERAGE,23,3.242,0.000,0.000,0.468,0.048,12.68,16.20,0.54080,0.0608
1482,C,Liam Ohgren,VAN,OTT,0,SKATER,F,Goals,goals,0.5,UNDER,69.6%,60.0%,70.0%,85.0%,83.3%,5,10,20,30,0.20,0.20,0.10,0.08,-0.3,-0.3,1,0,0,24,DEPTH,NO_PP,AVERAGE,21,3.194,0.000,0.000,0.344,0.000,11.58,13.38,0.54056,0.1958
1483,C,Chris Kreider,ANA,STL,1,SKATER,F,Goals,goals,0.5,UNDER,65.9%,60.0%,70.0%,65.0%,76.7%,5,10,20,30,0.40,0.30,0.25,0.23,-0.1,-0.2,1,0,0,30,SECONDARY,PP_REGULAR,WEAK,26,3.419,0.000,0.000,0.696,0.232,14.03,17.00,0.54054,0.1592
1484,C,Bowen Byram,BUF,TB,0,SKATER,D,Points,points,0.5,OVER,56.0%,60.0%,60.0%,40.0%,50.0%,5,10,20,30,0.00,0.30,0.45,0.43,,-0.2,0,0,0,30,DEPTH,PP_OCC,,,,,,0.508,0.095,21.06,22.55,0.54000,0.0600
1485,C,Jimmy Snuggerud,STL,ANA,0,SKATER,F,Points,points,0.5,OVER,52.0%,40.0%,70.0%,50.0%,40.0%,5,10,20,30,0.60,0.57,0.57,0.57,0.1,0.071,2,0,0,7,DEPTH,PP_OCC,WEAK,30,3.500,0.000,0.000,0.540,0.140,15.47,16.13,0.54000,0.0200
1486,C,Tomas Hertl,VGK,EDM,1,SKATER,F,Assists,assists,0.5,UNDER,54.0%,60.0%,50.0%,50.0%,50.0%,5,10,20,30,0.20,0.40,0.40,0.40,-0.3,-0.1,1,0,0,30,SECONDARY,PP_REGULAR,WEAK,27,3.429,0.000,0.000,0.857,0.365,16.30,17.33,0.54000,0.0400
1487,C,Ryan McLeod,BUF,TB,0,SKATER,F,Assists,assists,0.5,UNDER,51.8%,60.0%,50.0%,40.0%,43.3%,5,10,20,30,0.60,0.40,0.70,0.60,0.1,-0.1,2,0,0,30,SECONDARY,PP_OCC,,,,,,0.698,0.095,17.40,17.73,0.53830,0.0183
1488,C,Jason Zucker,BUF,TB,0,SKATER,F,Goals,goals,0.5,UNDER,61.8%,60.0%,60.0%,70.0%,63.3%,5,10,20,30,0.00,0.20,0.15,0.20,,-0.3,0,0,0,30,SECONDARY,PP_REGULAR,,,,,,0.705,0.273,15.72,15.72,0.53701,0.1183
1489,C,Bowen Byram,BUF,TB,0,SKATER,D,Assists,assists,0.5,OVER,55.7%,60.0%,60.0%,40.0%,46.7%,5,10,20,30,0.00,0.30,0.45,0.37,,-0.2,0,0,0,30,DEPTH,PP_OCC,,,,,,0.508,0.095,21.06,22.55,0.53670,0.0567
1490,C,Oliver Bjorkstrand,TB,BUF,0,SKATER,F,Shots On Goal,shots_on_goal,2.5,OVER,53.2%,60.0%,60.0%,35.0%,30.0%,5,10,20,30,2.20,2.10,1.70,1.63,-0.3,-0.4,3,1,3,30,DEPTH,PP_REGULAR,ELITE,8,2.952,0.000,0.000,0.475,0.230,13.99,14.12,0.53640,0.0325
1491,C,Anthony Mantha,PIT,BOS,1,SKATER,F,Points,points,0.5,OVER,50.6%,40.0%,60.0%,55.0%,53.3%,5,10,20,30,0.60,0.30,0.54,0.54,0.1,-0.2,0,1,1,13,SECONDARY,PP_OCC,AVERAGE,18,3.145,0.000,0.000,0.726,0.161,13.75,15.00,0.53580,0.0058
1492,C,Dougie Hamilton,NJ,DET,0,SKATER,D,Assists,assists,0.5,UNDER,52.5%,40.0%,70.0%,40.0%,60.0%,5,10,20,30,0.00,0.40,0.45,0.50,,-0.1,0,0,0,30,DEPTH,PP_REGULAR,SOLID,14,3.016,0.000,0.000,0.448,0.207,19.52,21.67,0.53500,0.0250
1493,C,Simon Edvinsson,DET,NJ,0,SKATER,D,Goals,goals,0.5,UNDER,68.8%,60.0%,70.0%,80.0%,83.3%,5,10,20,30,0.60,0.30,0.20,0.17,0.1,-0.2,1,0,1,30,DEPTH,NO_PP,,,,,,0.377,0.019,24.09,22.58,0.53441,0.1883
1494,C,Matt Duchene,DAL,CHI,1,SKATER,F,Assists,assists,0.5,OVER,50.4%,60.0%,50.0%,35.0%,36.7%,5,10,20,30,0.40,0.70,0.70,0.70,-0.1,0.2,1,0,0,30,SECONDARY,PP_OCC,AVERAGE,23,3.242,0.000,0.000,0.757,0.189,16.85,15.93,0.53420,0.0042
1495,C,Arseny Gritsyuk,NJ,DET,0,SKATER,F,Points,points,0.5,UNDER,53.4%,40.0%,60.0%,65.0%,66.7%,5,10,20,30,0.00,0.00,0.00,0.00,,,,,,0,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.458,0.085,0.00,15.18,0.53420,0.0342
1496,C,Kasperi Kapanen,EDM,VGK,0,SKATER,F,Goals,goals,0.5,UNDER,68.7%,60.0%,70.0%,80.0%,81.8%,5,10,20,22,0.00,0.00,0.00,0.00,,,0,0,0,30,DEPTH,NO_PP,AVERAGE,19,3.190,0.000,0.000,0.545,0.000,13.44,14.05,0.53318,0.1868
1497,C,Jimmy Snuggerud,STL,ANA,0,SKATER,F,Goals,goals,0.5,UNDER,72.2%,80.0%,60.0%,75.0%,80.0%,5,10,20,30,0.20,0.14,0.14,0.14,-0.3,-0.357,1,0,0,7,DEPTH,PP_OCC,WEAK,30,3.500,0.000,0.000,0.540,0.140,15.47,16.13,0.53245,0.2225
1498,C,Tomas Hertl,VGK,EDM,1,SKATER,F,Goals,goals,0.5,UNDER,64.9%,60.0%,70.0%,65.0%,66.7%,5,10,20,30,1.00,0.50,0.60,0.67,0.5,0.0,1,0,0,30,SECONDARY,PP_REGULAR,WEAK,27,3.429,0.000,0.000,0.857,0.365,16.30,17.33,0.53234,0.1492
1499,C,Mavrik Bourque,DAL,CHI,1,SKATER,F,Assists,assists,0.5,UNDER,54.1%,40.0%,60.0%,65.0%,73.3%,5,10,20,30,0.00,0.20,0.20,0.23,,-0.3,0,0,0,30,DEPTH,PP_OCC,AVERAGE,23,3.242,0.000,0.000,0.435,0.065,13.75,14.73,0.53080,0.0408
1500,C,Tage Thompson,BUF,TB,0,SKATER,F,Goals,goals,0.5,OVER,57.2%,60.0%,60.0%,50.0%,46.7%,5,10,20,30,0.00,0.80,0.65,0.63,,0.3,0,0,0,30,ELITE,PP_REGULAR,,,,,,1.048,0.270,18.73,19.13,0.52879,0.0717
1501,C,Evan Bouchard,EDM,VGK,0,SKATER,D,Goals,goals,0.5,UNDER,53.4%,40.0%,60.0%,65.0%,66.7%,5,10,20,30,0.20,0.10,0.15,0.17,-0.3,-0.4,0,0,0,30,ELITE,PP1_STAR,AVERAGE,19,3.190,0.000,0.000,1.143,0.413,24.26,24.65,0.52804,0.0342
1502,C,Morgan Frost,CGY,WSH,0,SKATER,F,Goals,goals,0.5,UNDER,63.2%,60.0%,60.0%,70.0%,76.7%,5,10,20,30,0.20,0.10,0.05,0.07,-0.3,-0.4,0,1,0,30,DEPTH,PP_REGULAR,SOLID,10,3.000,0.000,0.000,0.516,0.210,15.04,15.27,0.52799,0.1317
1503,C,Dylan Holloway,STL,ANA,0,SKATER,F,Goals,goals,0.5,UNDER,66.8%,60.0%,70.0%,75.0%,70.0%,5,10,20,30,0.60,0.50,0.50,0.37,0.1,0.0,0,0,0,30,SECONDARY,PP_OCC,WEAK,30,3.500,0.000,0.000,0.641,0.077,17.20,17.63,0.52735,0.1675
1504,C,Sean Monahan,CBJ,LA,0,SKATER,F,Goals,goals,0.5,UNDER,66.7%,60.0%,70.0%,70.0%,76.7%,5,10,20,30,0.20,0.50,0.40,0.37,-0.3,0.0,0,0,0,30,DEPTH,PP_OCC,,,,,,0.517,0.155,17.01,17.53,0.52669,0.1667
1505,C,Dylan Guenther,UTA,CHI,0,SKATER,F,Goals,goals,0.5,UNDER,60.4%,60.0%,60.0%,65.0%,56.7%,5,10,20,30,0.20,0.10,0.20,0.37,-0.3,-0.4,0,0,0,30,SECONDARY,PP_REGULAR,AVERAGE,23,3.242,0.000,0.000,0.885,0.262,17.94,17.18,0.52544,0.1042
1506,C,Alex Tuch,BUF,TB,0,SKATER,F,Assists,assists,0.5,OVER,50.4%,60.0%,50.0%,35.0%,36.7%,5,10,20,30,0.40,0.60,0.35,0.33,-0.1,0.1,1,0,0,30,SECONDARY,PP_OCC,,,,,,0.871,0.129,18.21,18.85,0.52420,0.0042
1507,C,Timo Meier,NJ,DET,0,SKATER,F,Goals,goals,0.5,UNDER,63.9%,60.0%,60.0%,75.0%,76.7%,5,10,20,30,0.80,0.60,0.50,0.40,0.3,0.1,1,0,0,30,DEPTH,PP_OCC,SOLID,14,3.016,0.000,0.000,0.534,0.172,19.12,18.63,0.52414,0.1392
1508,C,Joonas Korpisalo,BOS,PIT,0,GOALIE,G,Goals Allowed,goals_allowed,2.5,OVER,64.0%,80.0%,50.0%,55.0%,62.5%,5,10,20,24,3.60,2.40,2.70,2.92,1.1,-0.1,5,2,4,24,GOALIE,N/A,SOLID,9,2.968,0.000,0.000,0.000,0.000,,,0.52400,0.1400
1509,C,Adrian Kempe,LA,CBJ,0,SKATER,F,Goals,goals,0.5,UNDER,61.4%,60.0%,60.0%,65.0%,66.7%,5,10,20,30,0.60,0.60,0.40,0.40,0.1,0.1,1,0,1,30,SECONDARY,PP_OCC,AVERAGE,20,3.194,0.000,0.000,0.855,0.161,19.44,19.32,0.52364,0.1142
1510,C,Shane Pinto,OTT,VAN,0,SKATER,F,Goals,goals,0.5,UNDER,67.4%,60.0%,70.0%,75.0%,76.7%,5,10,20,30,0.60,0.50,0.35,0.43,0.1,0.0,1,0,0,30,SECONDARY,NO_PP,WEAK,32,3.746,0.000,0.000,0.635,0.038,17.38,18.82,0.52284,0.1742
