projection_id,player_id,player_name,team,position,stat_type,line_score,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,stat_norm,player_role,opponent,is_home,nhl_player_id,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,hit_rate_over_L5,over_L5,under_L5,sample_L5,hit_rate_over_L10,over_L10,under_L10,sample_L10,hit_rate_over_L20,over_L20,under_L20,sample_L20,hit_rate_over_season,sample_season,composite_hit_rate,recommended_side,edge,position_code,position_group,scoring_tier,pp_tier,pts_per_game,goals_per_game,pp_pts_per_game,toi_per_game_api
10513718,218365,Matthew Knies,TOR,F,Points,1.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,points,SKATER,ANA,1,8482720,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,1,1,1,0,0,2,,,0.6,0.625,0.625,,,,,,,,,OK,0.0,0,5,5,0.2,2,8,10,0.2,4,16,20,0.2,30,0.12,OVER,-0.38,L,F,SECONDARY,PP_OCC,0.823,0.258,0.145,18.75
10513722,173844,Max Domi,TOR,F,Points,1.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,points,SKATER,ANA,1,8477503,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.1,2,18,20,0.1333,30,0.0283,OVER,-0.4717,C,F,DEPTH,PP_OCC,0.492,0.143,0.111,14.98
10513726,267739,Mikael Granlund,ANA,F,Points,1.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,points,SKATER,TOR,0,8475798,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,0,,,,,,,,,0,0,0,,,,,,,,,OK,0.4,2,3,5,0.2,2,8,10,0.1,2,18,20,0.1333,30,0.2583,OVER,-0.2417,C,F,SECONDARY,PP_OCC,0.675,0.3,0.125,18.93
10513728,267739,Mikael Granlund,ANA,F,Shots On Goal,1.5,goblin,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,shots_on_goal,SKATER,TOR,0,8475798,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,0,,,,,,,,,0,0,0,,,,,,,,,OK,0.4,2,3,5,0.6,6,4,10,0.65,13,7,20,0.6333,30,0.5308,OVER,0.0308,C,F,SECONDARY,PP_OCC,0.675,0.3,0.125,18.93
10513731,218277,Morgan Rielly,TOR,D,Points,1.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,points,SKATER,ANA,1,8476853,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,0,0,0,1,0,0,,,0,0.125,0.125,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.05,1,19,20,0.0333,30,0.0108,OVER,-0.4892,D,D,DEPTH,PP_OCC,0.516,0.129,0.097,21.48
10513733,218277,Morgan Rielly,TOR,D,Shots On Goal,1.5,standard,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,shots_on_goal,SKATER,ANA,1,8476853,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,OK,0.6,3,2,5,0.6,6,4,10,0.7,14,6,20,0.6,30,0.615,OVER,0.115,D,D,DEPTH,PP_OCC,0.516,0.129,0.097,21.48
10513734,87689,Nicholas Robertson,TOR,F,Shots On Goal,1.5,standard,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,shots_on_goal,SKATER,ANA,1,8481582,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,OK,0.8,4,1,5,0.6,6,4,10,0.45,9,11,20,0.4667,30,0.6442,OVER,0.1442,L,F,DEPTH,PP_OCC,0.443,0.213,0.066,12.5
10513747,58169,William Nylander,TOR,F,Points,1.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,points,SKATER,ANA,1,8477939,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,1,1,1,1,1,1,0,2,,,1,1,1,,,,,,,,,OK,0.0,0,5,5,0.2,2,8,10,0.35,7,13,20,0.3333,30,0.1558,OVER,-0.3442,R,F,ELITE,PP_REGULAR,1.25,0.458,0.271,18.75
10516459,218276,Auston Matthews,TOR,F,Assists,1.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,assists,SKATER,ANA,1,8479318,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,0,1,0,1,1,1,,,0.2,0.5,0.5,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.05,1,19,20,0.0667,30,0.0142,OVER,-0.4858,C,F,SECONDARY,PP_OCC,0.881,0.441,0.186,20.93
10516472,218355,Jackson LaCombe,ANA,D,Assists,1.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,assists,SKATER,TOR,0,8481605,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,1,0,1,0,1,1,1,1,,,0.6,0.75,0.75,,,,,,,,,OK,0.0,0,5,5,0.1,1,9,10,0.1,2,18,20,0.0667,30,0.0567,OVER,-0.4433,D,D,SECONDARY,PP_REGULAR,0.703,0.125,0.219,24.48
10516479,173423,Leo Carlsson,ANA,F,Assists,1.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,assists,SKATER,TOR,0,8484153,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,0,1,1,0,1,0,2,,,0.4,0.625,0.625,,,,,,,,,OK,0.0,0,5,5,0.1,1,9,10,0.05,1,19,20,0.0667,30,0.0492,OVER,-0.4508,C,F,ELITE,PP_REGULAR,1.0,0.404,0.269,19.27
10516489,58169,William Nylander,TOR,F,Assists,1.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,assists,SKATER,ANA,1,8477939,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,1,1,0,0,0,0,2,,,0.4,0.5,0.5,,,,,,,,,OK,0.0,0,5,5,0.2,2,8,10,0.25,5,15,20,0.2,30,0.1275,OVER,-0.3725,R,F,ELITE,PP_REGULAR,1.25,0.458,0.271,18.75
10519971,221656,Jacob Trouba,ANA,D,Shots On Goal,1.5,goblin,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,shots_on_goal,SKATER,TOR,0,8476885,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,OK,0.8,4,1,5,0.8,8,2,10,0.7,14,6,20,0.7333,30,0.7783,OVER,0.2783,D,D,DEPTH,NO_PP,0.492,0.159,0.016,22.83
10519984,218365,Matthew Knies,TOR,F,Assists,1.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,assists,SKATER,ANA,1,8482720,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,1,0,1,0,0,1,,,0.4,0.375,0.375,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.1,2,18,20,0.0667,30,0.0217,OVER,-0.4783,L,F,SECONDARY,PP_OCC,0.823,0.258,0.145,18.75
10534151,219206,Oliver Ekman-Larsson,TOR,D,Points,1.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,points,SKATER,ANA,1,8484627,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,0,0,1,0,,,,,0.2,0.167,0.167,,,,,,,,,OK,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,OVER,-0.5,C,F,UNKNOWN,N/A,0.0,0.0,0.0,
10534572,269199,Easton Cowan,TOR,F,Points,1.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,points,SKATER,ANA,1,8484158,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,1,0,1,1,0,0,,,,,0.6,0.5,0.5,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5,R,F,DEPTH,NO_PP,0.408,0.163,0.041,13.7
10534797,218355,Jackson LaCombe,ANA,D,Blocked Shots,1.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,blocked_shots,SKATER,TOR,0,8481605,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,1,2,1,1,0,2,4,1,,,1,1.5,1.5,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5,D,D,SECONDARY,PP_REGULAR,0.703,0.125,0.219,24.48
10534798,218277,Morgan Rielly,TOR,D,Blocked Shots,1.5,standard,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,blocked_shots,SKATER,ANA,1,8476853,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,1,2,0,2,2,4,0,0,,,1.4,1.375,1.375,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,UNDER,0.5,D,D,DEPTH,PP_OCC,0.516,0.129,0.097,21.48
10534799,218319,Radko Gudas,ANA,D,Blocked Shots,1.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,blocked_shots,SKATER,TOR,0,8475462,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,2,1,4,0,0,1,1,,,1.4,1.125,1.125,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5,D,D,DEPTH,NO_PP,0.255,0.039,0.0,16.77
10537940,218287,Alex Killorn,ANA,F,Points,1.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,points,SKATER,TOR,0,8473986,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,2,0,0,0,0,0,1,1,,,0.4,0.5,0.5,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.05,1,19,20,0.0333,30,0.0108,OVER,-0.4892,L,F,DEPTH,PP_OCC,0.344,0.141,0.062,16.38
10539223,219206,Oliver Ekman-Larsson,TOR,D,Shots On Goal,1.5,standard,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,shots_on_goal,SKATER,ANA,1,8484627,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,0,0,0,0,,,,,0,0,0,,,,,,,,,OK,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,UNDER,0.5,C,F,UNKNOWN,N/A,0.0,0.0,0.0,
10541569,222518,Philippe Myers,TOR,D,Blocked Shots,1.5,goblin,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,blocked_shots,SKATER,ANA,1,8479026,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,5,0,2,,,,,,,,2.333,2.333,2.333,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5,D,D,SHUTDOWN,NO_PP,0.067,0.0,0.0,14.02
10541577,222518,Philippe Myers,TOR,D,Shots On Goal,1.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,shots_on_goal,SKATER,ANA,1,8479026,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,0,,,,,,,,0,0,0,,,,,,,,,OK,0.0,0,5,5,0.2,2,8,10,0.2,4,16,20,0.2667,30,0.1267,OVER,-0.3733,D,D,SHUTDOWN,NO_PP,0.067,0.0,0.0,14.02
10542433,268295,Beckett Sennecke,ANA,F,Assists,1.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,assists,SKATER,TOR,0,8484762,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,0,0,1,0,1,3,0,,,0.2,0.625,0.625,,,,,,,,,OK,0.2,1,4,5,0.2,2,8,10,0.15,3,17,20,0.1,30,0.1825,OVER,-0.3175,R,F,SECONDARY,PP_OCC,0.797,0.312,0.172,17.62
10498682,218287,Alex Killorn,ANA,F,Goals,0.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,TOR,0,8473986,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,1,0,0,0,0,0,0,1,,,0.2,0.25,0.25,,,,,,,,,OK,0.0,0,5,5,0.3,3,7,10,0.25,5,15,20,0.2,30,0.1625,OVER,-0.3375,L,F,DEPTH,PP_OCC,0.344,0.141,0.062,16.38
10498684,268295,Beckett Sennecke,ANA,F,Goals,0.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,TOR,0,8484762,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,0,0,1,0,0,0,1,,,0.2,0.25,0.25,,,,,,,,,OK,0.2,1,4,5,0.2,2,8,10,0.2,4,16,20,0.2667,30,0.2067,OVER,-0.2933,R,F,SECONDARY,PP_OCC,0.797,0.312,0.172,17.62
10498685,267737,Chris Kreider,ANA,F,Goals,0.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,TOR,0,8475184,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,0,1,0,0,0,1,0,,,0.2,0.25,0.25,,,,,,,,,OK,0.4,2,3,5,0.3,3,7,10,0.35,7,13,20,0.2333,30,0.3408,OVER,-0.1592,L,F,SECONDARY,PP_REGULAR,0.672,0.362,0.224,16.97
10498686,215935,Cutter Gauthier,ANA,F,Goals,0.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,TOR,0,8483445,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,0,1,2,1,2,0,1,,,0.8,0.875,0.875,,,,,,,,,OK,0.8,4,1,5,0.7,7,3,10,0.5,10,10,20,0.4,30,0.68,OVER,0.18,L,F,ELITE,PP_REGULAR,0.905,0.508,0.238,17.45
10498687,218355,Jackson LaCombe,ANA,D,Goals,0.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,TOR,0,8481605,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,1,0,1,0,0,0,0,0,,,0.4,0.25,0.25,,,,,,,,,OK,0.2,1,4,5,0.1,1,9,10,0.05,1,19,20,0.1,30,0.1325,OVER,-0.3675,D,D,SECONDARY,PP_REGULAR,0.703,0.125,0.219,24.48
10498688,221656,Jacob Trouba,ANA,D,Goals,0.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,TOR,0,8476885,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,0,0,0,0,0,1,0,,,0,0.125,0.125,,,,,,,,,OK,0.2,1,4,5,0.2,2,8,10,0.2,4,16,20,0.1667,30,0.1967,OVER,-0.3033,D,D,DEPTH,NO_PP,0.492,0.159,0.016,22.83
10498689,268891,Jansen Harkins,ANA,F,Goals,0.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,TOR,0,8478424,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,0,0,0,0,0,,,,,0,0,0,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.05,1,19,20,0.0667,30,0.0142,OVER,-0.4858,C,F,SHUTDOWN,NO_PP,0.189,0.081,0.0,10.15
10498690,294303,Jeffrey Viel,ANA,F,Goals,0.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,TOR,0,8479705,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.1,2,18,20,0.08,25,0.023,OVER,-0.477,L,F,SHUTDOWN,NO_PP,0.176,0.118,0.0,13.2
10498691,58166,John Tavares,TOR,F,Goals,0.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,ANA,1,8475166,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,0,0,0,0,1,1,,,0,0.25,0.25,,,,,,,,,OK,0.0,0,5,5,0.3,3,7,10,0.3,6,14,20,0.2667,30,0.1767,OVER,-0.3233,C,F,SECONDARY,PP_OCC,0.8,0.338,0.169,17.9
10498692,173423,Leo Carlsson,ANA,F,Goals,0.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,TOR,0,8484153,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,0,1,0,0,0,1,1,,,0.2,0.375,0.375,,,,,,,,,OK,0.4,2,3,5,0.4,4,6,10,0.25,5,15,20,0.3,30,0.3675,OVER,-0.1325,C,F,ELITE,PP_REGULAR,1.0,0.404,0.269,19.27
10498693,87297,Mason McTavish,ANA,F,Goals,0.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,TOR,0,8482745,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,OK,0.0,0,5,5,0.2,2,8,10,0.25,5,15,20,0.2333,30,0.1308,OVER,-0.3692,C,F,DEPTH,PP_OCC,0.542,0.22,0.119,15.97
10498694,267721,Matias Maccelli,TOR,F,Goals,0.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,ANA,1,8481711,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,1,1,1,0,0,0,0,,,0.6,0.375,0.375,,,,,,,,,OK,0.6,3,2,5,0.5,5,5,10,0.25,5,15,20,0.2667,30,0.4792,OVER,-0.0208,L,F,DEPTH,PP_OCC,0.537,0.241,0.111,14.73
10498695,218365,Matthew Knies,TOR,F,Goals,0.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,ANA,1,8482720,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,0,1,0,0,0,1,,,0.2,0.25,0.25,,,,,,,,,OK,0.2,1,4,5,0.3,3,7,10,0.2,4,16,20,0.2667,30,0.2417,OVER,-0.2583,L,F,SECONDARY,PP_OCC,0.823,0.258,0.145,18.75
10498696,173844,Max Domi,TOR,F,Goals,0.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,ANA,1,8477503,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,OK,0.0,0,5,5,0.1,1,9,10,0.2,4,16,20,0.2,30,0.085,OVER,-0.415,C,F,DEPTH,PP_OCC,0.492,0.143,0.111,14.98
10498697,267739,Mikael Granlund,ANA,F,Goals,0.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,TOR,0,8475798,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,0,,,,,,,,,0,0,0,,,,,,,,,OK,0.2,1,4,5,0.2,2,8,10,0.2,4,16,20,0.2667,30,0.2067,OVER,-0.2933,C,F,SECONDARY,PP_OCC,0.675,0.3,0.125,18.93
10498698,218277,Morgan Rielly,TOR,D,Goals,0.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,ANA,1,8476853,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,0,0,0,1,0,0,,,0,0.125,0.125,,,,,,,,,OK,0.2,1,4,5,0.2,2,8,10,0.15,3,17,20,0.1,30,0.1825,OVER,-0.3175,D,D,DEPTH,PP_OCC,0.516,0.129,0.097,21.48
10498699,87689,Nicholas Robertson,TOR,F,Goals,0.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,ANA,1,8481582,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,1,0,0,0,0,0,,,,0.2,0.143,0.143,,,,,,,,,OK,0.2,1,4,5,0.2,2,8,10,0.2,4,16,20,0.2333,30,0.2033,OVER,-0.2967,L,F,DEPTH,PP_OCC,0.443,0.213,0.066,12.5
10498700,223235,Olen Zellweger,ANA,D,Goals,0.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,TOR,0,8482803,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,0,0,0,0,0,0,1,,,0,0.125,0.125,,,,,,,,,OK,0.0,0,5,5,0.1,1,9,10,0.1,2,18,20,0.0667,30,0.0567,OVER,-0.4433,D,D,DEPTH,NO_PP,0.302,0.111,0.048,17.6
10498701,189024,Ross Johnston,ANA,F,Goals,0.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,TOR,0,8477527,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,OK,0.0,0,5,5,0.1,1,9,10,0.05,1,19,20,0.0333,30,0.0458,OVER,-0.4542,L,F,SHUTDOWN,NO_PP,0.226,0.048,0.0,9.75
10498702,268296,Ryan Poehling,ANA,F,Goals,0.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,TOR,0,8480068,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,1,0,0,1,0,0,1,0,,,0.4,0.375,0.375,,,,,,,,,OK,0.4,2,3,5,0.3,3,7,10,0.25,5,15,20,0.2,30,0.3225,OVER,-0.1775,C,F,DEPTH,NO_PP,0.474,0.14,0.0,14.78
10498703,268350,Sam Colangelo,ANA,F,Goals,0.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,TOR,0,8482118,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1111,1,8,9,0.1111,1,8,9,0.1111,9,0.0667,OVER,-0.4333,R,F,SHUTDOWN,NO_PP,0.111,0.111,0.0,10.18
10498704,222986,Steven Lorentz,TOR,F,Goals,0.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,ANA,1,8478904,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0333,30,0.0033,OVER,-0.4967,C,F,SHUTDOWN,NO_PP,0.246,0.07,0.0,11.68
10498705,218368,Troy Terry,ANA,F,Goals,0.5,demon,False,TOR,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,TOR,0,8478873,3.531,0.0,0.0,3.156,0.0,0.0,64.0,31.0,WEAK,0,,,,,,,,,,0,0,0,,,,,,,,,INSUFFICIENT_GAMES,0.0,0,5,5,0.2,2,8,10,0.25,5,15,20,0.2333,30,0.1308,OVER,-0.3692,R,F,ELITE,PP_OCC,0.978,0.283,0.196,18.35
10498706,58169,William Nylander,TOR,F,Goals,0.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,ANA,1,8477939,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,1,0,0,1,1,1,0,0,,,0.6,0.5,0.5,,,,,,,,,OK,0.6,3,2,5,0.4,4,6,10,0.45,9,11,20,0.3667,30,0.4842,OVER,-0.0158,R,F,ELITE,PP_REGULAR,1.25,0.458,0.271,18.75
10500680,218276,Auston Matthews,TOR,F,Goals,0.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,ANA,1,8479318,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,OK,0.0,0,5,5,0.0,0,10,10,0.25,5,15,20,0.3,30,0.0675,OVER,-0.4325,C,F,SECONDARY,PP_OCC,0.881,0.441,0.186,20.93
10500798,269199,Easton Cowan,TOR,F,Goals,0.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,ANA,1,8484158,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,1,0,0,0,,,,,0.2,0.167,0.167,,,,,,,,,OK,0.2,1,4,5,0.1,1,9,10,0.2,4,16,20,0.1667,30,0.1617,OVER,-0.3383,R,F,DEPTH,NO_PP,0.408,0.163,0.041,13.7
10500799,280841,Jacob Quillan,TOR,F,Goals,0.5,demon,False,ANA,ANA,TOR,2026-03-12T19:00:00.000-04:00,135121,2026-03-12T21:01:55Z,goals,SKATER,ANA,1,8484901,3.508,0.0,0.0,3.349,0.0,0.0,63.0,30.0,WEAK,0,0,0,,,,,,,,0,0,0,,,,,,,,,OK,0.0,0,5,5,0.0,0,6,6,0.0,0,6,6,0.0,6,0.0,OVER,-0.5,C,F,SHUTDOWN,NO_PP,0.0,0.0,0.0,8.23
