assists_avg_L10,assists_avg_L20,assists_avg_L5,assists_avg_season,assists_games_played,blocked_shots_avg_L10,blocked_shots_avg_L20,blocked_shots_avg_L5,blocked_shots_avg_season,blocked_shots_games_played,fantasy_score_avg_L10,fantasy_score_avg_L20,fantasy_score_avg_L5,fantasy_score_avg_season,fantasy_score_games_played,games_fetched,goals_allowed_avg_L10,goals_allowed_avg_L20,goals_allowed_avg_L5,goals_allowed_avg_season,goals_allowed_games_played,goals_avg_L10,goals_avg_L20,goals_avg_L5,goals_avg_season,goals_games_played,hits_avg_L10,hits_avg_L20,hits_avg_L5,hits_avg_season,hits_games_played,last1_assists,last1_blocked_shots,last1_fantasy_score,last1_goals,last1_goals_allowed,last1_hits,last1_points,last1_save_pct,last1_saves,last1_shots_against,last1_shots_on_goal,last1_toi_min,last2_assists,last2_blocked_shots,last2_fantasy_score,last2_goals,last2_goals_allowed,last2_hits,last2_points,last2_save_pct,last2_saves,last2_shots_against,last2_shots_on_goal,last2_toi_min,last3_assists,last3_blocked_shots,last3_fantasy_score,last3_goals,last3_goals_allowed,last3_hits,last3_points,last3_save_pct,last3_saves,last3_shots_against,last3_shots_on_goal,last3_toi_min,nhl_player_id,player_role,points_avg_L10,points_avg_L20,points_avg_L5,points_avg_season,points_games_played,save_pct_avg_L10,save_pct_avg_L20,save_pct_avg_L5,save_pct_avg_season,save_pct_games_played,saves_avg_L10,saves_avg_L20,saves_avg_L5,saves_avg_season,saves_games_played,shots_against_avg_L10,shots_against_avg_L20,shots_against_avg_L5,shots_against_avg_season,shots_against_games_played,shots_on_goal_avg_L10,shots_on_goal_avg_L20,shots_on_goal_avg_L5,shots_on_goal_avg_season,shots_on_goal_games_played,toi_min_avg_L10,toi_min_avg_L20,toi_min_avg_L5,toi_min_avg_season,toi_min_games_played
0.8,0.6,0.6,0.767,30,0.0,0.0,0.0,0.0,30,6.25,6.575,5.4,7.583,30,30,,,,,,0.0,0.1,0.0,0.1,30,0.0,0.0,0.0,0.0,30,2,0,13.0,0,,0,2,,,,2,21.7,0,0,3.0,0,,0,0,,,,2,25.97,1,0,6.5,0,,0,1,,,,1,22.7,8477447,SKATER,0.8,0.7,0.6,0.867,30,,,,,,,,,,,,,,,,1.5,1.85,1.6,1.967,30,22.178,22.115,24.208,22.186,30
0.2,0.25,0.4,0.233,30,0.0,0.0,0.0,0.0,30,4.65,3.45,6.9,3.35,30,30,,,,,,0.1,0.05,0.2,0.067,30,0.0,0.0,0.0,0.0,30,0,0,4.5,0,,0,0,,,,3,17.02,0,0,6.0,0,,0,0,,,,4,21.32,1,0,6.5,0,,0,1,,,,1,20.92,8475188,SKATER,0.3,0.3,0.6,0.3,30,,,,,,,,,,,,,,,,1.9,1.2,2.2,1.1,30,19.879,19.71,20.594,19.457,30
0.3,0.2,0.0,0.167,30,0.0,0.0,0.0,0.0,30,2.25,2.3,0.9,1.95,30,30,,,,,,0.0,0.05,0.0,0.033,30,0.0,0.0,0.0,0.0,30,0,0,0.0,0,,0,0,,,,0,22.8,0,0,1.5,0,,0,0,,,,1,25.02,0,0,1.5,0,,0,0,,,,1,21.77,8480807,SKATER,0.3,0.25,0.0,0.2,30,,,,,,,,,,,,,,,,0.5,0.6,0.6,0.567,30,21.761,20.399,22.354,20.292,30
0.4,0.3,0.4,0.267,30,0.0,0.0,0.0,0.0,30,6.4,6.25,6.4,6.2,30,30,,,,,,0.4,0.35,0.4,0.333,30,0.0,0.0,0.0,0.0,30,0,0,9.5,1,,0,1,,,,1,17.42,1,0,5.0,0,,0,1,,,,0,17.92,0,0,1.5,0,,0,0,,,,1,20.45,8480064,SKATER,0.8,0.65,0.8,0.6,30,,,,,,,,,,,,,,,,0.8,1.3,0.8,1.467,30,16.36,17.485,18.294,17.854,30
0.3,0.45,0.0,0.367,30,0.0,0.0,0.0,0.0,30,3.15,3.825,2.1,3.917,30,30,,,,,,0.0,0.0,0.0,0.067,30,0.0,0.0,0.0,0.0,30,0,0,1.5,0,,0,0,,,,1,19.67,0,0,0.0,0,,0,0,,,,0,19.23,0,0,1.5,0,,0,0,,,,1,21.98,8481524,SKATER,0.3,0.45,0.0,0.433,30,,,,,,,,,,,,,,,,1.1,1.05,1.4,1.033,30,21.062,21.696,20.976,21.887,30
0.1,0.05,0.0,0.033,30,0.0,0.0,0.0,0.0,30,3.25,3.0,4.3,2.717,30,30,,,,,,0.1,0.1,0.2,0.1,30,0.0,0.0,0.0,0.0,30,0,0,3.0,0,,0,0,,,,2,12.83,0,0,3.0,0,,0,0,,,,2,13.68,0,0,11.0,1,,0,1,,,,2,11.17,8482125,SKATER,0.2,0.15,0.2,0.133,30,,,,,,,,,,,,,,,,1.3,1.3,1.8,1.167,30,11.837,10.744,12.516,10.853,30
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8483890,SKATER,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
0.3,0.3,0.4,0.267,30,0.0,0.0,0.0,0.0,30,4.25,5.8,6.0,5.533,30,30,,,,,,0.1,0.2,0.2,0.2,30,0.0,0.0,0.0,0.0,30,2,0,24.0,1,,0,3,,,,4,14.92,0,0,1.5,0,,0,0,,,,1,16.38,0,0,1.5,0,,0,0,,,,1,16.75,8476438,SKATER,0.4,0.5,0.6,0.467,30,,,,,,,,,,,,,,,,1.3,1.8,1.6,1.733,30,15.352,15.123,15.588,15.04,30
0.0,0.3,0.0,0.3,30,0.0,0.0,0.0,0.0,30,1.5,3.55,1.5,4.3,30,30,,,,,,0.0,0.05,0.0,0.1,30,0.0,0.0,0.0,0.0,30,0,0,1.5,0,,0,0,,,,1,3.58,0,0,1.5,0,,0,0,,,,1,13.65,0,0,0.0,0,,0,0,,,,0,14.55,8476925,SKATER,0.0,0.35,0.0,0.4,30,,,,,,,,,,,,,,,,1.0,1.1,1.0,1.333,30,13.55,14.079,11.972,14.38,30
0.0,0.1,0.0,0.133,30,0.0,0.0,0.0,0.0,30,0.6,1.775,0.6,2.55,30,30,,,,,,0.0,0.0,0.0,0.067,30,0.0,0.0,0.0,0.0,30,0,0,0.0,0,,0,0,,,,0,4.73,0,0,1.5,0,,0,0,,,,1,16.43,0,0,1.5,0,,0,0,,,,1,14.15,8478413,SKATER,0.0,0.1,0.0,0.2,30,,,,,,,,,,,,,,,,0.4,0.85,0.4,0.9,30,13.113,14.235,12.938,14.887,30
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8484797,SKATER,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.75,0.75,1.2,0.75,8,8,,,,,,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0,0,3.0,0,,0,0,,,,2,9.27,0,0,1.5,0,,0,0,,,,1,9.5,0,0,1.5,0,,0,0,,,,1,12.73,8483500,SKATER,0.0,0.0,0.0,0.0,8,,,,,,,,,,,,,,,,0.5,0.5,0.8,0.5,8,10.543,10.543,10.21,10.543,8
0.4,0.4,0.2,0.467,30,0.0,0.0,0.0,0.0,30,3.65,4.275,3.4,5.25,30,30,,,,,,0.0,0.05,0.0,0.033,30,0.0,0.0,0.0,0.0,30,0,0,1.5,0,,0,0,,,,1,13.45,0,0,1.5,0,,0,0,,,,1,19.95,0,0,1.5,0,,0,0,,,,1,20.17,8482671,SKATER,0.4,0.45,0.2,0.5,30,,,,,,,,,,,,,,,,1.1,1.25,1.6,1.767,30,18.56,18.948,18.824,19.655,30
0.3,0.3,0.2,0.2,30,0.0,0.0,0.0,0.0,30,6.0,5.3,4.4,4.2,30,30,,,,,,0.3,0.25,0.2,0.2,30,0.0,0.0,0.0,0.0,30,0,0,15.5,1,,0,1,,,,5,15.32,0,0,0.0,0,,0,0,,,,0,17.07,1,0,5.0,0,,0,1,,,,0,17.8,8481522,SKATER,0.6,0.55,0.4,0.4,30,,,,,,,,,,,,,,,,1.4,1.2,1.2,1.067,30,15.882,14.971,16.624,14.571,30
0.4,0.4,0.8,0.4,30,0.0,0.0,0.0,0.0,30,8.0,6.125,7.0,5.3,30,30,,,,,,0.3,0.15,0.0,0.1,30,0.0,0.0,0.0,0.0,30,0,0,1.5,0,,0,0,,,,1,13.22,0,0,3.0,0,,0,0,,,,2,17.27,2,0,11.5,0,,0,2,,,,1,13.87,8475191,SKATER,0.7,0.55,0.8,0.5,30,,,,,,,,,,,,,,,,2.4,1.95,2.0,1.667,30,15.307,15.046,15.522,14.997,30
0.3,0.3,0.2,0.333,30,0.0,0.0,0.0,0.0,30,4.5,4.75,3.4,4.633,30,30,,,,,,0.0,0.05,0.0,0.033,30,0.0,0.0,0.0,0.0,30,0,0,0.0,0,,0,0,,,,0,18.32,0,0,1.5,0,,0,0,,,,1,17.83,0,0,0.0,0,,0,0,,,,0,15.37,8484145,SKATER,0.3,0.35,0.2,0.367,30,,,,,,,,,,,,,,,,2.0,1.9,1.6,1.8,30,16.064,15.922,17.034,14.738,30
0.0,0.059,0.0,0.059,17,0.0,0.0,0.0,0.0,17,0.9,1.912,0.6,1.912,17,17,,,,,,0.0,0.059,0.0,0.059,17,0.0,0.0,0.0,0.0,17,0,0,0.0,0,,0,0,,,,0,11.88,0,0,3.0,0,,0,0,,,,2,9.22,0,0,0.0,0,,0,0,,,,0,7.48,8481133,SKATER,0.0,0.118,0.0,0.118,17,,,,,,,,,,,,,,,,0.6,0.765,0.4,0.765,17,8.199,8.201,8.362,8.201,17
0.2,0.1,0.4,0.095,21,0.0,0.0,0.0,0.0,21,3.35,2.45,4.2,2.405,21,21,,,,,,0.2,0.15,0.2,0.143,21,0.0,0.0,0.0,0.0,21,0,0,0.0,0,,0,0,,,,0,5.77,0,0,0.0,0,,0,0,,,,0,12.42,0,0,0.0,0,,0,0,,,,0,10.6,8482896,SKATER,0.4,0.25,0.6,0.238,21,,,,,,,,,,,,,,,,0.5,0.5,0.4,0.524,21,10.575,10.593,9.738,10.49,21
0.3,0.25,0.0,0.233,30,0.0,0.0,0.0,0.0,30,3.0,2.525,1.2,2.367,30,30,,,,,,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,30,0,0,1.5,0,,0,0,,,,1,16.62,0,0,1.5,0,,0,0,,,,1,16.2,0,0,1.5,0,,0,0,,,,1,15.15,8481527,SKATER,0.3,0.25,0.0,0.233,30,,,,,,,,,,,,,,,,1.0,0.85,0.8,0.8,30,16.583,15.594,15.55,14.861,30
0.2,0.15,0.4,0.267,30,0.0,0.0,0.0,0.0,30,4.35,3.775,7.5,4.15,30,30,,,,,,0.1,0.05,0.2,0.033,30,0.0,0.0,0.0,0.0,30,0,0,3.0,0,,0,0,,,,2,16.0,1,0,19.0,1,,0,2,,,,4,17.72,0,0,4.5,0,,0,0,,,,3,17.08,8480891,SKATER,0.3,0.2,0.6,0.3,30,,,,,,,,,,,,,,,,1.7,1.75,2.6,1.7,30,16.406,15.481,17.226,15.263,30
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8484305,SKATER,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
0.7,0.55,0.6,0.667,30,0.0,0.0,0.0,0.0,30,11.2,11.325,12.9,11.633,30,30,,,,,,0.4,0.5,0.6,0.4,30,0.0,0.0,0.0,0.0,30,1,0,9.5,0,,0,1,,,,3,20.68,0,0,4.5,0,,0,0,,,,3,18.97,1,0,19.0,1,,0,2,,,,4,21.48,8478398,SKATER,1.1,1.05,1.2,1.067,30,,,,,,,,,,,,,,,,3.0,3.05,3.4,3.4,30,20.088,20.488,20.012,20.934,30
0.8,0.55,0.8,0.467,30,0.0,0.0,0.0,0.0,30,10.0,9.45,12.4,8.067,30,30,,,,,,0.3,0.35,0.6,0.267,30,0.0,0.0,0.0,0.0,30,1,0,27.0,2,,0,3,,,,4,19.07,1,0,5.0,0,,0,1,,,,0,24.0,1,0,17.5,1,,0,2,,,,3,23.47,8484144,SKATER,1.1,0.9,1.4,0.733,30,,,,,,,,,,,,,,,,2.4,2.6,2.4,2.4,30,20.655,20.292,21.044,20.659,30
0.3,0.15,0.2,0.133,30,0.0,0.0,0.0,0.0,30,5.35,4.625,4.4,4.217,30,30,,,,,,0.2,0.25,0.2,0.2,30,0.0,0.0,0.0,0.0,30,0,0,0.0,0,,0,0,,,,0,12.93,0,0,3.0,0,,0,0,,,,2,17.35,1,0,6.5,0,,0,1,,,,1,14.82,8476392,SKATER,0.5,0.4,0.4,0.333,30,,,,,,,,,,,,,,,,1.5,1.25,1.2,1.3,30,15.652,15.562,15.246,15.278,30
0.0,0.1,0.0,0.067,30,0.0,0.0,0.0,0.0,30,2.9,3.65,4.3,3.183,30,30,,,,,,0.1,0.15,0.2,0.1,30,0.0,0.0,0.0,0.0,30,0,0,4.5,0,,0,0,,,,3,11.45,0,0,3.0,0,,0,0,,,,2,12.53,0,0,1.5,0,,0,0,,,,1,12.03,8481043,SKATER,0.1,0.25,0.2,0.167,30,,,,,,,,,,,,,,,,1.4,1.3,1.8,1.367,30,12.783,13.098,12.234,11.996,30
,,,,,,,,,,-8.1,-6.45,-7.8,-5.3,30,30,3.3,2.95,3.4,2.7,30,,,,,,,,,,,,,-3.0,,3,,,0.0,0,3,,,,,-12.0,,4,,,0.0,0,4,,,,,-15.0,,5,,,0.0,0,5,,,8481519,GOALIE,,,,,,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,30,3.3,2.95,3.4,2.7,30,,,,,,,,,,
,,,,,,,,,,-0.6,-1.5,-0.6,-1.2,30,30,1.8,1.8,1.8,1.867,30,,,,,,,,,,,,,3.0,,1,,,0.0,0,1,,,,,-6.0,,4,,,0.0,0,4,,,,,6.0,,0,,,0.0,0,0,,,8476945,GOALIE,,,,,,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,30,1.8,1.8,1.8,1.867,30,,,,,,,,,,
0.2,0.35,0.4,0.433,30,0.0,0.0,0.0,0.0,30,6.4,7.075,4.4,6.85,30,30,,,,,,0.3,0.3,0.0,0.267,30,0.0,0.0,0.0,0.0,30,1,0,8.0,0,,0,1,,,,2,19.25,0,0,3.0,0,,0,0,,,,2,18.95,1,0,6.5,0,,0,1,,,,1,16.97,8482149,SKATER,0.5,0.65,0.4,0.7,30,,,,,,,,,,,,,,,,2.0,1.95,1.6,1.7,30,17.048,15.51,17.626,15.419,30
0.5,0.45,0.2,0.533,30,0.0,0.0,0.0,0.0,30,5.55,6.8,3.4,7.467,30,30,,,,,,0.1,0.25,0.0,0.3,30,0.0,0.0,0.0,0.0,30,0,0,1.5,0,,0,0,,,,1,16.03,0,0,0.0,0,,0,0,,,,0,21.8,0,0,7.5,0,,0,0,,,,5,19.52,8480014,SKATER,0.6,0.7,0.2,0.833,30,,,,,,,,,,,,,,,,1.5,1.7,1.6,1.6,30,18.329,18.241,18.622,17.583,30
0.5,0.7,0.6,0.667,30,0.0,0.0,0.0,0.0,30,10.2,9.025,9.1,9.05,30,30,,,,,,0.4,0.25,0.2,0.333,30,0.0,0.0,0.0,0.0,30,0,0,12.5,1,,0,1,,,,3,21.03,1,0,9.5,0,,0,1,,,,3,20.67,0,0,7.5,0,,0,0,,,,5,22.68,8476460,SKATER,0.9,0.95,0.8,1.0,30,,,,,,,,,,,,,,,,3.0,2.35,3.0,2.033,30,20.219,20.367,20.434,20.795,30
0.4,0.2,0.4,0.3,30,0.0,0.0,0.0,0.0,30,9.75,7.35,9.8,7.0,30,30,,,,,,0.5,0.4,0.6,0.3,30,0.0,0.0,0.0,0.0,30,0,0,9.5,1,,0,1,,,,1,18.35,1,0,16.0,1,,0,2,,,,2,19.82,1,0,20.5,1,,0,2,,,,5,17.83,8483493,SKATER,0.9,0.6,1.0,0.6,30,,,,,,,,,,,,,,,,2.5,2.1,2.0,2.067,30,17.205,17.037,17.75,16.843,30
0.556,0.556,0.8,0.556,9,0.0,0.0,0.0,0.0,9,6.444,6.444,7.3,6.444,9,9,,,,,,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,1,0,8.0,0,,0,1,,,,2,23.82,1,0,11.0,0,,0,1,,,,4,26.87,1,0,6.5,0,,0,1,,,,1,25.05,8483506,SKATER,0.556,0.556,0.8,0.556,9,,,,,,,,,,,,,,,,2.444,2.444,2.2,2.444,9,23.362,23.362,24.534,23.362,9
0.2,0.3,0.4,0.4,30,0.0,0.0,0.0,0.0,30,5.65,6.0,7.0,5.75,30,30,,,,,,0.3,0.3,0.4,0.2,30,0.0,0.0,0.0,0.0,30,1,0,5.0,0,,0,1,,,,0,17.25,0,0,12.5,1,,0,1,,,,3,14.47,1,0,5.0,0,,0,1,,,,0,13.8,8477479,SKATER,0.5,0.6,0.8,0.6,30,,,,,,,,,,,,,,,,1.5,1.4,1.2,1.433,30,15.459,15.155,15.348,15.589,30
0.2,0.25,0.2,0.2,30,0.0,0.0,0.0,0.0,30,2.2,2.3,2.5,2.3,30,30,,,,,,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,30,0,0,6.0,0,,0,0,,,,4,15.2,0,0,0.0,0,,0,0,,,,0,21.67,0,0,1.5,0,,0,0,,,,1,12.0,8479378,SKATER,0.2,0.25,0.2,0.2,30,,,,,,,,,,,,,,,,0.8,0.7,1.0,0.867,30,15.533,14.687,15.9,15.033,30
0.6,0.55,0.4,0.433,30,0.0,0.0,0.0,0.0,30,7.5,6.0,3.5,5.817,30,30,,,,,,0.3,0.2,0.0,0.2,30,0.0,0.0,0.0,0.0,30,1,0,5.0,0,,0,1,,,,0,15.73,0,0,3.0,0,,0,0,,,,2,16.85,0,0,0.0,0,,0,0,,,,0,15.05,8477444,SKATER,0.9,0.75,0.4,0.633,30,,,,,,,,,,,,,,,,1.4,1.1,1.0,1.367,30,14.019,14.0,14.522,13.894,30
0.2,0.333,0.2,0.333,18,0.0,0.0,0.0,0.0,18,2.65,3.417,2.5,3.417,18,18,,,,,,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,18,0,0,0.0,0,,0,0,,,,0,18.9,0,0,0.0,0,,0,0,,,,0,20.45,1,0,5.0,0,,0,1,,,,0,19.93,8484783,SKATER,0.2,0.333,0.2,0.333,18,,,,,,,,,,,,,,,,1.1,1.167,1.0,1.167,18,19.715,20.316,19.746,20.316,18
0.2,0.45,0.2,0.667,30,0.0,0.0,0.0,0.0,30,2.35,3.6,3.1,6.1,30,30,,,,,,0.0,0.0,0.0,0.133,30,0.0,0.0,0.0,0.0,30,0,0,0.0,0,,0,0,,,,0,17.08,1,0,8.0,0,,0,1,,,,2,18.85,0,0,1.5,0,,0,0,,,,1,16.92,8476882,SKATER,0.2,0.45,0.2,0.8,30,,,,,,,,,,,,,,,,0.9,0.9,1.4,1.133,30,17.466,17.856,17.59,17.764,30
0.3,0.2,0.4,0.233,30,0.0,0.0,0.0,0.0,30,8.0,6.05,9.1,5.517,30,30,,,,,,0.4,0.35,0.4,0.3,30,0.0,0.0,0.0,0.0,30,0,0,4.5,0,,0,0,,,,3,18.57,0,0,11.0,1,,0,1,,,,2,18.95,1,0,6.5,0,,0,1,,,,1,18.02,8480113,SKATER,0.7,0.55,0.8,0.533,30,,,,,,,,,,,,,,,,2.2,1.5,2.6,1.3,30,18.197,15.563,18.114,13.679,30
0.3,0.25,0.2,0.2,30,0.0,0.0,0.0,0.0,30,5.2,4.3,4.1,3.433,30,30,,,,,,0.2,0.1,0.2,0.067,30,0.0,0.0,0.0,0.0,30,0,0,1.5,0,,0,0,,,,1,10.37,0,0,0.0,0,,0,0,,,,0,6.88,0,0,11.0,1,,0,1,,,,2,12.3,8474679,SKATER,0.5,0.35,0.4,0.267,30,,,,,,,,,,,,,,,,1.4,1.5,1.0,1.267,30,13.265,14.605,11.414,15.544,30
0.2,0.15,0.0,0.267,30,0.0,0.0,0.0,0.0,30,6.25,6.875,2.4,7.217,30,30,,,,,,0.3,0.4,0.0,0.367,30,0.0,0.0,0.0,0.0,30,0,0,1.5,0,,0,0,,,,1,16.15,0,0,4.5,0,,0,0,,,,3,19.22,0,0,3.0,0,,0,0,,,,2,19.18,8481624,SKATER,0.5,0.55,0.0,0.633,30,,,,,,,,,,,,,,,,1.9,1.95,1.6,1.967,30,17.584,17.157,17.75,16.874,30
0.2,0.15,0.0,0.133,30,0.0,0.0,0.0,0.0,30,2.2,1.875,1.2,2.65,30,30,,,,,,0.0,0.0,0.0,0.067,30,0.0,0.0,0.0,0.0,30,0,0,1.5,0,,0,0,,,,1,3.92,0,0,3.0,0,,0,0,,,,2,14.05,0,0,0.0,0,,0,0,,,,0,15.27,8477450,SKATER,0.2,0.15,0.0,0.2,30,,,,,,,,,,,,,,,,0.8,0.75,0.8,0.967,30,13.633,15.224,12.822,15.632,30
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8473604,SKATER,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
0.3,0.15,0.2,0.133,30,0.0,0.0,0.0,0.0,30,2.4,2.025,1.6,1.917,30,30,,,,,,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,30,0,0,0.0,0,,0,0,,,,0,13.62,1,0,8.0,0,,0,1,,,,2,9.27,0,0,0.0,0,,0,0,,,,0,11.5,8482172,SKATER,0.3,0.15,0.2,0.133,30,,,,,,,,,,,,,,,,0.6,0.85,0.4,0.833,30,11.542,12.104,11.584,12.34,30
0.2,0.2,0.0,0.133,30,0.0,0.0,0.0,0.0,30,5.15,4.525,7.7,3.783,30,30,,,,,,0.2,0.15,0.4,0.133,30,0.0,0.0,0.0,0.0,30,0,0,3.0,0,,0,0,,,,2,12.62,0,0,4.5,0,,0,0,,,,3,15.83,0,0,7.5,0,,0,0,,,,5,9.85,8480289,SKATER,0.4,0.35,0.4,0.267,30,,,,,,,,,,,,,,,,1.7,1.55,3.0,1.367,30,11.381,10.434,12.216,10.283,30
0.3,0.3,0.2,0.333,30,0.0,0.0,0.0,0.0,30,5.7,4.65,8.5,4.633,30,30,,,,,,0.3,0.15,0.6,0.133,30,0.0,0.0,0.0,0.0,30,1,0,6.5,0,,0,1,,,,1,13.17,0,0,1.5,0,,0,0,,,,1,15.73,0,0,12.5,1,,0,1,,,,3,16.02,8473422,SKATER,0.6,0.45,0.8,0.467,30,,,,,,,,,,,,,,,,1.2,1.3,1.8,1.267,30,14.622,15.015,14.336,14.849,30
0.444,0.444,0.4,0.444,9,0.0,0.0,0.0,0.0,9,3.889,3.889,2.9,3.889,9,9,,,,,,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,1,0,8.0,0,,0,1,,,,2,13.15,0,0,0.0,0,,0,0,,,,0,14.02,0,0,1.5,0,,0,0,,,,1,15.85,8484197,SKATER,0.444,0.444,0.4,0.444,9,,,,,,,,,,,,,,,,1.111,1.111,0.6,1.111,9,13.577,13.577,14.286,13.577,9
0.1,0.4,0.2,0.533,30,0.0,0.0,0.0,0.0,30,8.3,8.65,7.5,10.533,30,30,,,,,,0.6,0.4,0.4,0.533,30,0.0,0.0,0.0,0.0,30,1,0,6.5,0,,0,1,,,,1,15.95,0,0,4.5,0,,0,0,,,,3,18.55,0,0,11.0,1,,0,1,,,,2,19.48,8477987,SKATER,0.7,0.8,0.6,1.067,30,,,,,,,,,,,,,,,,2.0,2.3,2.2,2.4,30,18.634,18.786,18.04,18.838,30
0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2,0.75,0.75,0.75,0.75,2,2,,,,,,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2,0,0,1.5,0,,0,0,,,,1,13.48,0,0,0.0,0,,0,0,,,,0,12.92,,,,,,,,,,,,,8483450,SKATER,0.0,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,2,13.2,13.2,13.2,13.2,2
0.2,0.2,0.2,0.167,30,0.0,0.0,0.0,0.0,30,3.1,3.975,3.7,4.35,30,30,,,,,,0.0,0.1,0.0,0.133,30,0.0,0.0,0.0,0.0,30,0,0,1.5,0,,0,0,,,,1,11.48,0,0,4.5,0,,0,0,,,,3,13.02,1,0,9.5,0,,0,1,,,,3,10.28,8476871,SKATER,0.2,0.3,0.2,0.3,30,,,,,,,,,,,,,,,,1.4,1.45,1.8,1.633,30,10.885,11.384,11.28,11.276,30
0.1,0.056,0.2,0.056,18,0.0,0.0,0.0,0.0,18,1.55,1.278,2.5,1.278,18,18,,,,,,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,18,0,0,1.5,0,,0,0,,,,1,17.87,0,0,1.5,0,,0,0,,,,1,12.27,0,0,0.0,0,,0,0,,,,0,13.33,8481572,SKATER,0.1,0.056,0.2,0.056,18,,,,,,,,,,,,,,,,0.7,0.667,1.0,0.667,18,14.76,14.189,15.352,14.189,18
0.0,0.0,0.0,0.042,24,0.0,0.0,0.0,0.0,24,2.8,1.7,2.8,1.812,24,24,,,,,,0.2,0.1,0.2,0.083,24,0.0,0.0,0.0,0.0,24,0,0,0.0,0,,0,0,,,,0,8.15,0,0,9.5,1,,0,1,,,,1,8.7,0,0,0.0,0,,0,0,,,,0,10.27,8482652,SKATER,0.2,0.1,0.2,0.125,24,,,,,,,,,,,,,,,,0.8,0.6,0.8,0.625,24,8.614,8.537,8.926,8.803,24
0.1,0.25,0.2,0.2,30,0.0,0.0,0.0,0.0,30,2.15,2.675,2.5,2.2,30,30,,,,,,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,30,0,0,1.5,0,,0,0,,,,1,19.82,0,0,1.5,0,,0,0,,,,1,23.33,1,0,5.0,0,,0,1,,,,0,23.98,8476331,SKATER,0.1,0.25,0.2,0.2,30,,,,,,,,,,,,,,,,1.1,0.95,1.0,0.8,30,21.968,21.703,22.656,21.608,30
0.1,0.25,0.2,0.267,30,0.0,0.0,0.0,0.0,30,2.75,4.825,4.0,4.783,30,30,,,,,,0.0,0.1,0.0,0.1,30,0.0,0.0,0.0,0.0,30,0,0,6.0,0,,0,0,,,,4,18.18,0,0,0.0,0,,0,0,,,,0,14.38,1,0,9.5,0,,0,1,,,,3,21.68,8480049,SKATER,0.1,0.35,0.2,0.367,30,,,,,,,,,,,,,,,,1.5,1.85,2.0,1.767,30,19.563,20.937,19.004,21.472,30
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8483510,SKATER,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
