date,event_id,team_abbr,opponent_abbr,espn_athlete_id,player_name,MIN,PTS,REB,AST,STL,BLK,TO,FG,FGA,3PT,3PTA,FT,FTA
2026-02-28,401820771,UVA,,5311846,Thijs De Ridder,20.0,16.0,3.0,0.0,0.0,1.0,0.0,,,,,,
2026-02-28,401820771,UVA,,5311844,Johann Grunloh,21.0,4.0,0.0,1.0,1.0,2.0,0.0,,,,,,
2026-02-28,401820771,UVA,,5176232,Sam Lewis,26.0,0.0,4.0,0.0,0.0,0.0,2.0,,,,,,
2026-02-28,401820771,UVA,,5105464,Dallin Hall,29.0,6.0,1.0,4.0,0.0,0.0,1.0,,,,,,
2026-02-28,401820771,UVA,,4683758,Malik Thomas,20.0,2.0,6.0,2.0,1.0,0.0,2.0,,,,,,
2026-02-28,401820771,UVA,,4894460,Carter Lang,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-28,401820771,UVA,,4703393,Devin Tillis,18.0,5.0,2.0,2.0,0.0,0.0,0.0,,,,,,
2026-02-28,401820771,UVA,,5037878,Ugonna Onyenso,17.0,2.0,5.0,0.0,0.0,1.0,0.0,,,,,,
2026-02-28,401820771,UVA,,5311845,Owen Odom,2.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,
2026-02-28,401820771,UVA,,5239714,Martin Carrere,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2026-02-28,401820771,UVA,,5174572,Desmond Roberts,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-28,401820771,UVA,,5150404,Chance Mallory,22.0,9.0,0.0,1.0,1.0,0.0,1.0,,,,,,
2026-02-28,401820771,UVA,,5107274,Jacari White,17.0,5.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-28,401820771,UVA,,5080790,Elijah Gertrude,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-28,401820771,UVA,,5144157,Silas Barksdale,,,,,,,,,,,,,
2026-02-28,401820771,DUKE,,5041935,Cameron Boozer,33.0,18.0,9.0,4.0,1.0,1.0,3.0,,,,,,
2026-02-28,401820771,DUKE,,4873209,Patrick Ngongba II,23.0,11.0,5.0,1.0,0.0,0.0,1.0,,,,,,
2026-02-28,401820771,DUKE,,5287474,Dame Sarr,23.0,5.0,4.0,1.0,0.0,0.0,1.0,,,,,,
2026-02-28,401820771,DUKE,,5061585,Isaiah Evans,29.0,19.0,0.0,3.0,1.0,0.0,1.0,,,,,,
2026-02-28,401820771,DUKE,,4711256,Caleb Foster,24.0,5.0,6.0,6.0,0.0,0.0,1.0,,,,,,
2026-02-28,401820771,DUKE,,5105337,Maliq Brown,20.0,7.0,5.0,1.0,3.0,0.0,0.0,,,,,,
2026-02-28,401820771,DUKE,,5144124,Nikolas Khamenia,11.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-28,401820771,DUKE,,5041937,Cayden Boozer,22.0,6.0,0.0,1.0,1.0,0.0,1.0,,,,,,
2026-02-28,401820771,DUKE,,4888720,Jack Scott,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-28,401820771,DUKE,,4873107,Darren Harris,11.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-28,401820771,DUKE,,4432321,Cameron Sheffield,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-28,401820771,DUKE,,5107141,Ifeanyi Ufochukwu,,,,,,,,,,,,,
2026-02-28,401820771,DUKE,,5144150,Sebastian Wilkins,,,,,,,,,,,,,
2026-02-28,401827707,KU,,5044426,Flory Bidunga,32.0,2.0,4.0,0.0,2.0,1.0,0.0,,,,,,
2026-02-28,401827707,KU,,5041958,Bryson Tiller,19.0,2.0,2.0,0.0,0.0,1.0,2.0,,,,,,
2026-02-28,401827707,KU,,5177301,Melvin Council Jr.,34.0,13.0,1.0,4.0,2.0,0.0,1.0,,,,,,
2026-02-28,401827707,KU,,5105643,Tre White,26.0,13.0,4.0,0.0,0.0,0.0,2.0,,,,,,
2026-02-28,401827707,KU,,5041955,Darryn Peterson,31.0,24.0,5.0,3.0,1.0,2.0,1.0,,,,,,
2026-02-28,401827707,KU,,5252599,Samis Calderon,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-28,401827707,KU,,5281379,Paul Mbiya,10.0,0.0,3.0,0.0,0.0,1.0,0.0,,,,,,
2026-02-28,401827707,KU,,5311916,Nginyu Ngala,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-28,401827707,KU,,5291864,Kohl Rosario,7.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,
2026-02-28,401827707,KU,,5105964,Jayden Dawson,6.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-28,401827707,KU,,5103571,Jamari McDowell,12.0,0.0,2.0,0.0,0.0,0.0,1.0,,,,,,
2026-02-28,401827707,KU,,4872739,Elmarko Jackson,17.0,4.0,0.0,1.0,0.0,0.0,1.0,,,,,,
2026-02-28,401827707,KU,,5175889,Justin Cross,,,,,,,,,,,,,
2026-02-28,401827707,KU,,5311917,Corbin Allen,,,,,,,,,,,,,
2026-02-28,401827707,KU,,5240262,Will Thengvall,,,,,,,,,,,,,
2026-02-28,401827707,KU,,5106260,Wilder Evers,,,,,,,,,,,,,
2026-02-28,401827707,ARIZ,,5311896,Ivan Kharchenkov,34.0,11.0,6.0,2.0,1.0,1.0,3.0,,,,,,
2026-02-28,401827707,ARIZ,,5041953,Koa Peat,23.0,12.0,7.0,5.0,1.0,0.0,0.0,,,,,,
2026-02-28,401827707,ARIZ,,5174954,Motiejus Krivas,31.0,13.0,10.0,1.0,1.0,2.0,2.0,,,,,,
2026-02-28,401827707,ARIZ,,5082206,Brayden Burries,31.0,20.0,12.0,5.0,1.0,0.0,0.0,,,,,,
2026-02-28,401827707,ARIZ,,4432737,Jaden Bradley,27.0,10.0,1.0,3.0,0.0,0.0,0.0,,,,,,
2026-02-28,401827707,ARIZ,,5311897,Sidi Gueye,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-28,401827707,ARIZ,,5186456,Dwayne Aristode,3.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
2026-02-28,401827707,ARIZ,,5105555,Tobe Awaka,20.0,8.0,6.0,0.0,1.0,0.0,3.0,,,,,,
2026-02-28,401827707,ARIZ,,5239487,Sven Djopmo,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-28,401827707,ARIZ,,5108141,Anthony Dell'Orso,23.0,9.0,2.0,0.0,0.0,0.0,2.0,,,,,,
2026-02-28,401827707,ARIZ,,4896359,Addison Arnold,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-28,401827707,ARIZ,,4702960,Evan Nelson,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
2026-02-28,401827707,ARIZ,,5311898,Mabil Mawut,,,,,,,,,,,,,
2026-02-28,401827707,ARIZ,,5174956,Jackson Cook,,,,,,,,,,,,,
2026-02-28,401827707,ARIZ,,5105542,Jackson Francois,,,,,,,,,,,,,
