SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22025,1631248,0022500018,2025-10-24,BOS @ NYK,L,4,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,1
22025,1631248,0022500106,2025-10-26,BOS @ DET,L,5,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,1,0,-4,1
22025,1631248,0022500117,2025-10-27,BOS @ NOP,W,14,1,3,0.333,1,3,0.333,0,0,0.0,0,6,6,0,1,0,0,0,3,7,1
22025,1631248,0022500128,2025-10-29,BOS vs. CLE,W,10,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,1,0,0,0,1,0,5,1
22025,1631248,0022500021,2025-10-31,BOS @ PHI,W,3,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,2,1
22025,1631248,0022500146,2025-11-01,BOS vs. HOU,L,23,6,7,0.857,4,5,0.8,1,1,1.0,1,4,5,1,2,0,0,1,17,-2,1
22025,1631248,0022500158,2025-11-03,BOS vs. UTA,L,7,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,1,0,-3,1
22025,1631248,0022500174,2025-11-05,BOS vs. WAS,W,4,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,2,1
22025,1631248,0022500216,2025-11-12,BOS vs. MEM,W,12,2,3,0.667,2,3,0.667,0,0,0.0,0,1,1,0,0,0,0,1,6,11,1
22025,1631248,0022500233,2025-11-16,BOS vs. LAC,W,18,1,3,0.333,1,2,0.5,0,0,0.0,2,0,2,2,0,1,1,1,3,12,1
22025,1631248,0022500250,2025-11-18,BOS @ BKN,W,13,1,2,0.5,1,2,0.5,0,0,0.0,0,2,2,1,0,0,0,2,3,3,1
22025,1631248,0022500049,2025-11-21,BOS vs. BKN,L,11,2,2,1.0,1,1,1.0,0,0,0.0,0,2,2,1,0,0,0,1,5,-8,1
22025,1631248,0022500277,2025-11-23,BOS vs. ORL,W,10,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,0,0,1,0,1,2,-6,1
22025,1631248,0022500060,2025-11-26,BOS vs. DET,W,30,5,7,0.714,3,5,0.6,0,0,0.0,1,2,3,1,0,0,1,6,13,8,1
22025,1631248,0022500293,2025-11-29,BOS @ MIN,L,14,1,4,0.25,1,4,0.25,0,0,0.0,0,0,0,2,1,0,1,2,3,-13,1
22025,1631248,0022500302,2025-11-30,BOS @ CLE,W,15,2,3,0.667,1,2,0.5,0,0,0.0,1,1,2,0,0,0,2,2,5,-9,1
22025,1631248,0022500320,2025-12-02,BOS vs. NYK,W,3,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,2,0,1,1
22025,1631248,0022500334,2025-12-04,BOS @ WAS,W,25,2,3,0.667,1,2,0.5,0,0,0.0,1,5,6,3,3,0,1,0,5,42,1
22025,1631248,0022500338,2025-12-05,BOS vs. LAL,W,15,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,2,2,0,1,2,3,-4,1
22025,1631248,0022500358,2025-12-07,BOS @ TOR,W,6,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,2,0,-5,1
22025,1631248,0022501206,2025-12-11,BOS @ MIL,L,8,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5,1
22025,1631248,0022501222,2025-12-15,BOS vs. DET,L,15,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,1,0,0,0,2,0,-12,1
22025,1631248,0022500381,2025-12-19,BOS vs. MIA,W,6,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-10,1
22025,1631248,0022500388,2025-12-20,BOS @ TOR,W,8,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,1,2,0,1,4,2,9,1
22025,1631248,0022500403,2025-12-22,BOS vs. IND,W,12,1,3,0.333,1,3,0.333,0,0,0.0,0,1,1,0,0,0,1,0,3,9,1
22025,1631248,0022500426,2025-12-26,BOS @ IND,W,20,1,4,0.25,1,4,0.25,0,0,0.0,2,3,5,1,0,0,0,1,3,18,1
22025,1631248,0022500444,2025-12-28,BOS @ POR,L,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,-4,1
22025,1631248,0022500459,2025-12-30,BOS @ UTA,W,12,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,3,0,2,1
22025,1631248,0022500474,2026-01-01,BOS @ SAC,W,9,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,1,1,3,-2,1
22025,1631248,0022500493,2026-01-03,BOS @ LAC,W,3,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,4,1
22025,1631248,0022500503,2026-01-05,BOS vs. CHI,W,11,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,0,0,0,0,2,3,5,1
22025,1631248,0022500520,2026-01-07,BOS vs. DEN,L,4,0,0,0.0,0,0,0.0,1,2,0.5,0,1,1,1,0,0,0,1,1,13,1
22025,1631248,0022500545,2026-01-10,BOS vs. SAS,L,26,4,5,0.8,2,3,0.667,0,0,0.0,0,2,2,0,2,0,1,3,10,4,1
22025,1631248,0022500559,2026-01-12,BOS @ IND,L,20,0,3,0.0,0,2,0.0,2,2,1.0,0,3,3,0,2,0,0,2,2,-8,1
22025,1631248,0022500580,2026-01-15,BOS @ MIA,W,5,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,0,0,0,1
22025,1631248,0022500594,2026-01-17,BOS @ ATL,W,32,3,7,0.429,3,6,0.5,0,0,0.0,0,7,7,4,3,0,3,3,9,2,1
22025,1631248,0022500017,2026-01-19,BOS @ DET,L,15,1,3,0.333,1,3,0.333,0,0,0.0,0,1,1,1,1,0,0,1,3,-3,1
22025,1631248,0022500621,2026-01-21,BOS vs. IND,W,14,2,4,0.5,1,2,0.5,0,0,0.0,0,2,2,1,1,0,1,0,5,-5,1
22025,1631248,0022500637,2026-01-23,BOS @ BKN,W,34,2,8,0.25,2,5,0.4,0,0,0.0,1,6,7,4,2,0,0,0,6,-2,1
22025,1631248,0022500647,2026-01-24,BOS @ CHI,L,6,1,3,0.333,0,1,0.0,0,0,0.0,1,2,3,0,0,0,0,1,2,1,1
22025,1631248,0022500660,2026-01-26,BOS vs. POR,W,13,1,2,0.5,0,0,0.0,0,0,0.0,2,3,5,0,0,0,1,3,2,-12,1
22025,1631248,0022500673,2026-01-28,BOS vs. ATL,L,17,1,5,0.2,0,3,0.0,4,5,0.8,1,2,3,4,0,0,0,0,6,11,1
22025,1631248,0022500689,2026-01-30,BOS vs. SAC,W,31,6,10,0.6,4,7,0.571,0,0,0.0,1,4,5,1,1,0,0,2,16,25,1
22025,1631248,0022500702,2026-02-01,BOS vs. MIL,W,13,0,2,0.0,0,1,0.0,0,0,0.0,1,3,4,0,0,0,0,0,0,13,1
22025,1631248,0022500721,2026-02-03,BOS @ DAL,W,28,1,5,0.2,1,3,0.333,0,0,0.0,1,6,7,3,1,1,0,2,3,16,1
22025,1631248,0022500728,2026-02-04,BOS @ HOU,W,23,5,10,0.5,3,8,0.375,2,2,1.0,1,9,10,4,1,0,2,3,15,7,1
22025,1631248,0022500741,2026-02-06,BOS vs. MIA,W,19,2,4,0.5,1,3,0.333,0,0,0.0,0,7,7,2,1,1,0,0,5,17,1
22025,1631248,0022500757,2026-02-08,BOS vs. NYK,L,29,3,8,0.375,2,7,0.286,2,2,1.0,2,11,13,5,0,0,1,1,10,1,1
22025,1631248,0022500778,2026-02-11,BOS vs. CHI,W,24,4,7,0.571,2,5,0.4,0,0,0.0,1,4,5,1,1,0,0,1,10,-7,1
