SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22025,1627759,0022500083,2025-10-22,BOS vs. PHI,L,36,9,18,0.5,2,4,0.5,5,6,0.833,0,6,6,4,0,0,2,4,25,0,1
22025,1627759,0022500018,2025-10-24,BOS @ NYK,L,35,9,18,0.5,3,7,0.429,2,4,0.5,0,4,4,3,1,1,7,5,23,-14,1
22025,1627759,0022500106,2025-10-26,BOS @ DET,L,35,12,25,0.48,5,9,0.556,12,15,0.8,2,4,6,4,0,0,4,3,41,-1,1
22025,1627759,0022500117,2025-10-27,BOS @ NOP,W,24,5,9,0.556,1,3,0.333,4,6,0.667,0,7,7,4,0,0,3,5,15,4,1
22025,1627759,0022500128,2025-10-29,BOS vs. CLE,W,32,12,20,0.6,4,9,0.444,2,2,1.0,0,5,5,4,1,1,2,4,30,20,1
22025,1627759,0022500021,2025-10-31,BOS @ PHI,W,32,13,19,0.684,4,7,0.571,2,3,0.667,1,2,3,6,1,1,5,4,32,-11,1
22025,1627759,0022500146,2025-11-01,BOS vs. HOU,L,22,6,14,0.429,0,2,0.0,0,0,0.0,0,2,2,5,1,0,5,3,12,-20,1
22025,1627759,0022500158,2025-11-03,BOS vs. UTA,L,38,13,28,0.464,0,9,0.0,10,11,0.909,1,1,2,4,2,0,3,3,36,21,1
22025,1627759,0022500174,2025-11-05,BOS vs. WAS,W,26,13,21,0.619,2,4,0.5,7,9,0.778,1,4,5,5,1,0,1,2,35,11,1
22025,1627759,0022500028,2025-11-07,BOS @ ORL,L,36,15,28,0.536,1,6,0.167,1,2,0.5,0,9,9,3,1,0,4,3,32,-21,1
22025,1627759,0022500193,2025-11-09,BOS @ ORL,W,34,10,24,0.417,1,4,0.25,6,7,0.857,1,4,5,1,1,1,4,4,27,-17,1
22025,1627759,0022500209,2025-11-11,BOS @ PHI,L,35,8,18,0.444,1,3,0.333,7,8,0.875,1,5,6,5,0,0,2,2,24,-5,1
22025,1627759,0022500216,2025-11-12,BOS vs. MEM,W,25,8,16,0.5,2,5,0.4,1,2,0.5,3,3,6,6,0,0,2,2,19,29,1
22025,1627759,0022500233,2025-11-16,BOS vs. LAC,W,39,14,33,0.424,1,7,0.143,4,7,0.571,3,10,13,3,2,1,1,1,33,22,1
22025,1627759,0022500250,2025-11-18,BOS @ BKN,W,32,9,19,0.474,3,7,0.429,8,10,0.8,1,3,4,4,1,0,8,2,29,2,1
22025,1627759,0022500049,2025-11-21,BOS vs. BKN,L,32,9,18,0.5,1,4,0.25,7,9,0.778,1,7,8,4,2,0,3,5,26,-4,1
22025,1627759,0022500277,2025-11-23,BOS vs. ORL,W,37,14,26,0.538,2,6,0.333,5,7,0.714,1,3,4,8,1,0,1,3,35,12,1
22025,1627759,0022500060,2025-11-26,BOS vs. DET,W,34,12,32,0.375,2,7,0.286,7,8,0.875,3,7,10,5,2,2,5,4,33,-9,1
22025,1627759,0022500293,2025-11-29,BOS @ MIN,L,39,17,32,0.531,5,11,0.455,2,4,0.5,2,4,6,7,5,1,4,3,41,1,1
22025,1627759,0022500302,2025-11-30,BOS @ CLE,W,38,3,13,0.231,1,4,0.25,12,16,0.75,1,11,12,11,1,0,6,3,19,16,1
22025,1627759,0022500320,2025-12-02,BOS vs. NYK,W,40,16,24,0.667,2,6,0.333,8,9,0.889,0,4,4,4,1,0,4,3,42,15,1
22025,1627759,0022500338,2025-12-05,BOS vs. LAL,W,34,10,22,0.455,3,7,0.429,7,9,0.778,1,7,8,8,1,0,3,3,30,12,1
22025,1627759,0022500358,2025-12-07,BOS @ TOR,W,39,9,19,0.474,3,4,0.75,9,9,1.0,4,4,8,5,1,1,3,1,30,18,1
22025,1627759,0022501206,2025-12-11,BOS @ MIL,L,29,10,17,0.588,2,4,0.5,8,9,0.889,1,2,3,3,0,0,4,3,30,-15,1
22025,1627759,0022501222,2025-12-15,BOS vs. DET,L,40,13,25,0.52,1,5,0.2,7,14,0.5,4,4,8,7,1,3,4,2,34,-6,1
22025,1627759,0022500381,2025-12-19,BOS vs. MIA,W,35,9,18,0.5,2,4,0.5,10,11,0.909,0,9,9,7,1,0,5,3,30,8,1
