SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22025,203084,0022500004,2025-10-22,SAS @ DAL,W,30,3,7,0.429,1,3,0.333,0,0,0.0,0,2,2,1,0,0,2,2,7,27,1
22025,203084,0022500095,2025-10-24,SAS @ NOP,W,34,2,5,0.4,1,3,0.333,2,2,1.0,0,1,1,5,1,2,0,2,7,12,1
22025,203084,0022500105,2025-10-26,SAS vs. BKN,W,25,2,9,0.222,0,5,0.0,0,0,0.0,3,0,3,1,0,0,2,1,4,-6,1
22025,203084,0022500118,2025-10-27,SAS vs. TOR,W,32,6,7,0.857,4,5,0.8,2,2,1.0,0,0,0,5,1,0,3,2,18,12,1
22025,203084,0022500141,2025-10-30,SAS vs. MIA,W,31,3,8,0.375,2,6,0.333,2,2,1.0,0,2,2,2,2,0,2,2,10,-15,1
22025,203084,0022500154,2025-11-02,SAS @ PHX,L,27,3,6,0.5,3,6,0.5,4,4,1.0,2,2,4,2,1,0,1,1,13,-25,1
22025,203084,0022500179,2025-11-05,SAS @ LAL,L,28,4,6,0.667,4,6,0.667,2,2,1.0,1,5,6,3,0,0,0,6,14,0,1
22025,203084,0022500032,2025-11-07,SAS vs. HOU,W,39,8,11,0.727,6,9,0.667,2,2,1.0,1,4,5,2,2,0,3,4,24,18,1
22025,203084,0022500188,2025-11-08,SAS vs. NOP,W,28,6,8,0.75,3,5,0.6,0,0,0.0,0,2,2,0,0,0,1,1,15,-5,1
22025,203084,0022500202,2025-11-10,SAS @ CHI,W,28,2,4,0.5,1,2,0.5,2,3,0.667,0,3,3,2,1,1,1,1,7,11,1
22025,203084,0022500220,2025-11-12,SAS vs. GSW,L,25,4,9,0.444,3,6,0.5,0,0,0.0,0,2,2,0,3,1,2,1,11,-5,1
22025,203084,0022500047,2025-11-14,SAS vs. GSW,L,28,2,5,0.4,1,4,0.25,2,2,1.0,1,3,4,1,1,0,2,1,7,7,1
22025,203084,0022500234,2025-11-16,SAS vs. SAC,W,30,7,11,0.636,3,6,0.5,3,4,0.75,0,2,2,3,2,0,0,0,20,16,1
22025,203084,0022500252,2025-11-18,SAS vs. MEM,W,32,9,14,0.643,4,8,0.5,1,1,1.0,0,5,5,3,1,0,0,1,23,3,1
22025,203084,0022500267,2025-11-20,SAS vs. ATL,W,34,5,13,0.385,2,8,0.25,4,4,1.0,0,5,5,2,0,0,1,0,16,3,1
22025,203084,0022500281,2025-11-23,SAS @ PHX,L,35,5,11,0.455,0,2,0.0,1,2,0.5,2,1,3,3,1,0,1,1,11,1,1
22025,203084,0022500067,2025-11-26,SAS @ POR,W,36,5,11,0.455,2,5,0.4,1,2,0.5,3,2,5,0,3,0,1,2,13,4,1
22025,203084,0022500076,2025-11-28,SAS @ DEN,W,31,4,11,0.364,1,6,0.167,1,1,1.0,2,1,3,5,1,0,2,5,10,-3,1
22025,203084,0022500306,2025-11-30,SAS @ MIN,L,29,2,9,0.222,1,4,0.25,0,0,0.0,2,3,5,0,1,0,1,0,5,-6,1
22025,203084,0022500322,2025-12-02,SAS vs. MEM,W,36,10,20,0.5,7,12,0.583,4,5,0.8,1,4,5,5,1,0,1,0,31,9,1
