SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22025,1642883,0022500080,2025-10-22,CHA vs. BKN,W,17,1,3,0.333,0,1,0.0,0,0,0.0,1,3,4,2,0,1,0,2,2,3,1
22025,1642883,0022500102,2025-10-25,CHA @ PHI,L,19,4,5,0.8,2,2,1.0,0,0,0.0,1,1,2,1,0,0,1,0,10,3,1
22025,1642883,0022500109,2025-10-26,CHA @ WAS,W,20,4,7,0.571,3,4,0.75,2,2,1.0,0,0,0,3,2,1,0,0,13,13,1
22025,1642883,0022500124,2025-10-28,CHA @ MIA,L,23,2,2,1.0,2,2,1.0,2,2,1.0,1,2,3,0,1,0,0,0,8,-18,1
22025,1642883,0022500138,2025-10-30,CHA vs. ORL,L,28,3,5,0.6,1,2,0.5,1,1,1.0,0,4,4,1,1,0,2,2,8,-9,1
22025,1642883,0022500143,2025-11-01,CHA vs. MIN,L,27,2,3,0.667,2,2,1.0,2,2,1.0,0,2,2,0,0,0,0,1,8,11,1
22025,1642883,0022500150,2025-11-02,CHA vs. UTA,W,29,6,8,0.75,3,5,0.6,0,0,0.0,0,5,5,3,0,0,0,4,15,27,1
22025,1642883,0022500168,2025-11-04,CHA @ NOP,L,31,1,4,0.25,1,2,0.5,3,4,0.75,0,5,5,2,1,1,2,3,6,-7,1
22025,1642883,0022500033,2025-11-07,CHA @ MIA,L,33,4,8,0.5,1,5,0.2,1,1,1.0,0,2,2,1,0,0,3,2,10,-22,1
22025,1642883,0022500198,2025-11-10,CHA vs. LAL,L,25,2,5,0.4,2,3,0.667,1,2,0.5,0,1,1,1,0,1,2,2,7,-15,1
22025,1642883,0022500213,2025-11-12,CHA vs. MIL,W,30,1,5,0.2,0,1,0.0,2,2,1.0,0,2,2,1,0,0,0,1,4,18,1
22025,1642883,0022500043,2025-11-14,CHA @ MIL,L,42,4,10,0.4,2,7,0.286,2,3,0.667,2,5,7,3,5,0,2,2,12,-11,1
22025,1642883,0022500229,2025-11-15,CHA vs. OKC,L,26,1,7,0.143,1,5,0.2,0,0,0.0,0,2,2,1,0,0,0,2,3,-10,1
22025,1642883,0022500245,2025-11-17,CHA @ TOR,L,25,0,4,0.0,0,4,0.0,0,0,0.0,0,5,5,2,1,1,2,2,0,-4,1
