player,team,prop_type,actual,PTS,REB,AST,BLK,STL,TO,FGM,FGA,3PM,3PA,3PT,FTM,FTA,2PM,2PA,OREB,DREB,PF,MIN
Jalen Johnson,ATL,Fantasy Score,71.0,35.0,10.0,7.0,0.0,2.0,5.0,12.0,19.0,2.0,4.0,2.0,9.0,9.0,10.0,15.0,2.0,8.0,2.0,39.0
Michael Porter Jr.,BKN,Fantasy Score,64.8,30.0,13.0,1.0,1.0,2.0,2.0,10.0,25.0,3.0,12.0,3.0,7.0,7.0,7.0,13.0,2.0,11.0,2.0,39.0
Giannis Antetokounmpo,MIL,Fantasy Score,61.8,27.0,9.0,8.0,0.0,4.0,2.0,9.0,14.0,0.0,2.0,0.0,9.0,15.0,9.0,12.0,1.0,8.0,1.0,27.0
Paolo Banchero,ORL,Fantasy Score,56.8,25.0,15.0,3.0,0.0,0.0,5.0,10.0,18.0,1.0,5.0,1.0,4.0,4.0,9.0,13.0,2.0,13.0,3.0,35.0
Anthony Edwards,MIN,Fantasy Score,55.8,34.0,3.0,2.0,2.0,2.0,0.0,8.0,18.0,5.0,9.0,5.0,13.0,14.0,3.0,9.0,1.0,2.0,3.0,32.0
Jalen Duren,DET,Fantasy Score,55.5,17.0,14.0,2.0,3.0,1.0,1.0,7.0,19.0,0.0,0.0,0.0,3.0,4.0,7.0,19.0,6.0,8.0,1.0,32.0
Gui Santos,GS,Fantasy Score,55.2,22.0,11.0,3.0,0.0,2.0,1.0,8.0,19.0,2.0,9.0,2.0,4.0,6.0,6.0,10.0,3.0,8.0,2.0,37.0
Ryan Rollins,MIL,Fantasy Score,54.8,13.0,11.0,8.0,2.0,1.0,4.0,5.0,15.0,3.0,9.0,3.0,0.0,0.0,2.0,6.0,1.0,10.0,1.0,40.0
Kyle Filipowski,UTAH,Fantasy Score,52.8,14.0,11.0,6.0,2.0,1.0,2.0,4.0,11.0,1.0,5.0,1.0,5.0,5.0,3.0,6.0,3.0,8.0,4.0,34.0
Tyrese Maxey,PHI,Fantasy Score,52.5,31.0,2.0,5.0,0.0,4.0,5.0,12.0,22.0,3.0,7.0,3.0,4.0,4.0,9.0,15.0,0.0,2.0,3.0,38.0
Jalen Johnson,ATL,Pts+Rebs+Asts,52.0,35.0,10.0,7.0,0.0,2.0,5.0,12.0,19.0,2.0,4.0,2.0,9.0,9.0,10.0,15.0,2.0,8.0,2.0,39.0
Jalen Johnson,ATL,PRA,52.0,35.0,10.0,7.0,0.0,2.0,5.0,12.0,19.0,2.0,4.0,2.0,9.0,9.0,10.0,15.0,2.0,8.0,2.0,39.0
Bennedict Mathurin,LAC,Fantasy Score,48.5,21.0,10.0,1.0,1.0,1.0,2.0,6.0,15.0,0.0,3.0,0.0,9.0,9.0,6.0,12.0,3.0,7.0,2.0,35.0
Shai Gilgeous-Alexander,OKC,Fantasy Score,47.8,27.0,5.0,5.0,1.0,1.0,4.0,6.0,15.0,1.0,4.0,1.0,14.0,15.0,5.0,11.0,0.0,5.0,1.0,35.0
Ty Jerome,MEM,Fantasy Score,47.0,23.0,2.0,7.0,0.0,3.0,1.0,7.0,17.0,2.0,5.0,2.0,7.0,8.0,5.0,12.0,1.0,1.0,5.0,25.0
