proj_id,player_id,player,team,pp_team,pp_opp_team,pp_game_id,pos,stat_type,line,odds_type,start_time,league_id
10050119,277929,Chance Westry,UAB,UAB,MEM,129747,G,Fantasy Score,29.0,standard,2026-02-22T12:00:00.000-05:00,20
10048659,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Pts+Rebs+Asts,25.5,demon,2026-02-22T12:00:00.000-05:00,20
10050120,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Fantasy Score,25.0,standard,2026-02-22T12:00:00.000-05:00,20
10049236,277929,Chance Westry,UAB,UAB,MEM,129747,G,Pts+Rebs+Asts,24.5,standard,2026-02-22T12:00:00.000-05:00,20
10048636,302243,Curtis Givens,MEM,MEM,UAB,129747,G,Pts+Rebs+Asts,23.5,demon,2026-02-22T12:00:00.000-05:00,20
10048658,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Pts+Rebs+Asts,23.5,demon,2026-02-22T12:00:00.000-05:00,20
10048686,278349,Dug McDaniel,MEM,MEM,UAB,129747,G,Pts+Rebs+Asts,22.5,demon,2026-02-22T12:00:00.000-05:00,20
10048634,302243,Curtis Givens,MEM,MEM,UAB,129747,G,Pts+Rebs+Asts,21.5,demon,2026-02-22T12:00:00.000-05:00,20
10048657,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Pts+Rebs+Asts,21.5,demon,2026-02-22T12:00:00.000-05:00,20
10050118,278349,Dug McDaniel,MEM,MEM,UAB,129747,G,Fantasy Score,21.5,standard,2026-02-22T12:00:00.000-05:00,20
10048608,277929,Chance Westry,UAB,UAB,MEM,129747,G,Points,20.5,demon,2026-02-22T12:00:00.000-05:00,20
10048684,278349,Dug McDaniel,MEM,MEM,UAB,129747,G,Pts+Rebs+Asts,20.5,demon,2026-02-22T12:00:00.000-05:00,20
10049277,277929,Chance Westry,UAB,UAB,MEM,129747,G,Pts+Asts,20.5,standard,2026-02-22T12:00:00.000-05:00,20
10050117,302243,Curtis Givens,MEM,MEM,UAB,129747,G,Fantasy Score,20.0,standard,2026-02-22T12:00:00.000-05:00,20
10048635,302243,Curtis Givens,MEM,MEM,UAB,129747,G,Pts+Rebs+Asts,19.5,demon,2026-02-22T12:00:00.000-05:00,20
10048656,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Pts+Rebs+Asts,19.0,standard,2026-02-22T12:00:00.000-05:00,20
10048607,277929,Chance Westry,UAB,UAB,MEM,129747,G,Points,18.5,demon,2026-02-22T12:00:00.000-05:00,20
10048610,277929,Chance Westry,UAB,UAB,MEM,129747,G,Pts+Rebs,18.5,standard,2026-02-22T12:00:00.000-05:00,20
10048685,278349,Dug McDaniel,MEM,MEM,UAB,129747,G,Pts+Rebs+Asts,18.5,demon,2026-02-22T12:00:00.000-05:00,20
10048629,302243,Curtis Givens,MEM,MEM,UAB,129747,G,Points,17.5,demon,2026-02-22T12:00:00.000-05:00,20
10048633,302243,Curtis Givens,MEM,MEM,UAB,129747,G,Pts+Rebs+Asts,17.5,standard,2026-02-22T12:00:00.000-05:00,20
10048660,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Pts+Rebs+Asts,17.5,goblin,2026-02-22T12:00:00.000-05:00,20
10048606,277929,Chance Westry,UAB,UAB,MEM,129747,G,Points,16.5,demon,2026-02-22T12:00:00.000-05:00,20
10048654,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Points,16.5,demon,2026-02-22T12:00:00.000-05:00,20
10048628,302243,Curtis Givens,MEM,MEM,UAB,129747,G,Points,15.5,demon,2026-02-22T12:00:00.000-05:00,20
10048637,302243,Curtis Givens,MEM,MEM,UAB,129747,G,Pts+Rebs+Asts,15.5,goblin,2026-02-22T12:00:00.000-05:00,20
10050467,278349,Dug McDaniel,MEM,MEM,UAB,129747,G,Pts+Rebs+Asts,15.5,goblin,2026-02-22T12:00:00.000-05:00,20
10048605,277929,Chance Westry,UAB,UAB,MEM,129747,G,Points,14.5,standard,2026-02-22T12:00:00.000-05:00,20
10048631,302243,Curtis Givens,MEM,MEM,UAB,129747,G,Pts+Asts,14.5,standard,2026-02-22T12:00:00.000-05:00,20
10048632,302243,Curtis Givens,MEM,MEM,UAB,129747,G,Pts+Rebs,14.5,standard,2026-02-22T12:00:00.000-05:00,20
10048652,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Points,14.5,demon,2026-02-22T12:00:00.000-05:00,20
10048683,278349,Dug McDaniel,MEM,MEM,UAB,129747,G,Pts+Asts,14.5,standard,2026-02-22T12:00:00.000-05:00,20
10048687,278349,Dug McDaniel,MEM,MEM,UAB,129747,G,Pts+Rebs+Asts,14.5,goblin,2026-02-22T12:00:00.000-05:00,20
10048627,302243,Curtis Givens,MEM,MEM,UAB,129747,G,Points,13.5,demon,2026-02-22T12:00:00.000-05:00,20
10048680,278349,Dug McDaniel,MEM,MEM,UAB,129747,G,Points,13.5,demon,2026-02-22T12:00:00.000-05:00,20
10048609,277929,Chance Westry,UAB,UAB,MEM,129747,G,Points,12.5,goblin,2026-02-22T12:00:00.000-05:00,20
10048653,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Points,12.5,demon,2026-02-22T12:00:00.000-05:00,20
10048679,278349,Dug McDaniel,MEM,MEM,UAB,129747,G,Points,12.5,demon,2026-02-22T12:00:00.000-05:00,20
10053674,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Pts+Asts,12.5,demon,2026-02-22T12:00:00.000-05:00,20
10048626,302243,Curtis Givens,MEM,MEM,UAB,129747,G,Points,11.5,standard,2026-02-22T12:00:00.000-05:00,20
10048681,278349,Dug McDaniel,MEM,MEM,UAB,129747,G,Points,11.5,demon,2026-02-22T12:00:00.000-05:00,20
10048651,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Points,10.5,standard,2026-02-22T12:00:00.000-05:00,20
10048678,278349,Dug McDaniel,MEM,MEM,UAB,129747,G,Points,10.0,standard,2026-02-22T12:00:00.000-05:00,20
10048630,302243,Curtis Givens,MEM,MEM,UAB,129747,G,Points,9.5,goblin,2026-02-22T12:00:00.000-05:00,20
10048662,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Rebounds,9.5,demon,2026-02-22T12:00:00.000-05:00,20
10049313,277929,Chance Westry,UAB,UAB,MEM,129747,G,Rebs+Asts,9.5,standard,2026-02-22T12:00:00.000-05:00,20
10048655,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Points,8.5,goblin,2026-02-22T12:00:00.000-05:00,20
10048661,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Rebounds,8.5,demon,2026-02-22T12:00:00.000-05:00,20
10048682,278349,Dug McDaniel,MEM,MEM,UAB,129747,G,Points,8.5,goblin,2026-02-22T12:00:00.000-05:00,20
10050134,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Rebs+Asts,8.5,demon,2026-02-22T12:00:00.000-05:00,20
10049314,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Rebs+Asts,8.0,standard,2026-02-22T12:00:00.000-05:00,20
10048663,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Rebounds,7.5,demon,2026-02-22T12:00:00.000-05:00,20
10049168,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Rebounds,7.0,standard,2026-02-22T12:00:00.000-05:00,20
10049312,278349,Dug McDaniel,MEM,MEM,UAB,129747,G,Rebs+Asts,7.0,standard,2026-02-22T12:00:00.000-05:00,20
10048613,277929,Chance Westry,UAB,UAB,MEM,129747,G,Rebounds,6.5,demon,2026-02-22T12:00:00.000-05:00,20
10048665,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Rebounds,6.5,goblin,2026-02-22T12:00:00.000-05:00,20
10048675,278349,Dug McDaniel,MEM,MEM,UAB,129747,G,Assists,6.5,demon,2026-02-22T12:00:00.000-05:00,20
10048691,278349,Dug McDaniel,MEM,MEM,UAB,129747,G,Rebs+Asts,6.5,goblin,2026-02-22T12:00:00.000-05:00,20
10048612,277929,Chance Westry,UAB,UAB,MEM,129747,G,Rebounds,5.5,demon,2026-02-22T12:00:00.000-05:00,20
10048641,302243,Curtis Givens,MEM,MEM,UAB,129747,G,Rebs+Asts,5.5,goblin,2026-02-22T12:00:00.000-05:00,20
10048664,302244,Daniel Rivera,UAB,UAB,MEM,129747,F,Rebounds,5.5,goblin,2026-02-22T12:00:00.000-05:00,20
10048674,278349,Dug McDaniel,MEM,MEM,UAB,129747,G,Assists,5.5,demon,2026-02-22T12:00:00.000-05:00,20
10048611,277929,Chance Westry,UAB,UAB,MEM,129747,G,Rebounds,4.5,demon,2026-02-22T12:00:00.000-05:00,20
10048624,302243,Curtis Givens,MEM,MEM,UAB,129747,G,Assists,4.5,demon,2026-02-22T12:00:00.000-05:00,20
