player,team,prop_type,actual,PTS,REB,AST,BLK,STL,TO,FGM,FGA,3PM,3PA,3PT,FTM,FTA,2PM,2PA,OREB,DREB,PF,MIN
Eduardo Klafke,MISS,3-PT Made,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,4.0,2.0,18.0
Pablo Tamba,LSU,Steals,0.0,6.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,4.0,2.0,5.0,3.0,1.0,4.0,30.0
Pablo Tamba,LSU,3-PT Attempted,0.0,6.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,4.0,2.0,5.0,3.0,1.0,4.0,30.0
Pablo Tamba,LSU,3-PT Made,0.0,6.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,4.0,2.0,5.0,3.0,1.0,4.0,30.0
Mike Nwoko,LSU,3-PT Attempted,0.0,16.0,12.0,2.0,0.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,6.0,8.0,5.0,9.0,3.0,9.0,3.0,35.0
Mike Nwoko,LSU,3-PT Made,0.0,16.0,12.0,2.0,0.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,6.0,8.0,5.0,9.0,3.0,9.0,3.0,35.0
Mike Nwoko,LSU,Steals,0.0,16.0,12.0,2.0,0.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,6.0,8.0,5.0,9.0,3.0,9.0,3.0,35.0
Mike Nwoko,LSU,Blocked Shots,0.0,16.0,12.0,2.0,0.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,6.0,8.0,5.0,9.0,3.0,9.0,3.0,35.0
Max Mackinnon,LSU,Steals,0.0,28.0,4.0,1.0,0.0,0.0,3.0,11.0,17.0,2.0,6.0,2.0,4.0,6.0,9.0,11.0,2.0,2.0,4.0,33.0
Max Mackinnon,LSU,Blocked Shots,0.0,28.0,4.0,1.0,0.0,0.0,3.0,11.0,17.0,2.0,6.0,2.0,4.0,6.0,9.0,11.0,2.0,2.0,4.0,33.0
Mike Nwoko,LSU,Blks+Stls,0.0,16.0,12.0,2.0,0.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,6.0,8.0,5.0,9.0,3.0,9.0,3.0,35.0
AJ Storr,MISS,Defensive Rebounds,0.0,18.0,0.0,1.0,1.0,2.0,0.0,6.0,12.0,0.0,1.0,0.0,6.0,6.0,6.0,11.0,0.0,0.0,1.0,29.0
AJ Storr,MISS,Offensive Rebounds,0.0,18.0,0.0,1.0,1.0,2.0,0.0,6.0,12.0,0.0,1.0,0.0,6.0,6.0,6.0,11.0,0.0,0.0,1.0,29.0
AJ Storr,MISS,3-PT Made,0.0,18.0,0.0,1.0,1.0,2.0,0.0,6.0,12.0,0.0,1.0,0.0,6.0,6.0,6.0,11.0,0.0,0.0,1.0,29.0
AJ Storr,MISS,Turnovers,0.0,18.0,0.0,1.0,1.0,2.0,0.0,6.0,12.0,0.0,1.0,0.0,6.0,6.0,6.0,11.0,0.0,0.0,1.0,29.0
AJ Storr,MISS,Rebounds,0.0,18.0,0.0,1.0,1.0,2.0,0.0,6.0,12.0,0.0,1.0,0.0,6.0,6.0,6.0,11.0,0.0,0.0,1.0,29.0
Miles Ndalama,FAMU,Personal Fouls,0.0,8.0,6.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,6.0,2.0,4.0,1.0,5.0,0.0,24.0
