Sport,tier,rank_score,player,team,opp,prop_label,pick_type,line,bet_direction,edge,proj,hit_rate,L5 Avg,Szn Avg,L5 Over,L5 Under,opp_def_tier,game_time,prop_norm,espn_athlete_id
CBB,A,1.2,Kevin Overton,AUB,MSST,Points,Goblin,12.5,OVER,3.768999999999998,16.269,0.55,18.2,14.095,3,2,,03/11 03:00PM,pts,
CBB,A,1.2,Derrian Ford,TEM,FAU,Points,Goblin,15.5,OVER,3.1752,18.6752,0.8,18.8,18.476,4,1,,03/11 09:30PM,pts,
CBB,A,1.2,Kam Woods,USC,WASH,Assists,Goblin,2.5,OVER,2.4194,4.9194,0.95,5.2,3.947,5,0,,03/11 02:30PM,ast,
CBB,A,1.2,Jaylin Sellers,PROV,BUT,Fantasy Score,Goblin,25.5,OVER,3.085000000000001,28.585,0.75,28.28,27.195,4,1,,03/11 04:05PM,fantasy score,
CBB,A,1.2,Dug McDaniel,MEM,TULN,Fantasy Score,Goblin,24.5,OVER,6.550000000000001,31.05,0.85,33.96,28.8,5,0,,03/11 07:05PM,fantasy score,
CBB,A,1.2,Vaughn Weems,NEV,AFA,Pts+Rebs+Asts,Goblin,14.5,OVER,5.059999999999999,19.56,0.6,22,15.95,3,2,,03/11 05:30PM,pra,
CBB,A,1.19,Denzel Aberdeen,UK,LSU,Assists,Goblin,2.5,OVER,1.898999999999999,4.398999999999999,1,4.8,3.545,5,0,,03/11 12:30PM,ast,
CBB,A,1.19,Tamin Lipsey,ISU,ASU,Points,Goblin,11.5,OVER,2.183599999999998,13.6836,0.75,14.4,12.318,4,1,,03/11 12:30PM,pts,
CBB,A,1.19,Michael Ajayi,BUT,PROV,Rebounds,Goblin,8.5,OVER,1.811000000000002,10.311,0.75,10,10.955,4,1,,03/11 04:00PM,reb,
CBB,A,1.19,Carey Booth,CSU,FRES,Points,Goblin,8.5,OVER,3.58,12.08,0.8,14,9.5,5,0,,03/11 09:00PM,pts,
CBB,A,1.19,Matas Vokietaitis,TEX,MISS,Fantasy Score,Goblin,22,OVER,5.264599999999998,27.2646,0.8,27.04,25.733,4,1,,03/11 07:05PM,fantasy score,
CBB,A,1.19,Elijah Price,NEV,AFA,Pts+Rebs+Asts,Goblin,19.5,OVER,3.985199999999999,23.4852,0.6499999999999999,23,23.476,3,2,,03/11 05:30PM,pra,
CBB,A,1.19,Cayden Charles,SBON,LAS,Fantasy Score,Goblin,23.5,OVER,8.063399999999998,31.5634,0.8,32.96,30.162,4,1,,03/11 11:35AM,fantasy score,
CBB,A,1.19,Elijah Price,NEV,AFA,Fantasy Score,Goblin,23.5,OVER,6.184200000000001,29.6842,0.55,28.48,32.986,2,3,,03/11 05:35PM,fantasy score,
CBB,A,1.18,Dailyn Swain,TEX,MISS,Fantasy Score,Goblin,30,OVER,6.148800000000001,36.1488,0.8,35.86,36.329,4,1,,03/11 07:05PM,fantasy score,
CBB,A,1.18,AJ Storr,MISS,TEX,Fantasy Score,Goblin,18,OVER,6.213799999999999,24.2138,0.7,22.74,24.859,3,2,,03/11 07:05PM,fantasy score,
CBB,A,1.18,Ace Buckner,CLEM,WAKE,Pts+Rebs+Asts,Goblin,13.5,OVER,2.726400000000002,16.2264,0.75,17.6,12.682,4,1,,03/11 09:30PM,pra,
CBB,A,1.18,Denzel Aberdeen,UK,LSU,Points,Goblin,11.5,OVER,2.581800000000001,14.0818,0.75,14.6,12.909,4,1,,03/11 12:30PM,pts,
CBB,A,1.18,Xzayvier Brown,OKLA,SCAR,Points,Goblin,11.5,OVER,3.8264,15.3264,0.75,15.4,16.682,4,1,,03/11 09:30PM,pts,
CBB,A,1.17,Jaron Pierre,SMU,LOU,Fantasy Score,Goblin,22.5,OVER,9.587199999999996,32.0872,0.8500000000000001,33.16,27.991,4,1,,03/11 02:35PM,fantasy score,
CBB,A,1.17,Ilias Kamardine,MISS,TEX,Assists,Goblin,1.5,OVER,2.15,3.65,0.75,3.8,3.5,4,1,,03/11 07:00PM,ast,
CBB,A,1.17,Dylan Andrews,BSU,SJSU,Points,Goblin,11.5,OVER,3.428999999999998,14.929,0.75,15,12.545,4,1,,03/11 11:30PM,pts,
CBB,A,1.17,NJ Benson,DEP,GTWN,Points,Goblin,10.5,OVER,4.2172,14.7172,0.75,15.6,11.636,4,1,,03/11 09:00PM,pts,
CBB,A,1.17,Marquel Sutton,LSU,UK,Points,Goblin,7.5,OVER,4.2018,11.7018,0.7,10,13.409,3,2,,03/11 12:30PM,pts,
CBB,A,1.17,Patton Pinkins,MISS,TEX,Pts+Rebs+Asts,Goblin,11.5,OVER,3.702800000000002,15.2028,0.75,16.6,13.364,4,1,,03/11 07:00PM,pra,
CBB,A,1.17,Andre Mills,MD,IOWA,Fantasy Score,Goblin,16,OVER,10.1328,26.1328,0.95,26.86,21.364,5,0,,03/11 12:05PM,fantasy score,
CBB,A,1.17,Otega Oweh,UK,LSU,Assists,Goblin,1.5,OVER,1.6846,3.1846,1,3.4,2.773,5,0,,03/11 12:30PM,ast,
CBB,A,1.17,Pablo Tamba,LSU,UK,Pts+Rebs+Asts,Goblin,15.5,OVER,5.151800000000001,20.6518,0.9,22.8,17.909,5,0,,03/11 12:30PM,pra,
CBB,A,1.17,Otega Oweh,UK,LSU,Points,Goblin,19.5,OVER,2.369,21.869,0.8,22.4,20.045,4,1,,03/11 12:30PM,pts,
CBB,A,1.17,Aiden Tobiason,TEM,FAU,Pts+Rebs+Asts,Goblin,20.5,OVER,3.653600000000001,24.1536,0.85,25.6,21.818,5,0,,03/11 09:30PM,pra,
CBB,A,1.16,Elijah Price,NEV,AFA,Points,Standard,12.5,OVER,2.2628,14.7628,0.6499999999999999,14.8,13.714,3,2,,03/11 05:30PM,pts,
CBB,A,1.16,Drayton Jones,BUT,PROV,Assists,Goblin,0.5,OVER,1.35,1.85,0.95,2.2,1.5,5,0,,03/11 04:00PM,ast,
CBB,A,1.16,David Coit,MD,IOWA,Pts+Asts,Standard,16.5,UNDER,-3.091799999999999,13.4082,0.7,11.6,16.591,1,4,,03/11 12:00PM,pa,
CBB,A,1.16,Cameron Corhen,PITT,NCST,Points,Goblin,12.5,OVER,3.144600000000001,15.6446,0.75,17,12.773,4,1,,03/11 12:00PM,pts,
CBB,A,1.16,Damarion Dennis,WYO,UNLV,Fantasy Score,Goblin,21,OVER,1.811999999999998,22.812,0.75,22.86,19.605,4,1,,03/11 03:05PM,fantasy score,
CBB,A,1.16,Matas Vokietaitis,TEX,MISS,Pts+Rebs+Asts,Goblin,21.5,OVER,3.095799999999997,24.5958,0.8500000000000001,24.4,23.429,4,1,,03/11 07:00PM,pra,
CBB,A,1.16,Ilias Kamardine,MISS,TEX,Points,Goblin,8.5,OVER,3.224599999999999,11.7246,0.6,13,9.773,3,2,,03/11 07:00PM,pts,
CBB,A,1.16,Patton Pinkins,MISS,TEX,Points,Goblin,8.5,OVER,3.203600000000002,11.7036,0.6,12.8,10.318,3,2,,03/11 07:00PM,pts,
CBB,A,1.16,Derrian Ford,TEM,FAU,Pts+Rebs+Asts,Goblin,21.5,OVER,3.098600000000001,24.5986,0.8500000000000001,24.2,25.143,4,1,,03/11 09:30PM,pra,
CBB,A,1.16,Dug McDaniel,MEM,TULN,Points,Goblin,14.5,OVER,3.4374,17.9374,0.75,21.6,14.087,5,0,,03/11 07:00PM,pts,
CBB,A,1.16,Jase Butler,CSU,FRES,Pts+Rebs+Asts,Goblin,13.5,OVER,5.082800000000002,18.5828,0.85,20.8,14.364,5,0,,03/11 09:00PM,pra,
CBB,A,1.16,David Coit,MD,IOWA,Pts+Rebs+Asts,Standard,18.5,UNDER,-3.4872,15.0128,0.7,13.2,18.364,1,4,,03/11 12:00PM,pra,
CBB,A,1.15,Mike Nwoko,LSU,UK,Points,Goblin,9.5,OVER,3.616400000000001,13.1164,0.75,13.8,12.182,4,1,,03/11 12:30PM,pts,
CBB,A,1.15,Jalen Reece,LSU,UK,Assists,Goblin,3.5,OVER,2.4582,5.9582,0.9,6.8,4.091,5,0,,03/11 12:30PM,ast,
CBB,A,1.15,Chauncey Wiggins,FSU,CAL,Points,Goblin,11.5,OVER,4.097199999999999,15.5972,0.75,16.4,13.136,4,1,,03/11 07:00PM,pts,
CBB,A,1.15,Paul McNeil,NCST,PITT,3-PT Made,Standard,2.5,UNDER,-2.5,0,1,0,0,0,5,,03/11 12:00PM,3pm,
CBB,A,1.15,AJ Storr,MISS,TEX,Points,Goblin,13.5,OVER,2.838999999999999,16.339,0.6499999999999999,16,16.045,3,2,,03/11 07:00PM,pts,
CBB,A,1.15,Hannes Steinbach,WASH,USC,Points,Goblin,18.5,OVER,2.267199999999999,20.7672,0.8,21.6,18.636,4,1,,03/11 02:30PM,pts,
CBB,A,1.14,Anthony Roy,OKST,TCU,3-PT Made,Standard,2.5,UNDER,-2.5,0,1,0,0,0,5,,03/11 09:30PM,3pm,
CBB,A,1.14,Stefan Vaaks,PROV,BUT,Fantasy Score,Goblin,19,OVER,3.823599999999999,22.8236,0.6,22.3,24.453,3,2,,03/11 04:05PM,fantasy score,
CBB,A,1.14,Mike Nwoko,LSU,UK,Fantasy Score,Goblin,17,OVER,6.602599999999999,23.6026,0.75,25.08,22.418,4,1,,03/11 12:35PM,fantasy score,
CBB,A,1.14,Massamba Diop,ASU,ISU,Fantasy Score,Goblin,21,OVER,6.982999999999997,27.983,0.7,26.62,29.865,3,2,,03/11 12:35PM,fantasy score,
CBB,A,1.14,Ryan Conwell,LOU,SMU,3-PT Made,Standard,3.5,UNDER,-3.5,0,1,0,0,0,5,,03/11 02:30PM,3pm,
CBB,A,1.14,Jase Butler,CSU,FRES,Pts+Rebs+Asts,Goblin,14.5,OVER,4.082800000000002,18.5828,0.85,20.8,14.364,5,0,,03/11 09:00PM,pra,
CBB,A,1.14,Kevin Overton,AUB,MSST,Pts+Rebs+Asts,Goblin,16.5,OVER,4.037200000000002,20.5372,0.55,22.6,18.286,3,2,,03/11 03:00PM,pra,
CBB,A,1.14,Javan Buchanan,BSU,SJSU,Fantasy Score,Goblin,19,OVER,4.069600000000001,23.0696,0.75,24.08,20.438,4,1,,03/11 11:35PM,fantasy score,
CBB,A,1.13,Patton Pinkins,MISS,TEX,Pts+Rebs+Asts,Goblin,12.5,OVER,2.702800000000002,15.2028,0.75,16.6,13.364,4,1,,03/11 07:00PM,pra,
CBB,A,1.13,Cameron Corhen,PITT,NCST,Fantasy Score,Goblin,22,OVER,6.2866,28.2866,0.7,30.46,24.768,4,1,,03/11 12:05PM,fantasy score,
CBB,A,1.13,Justin Pippen,CAL,FSU,Fantasy Score,Goblin,22.5,OVER,6.754999999999999,29.255,0.7,27.72,31,3,2,,03/11 07:05PM,fantasy score,
CBB,A,1.13,Mike Nwoko,LSU,UK,Pts+Rebs,Goblin,14.5,OVER,5.2318,19.7318,0.75,21.2,17.909,4,1,,03/11 12:30PM,pr,
CBB,A,1.13,Elijah Price,NEV,AFA,Pts+Rebs,Standard,20.5,OVER,2.194200000000002,22.6942,0.6499999999999999,22.2,22.571,3,2,,03/11 05:30PM,pr,
CBB,A,1.13,Pablo Tamba,LSU,UK,Pts+Rebs+Asts,Goblin,16.5,OVER,4.151800000000001,20.6518,0.85,22.8,17.909,5,0,,03/11 12:30PM,pra,
CBB,A,1.12,Ven-Allen Lubin,NCST,PITT,Fantasy Score,Goblin,22,OVER,4.329000000000001,26.329,0.8500000000000001,25.38,27.5,4,1,,03/11 12:05PM,fantasy score,
CBB,A,1.12,Moustapha Thiam,CIN,UCF,Fantasy Score,Goblin,24.5,OVER,2.954000000000001,27.454,0.6,27.72,25.595,3,2,,03/11 03:05PM,fantasy score,
CBB,A,1.12,Kevin Overton,AUB,MSST,Pts+Rebs+Asts,Goblin,17.5,OVER,3.037200000000002,20.5372,0.55,22.6,18.286,3,2,,03/11 03:00PM,pra,
CBB,A,1.12,Mouhamed Dioubate,UK,LSU,Rebounds,Goblin,3.5,OVER,1.8458,5.3458,0.95,5.4,5.429,5,0,,03/11 12:30PM,reb,
CBB,A,1.12,Josh Hubbard,MSST,AUB,Fantasy Score,Goblin,28,OVER,3.869399999999999,31.8694,0.5,29.62,32.332,2,3,,03/11 03:05PM,fantasy score,
CBB,A,1.12,Jaylin Sellers,PROV,BUT,Pts+Rebs+Asts,Goblin,24.5,OVER,2.153399999999998,26.6534,0.7,27,24.667,4,1,,03/11 04:00PM,pra,
CBB,A,1.12,Filip Borovicanin,XAV,MARQ,Fantasy Score,Goblin,24.5,OVER,3.0002,27.5002,0.55,27.48,30.071,3,2,,03/11 06:35PM,fantasy score,
CBB,A,1.11,Malik Dia,MISS,TEX,Points,Goblin,12.5,OVER,3.548999999999999,16.049,0.55,17.4,14.545,3,2,,03/11 07:00PM,pts,
CBB,A,1.11,Tramon Mark,TEX,MISS,Points,Goblin,12.5,OVER,2.6152,15.1152,0.75,15.4,15.476,4,1,,03/11 07:00PM,pts,
CBB,A,1.11,Dra Gibbs-Lawhorn,UNLV,WYO,Fantasy Score,Goblin,30,OVER,8.731200000000001,38.7312,0.7,39.84,34.386,3,2,,03/11 03:05PM,fantasy score,
CBB,A,1.11,Ilias Kamardine,MISS,TEX,Pts+Rebs+Asts,Goblin,13.5,OVER,5.0564,18.5564,0.6,20,16.682,3,2,,03/11 07:00PM,pra,
CBB,A,1.11,Jayden Epps,MSST,AUB,Assists,Goblin,1.5,OVER,1.481,2.981,0.8500000000000001,3,2.455,4,1,,03/11 03:00PM,ast,
CBB,A,1.11,Hannes Steinbach,WASH,USC,Pts+Rebs+Asts,Goblin,32.5,OVER,2.117199999999997,34.6172,0.75,36.2,31.136,4,1,,03/11 02:30PM,pra,
CBB,A,1.1,Kanye Clary,OKST,TCU,Points,Goblin,9.5,OVER,3.371,12.871,0.7,14.4,10.955,4,1,,03/11 09:30PM,pts,
CBB,A,1.1,Kevin Overton,AUB,MSST,Points,Standard,14,OVER,2.268999999999998,16.269,0.55,18.2,14.095,3,2,,03/11 03:00PM,pts,
CBB,A,1.1,Jordan Pope,TEX,MISS,Pts+Rebs+Asts,Goblin,15.5,OVER,2.839600000000001,18.3396,0.7,19.6,17.048,4,1,,03/11 07:00PM,pra,
CBB,A,1.1,Drew Fielder,BSU,SJSU,Fantasy Score,Goblin,24.5,OVER,3.719400000000004,28.2194,0.7,30.12,25.477,4,1,,03/11 11:35PM,fantasy score,
CBB,A,1.1,Themus Fulks,UCF,CIN,Fantasy Score,Goblin,22.5,OVER,7.433999999999997,29.934,0.9,32.3,28.705,5,0,,03/11 03:05PM,fantasy score,
CBB,A,1.1,John Camden,CAL,FSU,3-PT Made,Standard,2.5,UNDER,-2.5,0,1,0,0,0,5,,03/11 07:00PM,3pm,
CBB,A,1.1,Nijel Pack,OKLA,SCAR,3-PT Made,Standard,2.5,UNDER,-2.5,0,1,0,0,0,5,,03/11 09:30PM,3pm,
CBB,A,1.1,Cayden Charles,SBON,LAS,Points,Goblin,11.5,OVER,2.940399999999999,14.4404,0.6499999999999999,14.6,13.952,3,2,,03/11 11:30AM,pts,
CBB,A,1.1,Hannes Steinbach,WASH,USC,Rebounds,Goblin,10.5,OVER,2.153600000000001,12.6536,0.75,13.4,11.318,4,1,,03/11 02:30PM,reb,
CBB,A,1.1,Barry Dunning,PITT,NCST,Points,Goblin,13.5,OVER,2.687200000000001,16.1872,0.8,18.6,13.136,5,0,,03/11 12:00PM,pts,
CBB,A,1.09,David Punch,TCU,OKST,Steals,Goblin,0.5,OVER,1.2672,1.7672,0.8,2,1.286,4,1,,03/11 09:30PM,stl,
CBB,A,1.09,Vyctorius Miller,OKST,TCU,Pts+Rebs+Asts,Standard,13.5,UNDER,-3.025400000000001,10.4746,0.75,9.2,13.773,1,4,,03/11 09:30PM,pra,
CBB,A,1.09,Lucas Hobin,AFA,NEV,Points,Goblin,8.5,OVER,3.34,11.84,0.6499999999999999,11.4,11.2,3,2,,03/11 05:30PM,pts,
CBB,A,1.09,Dasonte Bowen,SBON,LAS,Fantasy Score,Goblin,20,OVER,4.451000000000001,24.451,0.6499999999999999,23.26,26.35,3,2,,03/11 11:35AM,fantasy score,
CBB,A,1.09,Ryan Conwell,LOU,SMU,Fantasy Score,Goblin,26,OVER,3.299800000000001,29.2998,0.5,29.68,30.014,3,2,,03/11 02:35PM,fantasy score,
CBB,A,1.08,Kobe Knox,SCAR,OKLA,Points,Goblin,8.5,OVER,2.836399999999999,11.3364,0.6499999999999999,11,11.182,3,2,,03/11 09:30PM,pts,
CBB,A,1.08,Pablo Tamba,LSU,UK,Pts+Rebs+Asts,Goblin,17.5,OVER,3.151800000000001,20.6518,0.85,22.8,17.909,5,0,,03/11 12:30PM,pra,
CBB,A,1.08,Barry Dunning,PITT,NCST,Fantasy Score,Standard,27.5,OVER,3.903799999999997,31.4038,0.8,35.44,25.564,5,0,,03/11 12:00PM,fantasy score,
CBB,A,1.08,Otega Oweh,UK,LSU,Fantasy Score,Standard,33,OVER,3.8292,36.8292,0.7,38.78,34.441,4,1,,03/11 12:30PM,fantasy score,
CBB,A,1.08,Rowan Brumbaugh,TULN,MEM,Points,Standard,20.5,UNDER,-3.506399999999999,16.9936,0.8,16.4,18.318,1,4,,03/11 07:00PM,pts,
CBB,A,1.08,Ezra Ausar,USC,WASH,Pts+Asts,Standard,16.5,UNDER,-2.756399999999999,13.7436,0.75,12.2,16.318,1,4,,03/11 02:30PM,pa,
CBB,A,1.08,Darrion Williams,NCST,PITT,Pts+Rebs+Asts,Standard,21.5,UNDER,-3.0624,18.4376,0.75,17.8,20.238,1,4,,03/11 12:00PM,pra,
CBB,A,1.08,Corey Washington,SMU,LOU,Fantasy Score,Goblin,18,OVER,3.577999999999999,21.578,0.75,21.66,19.345,4,1,,03/11 02:35PM,fantasy score,
CBB,A,1.08,Massamba Diop,ASU,ISU,Points,Goblin,11.5,OVER,2.633000000000001,14.133,0.8,13.8,14.565,4,1,,03/11 12:30PM,pts,
CBB,A,1.08,Elijah Price,NEV,AFA,Pts+Rebs+Asts,Standard,21.5,OVER,1.985199999999999,23.4852,0.6,23,23.476,3,2,,03/11 05:30PM,pra,
CBB,A,1.08,Frank Mitchell,SBON,LAS,Fantasy Score,Goblin,31,OVER,4.756,35.756,0.6499999999999999,36.08,35.6,3,2,,03/11 11:35AM,fantasy score,
CBB,A,1.07,Vaughn Weems,NEV,AFA,Points,Standard,10.5,OVER,3.16,13.66,0.4,15.6,10.55,2,3,,03/11 05:30PM,pts,
CBB,A,1.07,NJ Benson,DEP,GTWN,Pts+Rebs+Asts,Goblin,21.5,OVER,3.530000000000001,25.03,0.75,26.8,20.5,4,1,,03/11 09:00PM,pra,
CBB,A,1.07,Kam Sanders,AFA,NEV,Pts+Asts,Standard,16.5,OVER,4.180000000000003,20.68,0.85,22.6,16.75,5,0,,03/11 05:30PM,pa,
CBB,A,1.07,Leland Walker,WYO,UNLV,Pts+Rebs,Standard,16.5,UNDER,-3.7936,12.7064,1,12,15.682,0,5,,03/11 03:00PM,pr,
CBB,A,1.07,NJ Benson,DEP,GTWN,Points,Goblin,11.5,OVER,3.2172,14.7172,0.6,15.6,11.636,3,2,,03/11 09:00PM,pts,
CBB,A,1.07,Josh Hubbard,MSST,AUB,Points,Goblin,20.5,OVER,1.791,22.291,0.5,20.6,22.455,2,3,,03/11 03:00PM,pts,
CBB,A,1.07,Mohamed Wague,OKLA,SCAR,Pts+Rebs+Asts,Goblin,14.5,OVER,3.829000000000001,18.329,0.65,21.6,14.545,4,1,,03/11 09:30PM,pra,
CBB,A,1.07,Wesley Celichowski,AFA,NEV,Points,Goblin,2.5,OVER,2.46,4.96,0.75,5.6,4.2,4,1,,03/11 05:30PM,pts,
CBB,A,1.07,Malachi Moreno,UK,LSU,Pts+Rebs+Asts,Goblin,14.5,OVER,2.340999999999998,16.841,0.75,17.4,15.955,4,1,,03/11 12:30PM,pra,
CBB,A,1.07,KeShawn Murphy,AUB,MSST,Fantasy Score,Goblin,22,OVER,2.303199999999997,24.3032,0.4,21.74,26.771,1,4,,03/11 03:05PM,fantasy score,
CBB,A,1.07,Ilias Kamardine,MISS,TEX,Pts+Rebs+Asts,Goblin,14.5,OVER,4.0564,18.5564,0.55,20,16.682,3,2,,03/11 07:00PM,pra,
CBB,A,1.06,Stephon Payne,HALL,CREI,Pts+Rebs,Standard,12.5,UNDER,-3.1396,9.3604,0.85,7.6,12.952,0,5,,03/12 02:30PM,pr,
