player,team,prop_type,actual,SOG,G,A,PTS,HIT,BS,PIM,PM,PPP,FOW,TOI
Lars Eller,OTT,Points,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Lars Eller,OTT,Blocked Shots,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Lars Eller,OTT,PIM,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Lars Eller,OTT,Plus/Minus,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Brady Tkachuk,OTT,Goals,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Claude Giroux,OTT,Shots On Goal,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,,,
Claude Giroux,OTT,Goals,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,,,
Jayden Struble,MTL,PIM,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,,,
Michael Amadio,OTT,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,-2.0,,,
Michael Amadio,OTT,Goals,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,-2.0,,,
Michael Amadio,OTT,Assists,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,-2.0,,,
Michael Amadio,OTT,Points,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,-2.0,,,
Michael Amadio,OTT,PIM,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,-2.0,,,
Drake Batherson,OTT,Shots On Goal,0.0,0.0,2.0,0.0,2.0,,1.0,2.0,1.0,,,
Drake Batherson,OTT,Assists,0.0,0.0,2.0,0.0,2.0,,1.0,2.0,1.0,,,
Lane Hutson,MTL,Shots On Goal,0.0,0.0,0.0,1.0,1.0,,3.0,4.0,1.0,,,
Lane Hutson,MTL,Goals,0.0,0.0,0.0,1.0,1.0,,3.0,4.0,1.0,,,
Claude Giroux,OTT,Blocked Shots,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,,,
Claude Giroux,OTT,PIM,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,,,
Ridly Greig,OTT,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Fabian Zetterlund,OTT,Points,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Fabian Zetterlund,OTT,Blocked Shots,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Fabian Zetterlund,OTT,PIM,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Fabian Zetterlund,OTT,Plus/Minus,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Thomas Chabot,OTT,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,-1.0,,,
Thomas Chabot,OTT,Goals,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,-1.0,,,
Thomas Chabot,OTT,Assists,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,-1.0,,,
Thomas Chabot,OTT,Points,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,-1.0,,,
Thomas Chabot,OTT,PIM,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,-1.0,,,
Shane Pinto,OTT,Assists,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,-2.0,,,
Shane Pinto,OTT,Points,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,-2.0,,,
Shane Pinto,OTT,Blocked Shots,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,-2.0,,,
Tim Stutzle,OTT,Shots On Goal,0.0,0.0,0.0,2.0,2.0,,1.0,0.0,1.0,,,
Tim Stutzle,OTT,Goals,0.0,0.0,0.0,2.0,2.0,,1.0,0.0,1.0,,,
Tim Stutzle,OTT,PIM,0.0,0.0,0.0,2.0,2.0,,1.0,0.0,1.0,,,
Brady Tkachuk,OTT,Shots On Goal,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Nick Jensen,OTT,Points,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Nick Jensen,OTT,PIM,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Nick Jensen,OTT,Plus/Minus,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Tyler Kleven,OTT,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Tyler Kleven,OTT,Goals,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Tyler Kleven,OTT,Assists,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Tyler Kleven,OTT,Points,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Tyler Kleven,OTT,PIM,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Tyler Kleven,OTT,Plus/Minus,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Nikolas Matinpalo,OTT,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Brady Tkachuk,OTT,Blocked Shots,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Brady Tkachuk,OTT,PIM,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Brady Tkachuk,OTT,Plus/Minus,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,,
Fabian Zetterlund,OTT,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Fabian Zetterlund,OTT,Goals,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Fabian Zetterlund,OTT,Assists,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Nikolas Matinpalo,OTT,Points,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Nikolas Matinpalo,OTT,PIM,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Nikolas Matinpalo,OTT,Plus/Minus,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Jordan Spence,OTT,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Jordan Spence,OTT,Goals,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Jordan Spence,OTT,Assists,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Jordan Spence,OTT,Points,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Jordan Spence,OTT,Blocked Shots,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Jordan Spence,OTT,PIM,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Jordan Spence,OTT,Plus/Minus,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,
Artem Zub,OTT,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,,
Artem Zub,OTT,Goals,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,,
Artem Zub,OTT,Assists,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,,
Nick Jensen,OTT,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Nick Jensen,OTT,Goals,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Nick Jensen,OTT,Assists,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Pierre-Luc Dubois,WSH,Shots On Goal,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,-2.0,,,
Pierre-Luc Dubois,WSH,Goals,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,-2.0,,,
Nikolas Matinpalo,OTT,Goals,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,
Mike Matheson,MTL,Shots On Goal,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Mike Matheson,MTL,Goals,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Mike Matheson,MTL,Assists,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Mike Matheson,MTL,Points,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
Mike Matheson,MTL,PIM,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,
