player,team,prop_type,actual,league,SOT,SH,G,A,SV,PA,KP,TK
Pape Matar Sarr,TOT,Goals,0.0,uefa.champions,,2.0,0.0,0.0,,,,
Pape Matar Sarr,TOT,Assists,0.0,uefa.champions,,2.0,0.0,0.0,,,,
Noa Lang,GAL,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Pape Matar Sarr,TOT,Yellow Cards,0.0,uefa.champions,,2.0,0.0,0.0,,,,
Noa Lang,GAL,Fouls,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Archie Gray,TOT,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Archie Gray,TOT,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Noa Lang,GAL,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Baris Alper Yilmaz,GAL,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Djed Spence,TOT,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Djed Spence,TOT,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Djed Spence,TOT,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Baris Alper Yilmaz,GAL,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Baris Alper Yilmaz,GAL,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Baris Alper Yilmaz,GAL,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Leroy Sané,GAL,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Leroy Sané,GAL,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Pedro Porro,TOT,Fouls,0.0,uefa.champions,,1.0,1.0,1.0,,,,
Pedro Porro,TOT,Yellow Cards,0.0,uefa.champions,,1.0,1.0,1.0,,,,
Leroy Sané,GAL,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Richarlison,TOT,Goals,0.0,uefa.champions,,2.0,0.0,1.0,,,,
Leroy Sané,GAL,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Leroy Sané,GAL,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kaan Ayhan,GAL,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kaan Ayhan,GAL,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Mathys Tel,TOT,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Mathys Tel,TOT,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Mathys Tel,TOT,Fouls,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Mathys Tel,TOT,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Randal Kolo Muani,TOT,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Randal Kolo Muani,TOT,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Randal Kolo Muani,TOT,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Randal Kolo Muani,TOT,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Randal Kolo Muani,TOT,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
João Palhinha,TOT,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
João Palhinha,TOT,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
João Palhinha,TOT,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kaan Ayhan,GAL,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
João Palhinha,TOT,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kaan Ayhan,GAL,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kaan Ayhan,GAL,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Dominic Solanke,TOT,Assists,0.0,uefa.champions,,2.0,1.0,0.0,,,,
Dominic Solanke,TOT,Fouls,0.0,uefa.champions,,2.0,1.0,0.0,,,,
Dominic Solanke,TOT,Yellow Cards,0.0,uefa.champions,,2.0,1.0,0.0,,,,
Xavi Simons,TOT,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Xavi Simons,TOT,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Xavi Simons,TOT,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Xavi Simons,TOT,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Xavi Simons,TOT,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Conor Gallagher,TOT,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Conor Gallagher,TOT,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Conor Gallagher,TOT,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Conor Gallagher,TOT,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Conor Gallagher,TOT,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Guglielmo Vicario,TOT,Shots,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Guglielmo Vicario,TOT,Goals,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Guglielmo Vicario,TOT,Assists,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Guglielmo Vicario,TOT,Goalkeeper Saves,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Guglielmo Vicario,TOT,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Guglielmo Vicario,TOT,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Radu Dragusin,TOT,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Radu Dragusin,TOT,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Radu Dragusin,TOT,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Radu Dragusin,TOT,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Radu Dragusin,TOT,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
James Rowswell,TOT,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
James Rowswell,TOT,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
James Rowswell,TOT,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
James Rowswell,TOT,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
James Rowswell,TOT,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Brandon Austin,TOT,Shots,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Brandon Austin,TOT,Goals,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Brandon Austin,TOT,Assists,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Brandon Austin,TOT,Goalkeeper Saves,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Brandon Austin,TOT,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Brandon Austin,TOT,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Callum Olusesi,TOT,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Callum Olusesi,TOT,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Callum Olusesi,TOT,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Callum Olusesi,TOT,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Callum Olusesi,TOT,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Aaron Ramsdale,NEW,Shots,0.0,uefa.champions,,0.0,0.0,0.0,1.0,,,
Aaron Ramsdale,NEW,Goals,0.0,uefa.champions,,0.0,0.0,0.0,1.0,,,
Aaron Ramsdale,NEW,Assists,0.0,uefa.champions,,0.0,0.0,0.0,1.0,,,
Roland Sallai,GAL,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Aaron Ramsdale,NEW,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,1.0,,,
Aaron Ramsdale,NEW,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,1.0,,,
Dan Burn,NEW,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Dan Burn,NEW,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Dan Burn,NEW,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Roland Sallai,GAL,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Dan Burn,NEW,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Malick Thiaw,NEW,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Malick Thiaw,NEW,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Malick Thiaw,NEW,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Roland Sallai,GAL,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Malick Thiaw,NEW,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Lewis Hall,NEW,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Lewis Hall,NEW,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Lewis Hall,NEW,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Roland Sallai,GAL,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Lewis Hall,NEW,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kieran Trippier,NEW,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kieran Trippier,NEW,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kieran Trippier,NEW,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kieran Trippier,NEW,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kieran Trippier,NEW,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Roland Sallai,GAL,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Sandro Tonali,NEW,Goals,0.0,uefa.champions,,3.0,0.0,0.0,,,,
Sandro Tonali,NEW,Assists,0.0,uefa.champions,,3.0,0.0,0.0,,,,
Yáser Asprilla,GAL,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Yáser Asprilla,GAL,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Joelinton,NEW,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Joelinton,NEW,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Joelinton,NEW,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Yáser Asprilla,GAL,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Joelinton,NEW,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Yáser Asprilla,GAL,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Jacob Ramsey,NEW,Goals,0.0,uefa.champions,,2.0,0.0,0.0,,,,
Jacob Ramsey,NEW,Assists,0.0,uefa.champions,,2.0,0.0,0.0,,,,
Yáser Asprilla,GAL,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Jacob Ramsey,NEW,Yellow Cards,0.0,uefa.champions,,2.0,0.0,0.0,,,,
Ilkay Gündogan,GAL,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
William Osula,NEW,Goals,0.0,uefa.champions,,3.0,0.0,0.0,,,,
William Osula,NEW,Assists,0.0,uefa.champions,,3.0,0.0,0.0,,,,
William Osula,NEW,Fouls,0.0,uefa.champions,,3.0,0.0,0.0,,,,
William Osula,NEW,Yellow Cards,0.0,uefa.champions,,3.0,0.0,0.0,,,,
Ilkay Gündogan,GAL,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Ilkay Gündogan,GAL,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Harvey Barnes,NEW,Assists,0.0,uefa.champions,,4.0,1.0,0.0,,,,
Ilkay Gündogan,GAL,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Harvey Barnes,NEW,Yellow Cards,0.0,uefa.champions,,4.0,1.0,0.0,,,,
Ilkay Gündogan,GAL,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Anthony Elanga,NEW,Goals,0.0,uefa.champions,,2.0,0.0,0.0,,,,
Anthony Elanga,NEW,Assists,0.0,uefa.champions,,2.0,0.0,0.0,,,,
Anthony Elanga,NEW,Fouls,0.0,uefa.champions,,2.0,0.0,0.0,,,,
Anthony Elanga,NEW,Yellow Cards,0.0,uefa.champions,,2.0,0.0,0.0,,,,
John Ruddy,NEW,Shots,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
John Ruddy,NEW,Goals,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
John Ruddy,NEW,Assists,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
John Ruddy,NEW,Goalkeeper Saves,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
John Ruddy,NEW,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
John Ruddy,NEW,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Sean Neave,NEW,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Sean Neave,NEW,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Sean Neave,NEW,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Sean Neave,NEW,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Sean Neave,NEW,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Yoane Wissa,NEW,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Yoane Wissa,NEW,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Yoane Wissa,NEW,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Yoane Wissa,NEW,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Yoane Wissa,NEW,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Batuhan Ahmet Sen,GAL,Shots,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Tino Livramento,NEW,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Tino Livramento,NEW,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Tino Livramento,NEW,Fouls,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Tino Livramento,NEW,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Joe Willock,NEW,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Joe Willock,NEW,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Joe Willock,NEW,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Batuhan Ahmet Sen,GAL,Goals,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Batuhan Ahmet Sen,GAL,Assists,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Aidan Harris,NEW,Shots,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Aidan Harris,NEW,Goals,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Aidan Harris,NEW,Assists,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Aidan Harris,NEW,Goalkeeper Saves,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Aidan Harris,NEW,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Aidan Harris,NEW,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Alex Murphy,NEW,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Alex Murphy,NEW,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Alex Murphy,NEW,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Alex Murphy,NEW,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Alex Murphy,NEW,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Nick Woltemade,NEW,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Nick Woltemade,NEW,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Nick Woltemade,NEW,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Nick Woltemade,NEW,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Nick Woltemade,NEW,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Anthony Gordon,NEW,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Anthony Gordon,NEW,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Anthony Gordon,NEW,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Anthony Gordon,NEW,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Anthony Gordon,NEW,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Batuhan Ahmet Sen,GAL,Goalkeeper Saves,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Jacob Murphy,NEW,Goals,0.0,uefa.champions,,1.0,0.0,1.0,,,,
Batuhan Ahmet Sen,GAL,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Jacob Murphy,NEW,Fouls,0.0,uefa.champions,,1.0,0.0,1.0,,,,
Jacob Murphy,NEW,Yellow Cards,0.0,uefa.champions,,1.0,0.0,1.0,,,,
Nick Pope,NEW,Shots,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Nick Pope,NEW,Goals,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Nick Pope,NEW,Assists,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Nick Pope,NEW,Goalkeeper Saves,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Nick Pope,NEW,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Nick Pope,NEW,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Sven Botman,NEW,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Sven Botman,NEW,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Sven Botman,NEW,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Sven Botman,NEW,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Sven Botman,NEW,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Joan García,BAR,Shots,0.0,uefa.champions,,0.0,0.0,0.0,2.0,,,
Joan García,BAR,Goals,0.0,uefa.champions,,0.0,0.0,0.0,2.0,,,
Joan García,BAR,Assists,0.0,uefa.champions,,0.0,0.0,0.0,2.0,,,
Batuhan Ahmet Sen,GAL,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Joan García,BAR,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,2.0,,,
Joan García,BAR,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,2.0,,,
Gerard Martín,BAR,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Gerard Martín,BAR,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Gerard Martín,BAR,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Gerard Martín,BAR,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Gerard Martín,BAR,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Pau Cubarsí,BAR,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Pau Cubarsí,BAR,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Pau Cubarsí,BAR,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Pau Cubarsí,BAR,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Pau Cubarsí,BAR,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Sacha Boey,GAL,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
João Cancelo,BAR,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
João Cancelo,BAR,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Sacha Boey,GAL,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Sacha Boey,GAL,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Sacha Boey,GAL,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Ronald Araújo,BAR,Goals,0.0,uefa.champions,,2.0,0.0,0.0,,,,
Ronald Araújo,BAR,Assists,0.0,uefa.champions,,2.0,0.0,0.0,,,,
Sacha Boey,GAL,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Ronald Araújo,BAR,Yellow Cards,0.0,uefa.champions,,2.0,0.0,0.0,,,,
Günay Güvenc,GAL,Shots,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Fermín López,BAR,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Fermín López,BAR,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Günay Güvenc,GAL,Goals,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Fermín López,BAR,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Pedri,BAR,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Pedri,BAR,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Pedri,BAR,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Pedri,BAR,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Pedri,BAR,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Marc Bernal,BAR,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Marc Bernal,BAR,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Marc Bernal,BAR,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Günay Güvenc,GAL,Assists,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Marc Bernal,BAR,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Günay Güvenc,GAL,Goalkeeper Saves,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Robert Lewandowski,BAR,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Robert Lewandowski,BAR,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Günay Güvenc,GAL,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Robert Lewandowski,BAR,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Günay Güvenc,GAL,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Raphinha,BAR,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Raphinha,BAR,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Raphinha,BAR,Fouls,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Raphinha,BAR,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Mauro Icardi,GAL,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Mauro Icardi,GAL,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Lamine Yamal,BAR,Assists,0.0,uefa.champions,,2.0,1.0,0.0,,,,
Mauro Icardi,GAL,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Lamine Yamal,BAR,Yellow Cards,0.0,uefa.champions,,2.0,1.0,0.0,,,,
Roony Bardghji,BAR,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Roony Bardghji,BAR,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Roony Bardghji,BAR,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Roony Bardghji,BAR,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Roony Bardghji,BAR,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Álvaro Cortés,BAR,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Álvaro Cortés,BAR,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Álvaro Cortés,BAR,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Álvaro Cortés,BAR,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Álvaro Cortés,BAR,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Gavi,BAR,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Gavi,BAR,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Gavi,BAR,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Gavi,BAR,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Gavi,BAR,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Ferran Torres,BAR,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Ferran Torres,BAR,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Ferran Torres,BAR,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Mauro Icardi,GAL,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Ferran Torres,BAR,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Eric García,BAR,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Eric García,BAR,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Eric García,BAR,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Eric García,BAR,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Eric García,BAR,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Xavi Espart,BAR,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Xavi Espart,BAR,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Xavi Espart,BAR,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Xavi Espart,BAR,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Xavi Espart,BAR,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Ugurcan Çakir,GAL,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,7.0,,,
Dani Olmo,BAR,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Dani Olmo,BAR,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Dani Olmo,BAR,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Dani Olmo,BAR,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Tomás Marqués,BAR,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Tomás Marqués,BAR,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Tomás Marqués,BAR,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Tomás Marqués,BAR,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Tomás Marqués,BAR,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Marc Casadó,BAR,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Marc Casadó,BAR,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Marc Casadó,BAR,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Marc Casadó,BAR,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Marc Casadó,BAR,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Abdülkerim Bardakci,GAL,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
