player,team,prop_type,actual,league,SOT,SH,G,A,SV,PA,KP,TK
Lorenzo Bernasconi,ATA,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Lorenzo Bernasconi,ATA,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Lorenzo Bernasconi,ATA,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Lorenzo Bernasconi,ATA,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Davide Zappacosta,ATA,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Davide Zappacosta,ATA,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Davide Zappacosta,ATA,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Davide Zappacosta,ATA,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Davide Zappacosta,ATA,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Mario Pasalic,ATA,Assists,0.0,uefa.champions,,2.0,1.0,0.0,,,,
Mario Pasalic,ATA,Fouls,0.0,uefa.champions,,2.0,1.0,0.0,,,,
Mario Pasalic,ATA,Yellow Cards,0.0,uefa.champions,,2.0,1.0,0.0,,,,
Marten de Roon,ATA,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Marten de Roon,ATA,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Marten de Roon,ATA,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Marten de Roon,ATA,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Nicola Zalewski,ATA,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Nicola Zalewski,ATA,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Nicola Zalewski,ATA,Fouls,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Nicola Zalewski,ATA,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Kamaldeen Sulemana,ATA,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kamaldeen Sulemana,ATA,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kamaldeen Sulemana,ATA,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kamaldeen Sulemana,ATA,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Gianluca Scamacca,ATA,Goals,0.0,uefa.champions,,2.0,0.0,0.0,,,,
Gianluca Scamacca,ATA,Assists,0.0,uefa.champions,,2.0,0.0,0.0,,,,
Gianluca Scamacca,ATA,Yellow Cards,0.0,uefa.champions,,2.0,0.0,0.0,,,,
Nikola Krstovic,ATA,Goals,0.0,uefa.champions,,3.0,0.0,0.0,,,,
Nikola Krstovic,ATA,Assists,0.0,uefa.champions,,3.0,0.0,0.0,,,,
Nikola Krstovic,ATA,Yellow Cards,0.0,uefa.champions,,3.0,0.0,0.0,,,,
Honest Ahanor,ATA,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Honest Ahanor,ATA,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Honest Ahanor,ATA,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Honest Ahanor,ATA,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Honest Ahanor,ATA,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Marco Sportiello,ATA,Shots,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Marco Sportiello,ATA,Goals,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Marco Sportiello,ATA,Assists,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Marco Sportiello,ATA,Goalkeeper Saves,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Marco Sportiello,ATA,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Marco Sportiello,ATA,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Raoul Bellanova,ATA,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Raoul Bellanova,ATA,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Raoul Bellanova,ATA,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Raoul Bellanova,ATA,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Francesco Rossi,ATA,Shots,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Francesco Rossi,ATA,Goals,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Francesco Rossi,ATA,Assists,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Francesco Rossi,ATA,Goalkeeper Saves,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Francesco Rossi,ATA,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Francesco Rossi,ATA,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Mitchel Bakker,ATA,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Mitchel Bakker,ATA,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Mitchel Bakker,ATA,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Mitchel Bakker,ATA,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Mitchel Bakker,ATA,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Berat Djimsiti,ATA,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Berat Djimsiti,ATA,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Berat Djimsiti,ATA,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Dominic Vavassori,ATA,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Dominic Vavassori,ATA,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Dominic Vavassori,ATA,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Dominic Vavassori,ATA,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Dominic Vavassori,ATA,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Odilon Kossounou,ATA,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Odilon Kossounou,ATA,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Odilon Kossounou,ATA,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Odilon Kossounou,ATA,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Odilon Kossounou,ATA,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Yunus Musah,ATA,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Yunus Musah,ATA,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Lazar Samardzic,ATA,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Lazar Samardzic,ATA,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Lazar Samardzic,ATA,Fouls,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Lazar Samardzic,ATA,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Federico Cassa,ATA,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Federico Cassa,ATA,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Federico Cassa,ATA,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Federico Cassa,ATA,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Federico Cassa,ATA,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Jonas Urbig,MUN,Shots,0.0,uefa.champions,,0.0,0.0,0.0,2.0,,,
Jonas Urbig,MUN,Goals,0.0,uefa.champions,,0.0,0.0,0.0,2.0,,,
Jonas Urbig,MUN,Assists,0.0,uefa.champions,,0.0,0.0,0.0,2.0,,,
Jonas Urbig,MUN,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,2.0,,,
Jonas Urbig,MUN,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,2.0,,,
Jonathan Tah,MUN,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Jonathan Tah,MUN,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Jonathan Tah,MUN,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Jonathan Tah,MUN,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Dayot Upamecano,MUN,Goals,0.0,uefa.champions,,2.0,0.0,1.0,,,,
Dayot Upamecano,MUN,Yellow Cards,0.0,uefa.champions,,2.0,0.0,1.0,,,,
Konrad Laimer,MUN,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Konrad Laimer,MUN,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Konrad Laimer,MUN,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Josip Stanisic,MUN,Assists,0.0,uefa.champions,,1.0,1.0,0.0,,,,
Josip Stanisic,MUN,Fouls,0.0,uefa.champions,,1.0,1.0,0.0,,,,
Josip Stanisic,MUN,Yellow Cards,0.0,uefa.champions,,1.0,1.0,0.0,,,,
Serge Gnabry,MUN,Yellow Cards,0.0,uefa.champions,,3.0,1.0,1.0,,,,
Aleksandar Pavlovic,MUN,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Aleksandar Pavlovic,MUN,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Aleksandar Pavlovic,MUN,Fouls,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Aleksandar Pavlovic,MUN,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Joshua Kimmich,MUN,Goals,0.0,uefa.champions,,3.0,0.0,0.0,,,,
Joshua Kimmich,MUN,Assists,0.0,uefa.champions,,3.0,0.0,0.0,,,,
Joshua Kimmich,MUN,Fouls,0.0,uefa.champions,,3.0,0.0,0.0,,,,
Nicolas Jackson,MUN,Fouls,0.0,uefa.champions,,5.0,1.0,1.0,,,,
Nicolas Jackson,MUN,Yellow Cards,0.0,uefa.champions,,5.0,1.0,1.0,,,,
Luis Díaz,MUN,Goals,0.0,uefa.champions,,4.0,0.0,1.0,,,,
Luis Díaz,MUN,Fouls,0.0,uefa.champions,,4.0,0.0,1.0,,,,
Luis Díaz,MUN,Yellow Cards,0.0,uefa.champions,,4.0,0.0,1.0,,,,
Michael Olise,MUN,Fouls,0.0,uefa.champions,,5.0,2.0,1.0,,,,
Raphaël Guerreiro,MUN,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Raphaël Guerreiro,MUN,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Raphaël Guerreiro,MUN,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Raphaël Guerreiro,MUN,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Raphaël Guerreiro,MUN,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Tom Bischof,MUN,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Tom Bischof,MUN,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Tom Bischof,MUN,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Tom Bischof,MUN,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Tom Bischof,MUN,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kim Min-Jae,MUN,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kim Min-Jae,MUN,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kim Min-Jae,MUN,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kim Min-Jae,MUN,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kim Min-Jae,MUN,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Alphonso Davies,MUN,Shots,0.0,uefa.champions,,0.0,0.0,1.0,,,,
Alphonso Davies,MUN,Goals,0.0,uefa.champions,,0.0,0.0,1.0,,,,
Alphonso Davies,MUN,Fouls,0.0,uefa.champions,,0.0,0.0,1.0,,,,
Alphonso Davies,MUN,Yellow Cards,0.0,uefa.champions,,0.0,0.0,1.0,,,,
Leonard Prescott,MUN,Shots,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Leonard Prescott,MUN,Goals,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Leonard Prescott,MUN,Assists,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Leonard Prescott,MUN,Goalkeeper Saves,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Leonard Prescott,MUN,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Leonard Prescott,MUN,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Leon Goretzka,MUN,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Leon Goretzka,MUN,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Leon Goretzka,MUN,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Leon Goretzka,MUN,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Leon Goretzka,MUN,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Sven Ulreich,MUN,Shots,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Sven Ulreich,MUN,Goals,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Sven Ulreich,MUN,Assists,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Sven Ulreich,MUN,Goalkeeper Saves,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Sven Ulreich,MUN,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Sven Ulreich,MUN,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Lennart Karl,MUN,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Lennart Karl,MUN,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Lennart Karl,MUN,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Lennart Karl,MUN,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Lennart Karl,MUN,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Jamal Musiala,MUN,Assists,0.0,uefa.champions,,1.0,1.0,0.0,,,,
Jamal Musiala,MUN,Yellow Cards,0.0,uefa.champions,,1.0,1.0,0.0,,,,
Harry Kane,MUN,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Harry Kane,MUN,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Harry Kane,MUN,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Harry Kane,MUN,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Harry Kane,MUN,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Jan Oblak,ATM,Shots,0.0,uefa.champions,,0.0,0.0,0.0,3.0,,,
Jan Oblak,ATM,Goals,0.0,uefa.champions,,0.0,0.0,0.0,3.0,,,
Jan Oblak,ATM,Assists,0.0,uefa.champions,,0.0,0.0,0.0,3.0,,,
Jan Oblak,ATM,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,3.0,,,
Jan Oblak,ATM,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,3.0,,,
Dávid Hancko,ATM,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Dávid Hancko,ATM,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Dávid Hancko,ATM,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Marcus Rashford,BAR,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Dávid Hancko,ATM,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Abdülkerim Bardakci,GAL,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Diego Kochen,BAR,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Robin Le Normand,ATM,Assists,0.0,uefa.champions,,1.0,1.0,0.0,,,,
Robin Le Normand,ATM,Fouls,0.0,uefa.champions,,1.0,1.0,0.0,,,,
Robin Le Normand,ATM,Yellow Cards,0.0,uefa.champions,,1.0,1.0,0.0,,,,
Ugurcan Çakir,GAL,Shots,0.0,uefa.champions,,0.0,0.0,0.0,7.0,,,
Matteo Ruggeri,ATM,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Matteo Ruggeri,ATM,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Matteo Ruggeri,ATM,Fouls,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Matteo Ruggeri,ATM,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Marc Pubill,ATM,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Marc Pubill,ATM,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Marc Pubill,ATM,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Ugurcan Çakir,GAL,Goals,0.0,uefa.champions,,0.0,0.0,0.0,7.0,,,
Marc Pubill,ATM,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Johnny Cardoso,ATM,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Johnny Cardoso,ATM,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Johnny Cardoso,ATM,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Ugurcan Çakir,GAL,Assists,0.0,uefa.champions,,0.0,0.0,0.0,7.0,,,
Johnny Cardoso,ATM,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Dani Olmo,BAR,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Abdülkerim Bardakci,GAL,Fouls,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Marcos Llorente,ATM,Assists,0.0,uefa.champions,,3.0,1.0,0.0,,,,
Marcos Llorente,ATM,Fouls,0.0,uefa.champions,,3.0,1.0,0.0,,,,
Marcos Llorente,ATM,Yellow Cards,0.0,uefa.champions,,3.0,1.0,0.0,,,,
Abdülkerim Bardakci,GAL,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Ademola Lookman,ATM,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Ademola Lookman,ATM,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Davinson Sánchez,GAL,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Ademola Lookman,ATM,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Giuliano Simeone,ATM,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Giuliano Simeone,ATM,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Giuliano Simeone,ATM,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Davinson Sánchez,GAL,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Giuliano Simeone,ATM,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Ismail Jakobs,GAL,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Ismail Jakobs,GAL,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Ismail Jakobs,GAL,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Wilfried Singo,GAL,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Julián Álvarez,ATM,Yellow Cards,0.0,uefa.champions,,2.0,2.0,1.0,,,,
Ugurcan Çakir,GAL,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,7.0,,,
Wilfried Singo,GAL,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Gabriel Sara,GAL,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Gabriel Sara,GAL,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Antoine Griezmann,ATM,Yellow Cards,0.0,uefa.champions,,3.0,1.0,1.0,,,,
Koke,ATM,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Koke,ATM,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Koke,ATM,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Koke,ATM,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Koke,ATM,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Pablo Barrios,ATM,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Pablo Barrios,ATM,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Pablo Barrios,ATM,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Gabriel Sara,GAL,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Pablo Barrios,ATM,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Obed Vargas,ATM,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Obed Vargas,ATM,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Obed Vargas,ATM,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Obed Vargas,ATM,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Obed Vargas,ATM,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Nahuel Molina,ATM,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Nahuel Molina,ATM,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Nahuel Molina,ATM,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Nahuel Molina,ATM,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Nahuel Molina,ATM,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Clément Lenglet,ATM,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Clément Lenglet,ATM,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Clément Lenglet,ATM,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Clément Lenglet,ATM,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Clément Lenglet,ATM,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Juan Musso,ATM,Shots,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Juan Musso,ATM,Goals,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Juan Musso,ATM,Assists,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Juan Musso,ATM,Goalkeeper Saves,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Juan Musso,ATM,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Juan Musso,ATM,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Alexander Sørloth,ATM,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Alexander Sørloth,ATM,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Alexander Sørloth,ATM,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Mario Lemina,GAL,Assists,0.0,uefa.champions,,3.0,1.0,0.0,,,,
Alexander Sørloth,ATM,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Nicolás González,ATM,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Nicolás González,ATM,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Nicolás González,ATM,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Mario Lemina,GAL,Yellow Cards,0.0,uefa.champions,,3.0,1.0,0.0,,,,
Nicolás González,ATM,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
José María Giménez,ATM,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
José María Giménez,ATM,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
José María Giménez,ATM,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
José María Giménez,ATM,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
José María Giménez,ATM,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Julio Díaz,ATM,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Julio Díaz,ATM,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Julio Díaz,ATM,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Julio Díaz,ATM,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Julio Díaz,ATM,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Thiago Almada,ATM,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Thiago Almada,ATM,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Thiago Almada,ATM,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Thiago Almada,ATM,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Thiago Almada,ATM,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Álex Baena,ATM,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Álex Baena,ATM,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Álex Baena,ATM,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Álex Baena,ATM,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Álex Baena,ATM,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Antonín Kinsky,TOT,Shots,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Antonín Kinsky,TOT,Goals,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Antonín Kinsky,TOT,Assists,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Antonín Kinsky,TOT,Goalkeeper Saves,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Antonín Kinsky,TOT,Fouls,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Antonín Kinsky,TOT,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,0.0,,,
Lucas Torreira,GAL,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Cristian Romero,TOT,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Cristian Romero,TOT,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Lucas Torreira,GAL,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Lucas Torreira,GAL,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Lucas Torreira,GAL,Yellow Cards,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Micky van de Ven,TOT,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Micky van de Ven,TOT,Assists,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Micky van de Ven,TOT,Fouls,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Micky van de Ven,TOT,Yellow Cards,0.0,uefa.champions,,1.0,0.0,0.0,,,,
Kevin Danso,TOT,Shots,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kevin Danso,TOT,Goals,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Kevin Danso,TOT,Assists,0.0,uefa.champions,,0.0,0.0,0.0,,,,
Victor Osimhen,GAL,Goals,0.0,uefa.champions,,6.0,0.0,1.0,,,,
Victor Osimhen,GAL,Yellow Cards,0.0,uefa.champions,,6.0,0.0,1.0,,,,
Noa Lang,GAL,Goals,0.0,uefa.champions,,1.0,0.0,0.0,,,,
