player,team,prop_type,actual,PTS,REB,AST,BLK,STL,TO,FGM,FGA,3PM,3PA,3PT,FTM,FTA,2PM,2PA,OREB,DREB,PF,MIN
Bam Adebayo,MIA,Fantasy Score,112.2,83.0,9.0,3.0,2.0,2.0,5.0,20.0,43.0,7.0,22.0,7.0,36.0,43.0,13.0,21.0,1.0,8.0,3.0,42.0
Bam Adebayo,MIA,Pts+Rebs+Asts,95.0,83.0,9.0,3.0,2.0,2.0,5.0,20.0,43.0,7.0,22.0,7.0,36.0,43.0,13.0,21.0,1.0,8.0,3.0,42.0
Bam Adebayo,MIA,PRA,95.0,83.0,9.0,3.0,2.0,2.0,5.0,20.0,43.0,7.0,22.0,7.0,36.0,43.0,13.0,21.0,1.0,8.0,3.0,42.0
Bam Adebayo,MIA,Pts+Rebs,92.0,83.0,9.0,3.0,2.0,2.0,5.0,20.0,43.0,7.0,22.0,7.0,36.0,43.0,13.0,21.0,1.0,8.0,3.0,42.0
Bam Adebayo,MIA,Pts+Asts,86.0,83.0,9.0,3.0,2.0,2.0,5.0,20.0,43.0,7.0,22.0,7.0,36.0,43.0,13.0,21.0,1.0,8.0,3.0,42.0
Luka Doncic,LAL,Fantasy Score,83.8,31.0,11.0,11.0,1.0,2.0,4.0,11.0,24.0,4.0,12.0,4.0,5.0,6.0,7.0,12.0,0.0,11.0,0.0,35.0
Bam Adebayo,MIA,Points,83.0,83.0,9.0,3.0,2.0,2.0,5.0,20.0,43.0,7.0,22.0,7.0,36.0,43.0,13.0,21.0,1.0,8.0,3.0,42.0
Josh Giddey,CHI,Fantasy Score,78.8,21.0,13.0,17.0,0.0,0.0,5.0,7.0,16.0,4.0,9.0,4.0,3.0,4.0,3.0,7.0,2.0,11.0,4.0,43.0
Cameron Payne,PHI,Fantasy Score,75.2,32.0,3.0,10.0,2.0,3.0,0.0,9.0,10.0,8.0,8.0,8.0,6.0,6.0,1.0,2.0,0.0,3.0,3.0,30.0
Victor Wembanyama,SA,Fantasy Score,74.8,39.0,11.0,3.0,2.0,1.0,6.0,11.0,20.0,8.0,15.0,8.0,9.0,12.0,3.0,5.0,2.0,9.0,2.0,37.0
