player,team,prop_type,actual,PTS,REB,AST,BLK,STL,TO,FGM,FGA,3PM,3PA,3PT,FTM,FTA,2PM,2PA,OREB,DREB,PF,MIN
AJ Dybantsa,BYU,Fantasy Score,68.8,40.0,9.0,6.0,0.0,3.0,6.0,15.0,21.0,2.0,6.0,2.0,8.0,9.0,13.0,15.0,1.0,8.0,0.0,37.0
Larry Johnson,MCN,Fantasy Score,68.5,27.0,12.0,1.0,0.0,7.0,1.0,11.0,29.0,2.0,8.0,2.0,3.0,8.0,9.0,21.0,5.0,7.0,4.0,40.0
Mostapha El Moutaouakkil,JXST,Fantasy Score,57.8,23.0,11.0,1.0,3.0,2.0,4.0,9.0,14.0,2.0,3.0,2.0,3.0,7.0,7.0,11.0,0.0,11.0,5.0,36.0
Koree Cotton,RGV,Fantasy Score,55.2,20.0,13.0,3.0,1.0,2.0,5.0,7.0,17.0,1.0,7.0,1.0,5.0,7.0,6.0,10.0,2.0,11.0,5.0,39.0
AJ Dybantsa,BYU,PRA,55.0,40.0,9.0,6.0,0.0,3.0,6.0,15.0,21.0,2.0,6.0,2.0,8.0,9.0,13.0,15.0,1.0,8.0,0.0,37.0
Qadir Martin,MERC,Fantasy Score,55.0,20.0,14.0,1.0,3.0,0.0,1.0,8.0,12.0,0.0,0.0,0.0,4.0,6.0,8.0,12.0,2.0,12.0,2.0,36.0
AJ Dybantsa,BYU,Pts+Rebs+Asts,55.0,40.0,9.0,6.0,0.0,3.0,6.0,15.0,21.0,2.0,6.0,2.0,8.0,9.0,13.0,15.0,1.0,8.0,0.0,37.0
Christian Coleman,OKST,Fantasy Score,52.0,17.0,14.0,1.0,3.0,0.0,1.0,7.0,16.0,0.0,2.0,0.0,3.0,4.0,7.0,14.0,7.0,7.0,1.0,35.0
Bangot Dak,COLO,Fantasy Score,51.5,22.0,8.0,3.0,3.0,2.0,1.0,10.0,13.0,2.0,3.0,2.0,0.0,1.0,8.0,10.0,1.0,7.0,1.0,31.0
Baba Miller,CIN,Fantasy Score,50.0,11.0,14.0,6.0,1.0,0.0,0.0,5.0,9.0,0.0,1.0,0.0,1.0,4.0,5.0,8.0,4.0,10.0,3.0,37.0
Jaden Toombs,SMU,Fantasy Score,49.2,16.0,11.0,6.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,6.0,5.0,2.0,33.0
AJ Dybantsa,BYU,Pts+Rebs,49.0,40.0,9.0,6.0,0.0,3.0,6.0,15.0,21.0,2.0,6.0,2.0,8.0,9.0,13.0,15.0,1.0,8.0,0.0,37.0
Nick Martinelli,NU,Fantasy Score,48.8,24.0,9.0,3.0,0.0,2.0,1.0,10.0,17.0,2.0,4.0,2.0,2.0,2.0,8.0,13.0,3.0,6.0,2.0,38.0
Keon Thompson,SFA,Fantasy Score,48.5,24.0,6.0,5.0,0.0,3.0,3.0,10.0,16.0,1.0,1.0,1.0,3.0,4.0,9.0,15.0,0.0,6.0,2.0,35.0
Kolton Mitchell,IDHO,Fantasy Score,48.2,26.0,7.0,3.0,0.0,2.0,2.0,9.0,15.0,3.0,7.0,3.0,5.0,5.0,6.0,8.0,1.0,6.0,1.0,37.0
Boopie Miller,SMU,Fantasy Score,48.2,25.0,7.0,4.0,0.0,1.0,1.0,9.0,15.0,5.0,9.0,5.0,2.0,2.0,4.0,6.0,1.0,6.0,2.0,36.0
Corey Stephenson,FIU,Fantasy Score,47.5,24.0,10.0,1.0,0.0,0.0,4.0,9.0,15.0,2.0,6.0,2.0,4.0,6.0,7.0,9.0,0.0,10.0,1.0,37.0
Garwey Dual,MCN,Fantasy Score,46.5,10.0,8.0,10.0,0.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,6.0,2.0,4.0,4.0,4.0,3.0,49.0
AJ Dybantsa,BYU,Pts+Asts,46.0,40.0,9.0,6.0,0.0,3.0,6.0,15.0,21.0,2.0,6.0,2.0,8.0,9.0,13.0,15.0,1.0,8.0,0.0,37.0
Dontae Horne,PV,Fantasy Score,45.8,26.0,9.0,3.0,0.0,0.0,2.0,9.0,23.0,1.0,6.0,1.0,7.0,7.0,8.0,17.0,2.0,7.0,2.0,39.0
Kellen Pickett,WRST,Fantasy Score,45.8,17.0,7.0,3.0,4.0,2.0,3.0,5.0,8.0,1.0,3.0,1.0,6.0,6.0,4.0,5.0,2.0,5.0,4.0,30.0
Riley Mulvey,SIE,Fantasy Score,45.8,11.0,11.0,1.0,5.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,3.0,3.0,4.0,5.0,5.0,6.0,2.0,40.0
Nate Kingz,SYR,Fantasy Score,45.5,25.0,6.0,2.0,1.0,1.0,0.0,11.0,18.0,3.0,10.0,3.0,0.0,0.0,8.0,8.0,4.0,2.0,1.0,39.0
Preston Edmead,HOF,Fantasy Score,45.0,26.0,4.0,4.0,0.0,2.0,3.0,8.0,17.0,2.0,6.0,2.0,8.0,9.0,6.0,11.0,0.0,4.0,4.0,40.0
Gavin Doty,SIE,Fantasy Score,44.5,23.0,8.0,2.0,1.0,1.0,2.0,7.0,17.0,2.0,6.0,2.0,7.0,8.0,5.0,11.0,2.0,6.0,3.0,38.0
Money Williams,MONT,Fantasy Score,44.5,32.0,6.0,0.0,0.0,1.0,7.0,11.0,18.0,4.0,9.0,4.0,6.0,8.0,7.0,9.0,0.0,6.0,3.0,30.0
P.J. Haggerty,KSU,Fantasy Score,44.2,27.0,5.0,2.0,0.0,2.0,3.0,8.0,20.0,2.0,4.0,2.0,9.0,11.0,6.0,16.0,2.0,3.0,3.0,37.0
Stefanos Spartalis,MONM,Fantasy Score,44.2,16.0,11.0,1.0,1.0,1.0,3.0,5.0,9.0,0.0,1.0,0.0,6.0,6.0,5.0,8.0,2.0,9.0,4.0,34.0
Cameron Carr,BAY,Fantasy Score,43.8,25.0,7.0,1.0,0.0,2.0,5.0,6.0,17.0,5.0,14.0,5.0,8.0,9.0,1.0,3.0,2.0,5.0,3.0,31.0
Brendan Coyle,SIE,Fantasy Score,43.5,11.0,10.0,2.0,2.0,1.0,1.0,2.0,7.0,2.0,7.0,2.0,5.0,5.0,0.0,0.0,0.0,10.0,2.0,38.0
Jamal Fuller,LIU,Fantasy Score,43.2,10.0,13.0,5.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,4.0,7.0,3.0,5.0,2.0,11.0,2.0,36.0
Keanu Dawes,UTAH,Fantasy Score,43.0,15.0,12.0,1.0,0.0,0.0,0.0,5.0,11.0,2.0,5.0,2.0,3.0,3.0,3.0,6.0,3.0,9.0,2.0,33.0
Barrington Hargress,COLO,Fantasy Score,43.0,18.0,4.0,9.0,0.0,1.0,1.0,6.0,11.0,1.0,4.0,1.0,5.0,6.0,5.0,7.0,0.0,4.0,3.0,39.0
Jaylin Henderson,PRST,Fantasy Score,43.0,23.0,6.0,4.0,0.0,1.0,0.0,7.0,21.0,0.0,3.0,0.0,9.0,9.0,7.0,18.0,1.0,5.0,3.0,40.0
Samet Yigitoglu,SMU,Fantasy Score,42.8,12.0,11.0,3.0,0.0,1.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,6.0,3.0,35.0
Barry Dunning Jr.,PITT,Fantasy Score,42.5,16.0,8.0,1.0,2.0,3.0,1.0,7.0,10.0,2.0,4.0,2.0,0.0,0.0,5.0,6.0,2.0,6.0,3.0,40.0
Malachi Davis,LIU,Fantasy Score,42.0,24.0,4.0,4.0,0.0,1.0,2.0,8.0,17.0,3.0,6.0,3.0,5.0,9.0,5.0,11.0,1.0,3.0,1.0,38.0
Moustapha Thiam,CIN,Fantasy Score,42.0,14.0,10.0,1.0,2.0,0.0,2.0,5.0,13.0,1.0,3.0,1.0,3.0,6.0,4.0,10.0,3.0,7.0,1.0,33.0
Greg Gordon,LIU,Fantasy Score,41.8,24.0,3.0,4.0,1.0,1.0,1.0,12.0,20.0,0.0,0.0,0.0,0.0,2.0,12.0,20.0,2.0,1.0,5.0,31.0
Terrence Brown,UTAH,Fantasy Score,41.5,22.0,2.0,6.0,0.0,2.0,1.0,7.0,19.0,0.0,0.0,0.0,8.0,9.0,7.0,19.0,0.0,2.0,2.0,34.0
Jaron Pierre Jr.,SMU,Fantasy Score,41.2,21.0,5.0,3.0,0.0,2.0,3.0,7.0,21.0,5.0,17.0,5.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,39.0
Mario Saint-Supery,GONZ,Fantasy Score,41.2,21.0,5.0,4.0,1.0,0.0,3.0,6.0,12.0,6.0,12.0,6.0,3.0,4.0,0.0,0.0,0.0,5.0,3.0,31.0
Davis Fogle,GONZ,Fantasy Score,41.0,13.0,8.0,6.0,0.0,2.0,0.0,4.0,7.0,1.0,3.0,1.0,4.0,7.0,3.0,4.0,2.0,6.0,0.0,27.0
Orlando Lovejoy,DETM,Fantasy Score,40.0,26.0,4.0,3.0,0.0,1.0,4.0,8.0,19.0,0.0,1.0,0.0,10.0,11.0,8.0,18.0,1.0,3.0,4.0,39.0
AJ Dybantsa,BYU,Points,40.0,40.0,9.0,6.0,0.0,3.0,6.0,15.0,21.0,2.0,6.0,2.0,8.0,9.0,13.0,15.0,1.0,8.0,0.0,37.0
Larry Johnson,MCN,Pts+Rebs+Asts,40.0,27.0,12.0,1.0,0.0,7.0,1.0,11.0,29.0,2.0,8.0,2.0,3.0,8.0,9.0,21.0,5.0,7.0,4.0,40.0
Larry Johnson,MCN,PRA,40.0,27.0,12.0,1.0,0.0,7.0,1.0,11.0,29.0,2.0,8.0,2.0,3.0,8.0,9.0,21.0,5.0,7.0,4.0,40.0
Isaac Williams IV,BAY,Fantasy Score,39.5,15.0,6.0,4.0,1.0,3.0,5.0,6.0,12.0,2.0,3.0,2.0,1.0,2.0,4.0,9.0,2.0,4.0,5.0,32.0
Eric Dibami,FIU,Fantasy Score,39.2,9.0,13.0,2.0,2.0,1.0,2.0,4.0,10.0,0.0,1.0,0.0,1.0,8.0,4.0,9.0,10.0,3.0,3.0,36.0
Larry Johnson,MCN,Pts+Rebs,39.0,27.0,12.0,1.0,0.0,7.0,1.0,11.0,29.0,2.0,8.0,2.0,3.0,8.0,9.0,21.0,5.0,7.0,4.0,40.0
Jameel Morris,ALCN,Fantasy Score,39.0,24.0,2.0,2.0,0.0,3.0,2.0,9.0,16.0,0.0,2.0,0.0,6.0,7.0,9.0,14.0,1.0,1.0,4.0,35.0
Ben Hammond,VT,Fantasy Score,39.0,23.0,2.0,2.0,1.0,2.0,3.0,7.0,17.0,3.0,4.0,3.0,6.0,7.0,4.0,13.0,0.0,2.0,5.0,40.0
Anthony Roy,OKST,Fantasy Score,38.8,24.0,5.0,1.0,1.0,0.0,1.0,6.0,9.0,2.0,5.0,2.0,10.0,11.0,4.0,4.0,0.0,5.0,1.0,29.0
Jalen Tatum,JKST,Fantasy Score,38.2,18.0,3.0,4.0,0.0,4.0,6.0,6.0,14.0,2.0,3.0,2.0,4.0,11.0,4.0,11.0,1.0,2.0,1.0,36.0
