Sport,tier,rank_score,player,team,opp,prop_label,pick_type,line,bet_direction,edge,proj,hit_rate,L5 Avg,Szn Avg,L5 Over,L5 Under,opp_def_tier,game_time,prop_norm,espn_athlete_id
CBB,A,1.21,AJ Dybantsa,BYU,KSU,Rebounds,Goblin,5.5,OVER,1.794,7.294,0.9,7.4,6.87,5,0,,03/10 07:00PM,reb,
CBB,A,1.21,Kanye Clary,OKST,COLO,Points,Goblin,10.5,OVER,2.4186,12.9186,0.7,14.6,11.143,4,1,,03/10 09:30PM,pts,
CBB,A,1.2,Barry Dunning,PITT,STAN,Points,Goblin,11.5,OVER,4.687200000000001,16.1872,0.85,18.6,13.136,5,0,,03/10 02:00PM,pts,
CBB,A,1.2,Cooper Campbell,TROY,GASO,Points,Goblin,11.5,OVER,2.137199999999998,13.6372,0.7,14.4,11.636,4,1,,03/09 07:00PM,pts,
CBB,A,1.19,Graham Ike,GONZ,ORST,Points,Goblin,17.5,OVER,3.965199999999999,21.4652,0.8500000000000001,20.4,21.526,4,1,,03/09 09:00PM,pts,
CBB,A,1.19,Anthony Johnson,ASU,BAY,Pts+Rebs+Asts,Goblin,15.5,OVER,3.9892,19.4892,0.8,19.8,18.696,4,1,,03/10 12:30PM,pra,
CBB,A,1.19,Jordan Pope,TEX,,Points,Goblin,11.5,OVER,3.1938,14.6938,0.8,15.6,13.619,4,1,,03/11 07:00PM,pts,
CBB,A,1.19,Mike Nwoko,LSU,UK,Points,Goblin,8.5,OVER,4.616400000000001,13.1164,0.75,13.8,12.182,4,1,,03/11 12:30PM,pts,
CBB,A,1.19,Isaac Williams,BAY,ASU,Points,Goblin,9.5,OVER,2.375,11.875,0.6499999999999999,12,10.625,3,2,,03/10 12:30PM,pts,
CBB,A,1.19,Nate Johnson,KSU,BYU,Points,Goblin,11.5,OVER,3.3238,14.8238,0.75,15.6,12.619,4,1,,03/10 07:00PM,pts,
CBB,A,1.19,Cooper Bowser,FUR,ETSU,Points,Goblin,10.5,OVER,4.9672,15.4672,0.95,16,15.286,5,0,,03/09 07:00PM,pts,
CBB,A,1.18,Anthony Johnson,ASU,BAY,Points,Goblin,10.5,OVER,3.2096,13.7096,0.6499999999999999,13.8,13.348,3,2,,03/10 12:30PM,pts,
CBB,A,1.18,Jerrell Bellamy,TROY,GASO,Points,Goblin,11.5,OVER,2.169,13.669,0.65,16.2,9.545,4,1,,03/09 07:00PM,pts,
CBB,A,1.18,Matas Vokietaitis,TEX,,Points,Goblin,13.5,OVER,3.074200000000001,16.5742,0.8,16.6,15.571,4,1,,03/11 07:00PM,pts,
CBB,A,1.18,Amani Hansberry,VT,WAKE,Points,Goblin,10.5,OVER,2.2342,12.7342,0.85,12.6,13.571,5,0,,03/10 07:00PM,pts,
CBB,A,1.18,Mikey Lewis,SMC,SCU,Fantasy Score,Goblin,21,OVER,8.496599999999997,29.4966,0.85,35.22,20.223,5,0,,03/09 11:35PM,fantasy score,
CBB,A,1.17,Isaac Williams,BAY,ASU,Pts+Rebs+Asts,Goblin,15.5,OVER,3.895,19.395,0.6499999999999999,20.2,16.625,3,2,,03/10 12:30PM,pra,
CBB,A,1.17,Tobi Lawal,VT,WAKE,Points,Goblin,10.5,OVER,2.6524,13.1524,0.6,13.8,12.062,3,2,,03/10 07:00PM,pts,
CBB,A,1.17,Alden Applewhite,GASO,TROY,Points,Goblin,11.5,OVER,4.8308,16.3308,0.6499999999999999,16,14.654,3,2,,03/09 07:00PM,pts,
CBB,A,1.17,Otega Oweh,UK,LSU,Assists,Goblin,1.5,OVER,1.6846,3.1846,1,3.4,2.773,5,0,,03/11 12:30PM,ast,
CBB,A,1.17,Mikey Lewis,SMC,SCU,Points,Goblin,13.5,OVER,5.359000000000002,18.859,0.8,22.6,13.045,5,0,,03/09 11:30PM,pts,
CBB,A,1.17,Pablo Tamba,LSU,UK,Pts+Rebs+Asts,Goblin,15.5,OVER,5.151800000000001,20.6518,0.9,22.8,17.909,5,0,,03/11 12:30PM,pra,
CBB,A,1.17,Nick Martinelli,NW,,Points,Goblin,20.5,OVER,3.2758,23.7758,0.8,26,23.429,5,0,,03/10 07:30PM,pts,
CBB,A,1.16,Elijah Price,NEV,AFA,Points,Standard,12.5,OVER,2.2628,14.7628,0.6499999999999999,14.8,13.714,3,2,,03/11 05:30PM,pts,
CBB,A,1.16,Graham Ike,GONZ,ORST,Pts+Rebs,Goblin,24.5,OVER,4.240000000000002,28.74,0.8500000000000001,27,30,4,1,,03/09 09:00PM,pr,
CBB,A,1.16,AJ Dybantsa,BYU,KSU,Pts+Rebs,Goblin,29.5,OVER,3.617000000000004,33.117,0.55,31.8,33.435,2,3,,03/10 07:00PM,pr,
CBB,A,1.16,Isaac Williams,BAY,ASU,Pts+Rebs+Asts,Goblin,16.5,OVER,2.895,19.395,0.6499999999999999,20.2,16.625,3,2,,03/10 12:30PM,pra,
CBB,A,1.15,Anthony Johnson,ASU,BAY,Pts+Rebs+Asts,Goblin,16.5,OVER,2.9892,19.4892,0.75,19.8,18.696,4,1,,03/10 12:30PM,pra,
CBB,A,1.15,Jalen Reece,LSU,UK,Assists,Goblin,3.5,OVER,2.4582,5.9582,0.9,6.8,4.091,5,0,,03/11 12:30PM,ast,
CBB,A,1.15,Davis Fogle,GONZ,ORST,Fantasy Score,Goblin,18,OVER,3.026399999999999,21.0264,0.85,21.48,19.467,5,0,,03/09 09:05PM,fantasy score,
CBB,A,1.15,Benny Gealer,STAN,PITT,3-PT Made,Standard,2.5,UNDER,-2.5,0,1,0,0,0,5,,03/10 02:00PM,3pm,
CBB,A,1.15,Seydou Traore,UTAH,CIN,Pts+Rebs+Asts,Standard,14.5,UNDER,-3.347199999999999,11.1528,0.7,9.6,12.864,1,4,,03/10 03:00PM,pra,
CBB,A,1.15,Mikey Lewis,SMC,SCU,Points,Goblin,14.5,OVER,4.359000000000002,18.859,0.8,22.6,13.045,5,0,,03/09 11:30PM,pts,
CBB,A,1.15,Barry Dunning,PITT,STAN,Pts+Rebs+Asts,Goblin,19.5,OVER,5.0746,24.5746,0.9,27.6,20.273,5,0,,03/10 02:00PM,pra,
CBB,A,1.14,Tyren Moore,GASO,TROY,Points,Goblin,14.5,OVER,6.0762,20.5762,0.6,21.8,18.231,3,2,,03/09 07:00PM,pts,
CBB,A,1.14,Ben Hammond,VT,WAKE,Points,Goblin,11.5,OVER,2.5038,14.0038,0.6,14,14.619,3,2,,03/10 07:00PM,pts,
CBB,A,1.14,Alden Applewhite,GASO,TROY,Pts+Rebs+Asts,Goblin,19.5,OVER,3.550000000000001,23.05,0.8,22.8,21.5,4,1,,03/09 07:00PM,pra,
CBB,A,1.14,Thomas Dowd,TROY,GASO,Pts+Rebs+Asts,Goblin,24.5,OVER,2.771799999999999,27.2718,0.6,28.2,26.409,3,2,,03/09 07:00PM,pra,
CBB,A,1.14,Elijah Price,NEV,AFA,Pts+Rebs,Standard,19.5,OVER,3.194200000000002,22.6942,0.6499999999999999,22.2,22.571,3,2,,03/11 05:30PM,pr,
CBB,A,1.14,Harry Wessels,SMC,SCU,Pts+Rebs,Standard,14.5,UNDER,-3.638199999999999,10.8618,0.8,11,10.909,1,4,,03/09 11:30PM,pr,
CBB,A,1.14,Tounde Yessoufou,BAY,ASU,Points,Goblin,14.5,OVER,2.605,17.105,0.5,16.2,17.875,2,3,,03/10 12:30PM,pts,
CBB,A,1.14,Otega Oweh,UK,LSU,Pts+Rebs+Asts,Goblin,27.5,OVER,2.747199999999999,30.2472,0.75,31.2,27.636,4,1,,03/11 12:30PM,pra,
CBB,A,1.14,Tyon Grant-Foster,GONZ,ORST,Pts+Rebs,Standard,17.5,UNDER,-3.361000000000001,14.139,0.9,13.2,15.045,0,5,,03/09 09:00PM,pr,
CBB,A,1.13,Christian Hammond,SCU,SMC,Points,Standard,14.5,UNDER,-2.0586,12.4414,0.7,11.4,14.957,1,4,,03/09 11:30PM,pts,
CBB,A,1.13,Cooper Bowser,FUR,ETSU,Points,Goblin,11.5,OVER,3.9672,15.4672,0.9,16,15.286,5,0,,03/09 07:00PM,pts,
CBB,A,1.13,Santiago Trouet,ASU,BAY,Pts+Rebs+Asts,Goblin,12.5,OVER,3.599599999999999,16.0996,0.6499999999999999,16.4,15.048,3,2,,03/10 12:30PM,pra,
CBB,A,1.13,Ben Hammond,VT,WAKE,Pts+Rebs+Asts,Goblin,17.5,OVER,2.9466,20.4466,0.6499999999999999,21,20.333,3,2,,03/10 07:00PM,pra,
CBB,A,1.12,Tre Singleton,NW,,Pts+Rebs,Standard,15.5,UNDER,-4.627199999999998,10.8728,0.8500000000000001,10,12.864,1,4,,03/10 07:30PM,pr,
CBB,A,1.12,Jailen Bedford,VT,WAKE,Pts+Rebs+Asts,Goblin,13.5,OVER,2.489999999999998,15.99,0.6499999999999999,15.2,16.6,3,2,,03/10 07:00PM,pra,
CBB,A,1.12,Keanu Dawes,UTAH,CIN,Rebs+Asts,Standard,10.5,UNDER,-2.412800000000001,8.0872,0.7,6.8,9.636,1,4,,03/10 03:00PM,ra,
CBB,A,1.12,LJ Wells,NKU,WRST,Points,Goblin,14.5,OVER,4.281400000000001,18.7814,0.65,20.8,15.957,4,1,,03/09 07:00PM,pts,
CBB,A,1.11,Tyon Grant-Foster,GONZ,ORST,Pts+Rebs+Asts,Standard,19.5,UNDER,-3.8964,15.6036,0.9,14.6,16.318,0,5,,03/09 09:00PM,pra,
CBB,A,1.11,P.J. Haggerty,KSU,BYU,Points,Goblin,19.5,OVER,3.509999999999998,23.01,0.6499999999999999,23,22.9,3,2,,03/10 07:00PM,pts,
CBB,A,1.11,Harry Wessels,SMC,SCU,Pts+Rebs+Asts,Standard,15.5,UNDER,-3.789999999999999,11.71,0.8,11.8,11.5,1,4,,03/09 11:30PM,pra,
CBB,A,1.11,Ebuka Okorie,STAN,PITT,Points,Goblin,19.5,OVER,5.4238,24.9238,0.75,25.4,23.619,4,1,,03/10 02:00PM,pts,
CBB,A,1.11,Tyren Moore,GASO,TROY,Points,Goblin,16.5,OVER,4.0762,20.5762,0.6,21.8,18.231,3,2,,03/09 07:00PM,pts,
CBB,A,1.11,Tre Singleton,NW,,Pts+Asts,Standard,11.5,UNDER,-3.243599999999999,8.256400000000001,0.8500000000000001,7.6,9.682,1,4,,03/10 07:30PM,pa,
CBB,A,1.11,Thomas Dowd,TROY,GASO,Pts+Rebs+Asts,Goblin,25.5,OVER,1.771799999999999,27.2718,0.55,28.2,26.409,3,2,,03/09 07:00PM,pra,
CBB,A,1.1,Christian Hammond,SCU,SMC,Pts+Rebs,Standard,17.5,UNDER,-2.557,14.943,0.55,13.8,17.565,2,3,,03/09 11:30PM,pr,
CBB,A,1.1,Isaiah Sy,ORST,GONZ,Fantasy Score,Goblin,17.5,OVER,6.4892,23.9892,0.9,26.32,20.261,5,0,,03/09 09:05PM,fantasy score,
CBB,A,1.1,LJ Wells,NKU,WRST,Points,Goblin,15.5,OVER,3.281400000000001,18.7814,0.65,20.8,15.957,4,1,,03/09 07:00PM,pts,
CBB,A,1.1,Jailen Bedford,VT,WAKE,Assists,Goblin,0.5,OVER,1.69,2.19,0.8,2.4,1.5,4,1,,03/10 07:00PM,ast,
CBB,A,1.1,Tobi Lawal,VT,WAKE,Pts+Rebs+Asts,Goblin,18.5,OVER,2.817599999999999,21.3176,0.6,21.8,20.438,3,2,,03/10 07:00PM,pra,
CBB,A,1.1,Juke Harris,WAKE,VT,Points,Goblin,20.5,OVER,3.118600000000001,23.6186,0.6499999999999999,23.8,22.143,3,2,,03/10 07:00PM,pts,
CBB,A,1.1,Terrence Brown,UTAH,CIN,Pts+Rebs,Standard,20.5,UNDER,-2.239000000000001,18.261,0.6,17.4,20.955,2,3,,03/10 03:00PM,pr,
CBB,A,1.1,DJ Smith,CAMP,MONM,3-PT Made,Standard,2.5,UNDER,-2.5,0,1,0,0,0,5,,03/09 06:00PM,3pm,
CBB,A,1.09,Cameron Corhen,PITT,STAN,Points,Goblin,12.5,OVER,3.144600000000001,15.6446,0.75,17,12.773,4,1,,03/10 02:00PM,pts,
CBB,A,1.09,Santiago Trouet,ASU,BAY,Pts+Rebs+Asts,Goblin,13.5,OVER,2.599599999999999,16.0996,0.6499999999999999,16.4,15.048,3,2,,03/10 12:30PM,pra,
CBB,A,1.09,Josiah Lake,ORST,GONZ,Fantasy Score,Goblin,18,OVER,9.9286,27.9286,0.8,27.52,27.448,4,1,,03/09 09:05PM,fantasy score,
CBB,A,1.09,Tyren Moore,GASO,TROY,Points,Goblin,17.5,OVER,3.0762,20.5762,0.6,21.8,18.231,3,2,,03/09 07:00PM,pts,
CBB,A,1.09,Spudd Webb,GASO,TROY,Points,Goblin,11.5,OVER,3.299200000000001,14.7992,0.55,15,15.346,3,2,,03/09 07:00PM,pts,
CBB,A,1.09,Allen Graves,SCU,SMC,Points,Goblin,9.5,OVER,4.055599999999998,13.5556,0.8500000000000001,13,12.478,4,1,,03/09 11:30PM,pts,
CBB,A,1.09,Myles Colvin,WAKE,VT,Rebounds,Goblin,2.5,OVER,2.0914,4.5914,0.75,4.6,4.857,4,1,,03/10 07:00PM,reb,
CBB,A,1.08,Graham Ike,GONZ,ORST,Fantasy Score,Goblin,34,OVER,3.990400000000001,37.9904,0.7,36.32,38.747,3,2,,03/09 09:05PM,fantasy score,
CBB,A,1.07,Orlando Lovejoy,DET,RMU,Points,Standard,16.5,OVER,4.359000000000002,20.859,0.7,23,17.095,4,1,,03/09 09:30PM,pts,
CBB,A,1.07,Terrence Brown,UTAH,CIN,Pts+Rebs+Asts,Standard,23.5,UNDER,-2.0364,21.4636,0.6,20.4,24.818,2,3,,03/10 03:00PM,pra,
CBB,A,1.07,Christian Hammond,SCU,SMC,Pts+Rebs+Asts,Standard,19.5,UNDER,-2.080000000000002,17.42,0.55,16.4,20,2,3,,03/09 11:30PM,pra,
CBB,A,1.07,Vaughn Weems,NEV,AFA,Points,Standard,10.5,OVER,3.16,13.66,0.4,15.6,10.55,2,3,,03/11 05:30PM,pts,
CBB,A,1.07,Kevin Overton,AUB,,Points,Goblin,12.5,OVER,3.768999999999998,16.269,0.55,18.2,14.095,3,2,,03/11 03:00PM,pts,
CBB,A,1.07,Kam Sanders,AFA,NEV,Pts+Asts,Standard,16.5,OVER,4.180000000000003,20.68,0.85,22.6,16.75,5,0,,03/11 05:30PM,pa,
CBB,A,1.07,Alden Applewhite,GASO,TROY,Points,Goblin,12.5,OVER,3.8308,16.3308,0.5,16,14.654,2,3,,03/09 07:00PM,pts,
CBB,A,1.07,Elijah Mahi,SCU,SMC,Points,Goblin,9.5,OVER,5.324400000000001,14.8244,0.75,15.8,14.522,4,1,,03/09 11:30PM,pts,
CBB,A,1.07,Malachi Moreno,UK,LSU,Pts+Rebs+Asts,Goblin,14.5,OVER,2.340999999999998,16.841,0.75,17.4,15.955,4,1,,03/11 12:30PM,pra,
CBB,A,1.07,Vaughn Weems,NEV,AFA,Pts+Asts,Standard,11.5,OVER,2.969999999999999,14.47,0.45,16.2,11.6,2,3,,03/11 05:30PM,pa,
CBB,A,1.06,Isaac Williams,BAY,ASU,Pts+Rebs+Asts,Goblin,17.5,OVER,1.895,19.395,0.6499999999999999,20.2,16.625,3,2,,03/10 12:30PM,pra,
CBB,A,1.06,Seydou Traore,UTAH,CIN,Points,Standard,8.5,UNDER,-2.1672,6.3328,0.7,5.2,7.864,1,4,,03/10 03:00PM,pts,
CBB,A,1.06,Andre Mills,MD,ORE,Points,Goblin,15.5,OVER,2.9438,18.4438,0.55,19.8,13.619,3,2,,03/10 05:00PM,pts,
CBB,A,1.06,Mikey Lewis,SMC,SCU,Fantasy Score,Standard,25.5,OVER,3.996599999999997,29.4966,0.85,35.22,20.223,5,0,,03/09 11:30PM,fantasy score,
CBB,A,1.06,Christian Hammond,SCU,SMC,Fantasy Score,Standard,22,UNDER,-2.154600000000002,19.8454,0.55,18.18,23.522,2,3,,03/09 11:30PM,fantasy score,
CBB,A,1.06,Keanu Dawes,UTAH,CIN,Pts+Rebs,Standard,19.5,UNDER,-2.199000000000002,17.301,0.5,14.6,20.455,2,3,,03/10 03:00PM,pr,
CBB,A,1.05,Orlando Lovejoy,DET,RMU,Pts+Asts,Standard,19.5,OVER,5.3628,24.8628,0.7,27.4,20.714,4,1,,03/09 09:30PM,pa,
CBB,A,1.05,Mikey Lewis,SMC,SCU,Pts+Rebs+Asts,Goblin,20.5,OVER,3.956399999999999,24.4564,0.75,29.2,17.182,5,0,,03/09 11:30PM,pra,
CBB,A,1.05,KeShawn Murphy,AUB,,Pts+Rebs,Standard,19.5,UNDER,-3.001999999999999,16.498,0.75,14.8,18.19,1,4,,03/11 03:00PM,pr,
CBB,A,1.05,Robert Wright,BYU,KSU,Steals,Goblin,0.5,OVER,1.0634,1.5634,0.85,1.8,1.217,5,0,,03/10 07:00PM,stl,
CBB,A,1.05,Keanu Dawes,UTAH,CIN,Rebounds,Standard,8.5,UNDER,-1.981,6.519,0.7,5.2,8.045,1,4,,03/10 03:00PM,reb,
CBB,A,1.04,Keyshawn Hall,AUB,,Pts+Rebs,Standard,28.5,UNDER,-3.400000000000002,25.1,0.75,24,26.35,1,4,,03/11 03:00PM,pr,
CBB,A,1.04,Naithan George,SYR,SMU,Points,Goblin,11.5,OVER,2.014000000000001,13.514,0.6499999999999999,14,11.87,3,2,,03/10 04:30PM,pts,
CBB,A,1.04,Pablo Tamba,LSU,UK,Points,Goblin,7.5,OVER,2.5718,10.0718,0.85,11,8.909,5,0,,03/11 12:30PM,pts,
CBB,A,1.04,Maki Johnson,ETSU,FUR,Pts+Rebs+Asts,Goblin,7.5,OVER,3.3116,10.8116,0.7,10.8,9.208,3,2,,03/09 07:00PM,pra,
CBB,A,1.04,Pablo Tamba,LSU,UK,Pts+Rebs,Standard,15.5,OVER,3.084599999999998,18.5846,0.85,20.4,16.273,5,0,,03/11 12:30PM,pr,
CBB,A,1.04,Orlando Lovejoy,DET,RMU,Pts+Rebs,Standard,20.5,OVER,4.019599999999997,24.5196,0.7,26.4,21.048,4,1,,03/09 09:30PM,pr,
CBB,A,1.04,Allen Graves,SCU,SMC,Pts+Rebs,Goblin,14.5,OVER,4.129999999999999,18.63,0.8500000000000001,17,19,4,1,,03/09 11:30PM,pr,
CBB,A,1.04,Jake Ensminger,SCU,SMC,Points,Goblin,3.5,OVER,2.866000000000001,6.366000000000001,0.8500000000000001,6.2,6.13,4,1,,03/09 11:30PM,pts,
CBB,A,1.04,Keanu Dawes,UTAH,CIN,Pts+Rebs+Asts,Standard,21.5,UNDER,-2.631,18.869,0.5,16.2,22.045,2,3,,03/10 03:00PM,pra,
CBB,A,1.03,Nate Bittle,ORE,MD,Steals,Goblin,0.5,OVER,1.1436,1.6436,0.9,2,1.118,5,0,,03/10 05:00PM,stl,
CBB,A,1.03,Jordan Pope,TEX,,Pts+Rebs+Asts,Goblin,15.5,OVER,2.839600000000001,18.3396,0.7,19.6,17.048,4,1,,03/11 07:00PM,pra,
CBB,A,1.03,Paulius Murauskas,SMC,SCU,Points,Goblin,14.5,OVER,2.976400000000002,17.4764,0.8,16.6,19.182,4,1,,03/09 11:30PM,pts,
CBB,A,1.03,Elijah Mahi,SCU,SMC,Fantasy Score,Goblin,21,OVER,9.155199999999997,30.1552,0.75,32.16,28.361,4,1,,03/09 11:35PM,fantasy score,
CBB,A,1.03,Andrew McKeever,SMC,SCU,Points,Goblin,5.5,OVER,2.5928,8.0928,0.8,8,7.864,4,1,,03/09 11:30PM,pts,
CBB,A,1.03,Kwame Evans,ORE,MD,Pts+Rebs+Asts,Goblin,22.5,OVER,2.010399999999997,24.5104,0.55,26.4,22.952,3,2,,03/10 05:00PM,pra,
CBB,A,1.03,Isaiah Sy,ORST,GONZ,Pts+Rebs+Asts,Goblin,15.5,OVER,4.204799999999999,19.7048,0.85,21.2,17.174,5,0,,03/09 09:00PM,pra,
CBB,A,1.03,Victor Valdes,TROY,GASO,Pts+Rebs,Standard,20.5,UNDER,-3.918199999999999,16.5818,0.95,15.8,17.909,0,5,,03/09 07:00PM,pr,
CBB,A,1.03,Elijah Price,NEV,AFA,Pts+Asts,Standard,13.5,OVER,2.053799999999999,15.5538,0.5,15.6,14.619,2,3,,03/11 05:30PM,pa,
CBB,A,1.02,Cooper Campbell,TROY,GASO,Steals,Goblin,0.5,OVER,1.051,1.551,0.85,1.8,1.455,5,0,,03/09 07:00PM,stl,
CBB,A,1.02,Dillan Shaw,SMC,SCU,Pts+Rebs,Standard,15.5,UNDER,-2.564599999999999,12.9354,0.7,11.8,13.727,1,4,,03/09 11:30PM,pr,
CBB,A,1.02,Pablo Tamba,LSU,UK,Pts+Rebs+Asts,Standard,17.5,OVER,3.151800000000001,20.6518,0.85,22.8,17.909,5,0,,03/11 12:30PM,pra,
CBB,A,1.02,Dylan Williamson,TOWS,HOF,Points,Standard,13.5,OVER,2.843399999999999,16.3434,0.7,18.2,14.167,4,1,,03/09 08:30PM,pts,
CBB,A,1.02,Keyshawn Hall,AUB,,Pts+Rebs+Asts,Standard,31.5,UNDER,-3.719999999999999,27.78,0.75,26.8,29.45,1,4,,03/11 03:00PM,pra,
CBB,A,1.02,Kam Sanders,AFA,NEV,Points,Standard,12.5,OVER,3.010000000000002,15.51,0.85,17.2,12.65,5,0,,03/11 05:30PM,pts,
CBB,A,1.02,Orlando Lovejoy,DET,RMU,Pts+Rebs+Asts,Standard,23.5,OVER,5.023400000000002,28.5234,0.7,30.8,24.667,4,1,,03/09 09:30PM,pra,
CBB,A,1.02,Blake Barkley,ETSU,FUR,Pts+Rebs,Goblin,19.5,OVER,3.845200000000002,23.3452,0.7,24.4,21.826,4,1,,03/09 07:00PM,pr,
CBB,A,1.02,Spudd Webb,GASO,TROY,Pts+Rebs+Asts,Goblin,18.5,OVER,2.955399999999997,21.4554,0.55,21.4,22.577,3,2,,03/09 07:00PM,pra,
CBB,A,1.02,Anthony Roy,OKST,COLO,Points,Standard,19.5,UNDER,-4.973600000000001,14.5264,0.8,13,17.182,1,4,,03/10 09:30PM,pts,
CBB,A,1.02,J.J. Starling,SYR,SMU,Assists,Goblin,1.5,OVER,1.3756,2.8756,0.85,3.2,2.478,5,0,,03/10 04:30PM,ast,
CBB,A,1.02,Tahaad Pettiford,AUB,,Assists,Goblin,2.5,OVER,1.6686,4.1686,1,3.8,4.143,5,0,,03/11 03:00PM,ast,
CBB,A,1.02,Nick Martinelli,NW,,Pts+Rebs,Standard,32.5,UNDER,-3.113800000000001,29.3862,0.7,31.6,29.381,2,3,,03/10 07:30PM,pr,
CBB,A,1.01,Paulius Murauskas,SMC,SCU,Rebounds,Goblin,6.5,OVER,2.417199999999999,8.9172,0.85,9.6,8.136,5,0,,03/09 11:30PM,reb,
CBB,A,1.01,Elijah Mahi,SCU,SMC,Points,Goblin,10.5,OVER,4.324400000000001,14.8244,0.7,15.8,14.522,4,1,,03/09 11:30PM,pts,
CBB,A,1.01,Anthony Roy,OKST,COLO,3-PT Made,Standard,2.5,UNDER,-2.5,0,1,0,0,0,5,,03/10 09:30PM,3pm,
CBB,A,1.01,Joshua Dent,SMC,SCU,Points,Goblin,9.5,OVER,2.983600000000001,12.4836,0.6499999999999999,12.2,13.318,3,2,,03/09 11:30PM,pts,
