espn_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,player,pos,team,opp_team,league,line,prop_type,prop_norm,pick_type,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,is_combo_player
298852,10497311,10497311,246222,135156,2026-03-12T18:15:00.000-04:00,,,Matías Fonseca,Attacker,INSTITUTO,TALLERES,SOCCER,1.5,Shots,shots,Goblin,,1,https://static.prizepicks.com/images/manual/Matías_Fonseca.png,,,,,OK,0
302030,10444522,10444522,275142,135156,2026-03-12T18:15:00.000-04:00,,,Agustín Bravo,Defender,INSTITUTO,TALLERES,SOCCER,0.5,Shots,shots,Demon,,1,,,,,,OK,0
302030,10444523,10444523,275142,135156,2026-03-12T18:15:00.000-04:00,,,Agustín Bravo,Defender,INSTITUTO,TALLERES,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,,,,,,OK,0
70912,10444524,10444524,274079,135156,2026-03-12T18:15:00.000-04:00,,,Alex Luna,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Assists,assists,Demon,,1,,,,,,OK,0
70912,10444525,10444525,274079,135156,2026-03-12T18:15:00.000-04:00,,,Alex Luna,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Goal + Assist,goal_assist,Demon,,1,,,,,,OK,0
70912,10444526,10444526,274079,135156,2026-03-12T18:15:00.000-04:00,,,Alex Luna,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Goals,goals,Demon,,1,,,,,,OK,0
276021,10444531,10444531,295336,135156,2026-03-12T18:15:00.000-04:00,,,Alex Vigo,Defender,TALLERES,INSTITUTO,SOCCER,0.5,Goals,goals,Demon,,1,,,,,,OK,0
276302,10444532,10444532,274865,135156,2026-03-12T18:15:00.000-04:00,,,Augusto Schott,Defender,TALLERES,INSTITUTO,SOCCER,0.5,Goal + Assist,goal_assist,Demon,,1,,,,,,OK,0
276302,10444535,10444535,274865,135156,2026-03-12T18:15:00.000-04:00,,,Augusto Schott,Defender,TALLERES,INSTITUTO,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,,,,,,OK,0
301553,10444536,10444536,295337,135156,2026-03-12T18:15:00.000-04:00,,,Bruno Barticciotto,Attacker,TALLERES,INSTITUTO,SOCCER,0.5,Goals,goals,Demon,,1,,,,,,OK,0
76156,10444537,10444537,295036,135156,2026-03-12T18:15:00.000-04:00,,,Diego Sosa,Defender,INSTITUTO,TALLERES,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,,,,,,OK,0
215986,10444538,10444538,295450,135156,2026-03-12T18:15:00.000-04:00,,,Diego Valoyes,Attacker,TALLERES,INSTITUTO,SOCCER,0.5,Assists,assists,Demon,,1,,,,,,OK,0
215986,10444539,10444539,295450,135156,2026-03-12T18:15:00.000-04:00,,,Diego Valoyes,Attacker,TALLERES,INSTITUTO,SOCCER,0.5,Goal + Assist,goal_assist,Demon,,1,,,,,,OK,0
215986,10444540,10444540,295450,135156,2026-03-12T18:15:00.000-04:00,,,Diego Valoyes,Attacker,TALLERES,INSTITUTO,SOCCER,0.5,Goals,goals,Demon,,1,,,,,,OK,0
215986,10444541,10444541,295450,135156,2026-03-12T18:15:00.000-04:00,,,Diego Valoyes,Attacker,TALLERES,INSTITUTO,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,,,,,,OK,0
,10444542,10444542,219890,135156,2026-03-12T18:15:00.000-04:00,,,Ulises Ortegoza,Midfielder,TALLERES,INSTITUTO,SOCCER,0.5,Assists,assists,Demon,,1,https://static.prizepicks.com/images/manual/Ulises Ortegoza.png,,,,,UNRESOLVED_SINGLE,0
,10444543,10444543,219890,135156,2026-03-12T18:15:00.000-04:00,,,Ulises Ortegoza,Midfielder,TALLERES,INSTITUTO,SOCCER,0.5,Goal + Assist,goal_assist,Demon,,1,https://static.prizepicks.com/images/manual/Ulises Ortegoza.png,,,,,UNRESOLVED_SINGLE,0
,10444544,10444544,219890,135156,2026-03-12T18:15:00.000-04:00,,,Ulises Ortegoza,Midfielder,TALLERES,INSTITUTO,SOCCER,0.5,Goals,goals,Demon,,1,https://static.prizepicks.com/images/manual/Ulises Ortegoza.png,,,,,UNRESOLVED_SINGLE,0
402606,10444550,10444550,245947,135156,2026-03-12T18:15:00.000-04:00,,,Emiliano Chiavassa,Attacker,TALLERES,INSTITUTO,SOCCER,0.5,Assists,assists,Demon,,1,https://static.prizepicks.com/images/manual/EmilianoMiguelChiavassa.png,,,,,OK,0
292010,10444553,10444553,192289,135156,2026-03-12T18:15:00.000-04:00,,,Facundo Suárez,Attacker,INSTITUTO,TALLERES,SOCCER,0.5,Assists,assists,Demon,,1,https://static.prizepicks.com/images/manual/Facundo Suárez .png,,,,,OK,0
292010,10444554,10444554,192289,135156,2026-03-12T18:15:00.000-04:00,,,Facundo Suárez,Attacker,INSTITUTO,TALLERES,SOCCER,0.5,Goal + Assist,goal_assist,Demon,,1,https://static.prizepicks.com/images/manual/Facundo Suárez .png,,,,,OK,0
292010,10444555,10444555,192289,135156,2026-03-12T18:15:00.000-04:00,,,Facundo Suárez,Attacker,INSTITUTO,TALLERES,SOCCER,0.5,Goals,goals,Demon,,1,https://static.prizepicks.com/images/manual/Facundo Suárez .png,,,,,OK,0
292010,10444556,10444556,192289,135156,2026-03-12T18:15:00.000-04:00,,,Facundo Suárez,Attacker,INSTITUTO,TALLERES,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,https://static.prizepicks.com/images/manual/Facundo Suárez .png,,,,,OK,0
157910,10444557,10444557,192297,135156,2026-03-12T18:15:00.000-04:00,,,Fernando Alarcón,Defender,INSTITUTO,TALLERES,SOCCER,0.5,Shots,shots,Demon,,1,https://static.prizepicks.com/images/manual/Fernando Alarcón.png,,,,,OK,0
157910,10444558,10444558,192297,135156,2026-03-12T18:15:00.000-04:00,,,Fernando Alarcón,Defender,INSTITUTO,TALLERES,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,https://static.prizepicks.com/images/manual/Fernando Alarcón.png,,,,,OK,0
70182,10444559,10444559,295037,135156,2026-03-12T18:15:00.000-04:00,,,Franco Jara,Attacker,INSTITUTO,TALLERES,SOCCER,0.5,Assists,assists,Demon,,1,,,,,,OK,0
70182,10444560,10444560,295037,135156,2026-03-12T18:15:00.000-04:00,,,Franco Jara,Attacker,INSTITUTO,TALLERES,SOCCER,0.5,Goal + Assist,goal_assist,Demon,,1,,,,,,OK,0
70182,10444561,10444561,295037,135156,2026-03-12T18:15:00.000-04:00,,,Franco Jara,Attacker,INSTITUTO,TALLERES,SOCCER,0.5,Goals,goals,Demon,,1,,,,,,OK,0
264514,10444563,10444563,295038,135156,2026-03-12T18:15:00.000-04:00,,,Franco Moyano,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,,,,,,OK,0
192847,10444564,10444564,251019,135156,2026-03-12T18:15:00.000-04:00,,,Gabriel Báez,Defender,TALLERES,INSTITUTO,SOCCER,0.5,Assists,assists,Demon,,1,,,,,,OK,0
192847,10444565,10444565,251019,135156,2026-03-12T18:15:00.000-04:00,,,Gabriel Báez,Defender,TALLERES,INSTITUTO,SOCCER,0.5,Shots,shots,Goblin,,1,,,,,,OK,0
192847,10444567,10444567,251019,135156,2026-03-12T18:15:00.000-04:00,,,Gabriel Báez,Defender,TALLERES,INSTITUTO,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,,,,,,OK,0
269808,10444568,10444568,192294,135156,2026-03-12T18:15:00.000-04:00,,,Gastón Lodico,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Assists,assists,Demon,,1,https://static.prizepicks.com/images/players/placeholder.png,,,,,OK,0
269808,10444569,10444569,192294,135156,2026-03-12T18:15:00.000-04:00,,,Gastón Lodico,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Goal + Assist,goal_assist,Demon,,1,https://static.prizepicks.com/images/players/placeholder.png,,,,,OK,0
269808,10444570,10444570,192294,135156,2026-03-12T18:15:00.000-04:00,,,Gastón Lodico,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Goals,goals,Demon,,1,https://static.prizepicks.com/images/players/placeholder.png,,,,,OK,0
269808,10444571,10444571,192294,135156,2026-03-12T18:15:00.000-04:00,,,Gastón Lodico,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Shots,shots,Goblin,,1,https://static.prizepicks.com/images/players/placeholder.png,,,,,OK,0
269808,10444574,10444574,192294,135156,2026-03-12T18:15:00.000-04:00,,,Gastón Lodico,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,https://static.prizepicks.com/images/players/placeholder.png,,,,,OK,0
402605,10444575,10444575,247666,135156,2026-03-12T18:15:00.000-04:00,,,Giovanni Baroni,Midfielder,TALLERES,INSTITUTO,SOCCER,0.5,Assists,assists,Demon,,1,,,,,,OK,0
402605,10444576,10444576,247666,135156,2026-03-12T18:15:00.000-04:00,,,Giovanni Baroni,Midfielder,TALLERES,INSTITUTO,SOCCER,0.5,Goals,goals,Demon,,1,,,,,,OK,0
268229,10444581,10444581,296526,135156,2026-03-12T18:15:00.000-04:00,,,Hernán Fuente,Defender,INSTITUTO,TALLERES,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,,,,,,OK,0
264953,10444582,10444582,204667,135156,2026-03-12T18:15:00.000-04:00,,,Jonás Acevedo,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Goal + Assist,goal_assist,Demon,,1,https://static.prizepicks.com/images/players/placeholder.png,,,,,OK,0
264953,10444583,10444583,204667,135156,2026-03-12T18:15:00.000-04:00,,,Jonás Acevedo,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,https://static.prizepicks.com/images/players/placeholder.png,,,,,OK,0
402602,10444584,10444584,253966,135156,2026-03-12T18:15:00.000-04:00,,,Ignacio Alastra,Attacker,TALLERES,INSTITUTO,SOCCER,0.5,Goals,goals,Demon,,1,,,,,,OK,0
399859,10444585,10444585,299075,135156,2026-03-12T18:15:00.000-04:00,,,Ignacio Rossi,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Goals,goals,Demon,,1,,,,,,OK,0
379598,10444587,10444587,274082,135156,2026-03-12T18:15:00.000-04:00,,,Jeremías Lázaro,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Goal + Assist,goal_assist,Demon,,1,,,,,,OK,0
379598,10444588,10444588,274082,135156,2026-03-12T18:15:00.000-04:00,,,Jeremías Lázaro,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Shots On Target,shots_on_target,Demon,,1,,,,,,OK,0
176058,10444589,10444589,246310,135156,2026-03-12T18:15:00.000-04:00,,,Jhon Córdoba,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Assists,assists,Demon,,1,https://static.prizepicks.com/images/manual/Jhon_Emerson_Córdoba_Mosquera.png,,,,,OK,0
176058,10444590,10444590,246310,135156,2026-03-12T18:15:00.000-04:00,,,Jhon Córdoba,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Goals,goals,Demon,,1,https://static.prizepicks.com/images/manual/Jhon_Emerson_Córdoba_Mosquera.png,,,,,OK,0
176058,10444591,10444591,246310,135156,2026-03-12T18:15:00.000-04:00,,,Jhon Córdoba,Midfielder,INSTITUTO,TALLERES,SOCCER,0.5,Shots,shots,Goblin,,1,https://static.prizepicks.com/images/manual/Jhon_Emerson_Córdoba_Mosquera.png,,,,,OK,0
