espn_player_id,player,pos,team,opp_team,league,line,prop_type,prop_norm,pick_type,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,gp,goals_conceded,goals_conceded_pg,shots_conceded_pg,clean_sheets,wins,draws,losses,OVERALL_DEF_RANK,DEF_TIER,is_combo_player,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,avg_minutes,avg_passes,hit_rate_status,line_games_played_5,line_hits_over_5,line_hits_under_5,line_hits_push_5,line_hit_rate_over_5,line_hit_rate_under_5,line_games_played_10,line_hits_over_10,line_hits_under_10,line_hits_push_10,line_hit_rate_over_10,line_hit_rate_under_10,position_group,minutes_tier,shot_volume,field_involvement,pass_role,is_goalkeeper,shot_role,usage_role
130036.0,Stephan Shaarawy,Attacker,ROMA,BOLOGNA,SOCCER,1.5,Shots,shots,Standard,10491169,10491169,150221,139762,2026-03-12T13:45:00.000-04:00,,,1.5,0,https://static.prizepicks.com/images/players/soccer/a1iz91ed6hus61yhhk2r0vkd1.webp,,,,,OK,28.0,34.0,1.214,,0.0,11.0,0.0,11.0,10.0,Above Avg,0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,,,OK,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,FWD,UNKNOWN,LOW_VOL,FRINGE,UNKNOWN,0,LOW_VOL,FRINGE
285226.0,Manu Koné,Midfielder,ROMA,BOLOGNA,SOCCER,1.5,Attempted Dribbles,attempted_dribbles,Standard,10510618,10510618,212999,139762,2026-03-12T13:45:00.000-04:00,,,1.5,0,https://static.prizepicks.com/images/players/soccer/au5tbnn48ve4kqnuu3dhmk296.webp,,,,,OK,28.0,34.0,1.214,,0.0,11.0,0.0,11.0,10.0,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,,,MISSING_STAT_VALUES,,,,,,,,,,,,,MID,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN
273300.0,Deniz Undav,Attacker,STUTTGART,PORTO,SOCCER,24.5,Passes Attempted,passes,Standard,10510833,10510833,170576,139767,2026-03-12T13:45:00.000-04:00,,,24.5,0,https://static.prizepicks.com/images/players/soccer/6rutvrgco8li4nyz7tfayxb6x.webp,,,,,OK,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,FWD,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN
273300.0,Deniz Undav,Attacker,STUTTGART,PORTO,SOCCER,3.5,Shots,shots,Standard,10494055,10494055,170576,139767,2026-03-12T13:45:00.000-04:00,,,3.5,0,https://static.prizepicks.com/images/players/soccer/6rutvrgco8li4nyz7tfayxb6x.webp,,,,,OK,,,,,,,,,,,0,3.0,4.0,4.0,6.0,1.0,,,,,,3.6,3.6,3.6,3.0,2.0,0.0,0.6,0.6,0.4,0.6,0.4,OK,,,OK,5.0,3.0,2.0,0.0,0.6,0.4,5.0,3.0,2.0,0.0,0.6,0.4,FWD,UNKNOWN,HIGH_VOL,FRINGE,UNKNOWN,0,HIGH_VOL,FRINGE
238903.0,Diogo Costa,Goalkeeper,PORTO,STUTTGART,SOCCER,3.0,Goalie Saves,saves,Standard,10486218,10486218,160689,139767,2026-03-12T13:45:00.000-04:00,,,3.0,0,https://static.prizepicks.com/images/players/soccer/d79vlrccz170hzdh35nhsf1ed.webp,,,,,OK,25.0,34.0,1.36,,0.0,14.0,0.0,6.0,5.0,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,GK,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,UNKNOWN
205750.0,Alexander Nübel,Goalkeeper,STUTTGART,PORTO,SOCCER,2.5,Goalie Saves,saves,Standard,10486215,10486215,149407,139767,2026-03-12T13:45:00.000-04:00,,,2.5,0,https://static.prizepicks.com/images/players/soccer/d3xdl3p9vd1c0m316oq2pblxx.webp,,,,,OK,,,,,,,,,,,0,3.0,3.0,3.0,2.0,5.0,,,,,,3.2,3.2,3.2,4.0,1.0,0.0,0.8,0.8,0.2,0.8,0.2,OK,,,OK,5.0,4.0,1.0,0.0,0.8,0.2,5.0,4.0,1.0,0.0,0.8,0.2,GK,UNKNOWN,UNKNOWN,FRINGE,UNKNOWN,1,UNKNOWN,FRINGE
201123.0,Fabian Bredlow,Goalkeeper,STUTTGART,PORTO,SOCCER,2.5,Goalie Saves,saves,Standard,10486217,10486217,188873,139767,2026-03-12T13:45:00.000-04:00,,,2.5,0,https://static.prizepicks.com/images/players/soccer/62gct49oglcdzxafhrfucrb2t.webp,,,,,OK,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,,,OK,5.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,GK,UNKNOWN,UNKNOWN,FRINGE,UNKNOWN,1,UNKNOWN,FRINGE
216225.0,Maximilian Mittelstädt,Defender,STUTTGART,PORTO,SOCCER,2.5,Tackles,tackles,Standard,10510835,10510835,179868,139767,2026-03-12T13:45:00.000-04:00,,,2.5,0,https://static.prizepicks.com/images/players/soccer/6q2mf0qrkt51z28b46wltxal1.webp,,,,,OK,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,DEF,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN
269136.0,Ermedin Demirovic,Attacker,STUTTGART,PORTO,SOCCER,2.0,Shots,shots,Standard,10494056,10494056,209962,139767,2026-03-12T13:45:00.000-04:00,,,2.0,0,https://static.prizepicks.com/images/players/soccer/avk9yje6h4nndg3cufnbu2imt.webp,,,,,OK,,,,,,,,,,,0,2.0,5.0,1.0,4.0,0.0,,,,,,2.4,2.4,2.4,2.0,2.0,1.0,0.4,0.5,0.5,0.5,0.5,OK,,,OK,5.0,2.0,2.0,1.0,0.4,0.4,5.0,2.0,2.0,1.0,0.4,0.4,FWD,UNKNOWN,MID_VOL,FRINGE,UNKNOWN,0,MID_VOL,FRINGE
127420.0,Luuk Jong,Attacker,PORTO,STUTTGART,SOCCER,2.0,Shots,shots,Standard,10494067,10494067,264131,139767,2026-03-12T13:45:00.000-04:00,,,2.0,0,https://static.prizepicks.com/images/players/soccer/4drquvq035kmr2smvzph82bx1.webp,,,,,OK,25.0,34.0,1.36,,0.0,14.0,0.0,6.0,5.0,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,FWD,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN
350513.0,Deniz Gül,Attacker,PORTO,STUTTGART,SOCCER,1.5,Shots,shots,Standard,10494071,10494071,264128,139767,2026-03-12T13:45:00.000-04:00,,,1.5,0,https://static.prizepicks.com/images/manual/Deniz Daniel Gül.png,,,,,OK,25.0,34.0,1.36,,0.0,14.0,0.0,6.0,5.0,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,NO_DATA,,,MISSING_STAT_VALUES,,,,,,,,,,,,,FWD,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN
290232.0,Angelo Stiller,Midfielder,STUTTGART,PORTO,SOCCER,1.5,Shots Assisted,shots_assisted,Standard,10510829,10510829,152289,139767,2026-03-12T13:45:00.000-04:00,,,1.5,0,https://static.prizepicks.com/images/players/soccer/7hnmtyfmurizitwz1whecjnmy.webp,,,,,OK,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,,,MISSING_STAT_VALUES,,,,,,,,,,,,,MID,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN
273300.0,Deniz Undav,Attacker,STUTTGART,PORTO,SOCCER,0.5,Attempted Dribbles,attempted_dribbles,Standard,10510832,10510832,170576,139767,2026-03-12T13:45:00.000-04:00,,,0.5,0,https://static.prizepicks.com/images/players/soccer/6rutvrgco8li4nyz7tfayxb6x.webp,,,,,OK,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,,,MISSING_STAT_VALUES,,,,,,,,,,,,,FWD,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,UNKNOWN,UNKNOWN
,Alban Lafont,Goalkeeper,PANATHINAIKOS,BETIS,SOCCER,3.0,Goalie Saves,saves,Standard,10500816,10500816,266823,139769,2026-03-12T13:45:00.000-04:00,,,3.0,0,https://static.prizepicks.com/images/manual/Alban_Lafont.png,,,,,UNRESOLVED_SINGLE,27.0,34.0,1.259,,0.0,11.0,0.0,6.0,9.0,Above Avg,0,,,,,,,,,,,,,,,,,,,,,,NO_ID,,,MISSING_STAT_VALUES,,,,,,,,,,,,,GK,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,UNKNOWN
283892.0,Álvaro Valles,Goalkeeper,BETIS,PANATHINAIKOS,SOCCER,2.5,Goalie Saves,saves,Standard,10500817,10500817,253234,139769,2026-03-12T13:45:00.000-04:00,,,2.5,0,https://static.prizepicks.com/images/players/soccer/routhh0ialijcg3egagouig9.webp,,,,,OK,,,,,,,,,,,0,3.0,3.0,2.0,2.0,5.0,,,,,,3.0,3.0,3.0,3.0,2.0,0.0,0.6,0.6,0.4,0.6,0.4,OK,,,OK,5.0,3.0,2.0,0.0,0.6,0.4,5.0,3.0,2.0,0.0,0.6,0.4,GK,UNKNOWN,UNKNOWN,FRINGE,UNKNOWN,1,UNKNOWN,FRINGE
300912.0,Abde Ezzalzouli,Attacker,BETIS,PANATHINAIKOS,SOCCER,2.5,Shots,shots,Standard,10500854,10500854,162162,139769,2026-03-12T13:45:00.000-04:00,,,2.5,0,https://static.prizepicks.com/images/players/soccer/96cbv23es0gucmd2v0qvk3iwa.webp,,,,,OK,,,,,,,,,,,0,0.0,5.0,3.0,4.0,2.0,,,,,,2.8,2.8,2.8,3.0,2.0,0.0,0.6,0.6,0.4,0.6,0.4,OK,,,OK,5.0,3.0,2.0,0.0,0.6,0.4,5.0,3.0,2.0,0.0,0.6,0.4,FWD,UNKNOWN,MID_VOL,FRINGE,UNKNOWN,0,MID_VOL,FRINGE
315294.0,Antony,Attacker,BETIS,PANATHINAIKOS,SOCCER,2.5,Shots,shots,Standard,10500858,10500858,229792,139769,2026-03-12T13:45:00.000-04:00,,,2.5,0,https://static.prizepicks.com/images/manual/AntonyBetis.webp,,,,,OK,,,,,,,,,,,0,1.0,1.0,2.0,,,,,,,,1.333,1.333,1.333,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,,,OK,3.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,FWD,UNKNOWN,LOW_VOL,FRINGE,UNKNOWN,0,LOW_VOL,FRINGE
331426.0,Sergi Altimira,Midfielder,BETIS,PANATHINAIKOS,SOCCER,0.5,Shots,shots,Standard,10500880,10500880,161590,139769,2026-03-12T13:45:00.000-04:00,,,0.5,0,https://static.prizepicks.com/images/manual/Sergi Altimira.png,,,,,OK,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,,,OK,5.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,MID,UNKNOWN,LOW_VOL,FRINGE,UNKNOWN,0,LOW_VOL,FRINGE
259481.0,Donyell Malen,Attacker,ROMA,BOLOGNA,SOCCER,5.5,Shots,shots,Demon,10437520,10437520,294424,139762,2026-03-12T13:45:00.000-04:00,,,3.0,2,https://static.prizepicks.com/images/manual/Donyell_Malen.png,,,,,OK,28.0,34.0,1.214,,0.0,11.0,0.0,11.0,10.0,Above Avg,0,2.0,6.0,5.0,3.0,7.0,,,,,,4.6,4.6,4.6,2.0,3.0,0.0,0.4,0.4,0.6,0.4,0.6,OK,,,OK,5.0,2.0,3.0,0.0,0.4,0.6,5.0,2.0,3.0,0.0,0.4,0.6,FWD,UNKNOWN,HIGH_VOL,FRINGE,UNKNOWN,0,HIGH_VOL,FRINGE
259481.0,Donyell Malen,Attacker,ROMA,BOLOGNA,SOCCER,4.5,Shots,shots,Demon,10437519,10437519,294424,139762,2026-03-12T13:45:00.000-04:00,,,3.0,1,https://static.prizepicks.com/images/manual/Donyell_Malen.png,,,,,OK,28.0,34.0,1.214,,0.0,11.0,0.0,11.0,10.0,Above Avg,0,2.0,6.0,5.0,3.0,7.0,,,,,,4.6,4.6,4.6,3.0,2.0,0.0,0.6,0.6,0.4,0.6,0.4,OK,,,OK,5.0,3.0,2.0,0.0,0.6,0.4,5.0,3.0,2.0,0.0,0.6,0.4,FWD,UNKNOWN,HIGH_VOL,FRINGE,UNKNOWN,0,HIGH_VOL,FRINGE
245626.0,Federico Ravaglia,Goalkeeper,BOLOGNA,ROMA,SOCCER,4.5,Goalie Saves,saves,Demon,10437542,10437542,160618,139762,2026-03-12T13:45:00.000-04:00,,,2.5,2,https://static.prizepicks.com/images/players/soccer/9m6yva52cmdq7uu31qrwdrund.webp,,,,,OK,28.0,21.0,0.75,,0.0,16.0,0.0,9.0,2.0,Elite,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,,,OK,5.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,GK,UNKNOWN,UNKNOWN,FRINGE,UNKNOWN,1,UNKNOWN,FRINGE
323974.0,Matías Soulé,Attacker,ROMA,BOLOGNA,SOCCER,4.5,Shots,shots,Demon,10437643,10437643,207215,139762,2026-03-12T13:45:00.000-04:00,,,,2,https://static.prizepicks.com/images/manual/Matías Soulé.png,,,,,OK,28.0,34.0,1.214,,0.0,11.0,0.0,11.0,10.0,Above Avg,0,0.0,2.0,,,,,,,,,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,,,OK,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,FWD,UNKNOWN,LOW_VOL,FRINGE,UNKNOWN,0,LOW_VOL,FRINGE
238798.0,Mile Svilar,Goalkeeper,ROMA,BOLOGNA,SOCCER,4.5,Goalie Saves,saves,Demon,10437658,10437658,176407,139762,2026-03-12T13:45:00.000-04:00,,,3.0,2,https://static.prizepicks.com/images/players/soccer/el58uxf7oaqu95yx1vbgmr7it.webp,,,,,OK,28.0,34.0,1.214,,0.0,11.0,0.0,11.0,10.0,Above Avg,0,3.0,2.0,0.0,5.0,1.0,,,,,,2.2,2.2,2.2,1.0,4.0,0.0,0.2,0.2,0.8,0.2,0.8,OK,,,OK,5.0,1.0,4.0,0.0,0.2,0.8,5.0,1.0,4.0,0.0,0.2,0.8,GK,UNKNOWN,UNKNOWN,FRINGE,UNKNOWN,1,UNKNOWN,FRINGE
206587.0,Pierluigi Gollini,Goalkeeper,ROMA,BOLOGNA,SOCCER,4.5,Goalie Saves,saves,Demon,10437711,10437711,254898,139762,2026-03-12T13:45:00.000-04:00,,,3.0,2,https://static.prizepicks.com/images/players/soccer/u60zu48a4zqnupyxp2d0mqqd.webp,,,,,OK,28.0,34.0,1.214,,0.0,11.0,0.0,11.0,10.0,Above Avg,0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,,,OK,4.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,1.0,GK,UNKNOWN,UNKNOWN,FRINGE,UNKNOWN,1,UNKNOWN,FRINGE
234426.0,Riccardo Orsolini,Attacker,BOLOGNA,ROMA,SOCCER,4.5,Shots,shots,Demon,10437724,10437724,150623,139762,2026-03-12T13:45:00.000-04:00,,,2.0,2,https://static.prizepicks.com/images/players/soccer/1cu7fg8sf90isf9gp21e5fqh.webp,,,,,OK,28.0,21.0,0.75,,0.0,16.0,0.0,9.0,2.0,Elite,0,3.0,1.0,2.0,0.0,3.0,,,,,,1.8,1.8,1.8,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,,,OK,5.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,FWD,UNKNOWN,MID_VOL,FRINGE,UNKNOWN,0,MID_VOL,FRINGE
179358.0,Lukasz Skorupski,Goalkeeper,BOLOGNA,ROMA,SOCCER,4.5,Goalie Saves,saves,Demon,10437800,10437800,150627,139762,2026-03-12T13:45:00.000-04:00,,,2.5,2,https://static.prizepicks.com/images/players/soccer/4hrmzpx1nt5ze55fpby71mcb9.webp,,,,,OK,28.0,21.0,0.75,,0.0,16.0,0.0,9.0,2.0,Elite,0,2.0,2.0,3.0,1.0,0.0,,,,,,1.6,1.6,1.6,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,,,OK,5.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,GK,UNKNOWN,UNKNOWN,FRINGE,UNKNOWN,1,UNKNOWN,FRINGE
331231.0,Benja Domínguez,Attacker,BOLOGNA,ROMA,SOCCER,3.5,Shots,shots,Demon,10437477,10437477,221429,139762,2026-03-12T13:45:00.000-04:00,,,,2,https://static.prizepicks.com/images/manual/Benjamín_Domínguez.png,,,,,OK,28.0,21.0,0.75,,0.0,16.0,0.0,9.0,2.0,Elite,0,2.0,0.0,0.0,0.0,,,,,,,0.5,0.5,0.5,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,,,OK,4.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,1.0,FWD,UNKNOWN,LOW_VOL,FRINGE,UNKNOWN,0,LOW_VOL,FRINGE
311571.0,Bryan Zaragoza,Attacker,ROMA,BOLOGNA,SOCCER,3.5,Shots,shots,Demon,10437492,10437492,299249,139762,2026-03-12T13:45:00.000-04:00,,,,2,,,,,,OK,28.0,34.0,1.214,,0.0,11.0,0.0,11.0,10.0,Above Avg,0,0.0,0.0,0.0,0.0,1.0,,,,,,0.2,0.2,0.2,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,,,OK,5.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,FWD,UNKNOWN,LOW_VOL,FRINGE,UNKNOWN,0,LOW_VOL,FRINGE
180956.0,Federico Bernardeschi,Attacker,BOLOGNA,ROMA,SOCCER,3.5,Shots,shots,Demon,10437536,10437536,254966,139762,2026-03-12T13:45:00.000-04:00,,,,2,https://static.prizepicks.com/images/players/soccer/6kms3ctf8joymna289onk9lg5.webp,,,,,OK,28.0,21.0,0.75,,0.0,16.0,0.0,9.0,2.0,Elite,0,3.0,0.0,1.0,3.0,1.0,,,,,,1.6,1.6,1.6,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,OK,,,OK,5.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,FWD,UNKNOWN,MID_VOL,FRINGE,UNKNOWN,0,MID_VOL,FRINGE
