player,team,prop_type,actual,league,SOT,SH,G,A,SV,PA,KP,TK
Mikael Ellertsson,GEN,Goals,0.0,ita.1,,1.0,0.0,0.0,,,,
Mikael Ellertsson,GEN,Assists,0.0,ita.1,,1.0,0.0,0.0,,,,
Mikael Ellertsson,GEN,Fouls,0.0,ita.1,,1.0,0.0,0.0,,,,
Mikael Ellertsson,GEN,Yellow Cards,0.0,ita.1,,1.0,0.0,0.0,,,,
Jeff Ekhator,GEN,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Jeff Ekhator,GEN,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Jeff Ekhator,GEN,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Pape Gueye,VIL,Yellow Cards,0.0,esp.1,,4.0,0.0,1.0,,,,
Jeff Ekhator,GEN,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Santi Comesaña,VIL,Shots,0.0,esp.1,,0.0,0.0,1.0,,,,
Caleb Ekuban,GEN,Goals,0.0,ita.1,,2.0,0.0,0.0,,,,
Caleb Ekuban,GEN,Assists,0.0,ita.1,,2.0,0.0,0.0,,,,
Santi Comesaña,VIL,Goals,0.0,esp.1,,0.0,0.0,1.0,,,,
Caleb Ekuban,GEN,Yellow Cards,0.0,ita.1,,2.0,0.0,0.0,,,,
Santi Comesaña,VIL,Yellow Cards,0.0,esp.1,,0.0,0.0,1.0,,,,
Alberto Moleiro,VIL,Goals,0.0,esp.1,,2.0,0.0,0.0,,,,
Junior Messias,GEN,Assists,0.0,ita.1,,3.0,1.0,0.0,,,,
Junior Messias,GEN,Fouls,0.0,ita.1,,3.0,1.0,0.0,,,,
Junior Messias,GEN,Yellow Cards,0.0,ita.1,,3.0,1.0,0.0,,,,
Nicola Leali,GEN,Shots,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Nicola Leali,GEN,Goals,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Nicola Leali,GEN,Assists,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Nicola Leali,GEN,Goalkeeper Saves,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Nicola Leali,GEN,Fouls,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Nicola Leali,GEN,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Alexsandro Amorim,GEN,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Alexsandro Amorim,GEN,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Alexsandro Amorim,GEN,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Alexsandro Amorim,GEN,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Alexsandro Amorim,GEN,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Alberto Moleiro,VIL,Assists,0.0,esp.1,,2.0,0.0,0.0,,,,
Lorenzo Colombo,GEN,Goals,0.0,ita.1,,2.0,0.0,0.0,,,,
Lorenzo Colombo,GEN,Assists,0.0,ita.1,,2.0,0.0,0.0,,,,
Tajon Buchanan,VIL,Assists,0.0,esp.1,,1.0,1.0,0.0,,,,
Lorenzo Colombo,GEN,Yellow Cards,0.0,ita.1,,2.0,0.0,0.0,,,,
Tajon Buchanan,VIL,Fouls,0.0,esp.1,,1.0,1.0,0.0,,,,
Ruslan Malinovskyi,GEN,Goals,0.0,ita.1,,1.0,0.0,0.0,,,,
Ruslan Malinovskyi,GEN,Assists,0.0,ita.1,,1.0,0.0,0.0,,,,
Ruslan Malinovskyi,GEN,Fouls,0.0,ita.1,,1.0,0.0,0.0,,,,
Ruslan Malinovskyi,GEN,Yellow Cards,0.0,ita.1,,1.0,0.0,0.0,,,,
Nils Zätterström,GEN,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Nils Zätterström,GEN,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Nils Zätterström,GEN,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Nils Zätterström,GEN,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Nils Zätterström,GEN,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Jean Onana,GEN,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Jean Onana,GEN,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Jean Onana,GEN,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Jean Onana,GEN,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Jean Onana,GEN,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Maxwel Cornet,GEN,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Maxwel Cornet,GEN,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Maxwel Cornet,GEN,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Maxwel Cornet,GEN,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Maxwel Cornet,GEN,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Tajon Buchanan,VIL,Yellow Cards,0.0,esp.1,,1.0,1.0,0.0,,,,
Georges Mikautadze,VIL,Goals,0.0,esp.1,,2.0,0.0,0.0,,,,
Vitinha,GEN,Assists,0.0,ita.1,,1.0,1.0,0.0,,,,
Vitinha,GEN,Fouls,0.0,ita.1,,1.0,1.0,0.0,,,,
Vitinha,GEN,Yellow Cards,0.0,ita.1,,1.0,1.0,0.0,,,,
Daniele Sommariva,GEN,Shots,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Daniele Sommariva,GEN,Goals,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Daniele Sommariva,GEN,Assists,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Daniele Sommariva,GEN,Goalkeeper Saves,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Daniele Sommariva,GEN,Fouls,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Daniele Sommariva,GEN,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Brooke Norton-Cuffy,GEN,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Brooke Norton-Cuffy,GEN,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Brooke Norton-Cuffy,GEN,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Brooke Norton-Cuffy,GEN,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Brooke Norton-Cuffy,GEN,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Aarón Martín,GEN,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Aarón Martín,GEN,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Aarón Martín,GEN,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Aarón Martín,GEN,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Aarón Martín,GEN,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Sebastian Otoa,GEN,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Sebastian Otoa,GEN,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Sebastian Otoa,GEN,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Sebastian Otoa,GEN,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Sebastian Otoa,GEN,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Kris Gecaj,GEN,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Kris Gecaj,GEN,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Kris Gecaj,GEN,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Kris Gecaj,GEN,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Kris Gecaj,GEN,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Mile Svilar,ROMA,Shots,0.0,ita.1,,0.0,0.0,0.0,3.0,,,
Mile Svilar,ROMA,Goals,0.0,ita.1,,0.0,0.0,0.0,3.0,,,
Mile Svilar,ROMA,Assists,0.0,ita.1,,0.0,0.0,0.0,3.0,,,
Georges Mikautadze,VIL,Assists,0.0,esp.1,,2.0,0.0,0.0,,,,
Mile Svilar,ROMA,Fouls,0.0,ita.1,,0.0,0.0,0.0,3.0,,,
Mile Svilar,ROMA,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,3.0,,,
Georges Mikautadze,VIL,Yellow Cards,0.0,esp.1,,2.0,0.0,0.0,,,,
Nicolas Pépé,VIL,Goals,0.0,esp.1,,4.0,0.0,0.0,,,,
Evan Ndicka,ROMA,Assists,0.0,ita.1,,1.0,1.0,0.0,,,,
Nicolas Pépé,VIL,Assists,0.0,esp.1,,4.0,0.0,0.0,,,,
Nicolas Pépé,VIL,Fouls,0.0,esp.1,,4.0,0.0,0.0,,,,
Zeki Çelik,ROMA,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Zeki Çelik,ROMA,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Zeki Çelik,ROMA,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Nicolas Pépé,VIL,Yellow Cards,0.0,esp.1,,4.0,0.0,0.0,,,,
Zeki Çelik,ROMA,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Alfonso Pedraza,VIL,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Gianluca Mancini,ROMA,Goals,0.0,ita.1,,1.0,0.0,0.0,,,,
Gianluca Mancini,ROMA,Assists,0.0,ita.1,,1.0,0.0,0.0,,,,
Alfonso Pedraza,VIL,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Gianluca Mancini,ROMA,Yellow Cards,0.0,ita.1,,1.0,0.0,0.0,,,,
Alfonso Pedraza,VIL,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Manu Koné,ROMA,Goals,0.0,ita.1,,1.0,0.0,0.0,,,,
Manu Koné,ROMA,Assists,0.0,ita.1,,1.0,0.0,0.0,,,,
Alfonso Pedraza,VIL,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Manu Koné,ROMA,Yellow Cards,0.0,ita.1,,1.0,0.0,0.0,,,,
Niccolò Pisilli,ROMA,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Niccolò Pisilli,ROMA,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Niccolò Pisilli,ROMA,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Alfonso Pedraza,VIL,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Niccolò Pisilli,ROMA,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Kostas Tsimikas,ROMA,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Kostas Tsimikas,ROMA,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Kostas Tsimikas,ROMA,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Alfonso González,VIL,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Kostas Tsimikas,ROMA,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Alfonso González,VIL,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Devyne Rensch,ROMA,Goals,0.0,ita.1,,1.0,0.0,0.0,,,,
Devyne Rensch,ROMA,Assists,0.0,ita.1,,1.0,0.0,0.0,,,,
Devyne Rensch,ROMA,Fouls,0.0,ita.1,,1.0,0.0,0.0,,,,
Devyne Rensch,ROMA,Yellow Cards,0.0,ita.1,,1.0,0.0,0.0,,,,
Alfonso González,VIL,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Donyell Malen,ROMA,Goals,0.0,ita.1,,2.0,0.0,0.0,,,,
Donyell Malen,ROMA,Assists,0.0,ita.1,,2.0,0.0,0.0,,,,
Alfonso González,VIL,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Alfonso González,VIL,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Lorenzo Venturino,ROMA,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Lorenzo Venturino,ROMA,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Lorenzo Venturino,ROMA,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Lorenzo Venturino,ROMA,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Lorenzo Venturino,ROMA,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Lorenzo Pellegrini,ROMA,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Lorenzo Pellegrini,ROMA,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Lorenzo Pellegrini,ROMA,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Tani Oluwaseyi,VIL,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Lorenzo Pellegrini,ROMA,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Stephan El Shaarawy,ROMA,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Stephan El Shaarawy,ROMA,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Stephan El Shaarawy,ROMA,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Stephan El Shaarawy,ROMA,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Stephan El Shaarawy,ROMA,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Tani Oluwaseyi,VIL,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Bryan Cristante,ROMA,Goals,0.0,ita.1,,2.0,0.0,0.0,,,,
Bryan Cristante,ROMA,Assists,0.0,ita.1,,2.0,0.0,0.0,,,,
Tani Oluwaseyi,VIL,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Tani Oluwaseyi,VIL,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Robinio Vaz,ROMA,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Robinio Vaz,ROMA,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Robinio Vaz,ROMA,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Tani Oluwaseyi,VIL,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Robinio Vaz,ROMA,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Jan Ziólkowski,ROMA,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Jan Ziólkowski,ROMA,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Jan Ziólkowski,ROMA,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Jan Ziólkowski,ROMA,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Jan Ziólkowski,ROMA,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Bryan Zaragoza,ROMA,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Bryan Zaragoza,ROMA,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Bryan Zaragoza,ROMA,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Bryan Zaragoza,ROMA,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Bryan Zaragoza,ROMA,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Daniele Ghilardi,ROMA,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Daniele Ghilardi,ROMA,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Daniele Ghilardi,ROMA,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Gerard Moreno,VIL,Goals,0.0,esp.1,,1.0,0.0,0.0,,,,
Daniele Ghilardi,ROMA,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Neil El Aynaoui,ROMA,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Neil El Aynaoui,ROMA,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Neil El Aynaoui,ROMA,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Neil El Aynaoui,ROMA,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Neil El Aynaoui,ROMA,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Pierluigi Gollini,ROMA,Shots,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Pierluigi Gollini,ROMA,Goals,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Pierluigi Gollini,ROMA,Assists,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Pierluigi Gollini,ROMA,Goalkeeper Saves,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Pierluigi Gollini,ROMA,Fouls,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Pierluigi Gollini,ROMA,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Giorgio De Marzi,ROMA,Shots,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Giorgio De Marzi,ROMA,Goals,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Giorgio De Marzi,ROMA,Assists,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Giorgio De Marzi,ROMA,Goalkeeper Saves,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Giorgio De Marzi,ROMA,Fouls,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Giorgio De Marzi,ROMA,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Angeliño,ROMA,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Angeliño,ROMA,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Angeliño,ROMA,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Angeliño,ROMA,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Angeliño,ROMA,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Mike Maignan,MIL,Shots,0.0,ita.1,,0.0,0.0,0.0,2.0,,,
Mike Maignan,MIL,Goals,0.0,ita.1,,0.0,0.0,0.0,2.0,,,
Mike Maignan,MIL,Assists,0.0,ita.1,,0.0,0.0,0.0,2.0,,,
Gerard Moreno,VIL,Assists,0.0,esp.1,,1.0,0.0,0.0,,,,
Mike Maignan,MIL,Fouls,0.0,ita.1,,0.0,0.0,0.0,2.0,,,
Mike Maignan,MIL,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,2.0,,,
Koni De Winter,MIL,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Koni De Winter,MIL,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Koni De Winter,MIL,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Koni De Winter,MIL,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Koni De Winter,MIL,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Strahinja Pavlovic,MIL,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Strahinja Pavlovic,MIL,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Strahinja Pavlovic,MIL,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Strahinja Pavlovic,MIL,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Strahinja Pavlovic,MIL,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Gerard Moreno,VIL,Fouls,0.0,esp.1,,1.0,0.0,0.0,,,,
Fikayo Tomori,MIL,Goals,0.0,ita.1,,1.0,0.0,0.0,,,,
Fikayo Tomori,MIL,Assists,0.0,ita.1,,1.0,0.0,0.0,,,,
Gerard Moreno,VIL,Yellow Cards,0.0,esp.1,,1.0,0.0,0.0,,,,
Fikayo Tomori,MIL,Yellow Cards,0.0,ita.1,,1.0,0.0,0.0,,,,
Adrien Rabiot,MIL,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Adrien Rabiot,MIL,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Adrien Rabiot,MIL,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Dani Parejo,VIL,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Dani Parejo,VIL,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Dani Parejo,VIL,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Youssouf Fofana,MIL,Goals,0.0,ita.1,,2.0,0.0,1.0,,,,
Dani Parejo,VIL,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Youssouf Fofana,MIL,Fouls,0.0,ita.1,,2.0,0.0,1.0,,,,
Youssouf Fofana,MIL,Yellow Cards,0.0,ita.1,,2.0,0.0,1.0,,,,
Dani Parejo,VIL,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Luka Modric,MIL,Goals,0.0,ita.1,,1.0,0.0,0.0,,,,
Luka Modric,MIL,Assists,0.0,ita.1,,1.0,0.0,0.0,,,,
Renato Veiga,VIL,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Renato Veiga,VIL,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Renato Veiga,VIL,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Renato Veiga,VIL,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Pervis Estupiñán,MIL,Assists,0.0,ita.1,,1.0,1.0,0.0,,,,
Renato Veiga,VIL,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Pervis Estupiñán,MIL,Yellow Cards,0.0,ita.1,,1.0,1.0,0.0,,,,
Alex Freeman,VIL,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Alexis Saelemaekers,MIL,Goals,0.0,ita.1,,1.0,0.0,0.0,,,,
Alexis Saelemaekers,MIL,Assists,0.0,ita.1,,1.0,0.0,0.0,,,,
Alex Freeman,VIL,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Alexis Saelemaekers,MIL,Yellow Cards,0.0,ita.1,,1.0,0.0,0.0,,,,
Alex Freeman,VIL,Assists,0.0,esp.1,,0.0,0.0,0.0,,,,
Christian Pulisic,MIL,Goals,0.0,ita.1,,1.0,0.0,0.0,,,,
Christian Pulisic,MIL,Assists,0.0,ita.1,,1.0,0.0,0.0,,,,
Christian Pulisic,MIL,Fouls,0.0,ita.1,,1.0,0.0,0.0,,,,
Christian Pulisic,MIL,Yellow Cards,0.0,ita.1,,1.0,0.0,0.0,,,,
Alex Freeman,VIL,Fouls,0.0,esp.1,,0.0,0.0,0.0,,,,
Rafael Leão,MIL,Goals,0.0,ita.1,,2.0,0.0,0.0,,,,
Rafael Leão,MIL,Assists,0.0,ita.1,,2.0,0.0,0.0,,,,
Rafael Leão,MIL,Fouls,0.0,ita.1,,2.0,0.0,0.0,,,,
Rafael Leão,MIL,Yellow Cards,0.0,ita.1,,2.0,0.0,0.0,,,,
Davide Bartesaghi,MIL,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Davide Bartesaghi,MIL,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Davide Bartesaghi,MIL,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Davide Bartesaghi,MIL,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Davide Bartesaghi,MIL,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Christopher Nkunku,MIL,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Christopher Nkunku,MIL,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Christopher Nkunku,MIL,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Christopher Nkunku,MIL,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Christopher Nkunku,MIL,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Niclas Füllkrug,MIL,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Niclas Füllkrug,MIL,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Niclas Füllkrug,MIL,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Niclas Füllkrug,MIL,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Niclas Füllkrug,MIL,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
David Odogu,MIL,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
David Odogu,MIL,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
David Odogu,MIL,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
David Odogu,MIL,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
David Odogu,MIL,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Ardon Jashari,MIL,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Ardon Jashari,MIL,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Ardon Jashari,MIL,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Ardon Jashari,MIL,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Ardon Jashari,MIL,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Pietro Terracciano,MIL,Shots,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Pietro Terracciano,MIL,Goals,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Pietro Terracciano,MIL,Assists,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Pietro Terracciano,MIL,Goalkeeper Saves,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Pietro Terracciano,MIL,Fouls,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Pietro Terracciano,MIL,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Lorenzo Torriani,MIL,Shots,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Lorenzo Torriani,MIL,Goals,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Lorenzo Torriani,MIL,Assists,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Lorenzo Torriani,MIL,Goalkeeper Saves,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Lorenzo Torriani,MIL,Fouls,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Lorenzo Torriani,MIL,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,0.0,,,
Zachary Athekame,MIL,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Zachary Athekame,MIL,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Zachary Athekame,MIL,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Zachary Athekame,MIL,Fouls,0.0,ita.1,,0.0,0.0,0.0,,,,
Zachary Athekame,MIL,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Samuele Ricci,MIL,Shots,0.0,ita.1,,0.0,0.0,0.0,,,,
Samuele Ricci,MIL,Goals,0.0,ita.1,,0.0,0.0,0.0,,,,
Samuele Ricci,MIL,Assists,0.0,ita.1,,0.0,0.0,0.0,,,,
Alex Freeman,VIL,Yellow Cards,0.0,esp.1,,0.0,0.0,0.0,,,,
Samuele Ricci,MIL,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,,,,
Yann Sommer,INT,Shots,0.0,ita.1,,0.0,0.0,0.0,1.0,,,
Yann Sommer,INT,Goals,0.0,ita.1,,0.0,0.0,0.0,1.0,,,
Yann Sommer,INT,Assists,0.0,ita.1,,0.0,0.0,0.0,1.0,,,
Thomas Partey,VIL,Shots,0.0,esp.1,,0.0,0.0,0.0,,,,
Yann Sommer,INT,Fouls,0.0,ita.1,,0.0,0.0,0.0,1.0,,,
Yann Sommer,INT,Yellow Cards,0.0,ita.1,,0.0,0.0,0.0,1.0,,,
Thomas Partey,VIL,Goals,0.0,esp.1,,0.0,0.0,0.0,,,,
Manuel Akanji,INT,Goals,0.0,ita.1,,1.0,0.0,0.0,,,,
Manuel Akanji,INT,Assists,0.0,ita.1,,1.0,0.0,0.0,,,,
