player,team,prop_type,actual,PTS,REB,AST,BLK,STL,TO,FGM,FGA,3PM,3PA,3PT,FTM,FTA,2PM,2PA,OREB,DREB,PF,MIN
Russell Westbrook,SAC,Fantasy Score,74.8,23.0,11.0,12.0,0.0,1.0,0.0,7.0,17.0,3.0,5.0,3.0,6.0,6.0,4.0,12.0,2.0,9.0,2.0,35.0
Josh Giddey,CHI,Fantasy Score,63.0,15.0,12.0,10.0,0.0,1.0,3.0,6.0,13.0,2.0,6.0,2.0,1.0,1.0,4.0,7.0,1.0,11.0,0.0,34.0
Karl-Anthony Towns,NY,Fantasy Score,62.0,25.0,16.0,2.0,1.0,1.0,2.0,8.0,17.0,1.0,5.0,1.0,8.0,8.0,7.0,12.0,1.0,15.0,4.0,34.0
Maxime Raynaud,SAC,Fantasy Score,60.8,26.0,11.0,2.0,3.0,1.0,1.0,10.0,20.0,0.0,1.0,0.0,6.0,6.0,10.0,19.0,3.0,8.0,3.0,38.0
Luka Doncic,LAL,Fantasy Score,59.0,35.0,8.0,4.0,0.0,2.0,6.0,11.0,25.0,5.0,16.0,5.0,8.0,10.0,6.0,9.0,0.0,8.0,3.0,38.0
Devin Booker,PHX,Fantasy Score,58.8,30.0,3.0,10.0,0.0,0.0,2.0,7.0,18.0,1.0,6.0,1.0,15.0,15.0,6.0,12.0,1.0,2.0,2.0,35.0
Donovan Mitchell,CLE,Fantasy Score,58.2,30.0,7.0,5.0,2.0,1.0,0.0,9.0,18.0,3.0,9.0,3.0,9.0,11.0,6.0,9.0,0.0,7.0,1.0,33.0
Victor Wembanyama,SA,Fantasy Score,58.0,29.0,8.0,1.0,4.0,2.0,0.0,9.0,13.0,2.0,5.0,2.0,9.0,10.0,7.0,8.0,1.0,7.0,1.0,30.0
Cade Cunningham,DET,Fantasy Score,53.8,26.0,1.0,10.0,0.0,0.0,4.0,9.0,18.0,6.0,9.0,6.0,2.0,2.0,3.0,9.0,0.0,1.0,3.0,35.0
Bam Adebayo,MIA,Fantasy Score,53.8,24.0,9.0,6.0,1.0,1.0,2.0,7.0,17.0,4.0,10.0,4.0,6.0,6.0,3.0,7.0,3.0,6.0,1.0,34.0
Saddiq Bey,NO,Fantasy Score,53.0,23.0,10.0,2.0,0.0,2.0,0.0,9.0,17.0,0.0,4.0,0.0,5.0,10.0,9.0,13.0,5.0,5.0,1.0,29.0
Daniel Gafford,DAL,Fantasy Score,51.2,21.0,11.0,3.0,1.0,0.0,1.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,6.0,5.0,0.0,23.0
Paolo Banchero,ORL,Fantasy Score,51.2,33.0,5.0,3.0,1.0,0.0,1.0,12.0,16.0,3.0,6.0,3.0,6.0,9.0,9.0,10.0,0.0,5.0,1.0,29.0
Bobby Portis,MIL,Fantasy Score,51.0,18.0,10.0,3.0,1.0,1.0,1.0,7.0,11.0,4.0,5.0,4.0,0.0,1.0,3.0,6.0,2.0,8.0,2.0,28.0
James Harden,CLE,Fantasy Score,51.0,19.0,4.0,10.0,0.0,0.0,0.0,6.0,16.0,3.0,8.0,3.0,4.0,7.0,3.0,8.0,1.0,3.0,0.0,38.0
Austin Reaves,LAL,Fantasy Score,51.0,25.0,4.0,5.0,1.0,3.0,1.0,8.0,16.0,3.0,6.0,3.0,6.0,7.0,5.0,10.0,0.0,4.0,2.0,39.0
Scoot Henderson,POR,Fantasy Score,50.8,28.0,3.0,6.0,1.0,1.0,0.0,10.0,15.0,3.0,7.0,3.0,5.0,6.0,7.0,8.0,0.0,3.0,2.0,26.0
Jakob Poeltl,TOR,Fantasy Score,50.5,16.0,10.0,4.0,2.0,1.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,2.0,8.0,2.0,30.0
Malik Monk,SAC,Fantasy Score,50.5,30.0,4.0,5.0,1.0,0.0,0.0,11.0,24.0,3.0,10.0,3.0,5.0,5.0,8.0,14.0,1.0,3.0,2.0,31.0
RJ Barrett,TOR,Fantasy Score,50.0,31.0,6.0,3.0,0.0,1.0,2.0,13.0,19.0,3.0,7.0,3.0,2.0,4.0,10.0,12.0,1.0,5.0,2.0,34.0
Jaylen Brown,BOS,Fantasy Score,49.2,23.0,9.0,8.0,0.0,0.0,4.0,7.0,17.0,1.0,3.0,1.0,8.0,9.0,6.0,14.0,3.0,6.0,5.0,38.0
Desmond Bane,ORL,Fantasy Score,49.2,18.0,5.0,9.0,0.0,4.0,3.0,6.0,12.0,1.0,3.0,1.0,5.0,5.0,5.0,9.0,2.0,3.0,0.0,30.0
Cooper Flagg,DAL,Fantasy Score,49.0,17.0,8.0,6.0,3.0,2.0,4.0,7.0,17.0,1.0,3.0,1.0,2.0,3.0,6.0,14.0,1.0,7.0,1.0,30.0
De'Aaron Fox,SA,Fantasy Score,47.5,20.0,2.0,10.0,0.0,0.0,2.0,9.0,15.0,1.0,4.0,1.0,1.0,2.0,8.0,11.0,1.0,1.0,4.0,32.0
Amen Thompson,HOU,Fantasy Score,47.2,23.0,7.0,6.0,0.0,1.0,0.0,8.0,15.0,0.0,1.0,0.0,7.0,8.0,8.0,14.0,2.0,5.0,4.0,36.0
Luka Doncic,LAL,Pts+Rebs+Asts,47.0,35.0,8.0,4.0,0.0,2.0,6.0,11.0,25.0,5.0,16.0,5.0,8.0,10.0,6.0,9.0,0.0,8.0,3.0,38.0
Luka Doncic,LAL,PRA,47.0,35.0,8.0,4.0,0.0,2.0,6.0,11.0,25.0,5.0,16.0,5.0,8.0,10.0,6.0,9.0,0.0,8.0,3.0,38.0
Deni Avdija,POR,Fantasy Score,46.2,18.0,5.0,8.0,3.0,0.0,1.0,6.0,16.0,0.0,4.0,0.0,6.0,6.0,6.0,12.0,1.0,4.0,1.0,25.0
Russell Westbrook,SAC,PRA,46.0,23.0,11.0,12.0,0.0,1.0,0.0,7.0,17.0,3.0,5.0,3.0,6.0,6.0,4.0,12.0,2.0,9.0,2.0,35.0
Matas Buzelis,CHI,Fantasy Score,46.0,20.0,8.0,4.0,3.0,0.0,3.0,5.0,12.0,2.0,6.0,2.0,8.0,9.0,3.0,6.0,1.0,7.0,3.0,30.0
Russell Westbrook,SAC,Pts+Rebs+Asts,46.0,23.0,11.0,12.0,0.0,1.0,0.0,7.0,17.0,3.0,5.0,3.0,6.0,6.0,4.0,12.0,2.0,9.0,2.0,35.0
Evan Mobley,CLE,Fantasy Score,46.0,24.0,8.0,1.0,3.0,0.0,2.0,10.0,19.0,2.0,6.0,2.0,2.0,3.0,8.0,13.0,5.0,3.0,0.0,31.0
LaMelo Ball,CHA,Fantasy Score,45.2,22.0,7.0,6.0,0.0,0.0,2.0,9.0,19.0,4.0,12.0,4.0,0.0,0.0,5.0,7.0,0.0,7.0,4.0,33.0
Tyler Herro,MIA,Fantasy Score,45.0,25.0,6.0,3.0,0.0,1.0,1.0,8.0,16.0,4.0,8.0,4.0,5.0,6.0,4.0,8.0,1.0,5.0,1.0,30.0
Trey Murphy III,NO,Fantasy Score,44.8,24.0,5.0,4.0,0.0,1.0,0.0,7.0,14.0,4.0,9.0,4.0,6.0,6.0,3.0,5.0,1.0,4.0,0.0,29.0
Jalen Brunson,NY,Fantasy Score,44.5,24.0,6.0,7.0,0.0,0.0,7.0,8.0,19.0,3.0,8.0,3.0,5.0,7.0,5.0,11.0,0.0,6.0,2.0,42.0
Pascal Siakam,IND,Fantasy Score,44.5,22.0,6.0,5.0,0.0,2.0,2.0,9.0,20.0,0.0,4.0,0.0,4.0,9.0,9.0,16.0,1.0,5.0,2.0,32.0
Kevin Durant,HOU,Fantasy Score,43.8,23.0,5.0,4.0,2.0,0.0,1.0,7.0,12.0,1.0,3.0,1.0,8.0,9.0,6.0,9.0,1.0,4.0,1.0,33.0
Collin Sexton,CHI,Fantasy Score,43.0,28.0,2.0,3.0,0.0,0.0,0.0,9.0,12.0,7.0,9.0,7.0,3.0,4.0,2.0,3.0,0.0,2.0,0.0,22.0
Karl-Anthony Towns,NY,PRA,43.0,25.0,16.0,2.0,1.0,1.0,2.0,8.0,17.0,1.0,5.0,1.0,8.0,8.0,7.0,12.0,1.0,15.0,4.0,34.0
Karl-Anthony Towns,NY,Pts+Rebs+Asts,43.0,25.0,16.0,2.0,1.0,1.0,2.0,8.0,17.0,1.0,5.0,1.0,8.0,8.0,7.0,12.0,1.0,15.0,4.0,34.0
Devin Booker,PHX,PRA,43.0,30.0,3.0,10.0,0.0,0.0,2.0,7.0,18.0,1.0,6.0,1.0,15.0,15.0,6.0,12.0,1.0,2.0,2.0,35.0
Luka Doncic,LAL,Pts+Rebs,43.0,35.0,8.0,4.0,0.0,2.0,6.0,11.0,25.0,5.0,16.0,5.0,8.0,10.0,6.0,9.0,0.0,8.0,3.0,38.0
Devin Booker,PHX,Pts+Rebs+Asts,43.0,30.0,3.0,10.0,0.0,0.0,2.0,7.0,18.0,1.0,6.0,1.0,15.0,15.0,6.0,12.0,1.0,2.0,2.0,35.0
Baylor Scheierman,BOS,Fantasy Score,43.0,16.0,10.0,0.0,0.0,1.0,0.0,6.0,8.0,4.0,6.0,4.0,0.0,0.0,2.0,2.0,2.0,8.0,1.0,26.0
Jeremiah Fears,NO,Fantasy Score,42.8,18.0,5.0,7.0,1.0,1.0,2.0,7.0,16.0,1.0,4.0,1.0,3.0,3.0,6.0,12.0,0.0,5.0,3.0,24.0
Collin Gillespie,PHX,Fantasy Score,42.8,24.0,5.0,4.0,0.0,0.0,1.0,8.0,15.0,5.0,10.0,5.0,3.0,3.0,3.0,5.0,1.0,4.0,3.0,36.0
Jaime Jaquez Jr.,MIA,Fantasy Score,42.2,19.0,5.0,7.0,1.0,0.0,1.0,6.0,18.0,1.0,3.0,1.0,6.0,6.0,5.0,15.0,1.0,4.0,2.0,29.0
Donovan Mitchell,CLE,Pts+Rebs+Asts,42.0,30.0,7.0,5.0,2.0,1.0,0.0,9.0,18.0,3.0,9.0,3.0,9.0,11.0,6.0,9.0,0.0,7.0,1.0,33.0
Jay Huff,IND,Fantasy Score,42.0,16.0,6.0,1.0,5.0,1.0,2.0,5.0,15.0,3.0,10.0,3.0,3.0,5.0,2.0,5.0,0.0,6.0,2.0,22.0
Donovan Mitchell,CLE,PRA,42.0,30.0,7.0,5.0,2.0,1.0,0.0,9.0,18.0,3.0,9.0,3.0,9.0,11.0,6.0,9.0,0.0,7.0,1.0,33.0
Paolo Banchero,ORL,PRA,41.0,33.0,5.0,3.0,1.0,0.0,1.0,12.0,16.0,3.0,6.0,3.0,6.0,9.0,9.0,10.0,0.0,5.0,1.0,29.0
Paolo Banchero,ORL,Pts+Rebs+Asts,41.0,33.0,5.0,3.0,1.0,0.0,1.0,12.0,16.0,3.0,6.0,3.0,6.0,9.0,9.0,10.0,0.0,5.0,1.0,29.0
Karl-Anthony Towns,NY,Pts+Rebs,41.0,25.0,16.0,2.0,1.0,1.0,2.0,8.0,17.0,1.0,5.0,1.0,8.0,8.0,7.0,12.0,1.0,15.0,4.0,34.0
RJ Barrett,TOR,PRA,40.0,31.0,6.0,3.0,0.0,1.0,2.0,13.0,19.0,3.0,7.0,3.0,2.0,4.0,10.0,12.0,1.0,5.0,2.0,34.0
Jaylen Brown,BOS,Pts+Rebs+Asts,40.0,23.0,9.0,8.0,0.0,0.0,4.0,7.0,17.0,1.0,3.0,1.0,8.0,9.0,6.0,14.0,3.0,6.0,5.0,38.0
Devin Booker,PHX,Pts+Asts,40.0,30.0,3.0,10.0,0.0,0.0,2.0,7.0,18.0,1.0,6.0,1.0,15.0,15.0,6.0,12.0,1.0,2.0,2.0,35.0
Jaylen Brown,BOS,PRA,40.0,23.0,9.0,8.0,0.0,0.0,4.0,7.0,17.0,1.0,3.0,1.0,8.0,9.0,6.0,14.0,3.0,6.0,5.0,38.0
RJ Barrett,TOR,Pts+Rebs+Asts,40.0,31.0,6.0,3.0,0.0,1.0,2.0,13.0,19.0,3.0,7.0,3.0,2.0,4.0,10.0,12.0,1.0,5.0,2.0,34.0
Stephon Castle,SA,Fantasy Score,39.2,23.0,3.0,5.0,0.0,0.0,2.0,7.0,13.0,3.0,4.0,3.0,6.0,7.0,4.0,9.0,1.0,2.0,5.0,26.0
Malik Monk,SAC,Pts+Rebs+Asts,39.0,30.0,4.0,5.0,1.0,0.0,0.0,11.0,24.0,3.0,10.0,3.0,5.0,5.0,8.0,14.0,1.0,3.0,2.0,31.0
Jalen Green,PHX,Fantasy Score,39.0,24.0,4.0,2.0,0.0,1.0,3.0,8.0,19.0,4.0,10.0,4.0,4.0,6.0,4.0,9.0,0.0,4.0,1.0,30.0
Maxime Raynaud,SAC,PRA,39.0,26.0,11.0,2.0,3.0,1.0,1.0,10.0,20.0,0.0,1.0,0.0,6.0,6.0,10.0,19.0,3.0,8.0,3.0,38.0
Bam Adebayo,MIA,PRA,39.0,24.0,9.0,6.0,1.0,1.0,2.0,7.0,17.0,4.0,10.0,4.0,6.0,6.0,3.0,7.0,3.0,6.0,1.0,34.0
Malik Monk,SAC,PRA,39.0,30.0,4.0,5.0,1.0,0.0,0.0,11.0,24.0,3.0,10.0,3.0,5.0,5.0,8.0,14.0,1.0,3.0,2.0,31.0
Maxime Raynaud,SAC,Pts+Rebs+Asts,39.0,26.0,11.0,2.0,3.0,1.0,1.0,10.0,20.0,0.0,1.0,0.0,6.0,6.0,10.0,19.0,3.0,8.0,3.0,38.0
Bam Adebayo,MIA,Pts+Rebs+Asts,39.0,24.0,9.0,6.0,1.0,1.0,2.0,7.0,17.0,4.0,10.0,4.0,6.0,6.0,3.0,7.0,3.0,6.0,1.0,34.0
Luka Doncic,LAL,Pts+Asts,39.0,35.0,8.0,4.0,0.0,2.0,6.0,11.0,25.0,5.0,16.0,5.0,8.0,10.0,6.0,9.0,0.0,8.0,3.0,38.0
Payton Pritchard,BOS,Fantasy Score,38.8,18.0,3.0,7.0,0.0,1.0,2.0,7.0,12.0,2.0,6.0,2.0,2.0,2.0,5.0,6.0,1.0,2.0,2.0,35.0
Scottie Barnes,TOR,Fantasy Score,38.5,17.0,4.0,5.0,1.0,1.0,1.0,6.0,12.0,2.0,4.0,2.0,3.0,3.0,4.0,8.0,1.0,3.0,3.0,35.0
Andrew Nembhard,IND,Fantasy Score,38.0,14.0,2.0,9.0,0.0,2.0,3.0,5.0,11.0,2.0,4.0,2.0,2.0,4.0,3.0,7.0,1.0,1.0,1.0,28.0
Victor Wembanyama,SA,PRA,38.0,29.0,8.0,1.0,4.0,2.0,0.0,9.0,13.0,2.0,5.0,2.0,9.0,10.0,7.0,8.0,1.0,7.0,1.0,30.0
Victor Wembanyama,SA,Pts+Rebs+Asts,38.0,29.0,8.0,1.0,4.0,2.0,0.0,9.0,13.0,2.0,5.0,2.0,9.0,10.0,7.0,8.0,1.0,7.0,1.0,30.0
Paolo Banchero,ORL,Pts+Rebs,38.0,33.0,5.0,3.0,1.0,0.0,1.0,12.0,16.0,3.0,6.0,3.0,6.0,9.0,9.0,10.0,0.0,5.0,1.0,29.0
Trae Young,WSH,Fantasy Score,38.0,17.0,4.0,8.0,0.0,0.0,4.0,4.0,6.0,3.0,5.0,3.0,6.0,8.0,1.0,1.0,1.0,3.0,3.0,18.0
Jerami Grant,POR,Fantasy Score,38.0,21.0,2.0,1.0,2.0,2.0,3.0,6.0,10.0,4.0,6.0,4.0,5.0,7.0,2.0,4.0,0.0,2.0,2.0,32.0
Jalen Duren,DET,Fantasy Score,37.8,24.0,5.0,1.0,1.0,0.0,1.0,10.0,12.0,0.0,0.0,0.0,4.0,5.0,10.0,12.0,1.0,4.0,3.0,26.0
Jrue Holiday,POR,Fantasy Score,37.2,21.0,3.0,3.0,1.0,0.0,2.0,7.0,10.0,5.0,8.0,5.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,25.0
Scoot Henderson,POR,Pts+Rebs+Asts,37.0,28.0,3.0,6.0,1.0,1.0,0.0,10.0,15.0,3.0,7.0,3.0,5.0,6.0,7.0,8.0,0.0,3.0,2.0,26.0
Jalen Brunson,NY,PRA,37.0,24.0,6.0,7.0,0.0,0.0,7.0,8.0,19.0,3.0,8.0,3.0,5.0,7.0,5.0,11.0,0.0,6.0,2.0,42.0
Donovan Mitchell,CLE,Pts+Rebs,37.0,30.0,7.0,5.0,2.0,1.0,0.0,9.0,18.0,3.0,9.0,3.0,9.0,11.0,6.0,9.0,0.0,7.0,1.0,33.0
Cade Cunningham,DET,PRA,37.0,26.0,1.0,10.0,0.0,0.0,4.0,9.0,18.0,6.0,9.0,6.0,2.0,2.0,3.0,9.0,0.0,1.0,3.0,35.0
Josh Giddey,CHI,PRA,37.0,15.0,12.0,10.0,0.0,1.0,3.0,6.0,13.0,2.0,6.0,2.0,1.0,1.0,4.0,7.0,1.0,11.0,0.0,34.0
Scoot Henderson,POR,PRA,37.0,28.0,3.0,6.0,1.0,1.0,0.0,10.0,15.0,3.0,7.0,3.0,5.0,6.0,7.0,8.0,0.0,3.0,2.0,26.0
RJ Barrett,TOR,Pts+Rebs,37.0,31.0,6.0,3.0,0.0,1.0,2.0,13.0,19.0,3.0,7.0,3.0,2.0,4.0,10.0,12.0,1.0,5.0,2.0,34.0
Josh Giddey,CHI,Pts+Rebs+Asts,37.0,15.0,12.0,10.0,0.0,1.0,3.0,6.0,13.0,2.0,6.0,2.0,1.0,1.0,4.0,7.0,1.0,11.0,0.0,34.0
Jalen Brunson,NY,Pts+Rebs+Asts,37.0,24.0,6.0,7.0,0.0,0.0,7.0,8.0,19.0,3.0,8.0,3.0,5.0,7.0,5.0,11.0,0.0,6.0,2.0,42.0
Dejounte Murray,NO,Fantasy Score,37.0,19.0,6.0,2.0,0.0,2.0,2.0,6.0,9.0,0.0,1.0,0.0,7.0,9.0,6.0,8.0,0.0,6.0,2.0,24.0
Cade Cunningham,DET,Pts+Rebs+Asts,37.0,26.0,1.0,10.0,0.0,0.0,4.0,9.0,18.0,6.0,9.0,6.0,2.0,2.0,3.0,9.0,0.0,1.0,3.0,35.0
Maxime Raynaud,SAC,Pts+Rebs,37.0,26.0,11.0,2.0,3.0,1.0,1.0,10.0,20.0,0.0,1.0,0.0,6.0,6.0,10.0,19.0,3.0,8.0,3.0,38.0
Victor Wembanyama,SA,Pts+Rebs,37.0,29.0,8.0,1.0,4.0,2.0,0.0,9.0,13.0,2.0,5.0,2.0,9.0,10.0,7.0,8.0,1.0,7.0,1.0,30.0
Nick Richards,CHI,Fantasy Score,36.2,10.0,11.0,1.0,1.0,0.0,3.0,3.0,8.0,0.0,1.0,0.0,4.0,7.0,3.0,7.0,3.0,8.0,0.0,21.0
Donovan Clingan,POR,Fantasy Score,36.2,9.0,11.0,3.0,1.0,1.0,2.0,4.0,7.0,0.0,1.0,0.0,1.0,3.0,4.0,6.0,3.0,8.0,4.0,24.0
Amen Thompson,HOU,PRA,36.0,23.0,7.0,6.0,0.0,1.0,0.0,8.0,15.0,0.0,1.0,0.0,7.0,8.0,8.0,14.0,2.0,5.0,4.0,36.0
Cade Cunningham,DET,Pts+Asts,36.0,26.0,1.0,10.0,0.0,0.0,4.0,9.0,18.0,6.0,9.0,6.0,2.0,2.0,3.0,9.0,0.0,1.0,3.0,35.0
Dylan Harper,SA,Fantasy Score,36.0,19.0,2.0,6.0,0.0,0.0,1.0,8.0,12.0,3.0,4.0,3.0,0.0,0.0,5.0,8.0,0.0,2.0,4.0,26.0
Amen Thompson,HOU,Pts+Rebs+Asts,36.0,23.0,7.0,6.0,0.0,1.0,0.0,8.0,15.0,0.0,1.0,0.0,7.0,8.0,8.0,14.0,2.0,5.0,4.0,36.0
Paolo Banchero,ORL,Pts+Asts,36.0,33.0,5.0,3.0,1.0,0.0,1.0,12.0,16.0,3.0,6.0,3.0,6.0,9.0,9.0,10.0,0.0,5.0,1.0,29.0
Sandro Mamukelashvili,TOR,Fantasy Score,35.8,13.0,7.0,3.0,1.0,1.0,0.0,5.0,9.0,2.0,6.0,2.0,1.0,2.0,3.0,3.0,1.0,6.0,3.0,18.0
Immanuel Quickley,TOR,Fantasy Score,35.5,10.0,2.0,8.0,0.0,3.0,1.0,4.0,14.0,2.0,7.0,2.0,0.0,0.0,2.0,7.0,0.0,2.0,1.0,31.0
Julian Champagnie,SA,Fantasy Score,35.2,11.0,5.0,4.0,1.0,2.0,0.0,4.0,7.0,3.0,6.0,3.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,29.0
Saddiq Bey,NO,PRA,35.0,23.0,10.0,2.0,0.0,2.0,0.0,9.0,17.0,0.0,4.0,0.0,5.0,10.0,9.0,13.0,5.0,5.0,1.0,29.0
LaMelo Ball,CHA,PRA,35.0,22.0,7.0,6.0,0.0,0.0,2.0,9.0,19.0,4.0,12.0,4.0,0.0,0.0,5.0,7.0,0.0,7.0,4.0,33.0
Russell Westbrook,SAC,Pts+Asts,35.0,23.0,11.0,12.0,0.0,1.0,0.0,7.0,17.0,3.0,5.0,3.0,6.0,6.0,4.0,12.0,2.0,9.0,2.0,35.0
Luka Doncic,LAL,Points,35.0,35.0,8.0,4.0,0.0,2.0,6.0,11.0,25.0,5.0,16.0,5.0,8.0,10.0,6.0,9.0,0.0,8.0,3.0,38.0
Daniel Gafford,DAL,Pts+Rebs+Asts,35.0,21.0,11.0,3.0,1.0,0.0,1.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,6.0,5.0,0.0,23.0
Daniel Gafford,DAL,PRA,35.0,21.0,11.0,3.0,1.0,0.0,1.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,6.0,5.0,0.0,23.0
LaMelo Ball,CHA,Pts+Rebs+Asts,35.0,22.0,7.0,6.0,0.0,0.0,2.0,9.0,19.0,4.0,12.0,4.0,0.0,0.0,5.0,7.0,0.0,7.0,4.0,33.0
Saddiq Bey,NO,Pts+Rebs+Asts,35.0,23.0,10.0,2.0,0.0,2.0,0.0,9.0,17.0,0.0,4.0,0.0,5.0,10.0,9.0,13.0,5.0,5.0,1.0,29.0
Donovan Mitchell,CLE,Pts+Asts,35.0,30.0,7.0,5.0,2.0,1.0,0.0,9.0,18.0,3.0,9.0,3.0,9.0,11.0,6.0,9.0,0.0,7.0,1.0,33.0
Malik Monk,SAC,Pts+Asts,35.0,30.0,4.0,5.0,1.0,0.0,0.0,11.0,24.0,3.0,10.0,3.0,5.0,5.0,8.0,14.0,1.0,3.0,2.0,31.0
Jalen Suggs,ORL,Fantasy Score,34.2,20.0,3.0,2.0,0.0,2.0,5.0,7.0,9.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,0.0,3.0,5.0,24.0
Scoot Henderson,POR,Pts+Asts,34.0,28.0,3.0,6.0,1.0,1.0,0.0,10.0,15.0,3.0,7.0,3.0,5.0,6.0,7.0,8.0,0.0,3.0,2.0,26.0
Austin Reaves,LAL,PRA,34.0,25.0,4.0,5.0,1.0,3.0,1.0,8.0,16.0,3.0,6.0,3.0,6.0,7.0,5.0,10.0,0.0,4.0,2.0,39.0
