Sport,tier,rank_score,player,team,opp,prop_label,pick_type,line,bet_direction,edge,proj,hit_rate,L5 Avg,Szn Avg,L5 Over,L5 Under,opp_def_tier,game_time,prop_norm,espn_athlete_id
CBB,A,1.22,Jaxon Kohler,MSU,MICH,Points,Goblin,7.5,OVER,4.529999999999999,12.03,0.95,12.4,12.5,5,0,Elite,03/08 04:30PM,pts,
CBB,A,1.21,Cooper Campbell,TROY,USM,Points,Goblin,9.5,OVER,3.576599999999999,13.0766,0.8,14,11.333,4,1,,03/08 06:00PM,pts,
CBB,A,1.21,Tavion Banks,IOWA,NEB,Pts+Rebs+Asts,Standard,17.5,UNDER,-2.071400000000001,15.4286,0.9,14.8,17.043,0,5,Elite,03/08 05:00PM,pra,
CBB,A,1.19,Jalen Speer,MRSH,GASO,Points,Standard,15.5,OVER,3.543399999999998,19.0434,0.7,21.2,16.417,4,1,Weak,03/08 08:30PM,pts,
CBB,A,1.16,Maki Johnson,ETSU,,Pts+Rebs+Asts,Goblin,8.5,OVER,3.281599999999999,11.7816,0.8,12,10.458,4,1,,03/08 04:00PM,pra,
CBB,A,1.1,Jaxon Kohler,MSU,MICH,Rebounds,Goblin,5.5,OVER,3.153400000000001,8.653400000000001,0.75,8.6,9.167,4,1,Elite,03/08 04:30PM,reb,
CBB,A,1.1,Coen Carr,MSU,MICH,Points,Goblin,7.5,OVER,4.496600000000001,11.9966,0.7,11.8,11.733,3,2,Elite,03/08 04:30PM,pts,
CBB,A,1.09,Jamarques Lawrence,NEB,IOWA,Pts+Rebs+Asts,Standard,17.5,UNDER,-1.913599999999999,15.5864,0.7,14.4,17.182,1,4,Elite,03/08 05:00PM,pra,
CBB,A,1.09,Morez Johnson,MICH,MSU,Points,Goblin,9.5,OVER,3.670399999999999,13.1704,0.8500000000000001,13.2,13.652,4,1,Elite,03/08 04:30PM,pts,
CBB,A,1.09,Jeremy Fears,MSU,MICH,Fantasy Score,Goblin,27,OVER,7.486999999999995,34.48699999999999,0.8500000000000001,32.42,33.62,4,1,Elite,03/08 04:35PM,fantasy score,
CBB,A,1.07,Yaxel Lendeborg,MICH,MSU,Pts+Rebs,Standard,23.5,UNDER,-3.011399999999998,20.4886,0.5,19,21.043,2,3,Elite,03/08 04:30PM,pr,
CBB,A,1.06,Sam Hoiberg,NEB,IOWA,Fantasy Score,Goblin,20.5,OVER,7.5688,28.0688,0.8500000000000001,26.06,28.964,4,1,Elite,03/08 05:05PM,fantasy score,
CBB,A,1.06,Carson Cooper,MSU,MICH,Fantasy Score,Goblin,16,OVER,8.080400000000001,24.0804,0.7,25.52,24.277,4,1,Elite,03/08 04:35PM,fantasy score,
CBB,A,1.06,Yaxel Lendeborg,MICH,MSU,Pts+Rebs+Asts,Standard,26.5,UNDER,-2.317800000000002,24.1822,0.55,23,24.261,2,3,Elite,03/08 04:30PM,pra,
CBB,A,1.05,Bukky Oboye,SCU,PAC,Pts+Rebs+Asts,Goblin,9.5,OVER,3.424399999999999,12.9244,0.8500000000000001,12.4,13.522,4,1,Elite,03/08 11:00PM,pra,
CBB,A,1.05,Bennett Stirtz,IOWA,NEB,Fantasy Score,Goblin,27,OVER,6.856800000000007,33.85680000000001,0.8500000000000001,32.52,33.009,4,1,Elite,03/08 05:05PM,fantasy score,
CBB,A,1.04,Brenton Knapper,SCU,PAC,Pts+Rebs+Asts,Standard,14.5,UNDER,-2.07,12.43,0.8,12,12.5,1,4,Elite,03/08 11:00PM,pra,
CBB,A,1.04,Yaxel Lendeborg,MICH,MSU,Fantasy Score,Goblin,28,OVER,5.510800000000003,33.5108,0.8500000000000001,32.04,34.009,4,1,Elite,03/08 04:35PM,fantasy score,
CBB,A,1.03,Coen Carr,MSU,MICH,Points,Goblin,8.5,OVER,3.496600000000001,11.9966,0.6499999999999999,11.8,11.733,3,2,Elite,03/08 04:30PM,pts,
