player,team,prop_type,actual,PTS,REB,AST,BLK,STL,TO,FGM,FGA,3PM,3PA,3PT,FTM,FTA,2PM,2PA,OREB,DREB,PF,MIN
Declan Wucherpfennig,FAIR,Fantasy Score,44.5,13.0,10.0,3.0,1.0,1.0,1.0,4.0,7.0,1.0,2.0,1.0,4.0,4.0,3.0,5.0,3.0,7.0,5.0,36.0
Brent Moss,UTSA,Fantasy Score,44.5,16.0,10.0,1.0,1.0,1.0,2.0,6.0,18.0,2.0,8.0,2.0,2.0,4.0,4.0,10.0,6.0,4.0,1.0,28.0
Curtis Williams Jr.,TULN,Fantasy Score,44.5,11.0,10.0,3.0,1.0,2.0,1.0,5.0,13.0,1.0,6.0,1.0,0.0,1.0,4.0,7.0,1.0,9.0,2.0,39.0
Jeremiah Davis,MTST,Fantasy Score,44.0,22.0,6.0,2.0,1.0,2.0,2.0,9.0,10.0,4.0,5.0,4.0,0.0,0.0,5.0,5.0,0.0,6.0,2.0,35.0
Isaac Taveras,USM,PRA,44.0,32.0,9.0,3.0,0.0,4.0,4.0,12.0,16.0,0.0,0.0,0.0,8.0,13.0,12.0,16.0,4.0,5.0,3.0,36.0
Isaac Taveras,USM,Pts+Rebs+Asts,44.0,32.0,9.0,3.0,0.0,4.0,4.0,12.0,16.0,0.0,0.0,0.0,8.0,13.0,12.0,16.0,4.0,5.0,3.0,36.0
Jeremy Fears Jr.,MSU,Fantasy Score,44.0,22.0,2.0,9.0,0.0,1.0,3.0,5.0,13.0,2.0,3.0,2.0,10.0,12.0,3.0,10.0,0.0,2.0,4.0,37.0
Giovanni Emejuru,ECU,Fantasy Score,44.0,15.0,14.0,1.0,0.0,0.0,1.0,5.0,9.0,0.0,0.0,0.0,5.0,6.0,5.0,9.0,7.0,7.0,2.0,35.0
Andres Burney,GASO,Fantasy Score,43.8,12.0,11.0,1.0,3.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0,6.0,8.0,6.0,5.0,1.0,25.0
Tyrone Riley IV,SF,Fantasy Score,43.8,23.0,3.0,4.0,0.0,3.0,2.0,10.0,20.0,3.0,8.0,3.0,0.0,0.0,7.0,12.0,1.0,2.0,3.0,34.0
Wes Enis,USF,Fantasy Score,43.8,20.0,7.0,6.0,0.0,0.0,1.0,7.0,16.0,4.0,9.0,4.0,2.0,3.0,3.0,7.0,2.0,5.0,2.0,33.0
MJ Thomas,UNO,Fantasy Score,43.5,10.0,12.0,1.0,2.0,2.0,3.0,4.0,10.0,0.0,0.0,0.0,2.0,2.0,4.0,10.0,5.0,7.0,3.0,33.0
Jalen Smith,RICE,Fantasy Score,43.5,25.0,6.0,2.0,0.0,1.0,2.0,10.0,25.0,5.0,17.0,5.0,0.0,0.0,5.0,8.0,2.0,4.0,2.0,32.0
Rob Martin,HPU,Fantasy Score,43.0,24.0,2.0,7.0,1.0,0.0,2.0,6.0,19.0,1.0,7.0,1.0,11.0,13.0,5.0,12.0,0.0,2.0,2.0,32.0
Dug McDaniel,MEM,Fantasy Score,42.8,20.0,7.0,6.0,0.0,1.0,5.0,8.0,15.0,2.0,4.0,2.0,2.0,2.0,6.0,11.0,0.0,7.0,1.0,45.0
Joseph Pinion,USF,Fantasy Score,42.2,22.0,3.0,4.0,0.0,2.0,1.0,8.0,16.0,5.0,12.0,5.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,34.0
Gavin Doty,SIE,Fantasy Score,42.0,25.0,8.0,1.0,0.0,0.0,1.0,6.0,11.0,3.0,4.0,3.0,10.0,11.0,3.0,7.0,2.0,6.0,2.0,40.0
Chris Ashby,QUC,PRA,42.0,34.0,4.0,4.0,0.0,1.0,0.0,10.0,19.0,10.0,19.0,10.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,43.0
Chris Ashby,QUC,Pts+Rebs+Asts,42.0,34.0,4.0,4.0,0.0,1.0,0.0,10.0,19.0,10.0,19.0,10.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,43.0
Ty Robinson,CARK,Fantasy Score,42.0,16.0,6.0,2.0,2.0,3.0,1.0,6.0,10.0,3.0,4.0,3.0,1.0,1.0,3.0,6.0,1.0,5.0,5.0,36.0
Justin Neely,UNCG,Fantasy Score,41.8,27.0,5.0,1.0,0.0,2.0,3.0,9.0,12.0,0.0,2.0,0.0,9.0,13.0,9.0,10.0,0.0,5.0,1.0,37.0
Preston Ruedinger,GB,Fantasy Score,41.8,13.0,3.0,10.0,0.0,0.0,2.0,5.0,9.0,1.0,4.0,1.0,2.0,2.0,4.0,5.0,0.0,3.0,1.0,38.0
David Fuchs,SF,Fantasy Score,41.5,11.0,12.0,2.0,0.0,1.0,0.0,3.0,9.0,0.0,1.0,0.0,5.0,8.0,3.0,8.0,5.0,7.0,2.0,35.0
Chance Gladden,BU,Fantasy Score,41.0,26.0,2.0,4.0,1.0,0.0,3.0,8.0,12.0,3.0,5.0,3.0,7.0,8.0,5.0,7.0,1.0,1.0,2.0,32.0
Terri Miller Jr.,PRST,Pts+Rebs,41.0,31.0,10.0,4.0,1.0,1.0,3.0,11.0,24.0,4.0,7.0,4.0,5.0,7.0,7.0,17.0,2.0,8.0,5.0,33.0
Isaac Taveras,USM,Pts+Rebs,41.0,32.0,9.0,3.0,0.0,4.0,4.0,12.0,16.0,0.0,0.0,0.0,8.0,13.0,12.0,16.0,4.0,5.0,3.0,36.0
Daniel Rivera,UAB,Fantasy Score,40.8,22.0,5.0,4.0,0.0,1.0,0.0,9.0,10.0,0.0,0.0,0.0,4.0,6.0,9.0,10.0,1.0,4.0,3.0,29.0
Logan Duncomb,WIN,Fantasy Score,40.5,17.0,10.0,0.0,0.0,1.0,3.0,6.0,10.0,0.0,0.0,0.0,5.0,6.0,6.0,10.0,7.0,3.0,5.0,24.0
Austin Benigni,NAVY,Fantasy Score,40.5,17.0,4.0,6.0,0.0,3.0,2.0,7.0,24.0,0.0,5.0,0.0,3.0,3.0,7.0,19.0,1.0,3.0,1.0,39.0
Asher Woods,TULN,Fantasy Score,40.5,21.0,2.0,3.0,0.0,4.0,2.0,6.0,16.0,2.0,6.0,2.0,7.0,8.0,4.0,10.0,2.0,0.0,2.0,43.0
Greyson Uelmen,UND,Fantasy Score,40.5,24.0,4.0,4.0,0.0,1.0,4.0,7.0,11.0,2.0,2.0,2.0,8.0,8.0,5.0,9.0,0.0,4.0,3.0,29.0
Isaiah Williams,PRST,Fantasy Score,40.2,16.0,3.0,3.0,0.0,6.0,1.0,3.0,9.0,0.0,4.0,0.0,10.0,14.0,3.0,5.0,1.0,2.0,3.0,37.0
Jalen Speer,MRSH,Fantasy Score,40.0,15.0,8.0,5.0,0.0,2.0,4.0,3.0,15.0,2.0,6.0,2.0,7.0,8.0,1.0,9.0,2.0,6.0,3.0,37.0
Alex Wilkins,FUR,PRA,40.0,34.0,1.0,5.0,0.0,0.0,3.0,10.0,17.0,4.0,7.0,4.0,10.0,10.0,6.0,10.0,0.0,1.0,3.0,30.0
Alex Wilkins,FUR,Pts+Rebs+Asts,40.0,34.0,1.0,5.0,0.0,0.0,3.0,10.0,17.0,4.0,7.0,4.0,10.0,10.0,6.0,10.0,0.0,1.0,3.0,30.0
Jason Rivera-Torres,MONM,Fantasy Score,40.0,14.0,8.0,2.0,1.0,3.0,1.0,5.0,8.0,2.0,4.0,2.0,2.0,5.0,3.0,4.0,2.0,6.0,3.0,37.0
Aidan Kehoe,NAVY,Pts+Rebs+Asts,40.0,26.0,12.0,2.0,2.0,5.0,1.0,11.0,15.0,0.0,0.0,0.0,4.0,9.0,11.0,15.0,6.0,6.0,3.0,37.0
Kael Robinson,NKU,Fantasy Score,40.0,22.0,6.0,1.0,1.0,0.0,0.0,8.0,17.0,5.0,10.0,5.0,1.0,2.0,3.0,7.0,3.0,3.0,2.0,33.0
Aidan Kehoe,NAVY,PRA,40.0,26.0,12.0,2.0,2.0,5.0,1.0,11.0,15.0,0.0,0.0,0.0,4.0,9.0,11.0,15.0,6.0,6.0,3.0,37.0
Quante Berry,MEM,Fantasy Score,39.8,22.0,3.0,3.0,1.0,1.0,0.0,6.0,12.0,2.0,4.0,2.0,8.0,10.0,4.0,8.0,0.0,3.0,4.0,38.0
Louis Bond,IDST,Fantasy Score,39.5,13.0,10.0,0.0,2.0,0.0,2.0,5.0,9.0,1.0,3.0,1.0,2.0,2.0,4.0,6.0,2.0,8.0,4.0,39.0
Wyatt Fricks,MRSH,Fantasy Score,39.5,18.0,6.0,0.0,3.0,2.0,2.0,7.0,16.0,1.0,6.0,1.0,3.0,6.0,6.0,10.0,3.0,3.0,3.0,38.0
Elias Ralph,PAC,Fantasy Score,39.2,25.0,5.0,0.0,1.0,0.0,2.0,10.0,18.0,5.0,9.0,5.0,0.0,0.0,5.0,9.0,1.0,4.0,2.0,39.0
Nasir Mann,QUC,Fantasy Score,39.2,14.0,9.0,2.0,0.0,3.0,1.0,4.0,10.0,2.0,6.0,2.0,4.0,7.0,2.0,4.0,2.0,7.0,1.0,30.0
Jordan Mason,TEM,Fantasy Score,39.0,19.0,8.0,1.0,0.0,2.0,2.0,7.0,12.0,2.0,4.0,2.0,3.0,3.0,5.0,8.0,2.0,6.0,5.0,30.0
LJ Wells,NKU,PRA,39.0,26.0,9.0,4.0,0.0,1.0,1.0,8.0,12.0,0.0,0.0,0.0,10.0,12.0,8.0,12.0,3.0,6.0,2.0,31.0
LJ Wells,NKU,Pts+Rebs+Asts,39.0,26.0,9.0,4.0,0.0,1.0,1.0,8.0,12.0,0.0,0.0,0.0,10.0,12.0,8.0,12.0,3.0,6.0,2.0,31.0
Biggie Patterson,HOF,Fantasy Score,39.0,10.0,12.0,2.0,0.0,0.0,0.0,3.0,7.0,1.0,4.0,1.0,3.0,4.0,2.0,3.0,4.0,8.0,2.0,24.0
Alex Wilkins,FUR,Pts+Asts,39.0,34.0,1.0,5.0,0.0,0.0,3.0,10.0,17.0,4.0,7.0,4.0,10.0,10.0,6.0,10.0,0.0,1.0,3.0,30.0
Kayden Mingo,PSU,Fantasy Score,38.8,13.0,7.0,4.0,2.0,2.0,4.0,6.0,10.0,1.0,3.0,1.0,0.0,0.0,5.0,7.0,1.0,6.0,1.0,38.0
Brandon Benjamin,FAIR,Fantasy Score,38.5,10.0,12.0,0.0,2.0,0.0,2.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,5.0,7.0,2.0,36.0
David Green,TLSA,Fantasy Score,38.5,22.0,6.0,1.0,1.0,0.0,0.0,5.0,11.0,2.0,3.0,2.0,10.0,13.0,3.0,8.0,2.0,4.0,1.0,30.0
Dan Gherezgher,NKU,Fantasy Score,38.5,19.0,4.0,4.0,0.0,1.0,1.0,6.0,15.0,5.0,9.0,5.0,2.0,2.0,1.0,6.0,0.0,4.0,4.0,29.0
Michael McNair,BU,Fantasy Score,38.2,22.0,7.0,1.0,0.0,0.0,2.0,8.0,12.0,5.0,8.0,5.0,1.0,2.0,3.0,4.0,0.0,7.0,2.0,40.0
Francis Folefac,SIE,Fantasy Score,38.2,10.0,9.0,5.0,2.0,1.0,2.0,4.0,14.0,0.0,2.0,0.0,2.0,4.0,4.0,12.0,4.0,5.0,2.0,36.0
Anton Bonke,CLT,Fantasy Score,38.2,13.0,11.0,0.0,1.0,0.0,3.0,5.0,11.0,1.0,3.0,1.0,2.0,4.0,4.0,8.0,4.0,7.0,1.0,29.0
Rowan Brumbaugh,TULN,PRA,38.0,31.0,5.0,2.0,0.0,2.0,1.0,12.0,22.0,4.0,9.0,4.0,3.0,3.0,8.0,13.0,0.0,5.0,1.0,43.0
Chris Ashby,QUC,Pts+Rebs,38.0,34.0,4.0,4.0,0.0,1.0,0.0,10.0,19.0,10.0,19.0,10.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,43.0
Chris Ashby,QUC,Pts+Asts,38.0,34.0,4.0,4.0,0.0,1.0,0.0,10.0,19.0,10.0,19.0,10.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,43.0
Rowan Brumbaugh,TULN,Pts+Rebs+Asts,38.0,31.0,5.0,2.0,0.0,2.0,1.0,12.0,22.0,4.0,9.0,4.0,3.0,3.0,8.0,13.0,0.0,5.0,1.0,43.0
Josiah Lake II,ORST,Fantasy Score,38.0,18.0,4.0,7.0,0.0,0.0,1.0,5.0,12.0,1.0,2.0,1.0,7.0,8.0,4.0,10.0,0.0,4.0,1.0,34.0
Aidan Kehoe,NAVY,Pts+Rebs,38.0,26.0,12.0,2.0,2.0,5.0,1.0,11.0,15.0,0.0,0.0,0.0,4.0,9.0,11.0,15.0,6.0,6.0,3.0,37.0
Pryce Sandfort,NEB,Fantasy Score,37.8,15.0,7.0,5.0,0.0,1.0,2.0,5.0,13.0,2.0,7.0,2.0,3.0,4.0,3.0,6.0,1.0,6.0,1.0,38.0
Kareem Rozier,WIN,Fantasy Score,37.8,22.0,7.0,1.0,0.0,0.0,1.0,7.0,17.0,3.0,8.0,3.0,5.0,7.0,4.0,9.0,2.0,5.0,3.0,34.0
Derrian Ford,TEM,Fantasy Score,37.5,23.0,4.0,3.0,0.0,0.0,1.0,8.0,11.0,2.0,5.0,2.0,5.0,5.0,6.0,6.0,0.0,4.0,2.0,35.0
Jeremiah Johnson,CAM,Fantasy Score,37.2,17.0,5.0,4.0,1.0,1.0,2.0,3.0,9.0,1.0,4.0,1.0,10.0,10.0,2.0,5.0,0.0,5.0,3.0,34.0
Andre Mills,MD,Pts+Rebs+Asts,37.0,30.0,4.0,3.0,0.0,1.0,3.0,10.0,18.0,2.0,8.0,2.0,8.0,10.0,8.0,10.0,2.0,2.0,3.0,34.0
Spudd Webb,GASO,Pts+Rebs+Asts,37.0,31.0,5.0,1.0,1.0,3.0,1.0,8.0,14.0,2.0,6.0,2.0,13.0,14.0,6.0,8.0,0.0,5.0,2.0,37.0
Chance Westry,UAB,PRA,37.0,22.0,4.0,11.0,1.0,1.0,2.0,8.0,11.0,0.0,2.0,0.0,6.0,7.0,8.0,9.0,0.0,4.0,1.0,35.0
Chance Westry,UAB,Pts+Rebs+Asts,37.0,22.0,4.0,11.0,1.0,1.0,2.0,8.0,11.0,0.0,2.0,0.0,6.0,7.0,8.0,9.0,0.0,4.0,1.0,35.0
Spudd Webb,GASO,PRA,37.0,31.0,5.0,1.0,1.0,3.0,1.0,8.0,14.0,2.0,6.0,2.0,13.0,14.0,6.0,8.0,0.0,5.0,2.0,37.0
D'Aundre Samuels,HCU,Fantasy Score,37.0,20.0,4.0,3.0,0.0,1.0,2.0,6.0,10.0,4.0,6.0,4.0,4.0,4.0,2.0,4.0,1.0,3.0,3.0,24.0
Andre Mills,MD,PRA,37.0,30.0,4.0,3.0,0.0,1.0,3.0,10.0,18.0,2.0,8.0,2.0,8.0,10.0,8.0,10.0,2.0,2.0,3.0,34.0
Elijah Crawford,UIC,Pts+Rebs+Asts,37.0,28.0,4.0,5.0,0.0,1.0,2.0,13.0,29.0,1.0,5.0,1.0,1.0,1.0,12.0,24.0,3.0,1.0,1.0,35.0
Elijah Crawford,UIC,PRA,37.0,28.0,4.0,5.0,0.0,1.0,2.0,13.0,29.0,1.0,5.0,1.0,1.0,1.0,12.0,24.0,3.0,1.0,1.0,35.0
Darren Buchanan Jr.,RUTG,Fantasy Score,36.8,8.0,13.0,2.0,1.0,1.0,1.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,2.0,11.0,2.0,31.0
Morez Johnson Jr.,MICH,Fantasy Score,36.8,18.0,7.0,1.0,2.0,0.0,1.0,6.0,13.0,1.0,3.0,1.0,5.0,7.0,5.0,10.0,4.0,3.0,3.0,26.0
Shane Blakeney,DREX,Fantasy Score,36.8,11.0,9.0,4.0,1.0,1.0,2.0,4.0,14.0,2.0,5.0,2.0,1.0,1.0,2.0,9.0,3.0,6.0,3.0,36.0
Jacob Meyer,UAB,Fantasy Score,36.5,18.0,6.0,2.0,0.0,1.0,1.0,6.0,10.0,4.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,4.0,1.0,36.0
Donovan Oday,NKU,Fantasy Score,36.5,18.0,4.0,2.0,0.0,2.0,0.0,6.0,12.0,4.0,7.0,4.0,2.0,3.0,2.0,5.0,0.0,4.0,2.0,33.0
Nick Anderson,RICE,Fantasy Score,36.2,20.0,3.0,2.0,0.0,1.0,0.0,7.0,14.0,6.0,12.0,6.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,24.0
Cam'Ron Fletcher,HPU,Pts+Rebs,36.0,17.0,19.0,0.0,0.0,1.0,1.0,5.0,6.0,2.0,3.0,2.0,5.0,6.0,3.0,3.0,4.0,15.0,0.0,29.0
Dylan Williamson,TOW,Fantasy Score,36.0,13.0,4.0,7.0,0.0,1.0,1.0,5.0,12.0,3.0,9.0,3.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,35.0
Cam'Ron Fletcher,HPU,PRA,36.0,17.0,19.0,0.0,0.0,1.0,1.0,5.0,6.0,2.0,3.0,2.0,5.0,6.0,3.0,3.0,4.0,15.0,0.0,29.0
Spudd Webb,GASO,Pts+Rebs,36.0,31.0,5.0,1.0,1.0,3.0,1.0,8.0,14.0,2.0,6.0,2.0,13.0,14.0,6.0,8.0,0.0,5.0,2.0,37.0
David Mirkovic,ILL,Pts+Rebs+Asts,36.0,22.0,11.0,3.0,0.0,1.0,2.0,9.0,13.0,0.0,1.0,0.0,4.0,5.0,9.0,12.0,4.0,7.0,1.0,36.0
David Mirkovic,ILL,PRA,36.0,22.0,11.0,3.0,0.0,1.0,2.0,9.0,13.0,0.0,1.0,0.0,4.0,5.0,9.0,12.0,4.0,7.0,1.0,36.0
Cruz Davis,HOF,PRA,36.0,30.0,1.0,5.0,0.0,2.0,2.0,9.0,15.0,5.0,9.0,5.0,7.0,8.0,4.0,6.0,0.0,1.0,4.0,30.0
Tyler Tejada,TOW,PRA,36.0,30.0,2.0,4.0,0.0,1.0,2.0,11.0,17.0,4.0,5.0,4.0,4.0,4.0,7.0,12.0,1.0,1.0,0.0,37.0
Rowan Brumbaugh,TULN,Pts+Rebs,36.0,31.0,5.0,2.0,0.0,2.0,1.0,12.0,22.0,4.0,9.0,4.0,3.0,3.0,8.0,13.0,0.0,5.0,1.0,43.0
Tyler Tejada,TOW,Pts+Rebs+Asts,36.0,30.0,2.0,4.0,0.0,1.0,2.0,11.0,17.0,4.0,5.0,4.0,4.0,4.0,7.0,12.0,1.0,1.0,0.0,37.0
Cam'Ron Fletcher,HPU,Pts+Rebs+Asts,36.0,17.0,19.0,0.0,0.0,1.0,1.0,5.0,6.0,2.0,3.0,2.0,5.0,6.0,3.0,3.0,4.0,15.0,0.0,29.0
Cruz Davis,HOF,Pts+Rebs+Asts,36.0,30.0,1.0,5.0,0.0,2.0,2.0,9.0,15.0,5.0,9.0,5.0,7.0,8.0,4.0,6.0,0.0,1.0,4.0,30.0
Andrew Alekseyenko,COLG,Fantasy Score,35.8,19.0,7.0,1.0,0.0,1.0,2.0,7.0,13.0,2.0,4.0,2.0,3.0,4.0,5.0,9.0,0.0,7.0,4.0,34.0
Biko Johnson,IDHO,Fantasy Score,35.8,19.0,5.0,4.0,0.0,0.0,1.0,7.0,12.0,1.0,5.0,1.0,4.0,5.0,6.0,7.0,0.0,5.0,2.0,36.0
Jaden Clayton,PAC,Fantasy Score,35.8,12.0,3.0,9.0,0.0,1.0,1.0,3.0,8.0,1.0,5.0,1.0,5.0,6.0,2.0,3.0,1.0,2.0,1.0,31.0
Cale Jacobsen,NEB,Fantasy Score,35.5,15.0,8.0,2.0,0.0,1.0,0.0,6.0,6.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,2.0,30.0
Jaylin Henderson,PRST,Fantasy Score,35.5,20.0,2.0,3.0,0.0,2.0,0.0,5.0,8.0,0.0,0.0,0.0,10.0,14.0,5.0,8.0,0.0,2.0,1.0,40.0
Willie Williams,NW,Fantasy Score,35.2,5.0,11.0,1.0,2.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,6.0,5.0,2.0,35.0
Nasir Whitlock,LEH,PRA,35.0,22.0,3.0,10.0,0.0,1.0,4.0,7.0,13.0,3.0,4.0,3.0,5.0,8.0,4.0,9.0,0.0,3.0,2.0,37.0
