player,team,prop_type,actual,SOG,G,A,PTS,HIT,BS,PIM,PM,PPP,FOW,TOI
Jackson LaCombe,ANA,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,2.0,0.0,-1.0,,,
Ross Colton,COL,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Gavin Brindley,COL,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Johnathan Kovacevic,NJ,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Nico Hischier,NJ,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Timo Meier,NJ,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Dawson Mercer,NJ,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Dougie Hamilton,NJ,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Connor Bedard,CHI,Plus/Minus,-1.0,0.0,1.0,0.0,1.0,,0.0,0.0,-1.0,,,
Alex Vlasic,CHI,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,3.0,0.0,-1.0,,,
Jamie Benn,DAL,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,,
Adam Erne,DAL,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Justin Hryckowian,DAL,Plus/Minus,-1.0,0.0,1.0,0.0,1.0,,0.0,0.0,-1.0,,,
Lian Bichsel,DAL,Plus/Minus,-1.0,0.0,0.0,1.0,1.0,,0.0,0.0,-1.0,,,
Nick Bjugstad,NJ,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Evgenii Dadonov,NJ,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,,
Paul Cotter,NJ,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,,
Louis Crevier,CHI,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,2.0,2.0,-1.0,,,
Jonathan Aspirot,BOS,Plus/Minus,-1.0,0.0,0.0,2.0,2.0,,1.0,2.0,-1.0,,,
David Pastrnak,BOS,Plus/Minus,-1.0,0.0,1.0,0.0,1.0,,0.0,0.0,-1.0,,,
Sean Kuraly,BOS,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,,
Mark Kastelic,BOS,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Tanner Jeannot,BOS,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Brent Burns,COL,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,5.0,0.0,-1.0,,,
Nikita Zadorov,BOS,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,2.0,0.0,-1.0,,,
Jake Guentzel,TB,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1.0,,,
Kris Letang,PIT,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,1.0,2.0,-1.0,,,
Blake Lizotte,PIT,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Charle-Edouard D'Astous,TB,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,0.0,12.0,-1.0,,,
Beck Malenstyn,BUF,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,0.0,5.0,-1.0,,,
Noah Ostlund,BUF,Plus/Minus,-1.0,0.0,0.0,1.0,1.0,,0.0,2.0,-1.0,,,
Josh Norris,BUF,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Tage Thompson,BUF,Plus/Minus,-1.0,0.0,0.0,4.0,4.0,,1.0,0.0,-1.0,,,
Noel Acciari,PIT,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,1.0,0.0,-1.0,,,
Valeri Nichushkin,COL,Plus/Minus,-1.0,0.0,0.0,0.0,0.0,,0.0,2.0,-1.0,,,
Brock Faber,MIN,Plus/Minus,-1.0,0.0,0.0,1.0,1.0,,1.0,0.0,-1.0,,,
Jeremy Lauzon,VGK,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,3.0,0.0,-2.0,,,
Quinn Hughes,MIN,Plus/Minus,-2.0,0.0,0.0,1.0,1.0,,1.0,2.0,-2.0,,,
Andre Burakovsky,CHI,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,1.0,0.0,-2.0,,,
Leo Carlsson,ANA,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,1.0,0.0,-2.0,,,
Tyler Myers,DAL,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,1.0,0.0,-2.0,,,
Mikael Granlund,ANA,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,,
Cutter Gauthier,ANA,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,,
Chris Kreider,ANA,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,,
Beckett Sennecke,ANA,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,,
Ian Moore,ANA,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,,
Jonas Siegenthaler,NJ,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,,
Keegan Kolesar,VGK,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,,
Pavel Mintyukov,ANA,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,3.0,0.0,-2.0,,,
Kirill Kaprizov,MIN,Plus/Minus,-2.0,0.0,1.0,0.0,1.0,,0.0,2.0,-2.0,,,
Rasmus Andersson,VGK,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,1.0,0.0,-2.0,,,
Avery Hayes,PIT,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,1.0,0.0,-2.0,,,
Brandon Saad,VGK,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,,
Sam Carrick,BUF,Plus/Minus,-2.0,0.0,1.0,0.0,1.0,,0.0,5.0,-2.0,,,
Josh Doan,BUF,Plus/Minus,-2.0,0.0,2.0,0.0,2.0,,0.0,0.0,-2.0,,,
Elmer Soderblom,PIT,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,,
Ben Kindel,PIT,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,,
Ryan Hartman,MIN,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,1.0,2.0,-2.0,,,
Mats Zuccarello,MIN,Plus/Minus,-2.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.0,,,
Charlie McAvoy,BOS,Plus/Minus,-2.0,0.0,0.0,1.0,1.0,,3.0,0.0,-2.0,,,
Tomas Hertl,VGK,Plus/Minus,-3.0,0.0,0.0,0.0,0.0,,0.0,0.0,-3.0,,,
Ryan Greene,CHI,Plus/Minus,-3.0,0.0,0.0,0.0,0.0,,0.0,0.0,-3.0,,,
Mattias Samuelsson,BUF,Plus/Minus,-3.0,0.0,0.0,0.0,0.0,,3.0,2.0,-3.0,,,
Peyton Krebs,BUF,Plus/Minus,-3.0,0.0,0.0,0.0,0.0,,0.0,5.0,-3.0,,,
Owen Power,BUF,Plus/Minus,-4.0,0.0,0.0,0.0,0.0,,3.0,2.0,-4.0,,,
