player,team,prop_type,actual
Antwone Woolfolk,M-OH,Pts+Rebs+Asts,16.0
Trey Perry,M-OH,Pts+Rebs,15.0
Elliot Cadeau,MICH,Pts+Rebs+Asts,15.0
Eian Elmer,M-OH,Pts+Rebs,15.0
Braden Smith,PUR,Rebs+Asts,15.0
Kylan Boswell,ILL,Points,15.0
Carson Cooper,MSU,Points,15.0
Elliot Cadeau,MICH,PRA,15.0
Trey Lewis,WMU,Fantasy Score,14.8
L.J. Cason,MICH,Fantasy Score,14.8
Jack Benter,PUR,Pts+Rebs+Asts,14.0
Jack Benter,PUR,PRA,14.0
Trey Perry,M-OH,Points,14.0
Kur Teng,MSU,Pts+Asts,14.0
Oscar Cluff,PUR,Pts+Rebs,14.0
Oscar Cluff,PUR,Pts+Rebs+Asts,14.0
Jaxon Kohler,MSU,PRA,14.0
Justice Williams,WMU,Points,14.0
Justice Williams,WMU,Pts+Asts,14.0
Jaxon Kohler,MSU,Pts+Rebs+Asts,14.0
Jack Benter,PUR,Pts+Rebs,14.0
Oscar Cluff,PUR,PRA,14.0
David Mirkovic,ILL,Pts+Asts,14.0
Kylan Boswell,ILL,FG Attempted,14.0
EJ Ryans,WMU,Points,14.0
Antwone Woolfolk,M-OH,Pts+Rebs,14.0
C.J. Cox,PUR,Fantasy Score,13.8
Peter Suder,M-OH,Two Pointers Attempted,13.0
Fletcher Loyer,PUR,Pts+Rebs+Asts,13.0
Fletcher Loyer,PUR,PRA,13.0
Jordan Scott,MSU,Pts+Rebs+Asts,13.0
Jordan Scott,MSU,PRA,13.0
Trey Kaufman-Renn,PUR,Rebs+Asts,13.0
Peter Suder,M-OH,FG Attempted,13.0
Kur Teng,MSU,Points,13.0
Jeremy Fears Jr.,MSU,Pts+Rebs,13.0
Jayden Brewer,WMU,Two Pointers Attempted,13.0
Jordan Scott,MSU,Pts+Asts,12.0
Trey Lewis,WMU,PRA,12.0
Trey Lewis,WMU,Pts+Rebs+Asts,12.0
Morez Johnson Jr.,MICH,Rebs+Asts,12.0
Coen Carr,MSU,Pts+Asts,12.0
Tomislav Ivisic,ILL,Pts+Rebs+Asts,12.0
Braden Smith,PUR,Points,12.0
Max Burton,WMU,Fantasy Score,12.0
Tomislav Ivisic,ILL,PRA,12.0
L.J. Cason,MICH,PRA,12.0
David Mirkovic,ILL,Points,12.0
Fletcher Loyer,PUR,Pts+Asts,12.0
Elliot Cadeau,MICH,Pts+Asts,12.0
L.J. Cason,MICH,Pts+Rebs+Asts,12.0
Jayden Brewer,WMU,Rebs+Asts,12.0
Jeremy Fears Jr.,MSU,Points,12.0
David Mirkovic,ILL,Rebs+Asts,12.0
Cam Ward,MSU,Pts+Rebs+Asts,12.0
Cam Ward,MSU,Pts+Rebs,12.0
Cam Ward,MSU,PRA,12.0
Morez Johnson Jr.,MICH,Rebounds,11.0
Jack Benter,PUR,Pts+Asts,11.0
Yaxel Lendeborg,MICH,Rebs+Asts,11.0
Coen Carr,MSU,Points,11.0
Eian Elmer,M-OH,Pts+Asts,11.0
Max Burton,WMU,PRA,11.0
Max Burton,WMU,Pts+Rebs+Asts,11.0
Keaton Wagler,ILL,Two Pointers Attempted,11.0
Tomislav Ivisic,ILL,Pts+Rebs,11.0
Antwone Woolfolk,M-OH,Pts+Asts,11.0
Jayden Brewer,WMU,Rebounds,11.0
L.J. Cason,MICH,Pts+Asts,11.0
Jack Benter,PUR,Points,11.0
Yaxel Lendeborg,MICH,FG Attempted,11.0
Jaxon Kohler,MSU,Pts+Rebs,11.0
Jaxon Kohler,MSU,Pts+Asts,11.0
Ben Humrichous,ILL,Fantasy Score,10.8
Gicarri Harris,PUR,Fantasy Score,10.8
Daniel Jacobsen,PUR,Fantasy Score,10.5
Oscar Cluff,PUR,Pts+Asts,10.0
Max Burton,WMU,Pts+Rebs,10.0
Oscar Cluff,PUR,Points,10.0
Trey Kaufman-Renn,PUR,Points,10.0
Morez Johnson Jr.,MICH,FG Attempted,10.0
Eian Elmer,M-OH,FG Attempted,10.0
Eian Elmer,M-OH,Points,10.0
Braden Smith,PUR,FG Attempted,10.0
David Mirkovic,ILL,FG Attempted,10.0
Tomislav Ivisic,ILL,FG Attempted,10.0
Braden Smith,PUR,Assists,10.0
David Mirkovic,ILL,Rebounds,10.0
Jeremy Fears Jr.,MSU,FG Attempted,10.0
EJ Ryans,WMU,FG Attempted,10.0
Elliot Cadeau,MICH,Pts+Rebs,10.0
L.J. Cason,MICH,Pts+Rebs,10.0
Jaxon Kohler,MSU,FG Attempted,10.0
Jordan Scott,MSU,Pts+Rebs,10.0
Trey Lewis,WMU,Pts+Rebs,10.0
Justin Kirby,M-OH,Fantasy Score,9.5
Carson Vis,WMU,Fantasy Score,9.0
Oscar Cluff,PUR,Two Pointers Attempted,9.0
Carson Vis,WMU,Pts+Rebs+Asts,9.0
Gicarri Harris,PUR,PRA,9.0
Gicarri Harris,PUR,Pts+Rebs+Asts,9.0
Oscar Cluff,PUR,FG Attempted,9.0
Jordan Scott,MSU,Points,9.0
Fletcher Loyer,PUR,Pts+Rebs,9.0
EJ Ryans,WMU,Two Pointers Attempted,9.0
L.J. Cason,MICH,Points,9.0
Elliot Cadeau,MICH,FG Attempted,9.0
Justice Williams,WMU,Two Pointers Attempted,9.0
Justice Williams,WMU,FG Attempted,9.0
Coen Carr,MSU,FG Attempted,9.0
Carson Cooper,MSU,FG Attempted,9.0
Carson Cooper,MSU,Two Pointers Attempted,9.0
Aday Mara,MICH,FG Attempted,9.0
Aday Mara,MICH,Two Pointers Attempted,9.0
Almar Atlason,M-OH,FG Attempted,9.0
Carson Vis,WMU,Pts+Rebs,9.0
Carson Vis,WMU,PRA,9.0
Ben Humrichous,ILL,Pts+Rebs+Asts,9.0
Ben Humrichous,ILL,PRA,9.0
Antwone Woolfolk,M-OH,Points,9.0
Sharod Barnes,WMU,Fantasy Score,8.5
Jake Davis,ILL,Fantasy Score,8.2
Justin Kirby,M-OH,PRA,8.0
Daniel Jacobsen,PUR,Pts+Rebs+Asts,8.0
Elliot Cadeau,MICH,Rebs+Asts,8.0
Aday Mara,MICH,Two Pointers Made,8.0
Aday Mara,MICH,FG Made,8.0
Daniel Jacobsen,PUR,PRA,8.0
Jaxon Kohler,MSU,Points,8.0
Morez Johnson Jr.,MICH,Free Throws Attempted,8.0
Daniel Jacobsen,PUR,Pts+Rebs,8.0
David Mirkovic,ILL,Defensive Rebounds,8.0
Jayden Brewer,WMU,Defensive Rebounds,8.0
Fletcher Loyer,PUR,Points,8.0
Cam Ward,MSU,Pts+Asts,8.0
Antwone Woolfolk,M-OH,FG Attempted,8.0
Cam Ward,MSU,Points,8.0
Ben Humrichous,ILL,Pts+Rebs,8.0
Trey Kaufman-Renn,PUR,Two Pointers Attempted,8.0
Kylan Boswell,ILL,Two Pointers Attempted,8.0
Tomislav Ivisic,ILL,Pts+Asts,8.0
C.J. Cox,PUR,Pts+Rebs+Asts,8.0
C.J. Cox,PUR,PRA,8.0
Justin Kirby,M-OH,Pts+Rebs+Asts,8.0
Justin Kirby,M-OH,Defensive Rebounds,8.0
Justin Kirby,M-OH,Pts+Rebs,8.0
Justin Kirby,M-OH,Rebs+Asts,8.0
Justin Kirby,M-OH,Rebounds,8.0
Gicarri Harris,PUR,Pts+Rebs,8.0
Kur Teng,MSU,FG Attempted,8.0
Morez Johnson Jr.,MICH,Two Pointers Attempted,8.0
Trey Perry,M-OH,FG Attempted,8.0
Trey Kaufman-Renn,PUR,FG Attempted,8.0
Will Tschetter,MICH,Fantasy Score,7.2
Keaton Wagler,ILL,Free Throws Attempted,7.0
Antwone Woolfolk,M-OH,Rebs+Asts,7.0
Almar Atlason,M-OH,3-PT Attempted,7.0
Trey Perry,M-OH,Two Pointers Attempted,7.0
EJ Ryans,WMU,Rebs+Asts,7.0
Keaton Wagler,ILL,FG Made,7.0
C.J. Cox,PUR,Pts+Rebs,7.0
Keaton Wagler,ILL,Rebs+Asts,7.0
C.J. Cox,PUR,Pts+Asts,7.0
Jake Davis,ILL,Pts+Rebs+Asts,7.0
Braden Smith,PUR,3-PT Attempted,7.0
Aday Mara,MICH,Rebs+Asts,7.0
Coen Carr,MSU,Two Pointers Attempted,7.0
Trey Lewis,WMU,Rebs+Asts,7.0
David Mirkovic,ILL,Two Pointers Attempted,7.0
Trey Lewis,WMU,FG Attempted,7.0
Trey Lewis,WMU,Pts+Asts,7.0
Jayden Brewer,WMU,Free Throws Attempted,7.0
Fletcher Loyer,PUR,FG Attempted,7.0
Peter Suder,M-OH,Two Pointers Made,7.0
Trey Kaufman-Renn,PUR,Assists,7.0
Carson Vis,WMU,Pts+Asts,7.0
Peter Suder,M-OH,FG Made,7.0
Eian Elmer,M-OH,Two Pointers Attempted,7.0
Yaxel Lendeborg,MICH,Rebounds,7.0
Carson Vis,WMU,FG Attempted,7.0
Elliot Cadeau,MICH,Points,7.0
Carson Cooper,MSU,Rebs+Asts,7.0
Jeremy Fears Jr.,MSU,Rebs+Asts,7.0
Jake Davis,ILL,PRA,7.0
Max Burton,WMU,Rebs+Asts,7.0
Tomislav Ivisic,ILL,Points,7.0
Jake Davis,ILL,Pts+Rebs,7.0
Jeremy Fears Jr.,MSU,Two Pointers Attempted,7.0
Carson Vis,WMU,Points,7.0
Nimari Burnett,MICH,Fantasy Score,6.5
Michael Sulaka,WMU,Fantasy Score,6.2
Justice Williams,WMU,FG Made,6.0
Jaxon Kohler,MSU,3-PT Attempted,6.0
Morez Johnson Jr.,MICH,Free Throws Made,6.0
Coen Carr,MSU,Rebs+Asts,6.0
Daniel Jacobsen,PUR,Pts+Asts,6.0
Yaxel Lendeborg,MICH,3-PT Attempted,6.0
Michael Sulaka,WMU,PRA,6.0
Michael Sulaka,WMU,Pts+Rebs+Asts,6.0
Trey Perry,M-OH,FG Made,6.0
Peter Suder,M-OH,Free Throws Attempted,6.0
Sharod Barnes,WMU,PRA,6.0
Sharod Barnes,WMU,Pts+Rebs+Asts,6.0
Sharod Barnes,WMU,Rebs+Asts,6.0
Justice Williams,WMU,Two Pointers Made,6.0
Omer Mayer,PUR,Pts+Rebs+Asts,6.0
Omer Mayer,PUR,PRA,6.0
Jeremy Fears Jr.,MSU,Assists,6.0
Omer Mayer,PUR,Fantasy Score,6.0
Omer Mayer,PUR,Pts+Rebs,6.0
Trey McKenney,MICH,FG Attempted,6.0
Will Tschetter,MICH,PRA,6.0
Elliot Cadeau,MICH,Two Pointers Attempted,6.0
Carson Cooper,MSU,FG Made,6.0
Carson Cooper,MSU,Rebounds,6.0
Ben Humrichous,ILL,Pts+Asts,6.0
Eian Elmer,M-OH,Free Throws Attempted,6.0
Gicarri Harris,PUR,Pts+Asts,6.0
Morez Johnson Jr.,MICH,FG Made,6.0
Eian Elmer,M-OH,Rebs+Asts,6.0
Trey Kaufman-Renn,PUR,Rebounds,6.0
Antwone Woolfolk,M-OH,Two Pointers Attempted,6.0
C.J. Cox,PUR,Points,6.0
Kylan Boswell,ILL,3-PT Attempted,6.0
Keaton Wagler,ILL,3-PT Attempted,6.0
Keaton Wagler,ILL,Free Throws Made,6.0
Kylan Boswell,ILL,FG Made,6.0
Tomislav Ivisic,ILL,3-PT Attempted,6.0
Kur Teng,MSU,3-PT Attempted,6.0
Yaxel Lendeborg,MICH,FG Made,6.0
Morez Johnson Jr.,MICH,Defensive Rebounds,6.0
Jaxon Kohler,MSU,Rebs+Asts,6.0
Jack Benter,PUR,FG Attempted,6.0
Carson Cooper,MSU,Two Pointers Made,6.0
Omer Mayer,PUR,Pts+Asts,6.0
Trey McKenney,MICH,Pts+Rebs+Asts,6.0
Jake Davis,ILL,Pts+Asts,6.0
Trey McKenney,MICH,Pts+Asts,6.0
Trey McKenney,MICH,Pts+Rebs,6.0
Trey McKenney,MICH,PRA,6.0
Will Tschetter,MICH,Pts+Rebs+Asts,6.0
Trey McKenney,MICH,Points,6.0
Omer Mayer,PUR,Points,6.0
Daniel Jacobsen,PUR,Points,6.0
Will Tschetter,MICH,Pts+Rebs,6.0
Max Burton,WMU,Rebounds,6.0
Jake Davis,ILL,Points,6.0
Jayden Brewer,WMU,FG Made,6.0
Trey McKenney,MICH,Fantasy Score,6.0
Brant Byers,M-OH,Fantasy Score,5.2
Michael Sulaka,WMU,Pts+Rebs,5.0
Ben Humrichous,ILL,Points,5.0
Kylan Boswell,ILL,Two Pointers Made,5.0
Antwone Woolfolk,M-OH,Defensive Rebounds,5.0
Trey Perry,M-OH,Free Throws Attempted,5.0
Michael Sulaka,WMU,Pts+Asts,5.0
Coen Carr,MSU,Rebounds,5.0
Trey Kaufman-Renn,PUR,Defensive Rebounds,5.0
Peter Suder,M-OH,Personal Fouls,5.0
Eian Elmer,M-OH,Rebounds,5.0
Trey Perry,M-OH,Two Pointers Made,5.0
Tomislav Ivisic,ILL,Rebs+Asts,5.0
Almar Atlason,M-OH,FG Made,5.0
Almar Atlason,M-OH,Rebs+Asts,5.0
Oscar Cluff,PUR,Two Pointers Made,5.0
Antwone Woolfolk,M-OH,Rebounds,5.0
Oscar Cluff,PUR,FG Made,5.0
Daniel Jacobsen,PUR,Two Pointers Attempted,5.0
Trey Lewis,WMU,Rebounds,5.0
Braden Smith,PUR,Rebounds,5.0
EJ Ryans,WMU,FG Made,5.0
Fletcher Loyer,PUR,Rebs+Asts,5.0
Max Burton,WMU,Pts+Asts,5.0
Jeremy Fears Jr.,MSU,FG Made,5.0
Daniel Jacobsen,PUR,FG Attempted,5.0
Fletcher Loyer,PUR,3-PT Attempted,5.0
David Mirkovic,ILL,FG Made,5.0
L.J. Cason,MICH,FG Attempted,5.0
Jayden Brewer,WMU,Free Throws Made,5.0
Trey Lewis,WMU,Points,5.0
Aday Mara,MICH,Rebounds,5.0
Carson Cooper,MSU,Defensive Rebounds,5.0
Coen Carr,MSU,Two Pointers Made,5.0
Jack Benter,PUR,3-PT Attempted,5.0
Elliot Cadeau,MICH,Assists,5.0
Morez Johnson Jr.,MICH,Two Pointers Made,5.0
Coen Carr,MSU,FG Made,5.0
Trey Lewis,WMU,3-PT Attempted,5.0
Gicarri Harris,PUR,Points,5.0
Morez Johnson Jr.,MICH,Offensive Rebounds,5.0
Yaxel Lendeborg,MICH,Two Pointers Attempted,5.0
Jordan Scott,MSU,FG Attempted,5.0
Jordan Scott,MSU,Free Throws Attempted,5.0
Jaxon Kohler,MSU,Two Pointers Attempted,4.0
Trey Kaufman-Renn,PUR,FG Made,4.0
Jordan Scott,MSU,Free Throws Made,4.0
Sharod Barnes,WMU,Rebounds,4.0
Trey Perry,M-OH,Rebs+Asts,4.0
Trey Kaufman-Renn,PUR,Personal Fouls,4.0
Jordan Scott,MSU,Rebs+Asts,4.0
Gicarri Harris,PUR,Rebs+Asts,4.0
Yaxel Lendeborg,MICH,Blks+Stls,4.0
Peter Suder,M-OH,Free Throws Made,4.0
Eian Elmer,M-OH,Defensive Rebounds,4.0
Eian Elmer,M-OH,Free Throws Made,4.0
Almar Atlason,M-OH,Free Throws Attempted,4.0
Antwone Woolfolk,M-OH,Two Pointers Made,4.0
Trey Kaufman-Renn,PUR,Two Pointers Made,4.0
Trey Kaufman-Renn,PUR,Free Throws Attempted,4.0
Kur Teng,MSU,Rebs+Asts,4.0
Cam Ward,MSU,Rebs+Asts,4.0
Max Burton,WMU,Defensive Rebounds,4.0
Antwone Woolfolk,M-OH,FG Made,4.0
Gicarri Harris,PUR,FG Attempted,4.0
Jack Benter,PUR,FG Made,4.0
Yaxel Lendeborg,MICH,Defensive Rebounds,4.0
Oscar Cluff,PUR,Rebounds,4.0
Zvonimir Ivisic,ILL,Fantasy Score,4.0
Cam Ward,MSU,FG Made,4.0
Max Burton,WMU,FG Attempted,4.0
Max Burton,WMU,Two Pointers Attempted,4.0
Kur Teng,MSU,FG Made,4.0
Cam Ward,MSU,Rebounds,4.0
Ben Humrichous,ILL,Rebs+Asts,4.0
C.J. Cox,PUR,FG Attempted,4.0
EJ Ryans,WMU,Rebounds,4.0
Max Burton,WMU,Points,4.0
Carson Vis,WMU,3-PT Attempted,4.0
Yaxel Lendeborg,MICH,Assists,4.0
Kylan Boswell,ILL,Free Throws Attempted,4.0
Jeremy Fears Jr.,MSU,Two Pointers Made,4.0
Oscar Cluff,PUR,Rebs+Asts,4.0
Keaton Wagler,ILL,Rebounds,4.0
Keaton Wagler,ILL,Turnovers,4.0
EJ Ryans,WMU,Defensive Rebounds,4.0
Max Burton,WMU,Personal Fouls,4.0
Cam Ward,MSU,FG Attempted,4.0
Cam Ward,MSU,Two Pointers Made,4.0
Cam Ward,MSU,Two Pointers Attempted,4.0
Keaton Wagler,ILL,Two Pointers Made,4.0
Tomislav Ivisic,ILL,Two Pointers Attempted,4.0
EJ Ryans,WMU,Two Pointers Made,4.0
EJ Ryans,WMU,Free Throws Attempted,4.0
Fletcher Loyer,PUR,Assists,4.0
Braden Smith,PUR,Turnovers,4.0
Braden Smith,PUR,FG Made,4.0
Tomislav Ivisic,ILL,Rebounds,4.0
Jake Davis,ILL,FG Attempted,4.0
Jake Davis,ILL,3-PT Attempted,4.0
Jayden Brewer,WMU,Two Pointers Made,4.0
David Mirkovic,ILL,Two Pointers Made,4.0
Trey McKenney,MICH,3-PT Attempted,4.0
Coen Carr,MSU,Defensive Rebounds,4.0
Trey Lewis,WMU,Defensive Rebounds,4.0
Omer Mayer,PUR,FG Attempted,4.0
Roddy Gayle Jr.,MICH,FG Attempted,4.0
Michael Sulaka,WMU,Points,4.0
Nimari Burnett,MICH,Pts+Rebs+Asts,4.0
Nimari Burnett,MICH,PRA,4.0
Nimari Burnett,MICH,Pts+Asts,4.0
Elliot Cadeau,MICH,Personal Fouls,4.0
Sharod Barnes,WMU,Pts+Rebs,4.0
Yaxel Lendeborg,MICH,Two Pointers Made,4.0
Yaxel Lendeborg,MICH,Personal Fouls,3.0
Jack Benter,PUR,Rebs+Asts,3.0
Eian Elmer,M-OH,FG Made,3.0
Peter Suder,M-OH,Rebs+Asts,3.0
Peter Suder,M-OH,Rebounds,3.0
Daniel Jacobsen,PUR,Personal Fouls,3.0
Yaxel Lendeborg,MICH,Offensive Rebounds,3.0
Eian Elmer,M-OH,Personal Fouls,3.0
Carson Vis,WMU,FG Made,3.0
Elliot Cadeau,MICH,Two Pointers Made,3.0
Carson Vis,WMU,Personal Fouls,3.0
Jack Benter,PUR,3-PT Made,3.0
Peter Suder,M-OH,Turnovers,3.0
Brant Byers,M-OH,Pts+Rebs,3.0
Brant Byers,M-OH,PRA,3.0
Brant Byers,M-OH,Pts+Rebs+Asts,3.0
Almar Atlason,M-OH,3-PT Made,3.0
Carson Vis,WMU,Two Pointers Attempted,3.0
Jaxon Kohler,MSU,Rebounds,3.0
Eian Elmer,M-OH,Two Pointers Made,3.0
Nimari Burnett,MICH,Points,3.0
Michael Sulaka,WMU,Personal Fouls,3.0
Eian Elmer,M-OH,3-PT Attempted,3.0
Trey Perry,M-OH,Assists,3.0
Kur Teng,MSU,3-PT Made,3.0
Elliot Cadeau,MICH,Defensive Rebounds,3.0
L.J. Cason,MICH,FG Made,3.0
Justin Kirby,M-OH,Personal Fouls,3.0
Justice Williams,WMU,Rebs+Asts,3.0
Daniel Jacobsen,PUR,FG Made,3.0
Almar Atlason,M-OH,Rebounds,3.0
Will Tschetter,MICH,Rebs+Asts,3.0
Oscar Cluff,PUR,Defensive Rebounds,3.0
Kur Teng,MSU,Defensive Rebounds,3.0
Cam Ward,MSU,Personal Fouls,3.0
Will Tschetter,MICH,Pts+Asts,3.0
Will Tschetter,MICH,3-PT Attempted,3.0
Will Tschetter,MICH,Defensive Rebounds,3.0
L.J. Cason,MICH,Two Pointers Attempted,3.0
Will Tschetter,MICH,FG Attempted,3.0
Will Tschetter,MICH,Points,3.0
Nimari Burnett,MICH,Pts+Rebs,3.0
Jaxon Kohler,MSU,Assists,3.0
Will Tschetter,MICH,Rebounds,3.0
Jaxon Kohler,MSU,FG Made,3.0
Antwone Woolfolk,M-OH,Personal Fouls,3.0
Almar Atlason,M-OH,Free Throws Made,3.0
Almar Atlason,M-OH,Defensive Rebounds,3.0
Jack Benter,PUR,Rebounds,3.0
Jeremy Fears Jr.,MSU,3-PT Attempted,3.0
C.J. Cox,PUR,3-PT Attempted,3.0
Keaton Wagler,ILL,Personal Fouls,3.0
Braden Smith,PUR,Personal Fouls,3.0
Aday Mara,MICH,Defensive Rebounds,3.0
Aday Mara,MICH,Free Throws Attempted,3.0
Aday Mara,MICH,Free Throws Made,3.0
Tomislav Ivisic,ILL,FG Made,3.0
EJ Ryans,WMU,Free Throws Made,3.0
Omer Mayer,PUR,3-PT Attempted,3.0
Jack Benter,PUR,Defensive Rebounds,3.0
Fletcher Loyer,PUR,FG Made,3.0
David Mirkovic,ILL,3-PT Attempted,3.0
Kylan Boswell,ILL,Rebs+Asts,3.0
Ben Humrichous,ILL,Rebounds,3.0
Carson Vis,WMU,Two Pointers Made,3.0
Gicarri Harris,PUR,Rebounds,3.0
Zvonimir Ivisic,ILL,FG Attempted,3.0
Daniel Jacobsen,PUR,Two Pointers Made,3.0
Jayden Brewer,WMU,3-PT Attempted,3.0
Elliot Cadeau,MICH,FG Made,3.0
Jordan Scott,MSU,Assists,3.0
Jordan Scott,MSU,Two Pointers Attempted,3.0
Sharod Barnes,WMU,Turnovers,3.0
Braden Smith,PUR,Defensive Rebounds,3.0
Keaton Wagler,ILL,3-PT Made,3.0
Keaton Wagler,ILL,Offensive Rebounds,3.0
Braden Smith,PUR,Two Pointers Attempted,3.0
Keaton Wagler,ILL,Assists,3.0
Elliot Cadeau,MICH,3-PT Attempted,3.0
Elliot Cadeau,MICH,Rebounds,3.0
Cam Ward,MSU,Defensive Rebounds,3.0
Justice Williams,WMU,Rebounds,3.0
Justice Williams,WMU,Defensive Rebounds,3.0
Roddy Gayle Jr.,MICH,Two Pointers Attempted,3.0
Carson Cooper,MSU,Free Throws Made,3.0
Jayden Brewer,WMU,Offensive Rebounds,3.0
Ben Humrichous,ILL,FG Attempted,3.0
EJ Ryans,WMU,Assists,3.0
L.J. Cason,MICH,Rebs+Asts,3.0
Carson Cooper,MSU,Free Throws Attempted,3.0
Kur Teng,MSU,Rebounds,3.0
Ben Humrichous,ILL,Personal Fouls,3.0
Trey Perry,M-OH,Steals,2.0
Michael Sulaka,WMU,Rebs+Asts,2.0
Carson Vis,WMU,Free Throws Attempted,2.0
Carson Vis,WMU,Rebs+Asts,2.0
Trey Perry,M-OH,Blks+Stls,2.0
