date,event_id,team_abbr,opponent_abbr,espn_athlete_id,player_name,MIN,PTS,REB,AST,STL,BLK,TO,FG,FGA,3PT,3PTA,FT,FTA
2026-02-25,401822959,SJU,,5106283,Dillon Mitchell,37.0,0.0,5.0,2.0,0.0,0.0,0.0,,,,,,
2026-02-25,401822959,SJU,,5106262,Zuby Ejiofor,23.0,6.0,4.0,2.0,0.0,1.0,1.0,,,,,,
2026-02-25,401822959,SJU,,4565698,Bryce Hopkins,29.0,8.0,5.0,0.0,0.0,0.0,1.0,,,,,,
2026-02-25,401822959,SJU,,5142625,Joson Sanon,18.0,10.0,1.0,0.0,0.0,0.0,1.0,,,,,,
2026-02-25,401822959,SJU,,5105642,Oziyah Sellers,33.0,4.0,3.0,2.0,0.0,1.0,1.0,,,,,,
2026-02-25,401822959,SJU,,5240539,Ruben Prey,17.0,7.0,2.0,2.0,0.0,1.0,0.0,,,,,,
2026-02-25,401822959,SJU,,5107197,Sadiku Ibine Ayo,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-25,401822959,SJU,,5145712,Lefteris Liotopoulos,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-25,401822959,SJU,,5105658,Dylan Darling,15.0,2.0,5.0,0.0,0.0,0.0,1.0,,,,,,
2026-02-25,401822959,SJU,,4869770,Ian Jackson,14.0,3.0,3.0,0.0,0.0,1.0,2.0,,,,,,
2026-02-25,401822959,SJU,,5312303,Imran Suljanovic,,,,,,,,,,,,,
2026-02-25,401822959,SJU,,4896480,Handje Tamba,,,,,,,,,,,,,
2026-02-25,401822959,SJU,,5312302,Fotis Konstantinidis,,,,,,,,,,,,,
2026-02-25,401822959,SJU,,5312301,Casper Pohto,,,,,,,,,,,,,
2026-02-25,401822959,SJU,,5226072,Kelvin Odih,,,,,,,,,,,,,
2026-02-25,401822959,CONN,,4917149,Alex Karaban,35.0,14.0,5.0,2.0,0.0,1.0,0.0,,,,,,
2026-02-25,401822959,CONN,,5105809,Tarris Reed Jr.,30.0,20.0,11.0,3.0,2.0,6.0,2.0,,,,,,
2026-02-25,401822959,CONN,,5196916,Braylon Mullins,27.0,9.0,3.0,3.0,1.0,2.0,0.0,,,,,,
2026-02-25,401822959,CONN,,5054083,Silas Demary Jr.,28.0,7.0,8.0,5.0,1.0,0.0,1.0,,,,,,
2026-02-25,401822959,CONN,,4895737,Solo Ball,32.0,11.0,1.0,4.0,0.0,0.0,0.0,,,,,,
2026-02-25,401822959,CONN,,4895753,Jayden Ross,17.0,4.0,4.0,1.0,0.0,0.0,0.0,,,,,,
2026-02-25,401822959,CONN,,4703011,Dwayne Koroma,3.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-25,401822959,CONN,,5152763,Eric Reibe,7.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-25,401822959,CONN,,5307570,Uroš Paunovic,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-25,401822959,CONN,,5248294,Jacob Furphy,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-25,401822959,CONN,,5241657,Alec Millender,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-25,401822959,CONN,,4683861,Malachi Smith,14.0,3.0,3.0,2.0,2.0,0.0,0.0,,,,,,
2026-02-25,401822959,CONN,,5142624,Jacob Ross,,,,,,,,,,,,,
2026-02-25,401822959,CONN,,4685647,Jaylin Stewart,,,,,,,,,,,,,
2026-02-25,401822959,CONN,,5312036,Rrezon Elezaj,,,,,,,,,,,,,
2026-02-25,401808264,FLA,,5174657,Alex Condon,34.0,23.0,4.0,3.0,0.0,4.0,0.0,,,,,,
2026-02-25,401808264,FLA,,5080489,Thomas Haugh,24.0,5.0,0.0,0.0,0.0,2.0,2.0,,,,,,
