nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,is_combo_player
1630595,10179483,10179483,59107,131042,2026-02-27T19:00:00.000-05:00,,,Cade Cunningham,G,DET,CLE,51.5,Fantasy Score,fantasy,Standard,51.5,0,https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp,,,,,OK,0
201935|1630595,10174575,10174575,229353,131042,2026-02-27T19:00:00.000-05:00,,,Cade Cunningham + James Harden,G,DET/CLE,,46.0,Points (Combo),points(combo),Standard,46.0,0,https://static.prizepicks.com/images/manual/Cade Cunningham + James Harden.png,Cade Cunningham,James Harden,DET,CLE,OK,1
1630595,10173481,10173481,59107,131042,2026-02-27T19:00:00.000-05:00,,,Cade Cunningham,G,DET,CLE,44.5,Pts+Asts,pa,Demon,35.5,2,https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp,,,,,OK,0
1630595,10173486,10173486,59107,131042,2026-02-27T19:00:00.000-05:00,,,Cade Cunningham,G,DET,CLE,44.5,Pts+Rebs+Asts,pra,Demon,41.5,2,https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp,,,,,OK,0
1630595,10173488,10173488,59107,131042,2026-02-27T19:00:00.000-05:00,,,Cade Cunningham,G,DET,CLE,42.5,Pts+Rebs+Asts,pra,Demon,41.5,1,https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp,,,,,OK,0
1630595,10171784,10171784,59107,131042,2026-02-27T19:00:00.000-05:00,,,Cade Cunningham,G,DET,CLE,41.5,Pts+Rebs+Asts,pra,Standard,41.5,0,https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp,,,,,OK,0
201935,10173729,10173729,299373,131042,2026-02-27T19:00:00.000-05:00,,,James Harden,G,CLE,DET,40.5,Pts+Rebs+Asts,pra,Demon,33.5,3,https://static.prizepicks.com/images/manual/James Harden CLE.png,,,,,OK,0
1630595,10173480,10173480,59107,131042,2026-02-27T19:00:00.000-05:00,,,Cade Cunningham,G,DET,CLE,39.5,Pts+Asts,pa,Demon,35.5,1,https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp,,,,,OK,0
1630595,10173484,10173484,59107,131042,2026-02-27T19:00:00.000-05:00,,,Cade Cunningham,G,DET,CLE,39.5,Pts+Rebs,pr,Demon,30.5,3,https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp,,,,,OK,0
201935,10173721,10173721,299373,131042,2026-02-27T19:00:00.000-05:00,,,James Harden,G,CLE,DET,39.5,Pts+Asts,pa,Demon,29.5,3,https://static.prizepicks.com/images/manual/James Harden CLE.png,,,,,OK,0
201935,10173728,10173728,299373,131042,2026-02-27T19:00:00.000-05:00,,,James Harden,G,CLE,DET,39.5,Pts+Rebs+Asts,pra,Demon,33.5,2,https://static.prizepicks.com/images/manual/James Harden CLE.png,,,,,OK,0
1631105,10174238,10174238,87848,131042,2026-02-27T19:00:00.000-05:00,,,Jalen Duren,C,DET,CLE,39.5,Pts+Rebs,pr,Demon,29.5,3,https://static.prizepicks.com/images/players/NBA/Jalen_Duren_NBA_player_BGtA2SxfIEpqaOA2zn9FJZhp.webp,,,,,OK,0
201935|1631105,10174564,10174564,303423,131042,2026-02-27T19:00:00.000-05:00,,,Jalen Duren + James Harden,C,DET/CLE,,39.5,Points (Combo),points(combo),Standard,39.5,0,https://static.prizepicks.com/images/players/placeholder.png,Jalen Duren,James Harden,DET,CLE,OK,1
201935,10180181,10180181,299373,131042,2026-02-27T19:00:00.000-05:00,,,James Harden,G,CLE,DET,39.5,Pts+Rebs,pr,Demon,25.5,3,https://static.prizepicks.com/images/manual/James Harden CLE.png,,,,,OK,0
1631105,10179487,10179487,87848,131042,2026-02-27T19:00:00.000-05:00,,,Jalen Duren,C,DET,CLE,39.0,Fantasy Score,fantasy,Standard,39.0,0,https://static.prizepicks.com/images/players/NBA/Jalen_Duren_NBA_player_BGtA2SxfIEpqaOA2zn9FJZhp.webp,,,,,OK,0
201935,10179488,10179488,299373,131042,2026-02-27T19:00:00.000-05:00,,,James Harden,G,CLE,DET,39.0,Fantasy Score,fantasy,Standard,39.0,0,https://static.prizepicks.com/images/manual/James Harden CLE.png,,,,,OK,0
1630595,10173490,10173490,59107,131042,2026-02-27T19:00:00.000-05:00,,,Cade Cunningham,G,DET,CLE,38.5,Pts+Rebs+Asts,pra,Goblin,41.5,1,https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp,,,,,OK,0
201935,10173727,10173727,299373,131042,2026-02-27T19:00:00.000-05:00,,,James Harden,G,CLE,DET,38.5,Pts+Rebs+Asts,pra,Demon,33.5,1,https://static.prizepicks.com/images/manual/James Harden CLE.png,,,,,OK,0
1630595,10174467,10174467,59107,131042,2026-02-27T19:00:00.000-05:00,,,Cade Cunningham,G,DET,CLE,37.5,Pts+Rebs+Asts,pra,Goblin,41.5,2,https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp,,,,,OK,0
1631105,10173694,10173694,87848,131042,2026-02-27T19:00:00.000-05:00,,,Jalen Duren,C,DET,CLE,36.5,Pts+Rebs+Asts,pra,Demon,31.5,2,https://static.prizepicks.com/images/players/NBA/Jalen_Duren_NBA_player_BGtA2SxfIEpqaOA2zn9FJZhp.webp,,,,,OK,0
1628386,10179489,10179489,26792,131042,2026-02-27T19:00:00.000-05:00,,,Jarrett Allen,C,CLE,DET,36.0,Fantasy Score,fantasy,Standard,36.0,0,https://static.prizepicks.com/images/players/NBA/Jarrett_Allen_NBA_player_IBSK04adajN6nXaTEpotn53R.webp,,,,,OK,0
1630595,10171782,10171782,59107,131042,2026-02-27T19:00:00.000-05:00,,,Cade Cunningham,G,DET,CLE,35.5,Pts+Asts,pa,Standard,35.5,0,https://static.prizepicks.com/images/players/NBA/Cade_Cunningham_NBA_player_mq8YRxGgt7Csv81PJK3QsXJu.webp,,,,,OK,0
