nba_player_id,team,player,espn_athlete_id,updated_at
1629111,ATL,Jock Landale,3146557,2026-02-23T15:58:44
1629674,BOS,Neemias Queta,4397424,2026-02-23T15:58:47
1630573,BOS,Sam Hauser,4065804,2026-02-23T15:58:47
1631248,BOS,Baylor Scheierman,4593841,2026-02-23T15:58:48
1626220,PHX,Royce O'Neale,2583632,2026-02-23T15:58:48
1642345,PHX,Oso Ighodaro,4601023,2026-02-23T15:58:48
1630178,PHI,Tyrese Maxey,4431678,2026-02-24T09:49:10
203954,PHI,Joel Embiid,3059318,2026-02-24T09:49:10
1641716,IND,Jarace Walker,5106060,2026-02-24T09:49:10
1629614,IND,Andrew Nembhard,4395712,2026-02-24T09:49:10
1642845,PHI,VJ Edgecombe,5124612,2026-02-24T09:49:10
1629656,PHI,Quentin Grimes,4397014,2026-02-24T09:49:10
1626162,PHI,Kelly Oubre,3133603,2026-02-24T09:49:10
1630643,IND,Jay Huff,4065731,2026-02-24T09:49:10
1642880,IND,Kam Jones,4697268,2026-02-24T09:49:10
1631230,PHI,Dominick Barlow,4870562,2026-02-24T09:49:10
1641767,IND,Ben Sheppard,4433076,2026-02-24T09:49:10
1629008,BKN,Michael Porter,4278104,2026-02-24T09:49:12
1629023,DAL,P.J. Washington,4278078,2026-02-24T09:49:12
1630230,DAL,Naji Marshall,4278594,2026-02-24T09:49:12
1629651,BKN,Nic Claxton,4278067,2026-02-24T09:49:12
203114,DAL,Khris Middleton,6609,2026-02-24T09:49:12
1631108,DAL,Max Christie,4432582,2026-02-24T09:49:12
1630314,DAL,Brandon Williams,4397040,2026-02-24T09:49:12
1641730,BKN,Noah Clowney,4712896,2026-02-24T09:49:12
1642849,BKN,Nolan Traore,5279130,2026-02-24T09:49:12
1630549,BKN,Day'Ron Sharpe,4432194,2026-02-24T09:49:12
1629655,DAL,Daniel Gafford,4278049,2026-02-24T09:49:12
1642874,BKN,Danny Wolf,5107173,2026-02-24T09:49:12
202691,DAL,Klay Thompson,6475,2026-02-24T09:49:12
1630533,BKN,Ziaire Williams,4433137,2026-02-24T09:49:12
1629611,BKN,Terance Mann,3907823,2026-02-24T09:49:12
1630567,TOR,Scottie Barnes,4433134,2026-02-24T09:49:14
1627742,TOR,Brandon Ingram,3913176,2026-02-24T09:49:14
1630193,TOR,Immanuel Quickley,4395724,2026-02-24T09:49:14
1628392,OKC,Isaiah Hartenstein,4222252,2026-02-24T09:49:14
1629628,TOR,RJ Barrett,4395625,2026-02-24T09:49:14
1630572,TOR,Sandro Mamukelashvili,4278580,2026-02-24T09:49:14
1642867,TOR,Collin Murray-Boyles,5093267,2026-02-24T09:49:14
1642272,OKC,Jared McCain,4683778,2026-02-24T09:49:14
1629652,OKC,Luguentz Dort,4397020,2026-02-24T09:49:14
1642347,TOR,Jamal Shead,4432241,2026-02-24T09:49:15
1630228,ATL,Jonathan Kuminga,4433247,2026-02-24T09:49:16
1642860,WAS,Will Riley,5144126,2026-02-24T09:49:16
1630631,NYK,Jose Alvarado,4277869,2026-02-24T09:49:19
1629013,NYK,Landry Shamet,3914044,2026-02-24T09:49:19
1630241,CLE,Sam Merrill,4066757,2026-02-24T09:49:19
1629011,NYK,Mitchell Robinson,4351852,2026-02-24T09:49:19
1629731,CLE,Dean Wade,3912848,2026-02-24T09:49:19
1629627,NOP,Zion Williamson,4395628,2026-02-24T09:49:20
1630541,GSW,Moses Moody,4432171,2026-02-24T09:49:20
1630180,NOP,Saddiq Bey,4397136,2026-02-24T09:49:20
1641764,GSW,Brandin Podziemski,4709138,2026-02-24T09:49:20
1629001,GSW,De'Anthony Melton,4066436,2026-02-24T09:49:20
1642852,NOP,Derik Queen,4869780,2026-02-24T09:49:20
1630611,GSW,Gui Santos,4997536,2026-02-24T09:49:21
201143,GSW,Al Horford,3213,2026-02-24T09:49:21
203110,GSW,Draymond Green,6589,2026-02-24T09:49:21
1630311,GSW,Pat Spencer,4592714,2026-02-24T09:49:21
1642847,NOP,Jeremiah Fears,5144091,2026-02-24T09:49:21
1630529,NOP,Herbert Jones,4277813,2026-02-24T09:49:21
1631121,NOP,Bryce McGowens,4576086,2026-02-24T09:49:21
201599,NOP,DeAndre Jordan,3442,2026-02-24T09:49:22
1630163,CHA,LaMelo Ball,4432816,2026-02-24T09:49:22
1641706,CHA,Brandon Miller,4433287,2026-02-24T09:49:22
1630581,CHI,Josh Giddey,4871145,2026-02-24T09:49:22
1642851,CHA,Kon Knueppel,5061575,2026-02-24T09:49:22
1630188,CHI,Jalen Smith,4397189,2026-02-24T09:49:23
1641824,CHI,Matas Buzelis,4711294,2026-02-24T09:49:23
1628970,CHA,Miles Bridges,4066383,2026-02-24T09:49:23
1627824,CHI,Guerschon Yabusele,4017844,2026-02-24T09:49:23
1629632,CHA,Coby White,4395651,2026-02-24T09:49:23
1630200,CHI,Tre Jones,4395626,2026-02-24T09:49:23
1630171,CHI,Isaac Okoro,4432822,2026-02-24T09:49:23
1629684,CHA,Grant Williams,4066218,2026-02-24T09:49:23
1641750,CHA,Ryan Kalkbrenner,4576060,2026-02-24T09:49:23
1630208,CHI,Nick Richards,4278076,2026-02-24T09:49:23
1630172,CHI,Patrick Williams,4431687,2026-02-24T09:49:23
1642883,CHA,Sion James,4602025,2026-02-24T09:49:23
1628389,MIA,Bam Adebayo,4066261,2026-02-24T09:49:25
77876,MIL,Kevin Porter,4397140,2026-02-24T09:49:25
1631157,MIL,Ryan Rollins,4591725,2026-02-24T09:49:25
1626181,MIA,Norman Powell,2595516,2026-02-24T09:49:25
1629639,MIA,Tyler Herro,4395725,2026-02-24T09:49:25
203952,MIA,Andrew Wiggins,3059319,2026-02-24T09:49:25
1631170,MIA,Jaime Jaquez,4432848,2026-02-24T09:49:25
1630560,MIL,Cam Thomas,4432174,2026-02-24T09:49:25
1626171,MIL,Bobby Portis,3064482,2026-02-24T09:49:25
1628398,MIL,Kyle Kuzma,3134907,2026-02-24T09:49:25
1626167,MIL,Myles Turner,3133628,2026-02-24T09:49:25
1641796,MIA,Pelle Larsson,4601025,2026-02-24T09:49:25
1642276,MIA,Kel'el Ware,5105623,2026-02-24T09:49:25
1630558,MIA,Davion Mitchell,4278053,2026-02-24T09:49:25
1631260,MIL,AJ Green,4397475,2026-02-24T09:49:25
1630579,MIL,Jericho Sims,4277922,2026-02-24T09:49:25
1628960,PHX,Grayson Allen,3135045,2026-02-24T09:49:27
1642346,PHX,Ryan Dunn,4888725,2026-02-24T09:49:28
1630162,MIN,Anthony Edwards,4594268,2026-02-24T09:49:29
203944,MIN,Julius Randle,3064514,2026-02-24T09:49:29
1642270,POR,Donovan Clingan,5105565,2026-02-24T09:49:29
203924,POR,Jerami Grant,2991070,2026-02-24T09:49:29
201950,POR,Jrue Holiday,3995,2026-02-24T09:49:29
203497,MIN,Rudy Gobert,3032976,2026-02-24T09:49:29
1630703,POR,Scoot Henderson,4683678,2026-02-24T09:49:29
1641739,POR,Toumani Camara,4431736,2026-02-24T09:49:29
1630245,MIN,Ayo Dosunmu,4397002,2026-02-24T09:49:29
1630183,MIN,Jaden McDaniels,4431671,2026-02-24T09:49:29
1629675,MIN,Naz Reid,4396971,2026-02-24T09:49:29
1628978,MIN,Donte DiVincenzo,3934673,2026-02-24T09:49:29
1631200,POR,Kris Murray,4594326,2026-02-24T09:49:30
1629057,POR,Robert Williams,4066211,2026-02-24T09:49:30
1631321,POR,Sidy Cissoko,5081727,2026-02-24T09:49:30
1630591,ORL,Jalen Suggs,4432165,2026-02-24T09:49:32
1629021,ORL,Moritz Wagner,3150844,2026-02-24T09:49:32
1629028,LAL,Deandre Ayton,4278129,2026-02-24T09:49:32
1629060,LAL,Rui Hachimura,4066648,2026-02-24T09:49:32
203935,LAL,Marcus Smart,2990992,2026-02-24T09:49:32
1628379,LAL,Luke Kennard,3913174,2026-02-24T09:49:32
1631222,LAL,Jake LaRavia,4592691,2026-02-24T09:49:32
1642856,DAL,Klay Thompson,6475,2026-02-24T09:49:34
202696,PHX,Grayson Allen,3135045,2026-02-24T09:49:35
1629029,ORL,Wendell Carter,4277847,2026-02-24T09:49:35
