SEASON,EVENT_ID,GAME_DATE,TEAM,ESPN_ATHLETE_ID,PLAYER,MIN,PTS,REB,AST,STL,BLK,TO,FGM,FGA,FG3M,FG3A,FTM,FTA,PLAYER_NORM
2025-26,401810535,2026-01-30,PHI,4251,Paul George,36,15,2,5,2,0,1,7.0,15.0,1.0,4.0,0.0,0.0,paul george
2025-26,401810535,2026-01-30,PHI,3059318,Joel Embiid,36,37,5,8,1,1,2,13.0,21.0,1.0,2.0,10.0,13.0,joel embiid
2025-26,401810535,2026-01-30,PHI,3133603,Kelly Oubre Jr.,37,4,3,0,0,0,1,1.0,3.0,0.0,1.0,2.0,2.0,kelly oubre
2025-26,401810535,2026-01-30,PHI,4431678,Tyrese Maxey,41,40,4,8,1,0,2,12.0,18.0,4.0,9.0,12.0,13.0,tyrese maxey
2025-26,401810535,2026-01-30,PHI,5124612,VJ Edgecombe,35,5,5,3,3,0,1,2.0,7.0,1.0,5.0,0.0,0.0,vj edgecombe
2025-26,401810535,2026-01-30,PHI,4711297,Justin Edwards,7,3,1,0,0,0,0,1.0,2.0,1.0,2.0,0.0,0.0,justin edwards
2025-26,401810535,2026-01-30,PHI,4870562,Dominick Barlow,21,5,1,0,1,0,0,1.0,1.0,0.0,0.0,3.0,3.0,dominick barlow
2025-26,401810535,2026-01-30,PHI,6585,Andre Drummond,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,andre drummond
2025-26,401810535,2026-01-30,PHI,5105637,Adem Bona,8,0,2,0,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,adem bona
2025-26,401810535,2026-01-30,PHI,4683778,Jared McCain,15,4,1,1,0,0,2,2.0,4.0,0.0,2.0,0.0,0.0,jared mccain
2025-26,401810536,2026-01-30,MIL,3064482,Bobby Portis,36,19,7,3,0,1,0,8.0,17.0,2.0,5.0,1.0,2.0,bobby portis
2025-26,401810536,2026-01-30,MIL,3134907,Kyle Kuzma,35,19,9,6,0,0,3,8.0,18.0,0.0,3.0,3.0,3.0,kyle kuzma
2025-26,401810536,2026-01-30,MIL,3133628,Myles Turner,39,21,14,1,0,6,2,8.0,16.0,2.0,6.0,3.0,3.0,myles turner
2025-26,401810536,2026-01-30,MIL,4397475,AJ Green,37,2,2,3,0,1,1,1.0,6.0,0.0,4.0,0.0,1.0,aj green
2025-26,401810536,2026-01-30,MIL,4591725,Ryan Rollins,26,17,3,8,4,0,1,7.0,13.0,3.0,5.0,0.0,0.0,ryan rollins
2025-26,401810536,2026-01-30,MIL,4397233,Pete Nance,20,13,6,1,1,0,0,6.0,10.0,1.0,3.0,0.0,0.0,pete nance
2025-26,401810536,2026-01-30,MIL,4277843,Gary Trent Jr.,25,3,0,2,1,1,1,1.0,6.0,1.0,5.0,0.0,0.0,gary trent
2025-26,401810536,2026-01-30,MIL,4432190,Andre Jackson Jr.,3,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,andre jackson
2025-26,401810536,2026-01-30,MIL,4432809,Cole Anthony,18,5,2,1,1,0,1,2.0,11.0,1.0,6.0,0.0,0.0,cole anthony
2025-26,401810536,2026-01-30,WSH,6609,Khris Middleton,26,13,6,4,0,0,5,4.0,9.0,1.0,4.0,4.0,4.0,khris middleton
2025-26,401810536,2026-01-30,WSH,5174563,Kyshawn George,36,23,5,5,2,1,1,10.0,24.0,2.0,8.0,1.0,1.0,kyshawn george
2025-26,401810536,2026-01-30,WSH,5160992,Alex Sarr,32,16,17,2,1,2,2,6.0,13.0,1.0,3.0,3.0,4.0,alex sarr
2025-26,401810536,2026-01-30,WSH,5104155,Bilal Coulibaly,28,8,10,1,2,2,1,3.0,6.0,0.0,1.0,2.0,2.0,bilal coulibaly
2025-26,401810536,2026-01-30,WSH,5238230,Tre Johnson,11,8,0,2,0,0,0,2.0,7.0,0.0,3.0,4.0,4.0,tre johnson
2025-26,401810536,2026-01-30,WSH,4432907,Justin Champagnie,26,12,6,1,1,1,0,5.0,10.0,1.0,3.0,1.0,2.0,justin champagnie
2025-26,401810536,2026-01-30,WSH,4565201,Malaki Branham,14,6,3,0,0,0,0,2.0,6.0,0.0,2.0,2.0,2.0,malaki branham
2025-26,401810536,2026-01-30,WSH,4606840,Jamir Watkins,21,4,9,0,1,1,1,1.0,7.0,0.0,3.0,2.0,2.0,jamir watkins
2025-26,401810536,2026-01-30,WSH,4845374,Bub Carrington,29,13,4,6,1,0,3,4.0,9.0,2.0,5.0,3.0,3.0,bub carrington
2025-26,401810536,2026-01-30,WSH,5144126,Will Riley,18,6,1,0,0,0,0,1.0,5.0,1.0,3.0,3.0,4.0,will riley
2025-26,401810537,2026-01-30,HOU,3202,Kevin Durant,34,31,5,4,0,0,3,12.0,22.0,3.0,8.0,4.0,4.0,kevin durant
2025-26,401810537,2026-01-30,HOU,4432639,Jabari Smith Jr.,32,14,8,3,3,5,3,5.0,12.0,2.0,6.0,2.0,2.0,jabari smith
2025-26,401810537,2026-01-30,HOU,4871144,Alperen Sengun,28,9,13,4,0,3,2,3.0,14.0,0.0,0.0,3.0,4.0,alperen sengun
2025-26,401810537,2026-01-30,HOU,4065663,Josh Okogie,34,10,10,1,0,1,1,3.0,6.0,3.0,5.0,1.0,2.0,josh okogie
2025-26,401810537,2026-01-30,HOU,4684740,Amen Thompson,35,9,7,5,2,3,0,4.0,9.0,0.0,0.0,1.0,4.0,amen thompson
2025-26,401810537,2026-01-30,HOU,3209,Jeff Green,2,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,jeff green
2025-26,401810537,2026-01-30,HOU,3136777,Jae'Sean Tate,19,4,3,0,1,0,1,2.0,6.0,0.0,2.0,0.0,0.0,jae sean tate
2025-26,401810537,2026-01-30,HOU,4592857,Isaiah Crawford,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,isaiah crawford
2025-26,401810537,2026-01-30,HOU,3102529,Clint Capela,18,10,7,2,1,2,0,4.0,4.0,0.0,0.0,2.0,2.0,clint capela
2025-26,401810537,2026-01-30,HOU,3922230,Aaron Holiday,8,4,2,0,0,0,0,1.0,4.0,1.0,2.0,1.0,2.0,aaron holiday
2025-26,401810537,2026-01-30,HOU,4576085,JD Davison,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,jd davison
2025-26,401810537,2026-01-30,HOU,4711272,Reed Sheppard,26,13,4,4,1,0,1,5.0,14.0,3.0,7.0,0.0,0.0,reed sheppard
2025-26,401810537,2026-01-30,ATL,4280151,Corey Kispert,31,17,2,2,1,1,2,7.0,13.0,2.0,5.0,1.0,2.0,corey kispert
2025-26,401810537,2026-01-30,ATL,4431778,Christian Koloko,26,6,7,2,1,1,1,3.0,7.0,0.0,2.0,0.0,0.0,christian koloko
2025-26,401810537,2026-01-30,ATL,4278039,Nickeil Alexander-Walker,35,20,5,1,0,0,3,6.0,16.0,3.0,8.0,5.0,5.0,nickeil alexander walker
2025-26,401810537,2026-01-30,ATL,4578893,Vit Krejci,27,9,4,1,2,0,1,4.0,7.0,1.0,3.0,0.0,0.0,vit krejci
2025-26,401810537,2026-01-30,ATL,4869342,Dyson Daniels,31,4,6,7,3,0,1,2.0,12.0,0.0,3.0,0.0,0.0,dyson daniels
2025-26,401810537,2026-01-30,ATL,4712863,Mouhamed Gueye,21,2,3,2,0,1,0,1.0,8.0,0.0,3.0,0.0,0.0,mouhamed gueye
2025-26,401810537,2026-01-30,ATL,4873201,Asa Newell,20,5,7,0,0,1,1,2.0,8.0,1.0,4.0,0.0,0.0,asa newell
2025-26,401810537,2026-01-30,ATL,2490149,CJ McCollum,31,23,5,2,0,0,3,9.0,19.0,5.0,11.0,0.0,0.0,cj mccollum
2025-26,401810537,2026-01-30,ATL,3913174,Luke Kennard,16,0,7,1,0,1,0,0.0,3.0,0.0,0.0,0.0,0.0,luke kennard
2025-26,401810537,2026-01-30,ATL,4279118,Keaton Wallace,2,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,keaton wallace
2025-26,401850920,2026-01-30,MIA,3059319,Andrew Wiggins,33,10,3,2,1,0,4,4.0,9.0,1.0,3.0,1.0,2.0,andrew wiggins
2025-26,401850920,2026-01-30,MIA,4066261,Bam Adebayo,34,20,12,2,0,0,1,7.0,19.0,2.0,8.0,4.0,4.0,bam adebayo
2025-26,401850920,2026-01-30,MIA,2595516,Norman Powell,30,21,0,1,2,0,4,7.0,16.0,2.0,4.0,5.0,6.0,norman powell
2025-26,401850920,2026-01-30,MIA,4601025,Pelle Larsson,29,15,6,3,2,0,1,4.0,8.0,1.0,2.0,6.0,7.0,pelle larsson
2025-26,401850920,2026-01-30,MIA,5214640,Kasparas Jakucionis,13,0,3,4,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,kasparas jakucionis
2025-26,401850920,2026-01-30,MIA,3899664,Simone Fontecchio,18,0,2,3,0,0,1,0.0,4.0,0.0,4.0,0.0,0.0,simone fontecchio
2025-26,401850920,2026-01-30,MIA,4432848,Jaime Jaquez Jr.,32,19,10,6,3,0,0,8.0,13.0,1.0,3.0,2.0,2.0,jaime jaquez
2025-26,401850920,2026-01-30,MIA,4997528,Nikola Jovic,17,8,4,1,0,0,0,4.0,9.0,0.0,3.0,0.0,0.0,nikola jovic
2025-26,401850920,2026-01-30,MIA,5105623,Kel'el Ware,12,12,4,2,0,2,0,4.0,6.0,3.0,4.0,1.0,2.0,kel el ware
2025-26,401850920,2026-01-30,MIA,4066993,Dru Smith,23,11,5,5,3,0,1,4.0,8.0,2.0,4.0,1.0,1.0,dru smith
2025-26,401850920,2026-01-30,CHI,4397189,Jalen Smith,15,11,5,0,0,0,1,4.0,7.0,1.0,1.0,2.0,2.0,jalen smith
2025-26,401850920,2026-01-30,CHI,4432822,Isaac Okoro,26,8,2,0,0,1,0,3.0,7.0,2.0,3.0,0.0,0.0,isaac okoro
2025-26,401850920,2026-01-30,CHI,4711294,Matas Buzelis,34,16,9,4,1,1,1,6.0,15.0,2.0,5.0,2.0,3.0,matas buzelis
2025-26,401850920,2026-01-30,CHI,6478,Nikola Vucevic,37,15,10,3,0,0,2,6.0,18.0,1.0,5.0,2.0,2.0,nikola vucevic
2025-26,401850920,2026-01-30,CHI,4395651,Coby White,32,14,4,8,2,0,3,2.0,11.0,2.0,8.0,8.0,10.0,coby white
2025-26,401850920,2026-01-30,CHI,4431687,Patrick Williams,12,0,1,0,0,0,2,0.0,4.0,0.0,1.0,0.0,0.0,patrick williams
2025-26,401850920,2026-01-30,CHI,4433159,Dalen Terry,15,8,4,2,1,0,2,2.0,3.0,2.0,2.0,2.0,2.0,dalen terry
2025-26,401850920,2026-01-30,CHI,5105553,Julian Phillips,5,3,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,2.0,julian phillips
2025-26,401850920,2026-01-30,CHI,4066372,Kevin Huerter,33,15,10,3,1,2,0,5.0,12.0,4.0,9.0,1.0,2.0,kevin huerter
2025-26,401850920,2026-01-30,CHI,4397002,Ayo Dosunmu,31,23,7,5,0,0,4,8.0,16.0,1.0,4.0,6.0,6.0,ayo dosunmu
2025-26,401810538,2026-01-30,CHA,4066383,Miles Bridges,38,17,8,8,1,2,3,7.0,17.0,1.0,5.0,2.0,2.0,miles bridges
2025-26,401810538,2026-01-30,CHA,4433249,Moussa Diabate,32,10,5,3,0,2,0,5.0,9.0,0.0,0.0,0.0,0.0,moussa diabate
2025-26,401810538,2026-01-30,CHA,4433287,Brandon Miller,27,23,6,2,0,1,0,7.0,13.0,3.0,7.0,6.0,6.0,brandon miller
2025-26,401810538,2026-01-30,CHA,4432816,LaMelo Ball,31,22,3,9,0,1,3,8.0,17.0,6.0,10.0,0.0,0.0,lamelo ball
2025-26,401810538,2026-01-30,CHA,5061575,Kon Knueppel,36,34,4,3,1,0,0,10.0,16.0,8.0,12.0,6.0,6.0,kon knueppel
2025-26,401810538,2026-01-30,CHA,5211176,Tidjane Salaun,10,2,3,0,1,0,2,1.0,2.0,0.0,0.0,0.0,0.0,tidjane salaun
2025-26,401810538,2026-01-30,CHA,4576060,Ryan Kalkbrenner,15,5,3,0,0,1,0,1.0,2.0,0.0,0.0,3.0,4.0,ryan kalkbrenner
2025-26,401810538,2026-01-30,CHA,4277811,Collin Sexton,20,8,2,2,1,2,0,3.0,10.0,2.0,5.0,0.0,0.0,collin sexton
2025-26,401810538,2026-01-30,CHA,4432811,Josh Green,15,2,3,1,0,0,1,1.0,2.0,0.0,0.0,0.0,0.0,josh green
2025-26,401810538,2026-01-30,CHA,4602025,Sion James,16,0,8,0,0,0,1,0.0,3.0,0.0,2.0,0.0,0.0,sion james
2025-26,401810538,2026-01-30,DAL,3138160,Caleb Martin,27,6,11,2,1,2,2,2.0,6.0,2.0,2.0,0.0,0.0,caleb martin
2025-26,401810538,2026-01-30,DAL,4278049,Daniel Gafford,25,5,4,3,0,1,1,2.0,4.0,0.0,0.0,1.0,2.0,daniel gafford
2025-26,401810538,2026-01-30,DAL,4278078,P.J. Washington,35,14,9,3,1,2,1,6.0,19.0,1.0,5.0,1.0,1.0,p j washington
2025-26,401810538,2026-01-30,DAL,5041939,Cooper Flagg,38,49,10,3,0,1,2,20.0,29.0,3.0,5.0,6.0,6.0,cooper flagg
2025-26,401810538,2026-01-30,DAL,4432582,Max Christie,29,13,3,3,0,1,1,6.0,15.0,1.0,7.0,0.0,0.0,max christie
2025-26,401810538,2026-01-30,DAL,2531367,Dwight Powell,5,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,dwight powell
2025-26,401810538,2026-01-30,DAL,4701208,Moussa Cisse,17,3,5,0,1,1,0,0.0,1.0,0.0,0.0,3.0,4.0,moussa cisse
2025-26,401810538,2026-01-30,DAL,6475,Klay Thompson,27,16,3,1,1,0,0,6.0,15.0,4.0,11.0,0.0,0.0,klay thompson
2025-26,401810538,2026-01-30,DAL,4397040,Brandon Williams,21,15,1,6,2,0,1,6.0,10.0,0.0,1.0,3.0,3.0,brandon williams
2025-26,401810538,2026-01-30,DAL,4433629,Ryan Nembhard,9,0,1,4,1,0,0,0.0,3.0,0.0,1.0,0.0,0.0,ryan nembhard
2025-26,401810538,2026-01-30,DAL,4868423,Jaden Hardy,6,0,1,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,jaden hardy
2025-26,401810539,2026-01-30,BKN,4278104,Michael Porter Jr.,37,38,10,3,2,2,1,13.0,28.0,7.0,15.0,5.0,5.0,michael porter
2025-26,401810539,2026-01-30,BKN,5107173,Danny Wolf,28,7,4,3,0,1,0,3.0,7.0,1.0,4.0,0.0,0.0,danny wolf
2025-26,401810539,2026-01-30,BKN,4278067,Nic Claxton,31,10,8,7,0,1,2,4.0,7.0,0.0,0.0,2.0,2.0,nic claxton
2025-26,401810539,2026-01-30,BKN,3907823,Terance Mann,29,12,6,1,0,0,2,3.0,9.0,2.0,5.0,4.0,5.0,terance mann
2025-26,401810539,2026-01-30,BKN,5279130,Nolan Traore,30,9,2,4,0,1,0,4.0,7.0,0.0,1.0,1.0,2.0,nolan traore
2025-26,401810539,2026-01-30,BKN,4431714,Jalen Wilson,13,8,1,1,0,0,0,3.0,5.0,2.0,3.0,0.0,0.0,jalen wilson
2025-26,401810539,2026-01-30,BKN,4432194,Day'Ron Sharpe,17,7,9,1,2,0,1,3.0,5.0,0.0,0.0,1.0,2.0,day ron sharpe
2025-26,401810539,2026-01-30,BKN,4397179,Tyrese Martin,17,5,6,0,0,0,0,2.0,8.0,1.0,5.0,0.0,0.0,tyrese martin
2025-26,401810539,2026-01-30,BKN,5037873,Drake Powell,20,7,1,1,0,0,1,2.0,5.0,1.0,3.0,2.0,2.0,drake powell
2025-26,401810539,2026-01-30,BKN,5242502,Ben Saraf,18,0,2,3,0,1,1,0.0,4.0,0.0,1.0,0.0,0.0,ben saraf
2025-26,401810539,2026-01-30,DEN,4592427,Spencer Jones,15,1,1,0,0,0,0,0.0,3.0,0.0,2.0,1.0,2.0,spencer jones
2025-26,401810539,2026-01-30,DEN,6477,Jonas Valanciunas,25,12,9,3,1,0,0,4.0,11.0,0.0,1.0,4.0,4.0,jonas valanciunas
2025-26,401810539,2026-01-30,DEN,3936299,Jamal Murray,33,27,4,6,2,0,2,9.0,16.0,2.0,3.0,7.0,7.0,jamal murray
2025-26,401810539,2026-01-30,DEN,4398390,Jalen Pickett,15,0,3,3,0,0,0,0.0,2.0,0.0,2.0,0.0,0.0,jalen pickett
2025-26,401810539,2026-01-30,DEN,4576087,Peyton Watson,34,19,2,3,0,2,0,7.0,15.0,2.0,3.0,3.0,6.0,peyton watson
2025-26,401810539,2026-01-30,DEN,4395620,Hunter Tyson,13,0,3,1,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,hunter tyson
2025-26,401810539,2026-01-30,DEN,4431690,Zeke Nnaji,23,4,7,1,0,2,1,2.0,4.0,0.0,0.0,0.0,0.0,zeke nnaji
2025-26,401810539,2026-01-30,DEN,2528210,Tim Hardaway Jr.,28,25,8,3,1,0,0,9.0,15.0,7.0,11.0,0.0,1.0,tim hardaway
2025-26,401810539,2026-01-30,DEN,4065670,Bruce Brown,33,12,3,3,0,0,2,5.0,7.0,1.0,1.0,1.0,3.0,bruce brown
2025-26,401810539,2026-01-30,DEN,4432181,Julian Strawther,22,7,1,1,2,0,0,2.0,6.0,1.0,2.0,2.0,2.0,julian strawther
2025-26,401810540,2026-01-30,DET,6440,Tobias Harris,30,13,5,1,1,0,2,5.0,9.0,3.0,4.0,0.0,0.0,tobias harris
2025-26,401810540,2026-01-30,DET,3157465,Duncan Robinson,30,9,1,1,1,0,0,4.0,11.0,1.0,6.0,0.0,0.0,duncan robinson
2025-26,401810540,2026-01-30,DET,4433621,Jalen Duren,28,23,13,4,0,1,1,10.0,11.0,0.0,0.0,3.0,3.0,jalen duren
2025-26,401810540,2026-01-30,DET,4432166,Cade Cunningham,34,26,3,7,3,0,2,8.0,22.0,2.0,9.0,8.0,10.0,cade cunningham
2025-26,401810540,2026-01-30,DET,4684742,Ausar Thompson,25,6,4,6,0,0,1,3.0,6.0,0.0,0.0,0.0,0.0,ausar thompson
2025-26,401810540,2026-01-30,DET,4278562,Paul Reed,4,2,0,0,1,0,0,1.0,2.0,0.0,0.0,0.0,0.0,paul reed
2025-26,401810540,2026-01-30,DET,4432810,Isaiah Stewart,24,11,2,0,1,0,2,4.0,5.0,0.0,0.0,3.0,5.0,isaiah stewart
2025-26,401810540,2026-01-30,DET,4683771,Ronald Holland II,17,0,1,2,0,1,0,0.0,5.0,0.0,3.0,0.0,0.0,ronald holland
2025-26,401810540,2026-01-30,DET,4906923,Bobi Klintman,4,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,bobi klintman
2025-26,401810540,2026-01-30,DET,2596112,Javonte Green,11,0,2,0,1,0,0,0.0,3.0,0.0,2.0,0.0,0.0,javonte green
2025-26,401810540,2026-01-30,DET,4433218,Jaden Ivey,7,0,2,0,0,0,0,0.0,3.0,0.0,1.0,0.0,0.0,jaden ivey
2025-26,401810540,2026-01-30,DET,4700852,Chaz Lanier,4,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,chaz lanier
2025-26,401810540,2026-01-30,DET,5107199,Daniss Jenkins,23,6,3,5,0,0,1,2.0,8.0,0.0,3.0,2.0,3.0,daniss jenkins
2025-26,401810540,2026-01-30,PHX,2583632,Royce O'Neale,28,10,2,2,1,0,2,4.0,8.0,2.0,5.0,0.0,0.0,royce o neale
2025-26,401810540,2026-01-30,PHX,3155526,Dillon Brooks,33,40,8,4,1,1,1,13.0,22.0,4.0,7.0,10.0,12.0,dillon brooks
2025-26,401810540,2026-01-30,PHX,4701232,Mark Williams,25,6,5,1,0,1,1,3.0,5.0,0.0,0.0,0.0,0.0,mark williams
2025-26,401810540,2026-01-30,PHX,3135045,Grayson Allen,34,24,3,5,0,1,2,5.0,14.0,4.0,12.0,10.0,10.0,grayson allen
2025-26,401810540,2026-01-30,PHX,4278585,Collin Gillespie,26,16,5,2,1,0,3,5.0,12.0,5.0,11.0,1.0,1.0,collin gillespie
2025-26,401810540,2026-01-30,PHX,3059409,Nigel Hayes-Davis,2,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nigel hayes davis
2025-26,401810540,2026-01-30,PHX,4277957,Isaiah Livers,11,1,5,2,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,isaiah livers
2025-26,401810540,2026-01-30,PHX,4601023,Oso Ighodaro,20,6,9,2,1,0,2,2.0,3.0,0.0,0.0,2.0,4.0,oso ighodaro
2025-26,401810540,2026-01-30,PHX,4888725,Ryan Dunn,13,3,2,0,0,0,0,1.0,2.0,1.0,1.0,0.0,0.0,ryan dunn
2025-26,401810540,2026-01-30,PHX,5105977,Rasheer Fleming,2,0,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,rasheer fleming
2025-26,401810540,2026-01-30,PHX,5203685,Khaman Maluach,2,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,khaman maluach
2025-26,401810540,2026-01-30,PHX,4278402,Jordan Goodwin,23,2,4,3,2,0,1,1.0,4.0,0.0,2.0,0.0,0.0,jordan goodwin
2025-26,401810540,2026-01-30,PHX,4280245,Jamaree Bouyea,20,6,2,1,2,0,1,3.0,8.0,0.0,3.0,0.0,0.0,jamaree bouyea
2025-26,401810541,2026-01-30,OKC,4432823,Jaylin Williams,27,5,4,1,1,0,0,2.0,6.0,1.0,3.0,0.0,0.0,jaylin williams
2025-26,401810541,2026-01-30,OKC,4433255,Chet Holmgren,30,15,5,2,1,3,1,6.0,10.0,1.0,2.0,2.0,2.0,chet holmgren
2025-26,401810541,2026-01-30,OKC,4278073,Shai Gilgeous-Alexander,31,30,6,8,1,0,5,12.0,18.0,1.0,2.0,5.0,5.0,shai gilgeous alexander
2025-26,401810541,2026-01-30,OKC,4397020,Luguentz Dort,27,5,4,2,0,0,0,2.0,7.0,1.0,2.0,0.0,0.0,luguentz dort
2025-26,401810541,2026-01-30,OKC,4397183,Aaron Wiggins,25,10,4,5,2,0,3,3.0,8.0,2.0,4.0,2.0,2.0,aaron wiggins
2025-26,401810541,2026-01-30,OKC,4684208,Brooks Barnhizer,4,2,1,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,brooks barnhizer
2025-26,401810541,2026-01-30,OKC,4997526,Ousmane Dieng,4,2,0,1,1,0,1,1.0,2.0,0.0,1.0,0.0,0.0,ousmane dieng
2025-26,401810541,2026-01-30,OKC,4222252,Isaiah Hartenstein,18,11,5,2,0,0,2,3.0,6.0,0.0,0.0,5.0,6.0,isaiah hartenstein
2025-26,401810541,2026-01-30,OKC,3133626,Kenrich Williams,18,7,3,1,1,0,2,3.0,6.0,1.0,2.0,0.0,0.0,kenrich williams
2025-26,401810541,2026-01-30,OKC,4395702,Isaiah Joe,25,6,3,3,3,1,1,2.0,7.0,2.0,6.0,0.0,0.0,isaiah joe
2025-26,401810541,2026-01-30,OKC,4683692,Cason Wallace,26,13,1,0,1,1,0,5.0,11.0,1.0,5.0,2.0,2.0,cason wallace
2025-26,401810541,2026-01-30,OKC,4706557,Chris Youngblood,4,5,0,2,0,0,0,1.0,4.0,1.0,4.0,2.0,3.0,chris youngblood
2025-26,401810541,2026-01-30,MIN,3064514,Julius Randle,25,13,5,5,4,1,2,5.0,14.0,2.0,6.0,1.0,1.0,julius randle
2025-26,401810541,2026-01-30,MIN,4431671,Jaden McDaniels,31,21,4,4,0,2,2,8.0,11.0,5.0,5.0,0.0,0.0,jaden mcdaniels
2025-26,401810541,2026-01-30,MIN,3032976,Rudy Gobert,34,14,11,3,1,0,0,5.0,6.0,0.0,0.0,4.0,8.0,rudy gobert
2025-26,401810541,2026-01-30,MIN,3934673,Donte DiVincenzo,32,11,5,5,2,1,1,4.0,13.0,3.0,9.0,0.0,0.0,donte divincenzo
2025-26,401810541,2026-01-30,MIN,4594268,Anthony Edwards,35,26,5,5,2,1,3,9.0,17.0,4.0,10.0,4.0,5.0,anthony edwards
2025-26,401810541,2026-01-30,MIN,2968436,Joe Ingles,3,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,joe ingles
2025-26,401810541,2026-01-30,MIN,5044385,Leonard Miller,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,leonard miller
2025-26,401810541,2026-01-30,MIN,5279133,Joan Beringer,3,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,joan beringer
2025-26,401810541,2026-01-30,MIN,4396971,Naz Reid,29,18,7,2,0,1,2,6.0,10.0,4.0,8.0,2.0,4.0,naz reid
2025-26,401810541,2026-01-30,MIN,4432247,Jaylen Clark,15,7,3,1,0,1,0,3.0,4.0,1.0,2.0,0.0,0.0,jaylen clark
2025-26,401810541,2026-01-30,MIN,4432817,Johnny Juzang,3,2,1,0,0,0,0,1.0,2.0,0.0,1.0,0.0,0.0,johnny juzang
2025-26,401810541,2026-01-30,MIN,4592492,Bones Hyland,23,9,4,1,2,0,5,3.0,9.0,3.0,6.0,0.0,0.0,bones hyland
2025-26,401810541,2026-01-30,MIN,4684275,Rob Dillingham,3,2,0,0,1,0,3,1.0,2.0,0.0,0.0,0.0,0.0,rob dillingham
2025-26,401810543,2026-01-31,LAL,1966,LeBron James,30,20,3,6,2,0,3,8.0,16.0,2.0,3.0,2.0,2.0,lebron james
2025-26,401810543,2026-01-31,LAL,4592691,Jake LaRavia,25,3,6,1,3,1,0,1.0,3.0,0.0,2.0,1.0,2.0,jake laravia
2025-26,401810543,2026-01-31,LAL,4278129,Deandre Ayton,29,28,13,3,1,3,1,12.0,14.0,0.0,0.0,4.0,4.0,deandre ayton
2025-26,401810543,2026-01-31,LAL,2990992,Marcus Smart,27,3,1,4,1,0,4,1.0,2.0,1.0,2.0,0.0,0.0,marcus smart
2025-26,401810543,2026-01-31,LAL,3945274,Luka Doncic,31,37,11,13,3,0,5,13.0,21.0,6.0,13.0,5.0,7.0,luka doncic
2025-26,401810543,2026-01-31,LAL,2960236,Maxi Kleber,5,4,3,1,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,maxi kleber
2025-26,401810543,2026-01-31,LAL,4066648,Rui Hachimura,18,11,2,2,0,0,1,3.0,5.0,2.0,3.0,3.0,6.0,rui hachimura
2025-26,401810543,2026-01-31,LAL,4278077,Jarred Vanderbilt,16,8,2,1,4,0,0,3.0,5.0,1.0,2.0,1.0,2.0,jarred vanderbilt
2025-26,401810543,2026-01-31,LAL,4431695,Drew Timme,17,4,1,3,0,0,1,1.0,2.0,0.0,1.0,2.0,2.0,drew timme
2025-26,401810543,2026-01-31,LAL,4897943,Dalton Knecht,5,4,1,0,1,0,1,1.0,2.0,0.0,1.0,2.0,2.0,dalton knecht
2025-26,401810543,2026-01-31,LAL,4397077,Jaxson Hayes,14,10,3,1,1,0,0,4.0,5.0,0.0,0.0,2.0,2.0,jaxson hayes
2025-26,401810543,2026-01-31,LAL,3137259,Gabe Vincent,18,6,0,2,1,0,0,2.0,5.0,2.0,5.0,0.0,0.0,gabe vincent
2025-26,401810543,2026-01-31,LAL,4683774,Bronny James,5,4,0,1,0,0,0,1.0,3.0,0.0,1.0,2.0,3.0,bronny james
2025-26,401810543,2026-01-31,WSH,4432907,Justin Champagnie,24,9,4,0,0,0,0,4.0,7.0,1.0,3.0,0.0,0.0,justin champagnie
2025-26,401810543,2026-01-31,WSH,5174563,Kyshawn George,27,15,3,6,1,2,4,5.0,12.0,2.0,7.0,3.0,4.0,kyshawn george
2025-26,401810543,2026-01-31,WSH,5160992,Alex Sarr,28,16,6,5,2,0,1,8.0,14.0,0.0,3.0,0.0,0.0,alex sarr
