nba_player_id,player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,opp_team_1,opp_team_2,OPP_PTS_DEF_1,OPP_FGA_DEF_1,OPP_FGM_DEF_1,OPP_FG3A_DEF_1,OPP_FG3M_DEF_1,OPP_FTA_DEF_1,OPP_TOV_DEF_1,OPP_2PA_DEF_1,OPP_2PM_DEF_1,OPP_2PTS_DEF_1,OPP_PTS_RANK_DEF_1,OPP_FG3M_RANK_DEF_1,OPP_FG3A_RANK_DEF_1,OPP_FGA_RANK_DEF_1,OPP_FGM_RANK_DEF_1,OPP_2PA_RANK_DEF_1,OPP_2PM_RANK_DEF_1,OPP_2PTS_RANK_DEF_1,OPP_FTA_RANK_DEF_1,OPP_TOV_FORCED_RANK_DEF_1,OVERALL_DEF_SCORE_DEF_1,OVERALL_DEF_RANK_DEF_1,DEF_TIER_DEF_1,OPP_PTS_DEF_2,OPP_FGA_DEF_2,OPP_FGM_DEF_2,OPP_FG3A_DEF_2,OPP_FG3M_DEF_2,OPP_FTA_DEF_2,OPP_TOV_DEF_2,OPP_2PA_DEF_2,OPP_2PM_DEF_2,OPP_2PTS_DEF_2,OPP_PTS_RANK_DEF_2,OPP_FG3M_RANK_DEF_2,OPP_FG3A_RANK_DEF_2,OPP_FGA_RANK_DEF_2,OPP_FGM_RANK_DEF_2,OPP_2PA_RANK_DEF_2,OPP_2PM_RANK_DEF_2,OPP_2PTS_RANK_DEF_2,OPP_FTA_RANK_DEF_2,OPP_TOV_FORCED_RANK_DEF_2,OVERALL_DEF_SCORE_DEF_2,OVERALL_DEF_RANK_DEF_2,DEF_TIER_DEF_2,is_combo_player,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status
1630178,Tyrese Maxey,G,PHI,IND,44.5,Pts+Asts,pa,Demon,10089115,10089115,188005,130207,2026-02-24T19:00:00.000-05:00,,,36.5,2,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,34,31,10,6,2,34,34,35,39,25.6,27.2,29,1,4,0,0.2,0.2,0.8,0.1,0.9,OK
1630178,Tyrese Maxey,G,PHI,IND,44.5,Pts+Rebs,pr,Demon,10089119,10089119,188005,130207,2026-02-24T19:00:00.000-05:00,,,34.5,2,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,30,31,11,7,2,34,31,38,26,24.2,25.2,26.1,0,5,0,0,0,1,0,1,OK
1630178,Tyrese Maxey,G,PHI,IND,44.5,Pts+Rebs+Asts,pra,Demon,10089123,10089123,188005,130207,2026-02-24T19:00:00.000-05:00,,,40.5,1,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,37,34,12,9,2,36,35,44,39,28.4,29.8,32,1,4,0,0.2,0.2,0.8,0.1,0.9,OK
1630178,Tyrese Maxey,G,PHI,IND,44.5,Points,pts,Demon,10089336,10089336,188005,130207,2026-02-24T19:00:00.000-05:00,,,30.5,3,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,27,28,9,4,2,32,30,29,26,21.4,22.6,23.1,0,5,0,0,0,1,0,1,OK
203954,Joel Embiid,C-F,PHI,IND,44.5,Pts+Asts,pa,Demon,10091784,10091784,187996,130207,2026-02-24T19:00:00.000-05:00,,,31.5,3,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,42,27,44,45,34,43,42,34,,38.8,38.556,38.556,1,4,0,0.2,0.2,0.8,0.111,0.889,OK
1630178,Tyrese Maxey,G,PHI,IND,40.5,Pts+Rebs+Asts,pra,Standard,10087432,10087432,188005,130207,2026-02-24T19:00:00.000-05:00,,,40.5,0,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,37,34,12,9,2,36,35,44,39,28.4,29.8,32,1,4,0,0.2,0.2,0.8,0.2,0.8,OK
203954,Joel Embiid,C-F,PHI,IND,39.5,Pts+Rebs+Asts,pra,Standard,10087409,10087409,187996,130207,2026-02-24T19:00:00.000-05:00,,,39.5,0,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,49,32,55,50,43,54,57,43,,46.2,47.556,47.556,4,1,0,0.8,0.8,0.2,0.889,0.111,OK
1630178,Tyrese Maxey,G,PHI,IND,39.5,Points,pts,Demon,10087429,10087429,188005,130207,2026-02-24T19:00:00.000-05:00,,,30.5,2,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,27,28,9,4,2,32,30,29,26,21.4,22.6,23.1,0,5,0,0,0,1,0,1,OK
1641716,Jarace Walker,F,IND,PHI,39.5,Pts+Rebs+Asts,pra,Demon,10089073,10089073,182373,130207,2026-02-24T19:00:00.000-05:00,,,29.5,2,https://static.prizepicks.com/images/players/NBA/Jarace_Walker_NBA_player_HwpVsXJzKqVRYMw0eYjC3rBY.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,30,40,31,21,25,34,17,25,16,31,27.2,26.143,1,4,0,0.2,0.2,0.8,0.1,0.9,OK
203954,Joel Embiid,C-F,PHI,IND,39.5,Pts+Asts,pa,Demon,10089095,10089095,187996,130207,2026-02-24T19:00:00.000-05:00,,,31.5,2,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,42,27,44,45,34,43,42,34,,38.8,38.556,38.556,3,2,0,0.6,0.6,0.4,0.556,0.444,OK
203954,Joel Embiid,C-F,PHI,IND,39.5,Pts+Rebs,pr,Demon,10089097,10089097,187996,130207,2026-02-24T19:00:00.000-05:00,,,35.5,1,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,42,29,51,42,38,49,47,39,,41.2,42.111,42.111,4,1,0,0.8,0.8,0.2,0.667,0.333,OK
1630178,Tyrese Maxey,G,PHI,IND,39.5,Pts+Rebs,pr,Demon,10089118,10089118,188005,130207,2026-02-24T19:00:00.000-05:00,,,34.5,1,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,30,31,11,7,2,34,31,38,26,24.2,25.2,26.1,1,4,0,0.2,0.2,0.8,0.1,0.9,OK
1630178,Tyrese Maxey,G,PHI,IND,39.5,Pts+Rebs+Asts,pra,Goblin,10089126,10089126,188005,130207,2026-02-24T19:00:00.000-05:00,,,40.5,1,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,37,34,12,9,2,36,35,44,39,28.4,29.8,32,1,4,0,0.2,0.2,0.8,0.2,0.8,OK
203954,Joel Embiid,C-F,PHI,IND,39.5,Points,pts,Demon,10089367,10089367,187996,130207,2026-02-24T19:00:00.000-05:00,,,26.5,3,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,35,24,40,37,29,38,32,30,,33.8,33.111,33.111,1,4,0,0.2,0.2,0.8,0.111,0.889,OK
1630178,Tyrese Maxey,G,PHI,IND,39.5,Pts+Asts,pa,Demon,10089369,10089369,188005,130207,2026-02-24T19:00:00.000-05:00,,,36.5,1,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,34,31,10,6,2,34,34,35,39,25.6,27.2,29,1,4,0,0.2,0.2,0.8,0.1,0.9,OK
1630178,Tyrese Maxey,G,PHI,IND,36.5,Pts+Asts,pa,Standard,10087430,10087430,188005,130207,2026-02-24T19:00:00.000-05:00,,,36.5,0,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,34,31,10,6,2,34,34,35,39,25.6,27.2,29,1,4,0,0.2,0.2,0.8,0.2,0.8,OK
203954,Joel Embiid,C-F,PHI,IND,36.5,Pts+Rebs+Asts,pra,Goblin,10089882,10089882,187996,130207,2026-02-24T19:00:00.000-05:00,,,39.5,1,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,49,32,55,50,43,54,57,43,,46.2,47.556,47.556,4,1,0,0.8,0.8,0.2,0.889,0.111,OK
203954,Joel Embiid,C-F,PHI,IND,35.5,Pts+Rebs,pr,Standard,10087408,10087408,187996,130207,2026-02-24T19:00:00.000-05:00,,,35.5,0,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,42,29,51,42,38,49,47,39,,41.2,42.111,42.111,4,1,0,0.8,0.8,0.2,0.889,0.111,OK
203954,Joel Embiid,C-F,PHI,IND,34.5,Points,pts,Demon,10087406,10087406,187996,130207,2026-02-24T19:00:00.000-05:00,,,26.5,2,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,35,24,40,37,29,38,32,30,,33.8,33.111,33.111,3,2,0,0.6,0.6,0.4,0.444,0.556,OK
1630178,Tyrese Maxey,G,PHI,IND,34.5,Points,pts,Demon,10087428,10087428,188005,130207,2026-02-24T19:00:00.000-05:00,,,30.5,1,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,27,28,9,4,2,32,30,29,26,21.4,22.6,23.1,1,4,0,0.2,0.2,0.8,0.1,0.9,OK
1630178,Tyrese Maxey,G,PHI,IND,34.5,Pts+Rebs,pr,Standard,10087431,10087431,188005,130207,2026-02-24T19:00:00.000-05:00,,,34.5,0,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,,,,,OK,118.6,89.1,43.1,33.3,11.5,27.3,13.9,55.8,31.6,63.2,24,1,3,14,23,29,29,29,28,18,21.387096774193548,24,Weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,30,31,11,7,2,34,31,38,26,24.2,25.2,26.1,1,4,0,0.2,0.2,0.8,0.2,0.8,OK
1629614,Andrew Nembhard,G-F,IND,PHI,34.5,Pts+Rebs+Asts,pra,Demon,10089042,10089042,87352,130207,2026-02-24T19:00:00.000-05:00,,,26.5,2,https://static.prizepicks.com/images/players/NBA/Andrew_Nembhard_NBA_player_GHfxNKpM3OTHQ566JIhceIqt.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,10,38,15,32,16,42,33,24,45,25.8,28.9,28.583,1,4,0,0.2,0.2,0.8,0.3,0.7,OK
1641716,Jarace Walker,F,IND,PHI,34.5,Pts+Rebs,pr,Demon,10089070,10089070,182373,130207,2026-02-24T19:00:00.000-05:00,,,25.5,2,https://static.prizepicks.com/images/players/NBA/Jarace_Walker_NBA_player_HwpVsXJzKqVRYMw0eYjC3rBY.webp,,,,,OK,115.9,89.5,42.1,36.7,13.0,23.9,15.6,52.8,29.1,58.2,16,12,14,17,15,15,16,16,19,9,15.72043010752688,17,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,24,33,28,19,24,30,16,21,16,26.2,23.8,23,0,5,0,0,0,1,0,1,OK
