cx,tier,rank_score,player,team,opp,prop_label,pick_type,line,bet_direction,edge,proj,hit_rate,L5 Avg,Szn Avg,L5 Over,L5 Under,opp_def_tier,game_time,prop_norm,espn_athlete_id
CBB,D,-0.06,Jordan Mason,TEM,FAU,Assists,Demon,3.5,OVER,-0.1000000000000001,3.4,0.35,3.6,3.2,2,3,Avg,02/26 07:00PM,ast,
CBB,D,-0.07,Coen Carr,MSU,PUR,Turnovers,Standard,1.5,UNDER,-0.3,1.2,0.35,1.4,1,2,3,Elite,02/26 08:00PM,tov,
CBB,D,-0.07,Derrian Ford,TEM,FAU,Pts+Rebs,Standard,22.5,UNDER,-0.25,22.25,0.45,21.6,22.9,2,3,Avg,02/26 07:00PM,pr,
CBB,D,-0.07,Karon Boyd,WICH,MEM,Rebs+Asts,Demon,7.5,OVER,-0.2999999999999998,7.2,0.5,7.8,6.6,3,2,Avg,02/26 09:00PM,ra,
CBB,D,-0.07,Josiah Parker,FAU,TEM,Points,Standard,16,OVER,0.5,16.5,0.472,16.8,16.2,2,2,Above Avg,02/26 07:00PM,pts,
CBB,D,-0.07,Jaxon Kohler,MSU,PUR,Blocked Shots,Demon,0.5,OVER,0.04999999999999993,0.5499999999999999,0.4,0.6,0.5,2,3,Elite,02/26 08:00PM,blk,
CBB,D,-0.08,Jake Davis,ILL,MICH,Turnovers,Demon,0.5,OVER,0,0.5,0.5,0.6,0.4,3,2,Elite,02/27 08:00PM,tov,
CBB,D,-0.08,Aiden Tobiason,TEM,FAU,Rebs+Asts,Demon,6.5,OVER,-0.3499999999999996,6.15,0.5,6.4,5.9,3,2,Avg,02/26 07:00PM,ra,
CBB,D,-0.08,Oscar Cluff,PUR,MSU,Rebounds,Standard,5.5,OVER,0.4499999999999993,5.949999999999999,0.4,6.4,5.5,2,3,Elite,02/26 08:00PM,reb,
CBB,D,-0.09,Isaiah Elohim,FAU,TEM,Steals,Standard,0.5,OVER,0,0.5,0.45,0.4,0.6,2,3,Above Avg,02/26 07:00PM,stl,
CBB,D,-0.09,Fletcher Loyer,PUR,MSU,Points,Standard,13.5,OVER,0.8000000000000007,14.3,0.5,15.4,13.2,3,2,Elite,02/26 08:00PM,pts,
CBB,D,-0.09,Julius Thedford,MEM,WICH,Points,Standard,10.5,UNDER,-0.3500000000000014,10.15,0.65,11,9.3,4,1,Above Avg,02/26 09:00PM,pts,
CBB,D,-0.1,Carson Cooper,MSU,PUR,Rebs+Asts,Standard,8.5,OVER,0.3500000000000014,8.850000000000001,0.45,8.8,8.9,2,3,Elite,02/26 08:00PM,ra,
CBB,D,-0.1,Jordan Scott,MSU,PUR,Pts+Rebs,Standard,13.5,OVER,0.1500000000000004,13.65,0.8,15.2,12.1,5,0,Elite,02/26 08:00PM,pr,
CBB,D,-0.1,Trey McKenney,MICH,ILL,Points,Standard,9.5,UNDER,-0.5,9,0.7,8.2,9.8,3,2,Elite,02/27 08:00PM,pts,
CBB,D,-0.11,Dug McDaniel,MEM,WICH,Rebs+Asts,Standard,6.5,OVER,0.1499999999999995,6.649999999999999,0.5,6.8,6.5,3,2,Above Avg,02/26 09:00PM,ra,
CBB,D,-0.11,Jordan Scott,MSU,PUR,Pts+Rebs+Asts,Standard,14.5,OVER,0.3500000000000014,14.85,0.65,16.6,13.1,4,1,Elite,02/26 08:00PM,pra,
CBB,D,-0.12,Karon Boyd,WICH,MEM,Pts+Asts,Standard,11.5,UNDER,-0.3500000000000014,11.15,0.55,9.6,12.7,2,3,Avg,02/26 09:00PM,pa,
CBB,D,-0.12,Jaxon Kohler,MSU,PUR,Turnovers,Standard,1.5,UNDER,-0.3500000000000001,1.15,0.25,1,1.3,1,4,Elite,02/26 08:00PM,tov,
CBB,D,-0.12,C.J. Cox,PUR,MSU,Rebs+Asts,Demon,3.5,OVER,0.2000000000000002,3.7,0.4,3.4,4,2,3,Elite,02/26 08:00PM,ra,
CBB,D,-0.12,Coen Carr,MSU,PUR,3-PT Made,Standard,0.5,UNDER,-0.5,0,0,0,0,0,5,Elite,02/26 08:00PM,3pm,
CBB,D,-0.12,Nimari Burnett,MICH,ILL,Points,Standard,7.5,UNDER,-0.25,7.25,0.45,6.2,8.3,2,3,Elite,02/27 08:00PM,pts,
CBB,D,-0.12,Braden Smith,PUR,MSU,Turnovers,Demon,2.5,OVER,0.1000000000000001,2.6,0.45,2.4,2.8,2,3,Elite,02/26 08:00PM,tov,
CBB,D,-0.12,Trey Kaufman-Renn,PUR,MSU,Points,Goblin,13.5,OVER,0.8999999999999986,14.4,0.35,15.4,13.4,2,3,Elite,02/26 08:00PM,pts,
CBB,D,-0.13,Fletcher Loyer,PUR,MSU,Steals,Standard,0.5,OVER,0,0.5,0.5,0.6,0.4,3,2,Elite,02/26 08:00PM,stl,
CBB,D,-0.13,Julius Thedford,MEM,WICH,Pts+Asts,Standard,11.5,UNDER,-0.4000000000000021,11.1,0.65,12,10.2,4,1,Above Avg,02/26 09:00PM,pa,
CBB,D,-0.13,Oscar Cluff,PUR,MSU,Points,Standard,6.5,UNDER,-0.05000000000000071,6.449999999999999,0.25,5.8,7.1,1,4,Elite,02/26 08:00PM,pts,
CBB,D,-0.13,Julius Thedford,MEM,WICH,3-PT Made,Standard,0.5,UNDER,-0.5,0,0,0,0,0,5,Above Avg,02/26 09:00PM,3pm,
CBB,D,-0.14,Kanaan Carlyle,FAU,TEM,Points,Goblin,10.5,OVER,0.1375000000000011,10.6375,0.55,10.4,10.875,3,2,Above Avg,02/26 07:00PM,pts,
CBB,D,-0.14,Aiden Tobiason,TEM,FAU,Steals,Demon,1.5,OVER,-0.25,1.25,0.3,1,1.5,1,4,Avg,02/26 07:00PM,stl,
CBB,D,-0.15,Rueben Chinyelu,FLA,ARK,Rebounds,Demon,13.5,OVER,-1.200000000000001,12.3,0.45,11.6,13,2,3,Weak,02/28 08:30PM,reb,
CBB,D,-0.15,Meleek Thomas,ARK,FLA,Rebounds,Demon,5.5,OVER,-0.1499999999999995,5.350000000000001,0.45,6.2,4.5,3,2,Above Avg,02/28 08:30PM,reb,
CBB,D,-0.15,Carson Cooper,MSU,PUR,Pts+Rebs+Asts,Demon,18.5,OVER,0.4499999999999993,18.95,0.5,18.2,19.7,2,3,Elite,02/26 08:00PM,pra,
CBB,D,-0.15,Dug McDaniel,MEM,WICH,Assists,Standard,4,UNDER,-0.1500000000000004,3.85,0.268,3.8,3.9,1,3,Above Avg,02/26 09:00PM,ast,
CBB,D,-0.16,Oscar Cluff,PUR,MSU,Pts+Rebs+Asts,Standard,13.5,OVER,0.75,14.25,0.4,14.2,14.3,2,3,Elite,02/26 08:00PM,pra,
CBB,D,-0.16,Trey Kaufman-Renn,PUR,MSU,Assists,Demon,2.5,OVER,-0.04999999999999982,2.45,0.5,2.2,2.7,2,3,Elite,02/26 08:00PM,ast,
CBB,D,-0.17,Kylan Boswell,ILL,MICH,Steals,Demon,1.5,OVER,-0.1000000000000001,1.4,0.4,1.4,1.4,2,3,Elite,02/27 08:00PM,stl,
CBB,D,-0.17,Julius Thedford,MEM,WICH,Rebounds,Demon,5.5,OVER,0,5.5,0.35,5.8,5.2,2,3,Above Avg,02/26 09:00PM,reb,
CBB,D,-0.18,Coen Carr,MSU,PUR,Points,Demon,12.5,OVER,0,12.5,0.6,12.8,12.2,3,2,Elite,02/26 08:00PM,pts,
CBB,D,-0.18,Jeremy Fears,MSU,PUR,Assists,Demon,10.5,OVER,0.05000000000000071,10.55,0.5,11.2,9.9,3,2,Elite,02/26 08:00PM,ast,
CBB,D,-0.18,Julius Thedford,MEM,WICH,Turnovers,Demon,1.5,OVER,-0.09999999999999987,1.4,0.3,1.6,1.2,2,3,Above Avg,02/26 09:00PM,tov,
CBB,D,-0.18,Jordan Mason,TEM,FAU,Pts+Rebs,Standard,15.5,UNDER,-0.6999999999999993,14.8,0.6,14.4,15.2,3,2,Avg,02/26 07:00PM,pr,
CBB,D,-0.18,Derrian Ford,TEM,FAU,Fantasy Score,Standard,27.5,UNDER,-0.7149999999999999,26.785,0.6,26.36,27.21,3,2,Avg,02/26 07:00PM,fantasy score,
CBB,D,-0.18,Kylan Boswell,ILL,MICH,Pts+Rebs,Standard,16.5,UNDER,-0.3000000000000007,16.2,0.6,16.2,16.2,3,2,Elite,02/27 08:00PM,pr,
CBB,D,-0.19,Tomislav Ivisic,ILL,MICH,Turnovers,Demon,1.5,OVER,-0.25,1.25,0.5,1.2,1.3,3,2,Elite,02/27 08:00PM,tov,
CBB,D,-0.2,C.J. Cox,PUR,MSU,Turnovers,Demon,0.5,OVER,-0.04999999999999999,0.45,0.3,0.6,0.3,2,3,Elite,02/26 08:00PM,tov,
CBB,D,-0.2,Aiden Tobiason,TEM,FAU,Turnovers,Standard,1.5,UNDER,-0.3,1.2,0.25,1.2,1.2,1,4,Avg,02/26 07:00PM,tov,
CBB,D,-0.2,Curtis Givens,MEM,WICH,Pts+Asts,Standard,14.5,OVER,0.3500000000000014,14.85,0.35,15.4,14.3,2,3,Above Avg,02/26 09:00PM,pa,
CBB,D,-0.2,C.J. Cox,PUR,MSU,Assists,Demon,1.5,OVER,-0.1000000000000001,1.4,0.4,1.4,1.4,2,3,Elite,02/26 08:00PM,ast,
CBB,D,-0.2,Isaiah Elohim,FAU,TEM,Rebounds,Demon,5.5,OVER,-0.25,5.25,0.45,5.4,5.1,2,3,Above Avg,02/26 07:00PM,reb,
CBB,D,-0.21,Curtis Givens,MEM,WICH,Pts+Rebs+Asts,Standard,17.5,OVER,0.25,17.75,0.5,18.2,17.3,3,2,Above Avg,02/26 09:00PM,pra,
CBB,D,-0.21,Jordan Scott,MSU,PUR,Assists,Demon,1.5,OVER,-0.3,1.2,0.5,1.4,1,3,2,Elite,02/26 08:00PM,ast,
CBB,D,-0.21,Derrian Ford,TEM,FAU,Rebounds,Standard,4.5,UNDER,-0.4500000000000002,4.05,0.4,3.8,4.3,2,3,Avg,02/26 07:00PM,reb,
CBB,D,-0.21,Josiah Parker,FAU,TEM,Pts+Asts,Standard,17.5,OVER,0.25,17.75,0.45,18,17.5,2,3,Above Avg,02/26 07:00PM,pa,
CBB,D,-0.21,C.J. Cox,PUR,MSU,Pts+Rebs+Asts,Standard,10.5,UNDER,-0.3499999999999996,10.15,0.4,9.8,10.5,2,3,Elite,02/26 08:00PM,pra,
CBB,D,-0.21,Aday Mara,MICH,ILL,Points,Standard,10.5,OVER,0.3499999999999996,10.85,0.3,10.2,11.5,1,4,Elite,02/27 08:00PM,pts,
CBB,D,-0.21,Jaxon Kohler,MSU,PUR,Pts+Rebs+Asts,Goblin,18.5,OVER,0.25,18.75,0.65,19.8,17.7,4,1,Elite,02/26 08:00PM,pra,
CBB,D,-0.22,Julius Thedford,MEM,WICH,Pts+Rebs,Standard,15.5,OVER,0.1500000000000004,15.65,0.5,16.8,14.5,3,2,Above Avg,02/26 09:00PM,pr,
CBB,D,-0.22,Aiden Tobiason,TEM,FAU,Assists,Demon,2.5,OVER,-0.6499999999999999,1.85,0.45,1.6,2.1,2,3,Avg,02/26 07:00PM,ast,
CBB,D,-0.22,Dug McDaniel,MEM,WICH,Pts+Rebs+Asts,Goblin,16.5,OVER,0.4500000000000028,16.95,0.3,16.6,17.3,1,4,Above Avg,02/26 09:00PM,pra,
CBB,D,-0.22,Jordan Mason,TEM,FAU,Steals,Demon,1.5,OVER,-0.5,1,0.35,1.2,0.8,2,3,Avg,02/26 07:00PM,stl,
CBB,D,-0.22,Trey Kaufman-Renn,PUR,MSU,Pts+Rebs+Asts,Standard,25.5,OVER,1.149999999999999,26.65,0.5,29,24.3,3,2,Elite,02/26 08:00PM,pra,
CBB,D,-0.22,David Mirkovic,ILL,MICH,Steals,Demon,0.5,OVER,-0.15,0.35,0.35,0.4,0.3,2,3,Elite,02/27 08:00PM,stl,
CBB,D,-0.23,Derrian Ford,TEM,FAU,Turnovers,Demon,2.5,OVER,-0.5999999999999999,1.9,0.35,2,1.8,2,3,Avg,02/26 07:00PM,tov,
CBB,D,-0.23,Keaton Wagler,ILL,MICH,Steals,Demon,1.5,OVER,-0.25,1.25,0.4,1.4,1.1,2,3,Elite,02/27 08:00PM,stl,
CBB,D,-0.23,Jordan Mason,TEM,FAU,3-PT Made,Standard,0.5,UNDER,-0.5,0,0,0,0,0,5,Avg,02/26 07:00PM,3pm,
CBB,D,-0.23,Andrej Stojakovic,ILL,MICH,Assists,Demon,1.5,OVER,-0.2,1.3,0.35,1.4,1.2,2,3,Elite,02/27 08:00PM,ast,
CBB,D,-0.23,Curtis Givens,MEM,WICH,Assists,Demon,3.5,OVER,-0.25,3.25,0.35,3.4,3.1,2,3,Above Avg,02/26 09:00PM,ast,
CBB,D,-0.24,Kylan Boswell,ILL,MICH,Turnovers,Demon,1.5,OVER,-0.3,1.2,0.4,1.2,1.2,2,3,Elite,02/27 08:00PM,tov,
CBB,D,-0.24,Curtis Givens,MEM,WICH,Pts+Rebs,Standard,14.5,OVER,0,14.5,0.55,14.8,14.2,3,2,Above Avg,02/26 09:00PM,pr,
CBB,D,-0.24,Curtis Givens,MEM,WICH,Fantasy Score,Standard,20,UNDER,-0.04499999999999815,19.955,0.4,19.86,20.05,2,3,Above Avg,02/26 09:00PM,fantasy score,
CBB,D,-0.24,Curtis Givens,MEM,WICH,Points,Standard,11.5,OVER,0.09999999999999964,11.6,0.4,12,11.2,2,3,Above Avg,02/26 09:00PM,pts,
CBB,D,-0.24,Karon Boyd,WICH,MEM,Rebounds,Demon,6.5,OVER,-0.9000000000000004,5.6,0.5,6.2,5,3,2,Avg,02/26 09:00PM,reb,
CBB,D,-0.24,Julius Thedford,MEM,WICH,Steals,Demon,1.5,OVER,-0.25,1.25,0.3,1.4,1.1,2,3,Above Avg,02/26 09:00PM,stl,
CBB,D,-0.24,Trey Kaufman-Renn,PUR,MSU,Points,Standard,14.5,UNDER,-0.1000000000000014,14.4,0.35,15.4,13.4,2,3,Elite,02/26 08:00PM,pts,
CBB,D,-0.25,Julius Thedford,MEM,WICH,Pts+Rebs+Asts,Standard,16.5,OVER,0.1000000000000014,16.6,0.5,17.8,15.4,3,2,Above Avg,02/26 09:00PM,pra,
CBB,D,-0.25,Curtis Givens,MEM,WICH,Rebounds,Demon,3.5,OVER,-0.6000000000000001,2.9,0.6,2.8,3,3,2,Above Avg,02/26 09:00PM,reb,
CBB,D,-0.25,Alex Condon,FLA,ARK,Points,Standard,17.5,UNDER,-1.050000000000001,16.45,0.5,18.6,14.3,3,2,Weak,02/28 08:30PM,pts,
CBB,D,-0.25,Kanaan Carlyle,FAU,TEM,Rebs+Asts,Standard,6.5,UNDER,-0.7000000000000002,5.8,0.45,5.6,6,2,3,Above Avg,02/26 07:00PM,ra,
CBB,D,-0.25,Jordan Mason,TEM,FAU,Pts+Rebs+Asts,Demon,19.5,OVER,-1.300000000000001,18.2,0.6,18,18.4,3,2,Avg,02/26 07:00PM,pra,
CBB,D,-0.25,Keaton Wagler,ILL,MICH,Turnovers,Demon,2.5,OVER,-0.3000000000000003,2.2,0.35,2.4,2,2,3,Elite,02/27 08:00PM,tov,
CBB,D,-0.25,Jordan Scott,MSU,PUR,Rebounds,Goblin,3.5,OVER,-0.25,3.25,0.55,3.4,3.1,3,2,Elite,02/26 08:00PM,reb,
CBB,D,-0.25,David Mirkovic,ILL,MICH,Assists,Demon,3.5,OVER,-0.3499999999999996,3.15,0.45,3.6,2.7,3,2,Elite,02/27 08:00PM,ast,
CBB,D,-0.25,DJ Armstrong,UMBC,BRY,Points,Standard,12.5,UNDER,-0.5,12,0.4,11.8,12.2,2,3,Above Avg,02/26 06:00PM,pts,
CBB,D,-0.25,Isaiah Elohim,FAU,TEM,Pts+Rebs+Asts,Demon,20.5,OVER,-0.05000000000000071,20.45,0.45,20.4,20.5,2,3,Above Avg,02/26 07:00PM,pra,
CBB,D,-0.25,Braden Smith,PUR,MSU,Assists,Standard,7.5,OVER,0.1000000000000005,7.600000000000001,0.5,8,7.2,3,2,Elite,02/26 08:00PM,ast,
CBB,D,-0.26,Aiden Tobiason,TEM,FAU,Pts+Rebs+Asts,Demon,22.5,OVER,-1.149999999999999,21.35,0.45,20.6,22.1,2,3,Avg,02/26 07:00PM,pra,
CBB,D,-0.26,Karon Boyd,WICH,MEM,Pts+Rebs+Asts,Standard,17.5,UNDER,-0.75,16.75,0.45,15.8,17.7,2,3,Avg,02/26 09:00PM,pra,
CBB,D,-0.26,C.J. Cox,PUR,MSU,Rebounds,Demon,2.5,OVER,-0.2000000000000002,2.3,0.35,2,2.6,1,4,Elite,02/26 08:00PM,reb,
CBB,D,-0.27,Alex Condon,FLA,ARK,Rebounds,Standard,7.5,UNDER,-0.5999999999999996,6.9,0.4,6.8,7,2,3,Weak,02/28 08:30PM,reb,
CBB,D,-0.27,Jaxon Kohler,MSU,PUR,Rebounds,Demon,9.5,OVER,-0.25,9.25,0.45,10.4,8.1,3,2,Elite,02/26 08:00PM,reb,
CBB,D,-0.27,Dug McDaniel,MEM,WICH,Steals,Demon,2.5,OVER,-0.4500000000000002,2.05,0.4,2,2.1,2,3,Above Avg,02/26 09:00PM,stl,
CBB,D,-0.27,Trey Kaufman-Renn,PUR,MSU,Pts+Rebs,Standard,23.5,OVER,0.7000000000000028,24.2,0.65,26.8,21.6,4,1,Elite,02/26 08:00PM,pr,
CBB,D,-0.28,Isaiah Elohim,FAU,TEM,Assists,Demon,1.5,OVER,-0.3,1.2,0.25,1.2,1.2,1,4,Above Avg,02/26 07:00PM,ast,
CBB,D,-0.28,Karon Boyd,WICH,MEM,Fantasy Score,Standard,20.5,UNDER,-0.7299999999999969,19.77,0.45,18.44,21.1,2,3,Avg,02/26 09:00PM,fantasy score,
CBB,D,-0.28,Coen Carr,MSU,PUR,Assists,Demon,1.5,OVER,-0.3999999999999999,1.1,0.4,1,1.2,2,3,Elite,02/26 08:00PM,ast,
CBB,D,-0.29,Kenyon Giles,WICH,MEM,Fantasy Score,Demon,34.5,OVER,-1.289999999999999,33.21,0.4,33.7,32.72,2,3,Avg,02/26 09:05PM,fantasy score,
CBB,D,-0.3,Andrej Stojakovic,ILL,MICH,Rebounds,Demon,4.5,OVER,-0.3000000000000007,4.199999999999999,0.3,3.8,4.6,1,4,Elite,02/27 08:00PM,reb,
CBB,D,-0.3,Coen Carr,MSU,PUR,Pts+Rebs+Asts,Demon,19.5,OVER,-0.2000000000000028,19.3,0.55,19.4,19.2,3,2,Elite,02/26 08:00PM,pra,
CBB,D,-0.3,C.J. Cox,PUR,MSU,Pts+Asts,Standard,8.5,UNDER,-0.6500000000000004,7.85,0.35,7.8,7.9,2,3,Elite,02/26 08:00PM,pa,
CBB,D,-0.31,C.J. Cox,PUR,MSU,Pts+Rebs,Standard,9.5,UNDER,-0.75,8.75,0.4,8.4,9.1,2,3,Elite,02/26 08:00PM,pr,
CBB,D,-0.31,Derrian Ford,TEM,FAU,Points,Demon,19.5,OVER,-1.299999999999997,18.2,0.45,17.8,18.6,2,3,Avg,02/26 07:00PM,pts,
CBB,D,-0.31,Carson Cooper,MSU,PUR,Points,Demon,10.5,OVER,-0.3999999999999986,10.1,0.45,9.4,10.8,2,3,Elite,02/26 08:00PM,pts,
CBB,D,-0.31,Tomislav Ivisic,ILL,MICH,Assists,Demon,2.5,OVER,-0.4500000000000002,2.05,0.35,1.8,2.3,1,4,Elite,02/27 08:00PM,ast,
CBB,D,-0.32,Carson Cooper,MSU,PUR,Assists,Demon,1.5,OVER,-0.3500000000000001,1.15,0.25,1,1.3,1,4,Elite,02/26 08:00PM,ast,
CBB,D,-0.32,Karon Boyd,WICH,MEM,Points,Standard,10.5,UNDER,-0.9499999999999993,9.55,0.5,8,11.1,2,3,Avg,02/26 09:00PM,pts,
CBB,D,-0.32,Jake Davis,ILL,MICH,Assists,Demon,1.5,OVER,-0.3999999999999999,1.1,0.3,1,1.2,1,4,Elite,02/27 08:00PM,ast,
CBB,D,-0.32,Keaton Wagler,ILL,MICH,Rebounds,Demon,5.5,OVER,-0.7000000000000002,4.8,0.55,4.8,4.8,3,2,Elite,02/27 08:00PM,reb,
CBB,D,-0.33,Kylan Boswell,ILL,MICH,Rebounds,Demon,5.5,OVER,-0.5,5,0.4,5,5,2,3,Elite,02/27 08:00PM,reb,
CBB,D,-0.33,Braden Smith,PUR,MSU,Rebounds,Demon,4.5,OVER,-0.3499999999999996,4.15,0.35,4.4,3.9,2,3,Elite,02/26 08:00PM,reb,
CBB,D,-0.33,Morez Johnson,MICH,ILL,Points,Standard,12.5,UNDER,-0.6000000000000014,11.9,0.35,11.6,12.2,2,3,Elite,02/27 08:00PM,pts,
CBB,D,-0.33,Aiden Tobiason,TEM,FAU,Points,Demon,16.5,OVER,-1.300000000000001,15.2,0.4,14.2,16.2,2,3,Avg,02/26 07:00PM,pts,
CBB,D,-0.33,Timofei Rudovskii,BRY,UMBC,Points,Standard,11.5,OVER,0,11.5,0.45,10.2,12.8,2,3,Elite,02/26 06:00PM,pts,
CBB,D,-0.34,Jaxon Kohler,MSU,PUR,Fantasy Score,Standard,22.5,UNDER,-0.07499999999999929,22.425,0.3,24.28,20.57,2,3,Elite,02/26 08:00PM,fantasy score,
CBB,D,-0.35,Braden Smith,PUR,MSU,Rebs+Asts,Standard,11.5,OVER,0.25,11.75,0.35,12.4,11.1,2,3,Elite,02/26 08:00PM,ra,
CBB,D,-0.35,Jordan Scott,MSU,PUR,Steals,Demon,1.5,OVER,-0.5499999999999999,0.9500000000000001,0.35,1,0.9,2,3,Elite,02/26 08:00PM,stl,
CBB,D,-0.35,C.J. Cox,PUR,MSU,Points,Standard,7.5,UNDER,-1.05,6.45,0.4,6.4,6.5,2,3,Elite,02/26 08:00PM,pts,
CBB,D,-0.35,David Mirkovic,ILL,MICH,Points,Demon,14.5,OVER,-0.2999999999999989,14.2,0.4,14.4,14,2,3,Elite,02/27 08:00PM,pts,
CBB,D,-0.36,C.J. Cox,PUR,MSU,Points,Goblin,6.5,OVER,-0.04999999999999982,6.45,0.4,6.4,6.5,2,3,Elite,02/26 08:00PM,pts,
CBB,D,-0.36,Jordan Mason,TEM,FAU,Assists,Demon,4.5,OVER,-1.1,3.4,0.35,3.6,3.2,2,3,Avg,02/26 07:00PM,ast,
CBB,D,-0.36,Alex Condon,FLA,ARK,3-PT Made,Demon,0.5,OVER,-0.5,0,0,0,0,0,5,Weak,02/28 08:30PM,3pm,
CBB,D,-0.36,Fletcher Loyer,PUR,MSU,Assists,Demon,2.5,OVER,-0.5,2,0.35,2.2,1.8,2,3,Elite,02/26 08:00PM,ast,
CBB,D,-0.36,Xaivian Lee,FLA,ARK,Points,Demon,14.5,OVER,-1.899999999999999,12.6,0.3,14.4,10.8,2,3,Weak,02/28 08:30PM,pts,
CBB,D,-0.36,David Mirkovic,ILL,MICH,Rebounds,Demon,6.5,OVER,-0.5499999999999998,5.95,0.35,5.4,6.5,1,4,Elite,02/27 08:00PM,reb,
CBB,D,-0.37,Braden Smith,PUR,MSU,3-PT Made,Standard,1.5,UNDER,-1.5,0,0,0,0,0,5,Elite,02/26 08:00PM,3pm,
CBB,D,-0.37,Braden Smith,PUR,MSU,Pts+Rebs+Asts,Goblin,25.5,OVER,0.8500000000000014,26.35,0.45,25.6,27.1,2,3,Elite,02/26 08:00PM,pra,
CBB,D,-0.37,Jeremy Fears,MSU,PUR,Turnovers,Demon,2.5,OVER,-0.6499999999999999,1.85,0.25,1.8,1.9,1,4,Elite,02/26 08:00PM,tov,
CBB,D,-0.38,Fletcher Loyer,PUR,MSU,Pts+Rebs,Standard,16.5,OVER,0.1999999999999993,16.7,0.5,17.8,15.6,3,2,Elite,02/26 08:00PM,pr,
CBB,D,-0.38,Kylan Boswell,ILL,MICH,Assists,Demon,5.5,OVER,-0.7000000000000002,4.8,0.4,4.8,4.8,2,3,Elite,02/27 08:00PM,ast,
CBB,D,-0.38,Kylan Boswell,ILL,MICH,Pts+Rebs+Asts,Demon,21.5,OVER,-0.5,21,0.6,21,21,3,2,Elite,02/27 08:00PM,pra,
CBB,D,-0.38,Coen Carr,MSU,PUR,Rebounds,Demon,6.5,OVER,-0.7999999999999998,5.7,0.45,5.6,5.8,2,3,Elite,02/26 08:00PM,reb,
CBB,D,-0.38,Derrian Ford,TEM,FAU,Assists,Demon,3.5,OVER,-1.15,2.35,0.35,2.4,2.3,2,3,Avg,02/26 07:00PM,ast,
CBB,D,-0.38,Jaxon Kohler,MSU,PUR,Points,Standard,9.5,UNDER,-0.8499999999999996,8.65,0.3,8.6,8.7,1,4,Elite,02/26 08:00PM,pts,
CBB,D,-0.39,Jordan Scott,MSU,PUR,Turnovers,Demon,1.5,OVER,-0.7000000000000001,0.7999999999999999,0.3,1,0.6,2,3,Elite,02/26 08:00PM,tov,
CBB,D,-0.39,Karon Boyd,WICH,MEM,Assists,Demon,2.5,OVER,-0.8999999999999999,1.6,0.2,1.6,1.6,1,4,Avg,02/26 09:00PM,ast,
CBB,D,-0.39,Julius Thedford,MEM,WICH,Assists,Demon,1.5,OVER,-0.5499999999999999,0.9500000000000001,0.2,1,0.9,1,4,Above Avg,02/26 09:00PM,ast,
CBB,D,-0.39,David Mirkovic,ILL,MICH,3-PT Made,Standard,1.5,UNDER,-1.5,0,0,0,0,0,5,Elite,02/27 08:00PM,3pm,
CBB,D,-0.39,Aiden Tobiason,TEM,FAU,Rebounds,Demon,5.5,OVER,-1.2,4.3,0.3,4.8,3.8,2,3,Avg,02/26 07:00PM,reb,
CBB,D,-0.4,Andrej Stojakovic,ILL,MICH,Pts+Rebs+Asts,Demon,19.5,OVER,-0.5,19,0.5,19.6,18.4,3,2,Elite,02/27 08:00PM,pra,
CBB,D,-0.4,Trey Kaufman-Renn,PUR,MSU,Pts+Asts,Standard,16.5,OVER,0.3500000000000014,16.85,0.35,17.6,16.1,2,3,Elite,02/26 08:00PM,pa,
CBB,D,-0.4,Jaxon Kohler,MSU,PUR,3-PT Made,Standard,1.5,UNDER,-1.5,0,0,0,0,0,5,Elite,02/26 08:00PM,3pm,
CBB,D,-0.4,Jordan Scott,MSU,PUR,3-PT Made,Standard,1.5,UNDER,-1.5,0,0,0,0,0,5,Elite,02/26 08:00PM,3pm,
CBB,D,-0.4,Kur Teng,MSU,PUR,3-PT Made,Standard,1.5,UNDER,-1.5,0,0,0,0,0,5,Elite,02/26 08:00PM,3pm,
CBB,D,-0.4,Oscar Cluff,PUR,MSU,Assists,Demon,2.5,OVER,-0.6499999999999999,1.85,0.35,2,1.7,2,3,Elite,02/26 08:00PM,ast,
CBB,D,-0.4,Dug McDaniel,MEM,WICH,Assists,Demon,4.5,OVER,-0.6500000000000004,3.85,0.2,3.8,3.9,1,4,Above Avg,02/26 09:00PM,ast,
CBB,D,-0.41,Dug McDaniel,MEM,WICH,Points,Goblin,10.5,OVER,-0.1999999999999993,10.3,0.3,9.8,10.8,1,4,Above Avg,02/26 09:00PM,pts,
CBB,D,-0.42,Derrian Ford,TEM,FAU,Pts+Rebs+Asts,Demon,26.5,OVER,-1.900000000000002,24.6,0.45,24,25.2,2,3,Avg,02/26 07:00PM,pra,
CBB,D,-0.42,Jeremy Fears,MSU,PUR,Rebounds,Demon,2.5,OVER,-0.7000000000000002,1.8,0.25,1.6,2,1,4,Elite,02/26 08:00PM,reb,
CBB,D,-0.42,Jaxon Kohler,MSU,PUR,Assists,Demon,1.5,OVER,-0.6499999999999999,0.8500000000000001,0.25,0.8,0.9,1,4,Elite,02/26 08:00PM,ast,
CBB,D,-0.42,Oscar Cluff,PUR,MSU,Rebounds,Demon,6.5,OVER,-0.5500000000000007,5.949999999999999,0.3,6.4,5.5,2,3,Elite,02/26 08:00PM,reb,
