date,event_id,team_abbr,opponent_abbr,espn_athlete_id,player_name,MIN,PTS,REB,AST,STL,BLK,TO,FG,FGA,3PT,3PTA,FT,FTA
2026-02-26,401825543,MSU,,5196931,Jordan Scott,34.0,9.0,1.0,3.0,1.0,0.0,0.0,,,,,,
2026-02-26,401825543,MSU,,5105815,Jaxon Kohler,25.0,8.0,3.0,3.0,1.0,0.0,1.0,,,,,,
2026-02-26,401825543,MSU,,4872740,Coen Carr,31.0,11.0,5.0,1.0,0.0,0.0,2.0,,,,,,
2026-02-26,401825543,MSU,,5105817,Carson Cooper,30.0,15.0,6.0,1.0,1.0,1.0,0.0,,,,,,
2026-02-26,401825543,MSU,,4711255,Jeremy Fears Jr.,36.0,12.0,1.0,6.0,0.0,0.0,1.0,,,,,,
2026-02-26,401825543,MSU,,5101798,Cam Ward,20.0,8.0,4.0,0.0,2.0,0.0,0.0,,,,,,
2026-02-26,401825543,MSU,,4873111,Kur Teng,20.0,13.0,3.0,1.0,1.0,0.0,0.0,,,,,,
2026-02-26,401825543,MSU,,4610138,Denham Wojcik,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-26,401825543,MSU,,5239564,Colin Walton,,,,,,,,,,,,,
2026-02-26,401825543,MSU,,5239563,Brennan Walton,,,,,,,,,,,,,
2026-02-26,401825543,MSU,,5239562,Jesse McCulloch,,,,,,,,,,,,,
2026-02-26,401825543,MSU,,4685668,Kaleb Glenn,,,,,,,,,,,,,
2026-02-26,401825543,MSU,,5105818,Nick Sanders,,,,,,,,,,,,,
2026-02-26,401825543,MSU,,5060733,Divine Ugochukwu,,,,,,,,,,,,,
2026-02-26,401825543,MSU,,4703411,Trey Fort,,,,,,,,,,,,,
2026-02-26,401825543,PUR,,4897438,Trey Kaufman-Renn,33.0,10.0,6.0,7.0,0.0,1.0,1.0,,,,,,
2026-02-26,401825543,PUR,,5174973,Oscar Cluff,21.0,10.0,4.0,0.0,0.0,1.0,0.0,,,,,,
2026-02-26,401825543,PUR,,5175591,C.J. Cox,19.0,6.0,1.0,1.0,2.0,0.0,0.0,,,,,,
2026-02-26,401825543,PUR,,5105854,Braden Smith,37.0,12.0,5.0,10.0,1.0,0.0,4.0,,,,,,
2026-02-26,401825543,PUR,,5105853,Fletcher Loyer,31.0,8.0,1.0,4.0,0.0,0.0,0.0,,,,,,
2026-02-26,401825543,PUR,,5144147,Daniel Jacobsen,11.0,6.0,2.0,0.0,0.0,1.0,0.0,,,,,,
2026-02-26,401825543,PUR,,5312035,Omer Mayer,16.0,6.0,0.0,0.0,0.0,0.0,2.0,,,,,,
2026-02-26,401825543,PUR,,5102618,Jack Benter,17.0,11.0,3.0,0.0,0.0,0.0,1.0,,,,,,
2026-02-26,401825543,PUR,,5101658,Gicarri Harris,15.0,5.0,3.0,1.0,0.0,0.0,0.0,,,,,,
2026-02-26,401825543,PUR,,5105856,Sam King,,,,,,,,,,,,,
2026-02-26,401825543,PUR,,5061582,Raleigh Burgess,,,,,,,,,,,,,
2026-02-26,401825543,PUR,,4702975,Liam Murphy,,,,,,,,,,,,,
2026-02-26,401825543,PUR,,5239504,Jack Lusk,,,,,,,,,,,,,
2026-02-26,401825543,PUR,,5239503,Aaron Fine,,,,,,,,,,,,,
2026-02-26,401825543,PUR,,5174804,Jace Rayl,,,,,,,,,,,,,
2026-02-26,401825543,PUR,,5144111,Antione West Jr,,,,,,,,,,,,,
