Sport,tier,rank_score,player,team,opp,prop_label,pick_type,line,bet_direction,edge,proj,hit_rate,L5 Avg,Szn Avg,L5 Over,L5 Under,opp_def_tier,game_time,prop_norm,espn_athlete_id
CBB,A,1.29,Aiden Sherrell,ALA,UGA,Points,Goblin,9.5,OVER,3.107000000000001,12.607,0.75,13.2,11.435,4,1,Weak,03/03 06:30PM,pts,
CBB,A,1.28,Bryson Tiller,KU,ASU,Points,Goblin,5.5,OVER,2.75,8.25,0.6499999999999999,7,8.6,3,2,Weak,03/03 09:00PM,pts,
CBB,A,1.28,Themus Fulks,UCF,OKST,Points,Goblin,13.5,OVER,3.010000000000002,16.51,0.7,17.8,15.7,4,1,Weak,03/03 07:00PM,pts,
CBB,A,1.28,Xaivian Lee,FLA,MSST,Points,Goblin,9.5,OVER,3.056400000000002,12.5564,0.7,13.4,12.182,4,1,Weak,03/03 08:00PM,pts,
CBB,A,1.28,Themus Fulks,UCF,OKST,Fantasy Score,Goblin,24.5,OVER,4.716999999999999,29.217,0.75,30.98,28.63,4,1,Weak,03/03 07:05PM,fantasy score,
CBB,A,1.27,Latrell Wrightsell,ALA,UGA,Points,Goblin,12.5,OVER,3.215200000000001,15.7152,0.75,16.6,13.526,4,1,Weak,03/03 06:30PM,pts,
CBB,A,1.27,David Castillo,KSU,WVU,Pts+Rebs+Asts,Standard,14,UNDER,-2.84,11.16,0.9445,10,14,0,4,Elite,03/03 08:00PM,pra,
CBB,A,1.27,Denzel Aberdeen,UK,TXAM,Pts+Rebs,Goblin,14.5,OVER,2.382800000000003,16.8828,0.85,18.6,14.364,5,0,Weak,03/03 07:00PM,pr,
CBB,A,1.27,Blue Cain,UGA,ALA,Fantasy Score,Goblin,21,OVER,4.928000000000001,25.928,0.7,27.08,25.355,4,1,Weak,03/03 06:35PM,fantasy score,
CBB,A,1.27,Jaden Henley,GC,AFA,Points,Goblin,16.5,OVER,3.831399999999999,20.3314,0.7,22,17.857,4,1,Weak,03/03 09:00PM,pts,
CBB,A,1.27,Amari Allen,ALA,UGA,Fantasy Score,Goblin,22.5,OVER,4.849400000000003,27.3494,0.8,25.86,29.767,4,1,Weak,03/03 06:35PM,fantasy score,
CBB,A,1.27,Xavier Edmonds,TCU,TTU,Points,Goblin,11.5,OVER,3.331,14.831,0.95,14.6,13.955,5,0,,03/03 07:00PM,pts,
CBB,A,1.26,Pryce Sandfort,NEB,UCLA,3-PT Made,Standard,3.5,UNDER,-3.5,0,1,0,0,0,5,Above Avg,03/03 11:00PM,3pm,
CBB,A,1.26,Urban Klavzar,FLA,MSST,Points,Goblin,8.5,OVER,3.029,11.529,0.6499999999999999,12.2,10.045,3,2,Weak,03/03 08:00PM,pts,
CBB,A,1.26,Kam Sanders,AFA,GC,Points,Goblin,8.5,OVER,5.650000000000002,14.15,1,15.4,12.3,5,0,Elite,03/03 09:00PM,pts,
CBB,A,1.26,Tre White,KU,ASU,Points,Goblin,10.5,OVER,2.42,12.92,0.75,13,14.1,4,1,Weak,03/03 09:00PM,pts,
CBB,A,1.26,Labaron Philon,ALA,UGA,Points,Goblin,17.5,OVER,3.1082,20.6082,0.75,20.6,21.091,4,1,Weak,03/03 06:30PM,pts,
CBB,A,1.25,Alex Condon,FLA,MSST,Pts+Rebs+Asts,Goblin,24.5,OVER,3.2972,27.7972,0.85,30,25.136,5,0,Weak,03/03 08:00PM,pra,
CBB,A,1.25,Santiago Trouet,ASU,KU,Points,Goblin,5.5,OVER,4.122200000000001,9.622200000000001,0.95,10.8,8.211,5,0,Elite,03/03 09:00PM,pts,
CBB,A,1.25,Jasper Floyd,WVU,KSU,Pts+Rebs+Asts,Goblin,12.5,OVER,3.038,15.538,0.75,16.8,13.19,4,1,Weak,03/03 08:00PM,pra,
CBB,A,1.25,David Mirkovic,ILL,ORE,Points,Goblin,9.5,OVER,3.629,13.129,0.8500000000000001,13.2,12.095,4,1,Avg,03/03 09:00PM,pts,
CBB,A,1.25,Amari Allen,ALA,UGA,Points,Goblin,9.5,OVER,3.5862,13.0862,0.6499999999999999,13.6,12.381,3,2,Weak,03/03 06:30PM,pts,
CBB,A,1.24,Otega Oweh,UK,TXAM,Fantasy Score,Goblin,27,OVER,5.983000000000004,32.983,0.75,33.28,33.1,4,1,Weak,03/03 07:05PM,fantasy score,
CBB,A,1.23,Tyler Nickel,VAN,MISS,Points,Goblin,9.5,OVER,3.3672,12.8672,0.8,12.4,14.286,4,1,Avg,03/03 09:00PM,pts,
CBB,A,1.23,Miles Byrd,SDSU,BSU,Fantasy Score,Goblin,22.5,OVER,7.328999999999997,29.829,0.9,30.62,29.095,5,0,,03/03 09:05PM,fantasy score,
CBB,A,1.23,Jordan Burks,UCF,OKST,Points,Goblin,12.5,OVER,2.890000000000001,15.39,0.6,16.6,13.55,3,2,Weak,03/03 07:00PM,pts,
CBB,A,1.23,Jaden Henley,GC,AFA,Points,Goblin,17.5,OVER,2.831399999999999,20.3314,0.65,22,17.857,4,1,Weak,03/03 09:00PM,pts,
CBB,A,1.22,Blue Cain,UGA,ALA,Points,Goblin,10.5,OVER,2.77,13.27,0.55,14,12.6,3,2,Weak,03/03 06:30PM,pts,
CBB,A,1.22,Keyshawn Hall,AUB,LSU,Fantasy Score,Goblin,29,OVER,3.863,32.863,0.8500000000000001,30.86,34.725,4,1,Avg,03/03 10:05PM,fantasy score,
CBB,A,1.22,Amari Allen,ALA,UGA,Points,Goblin,10.5,OVER,2.5862,13.0862,0.6499999999999999,13.6,12.381,3,2,Weak,03/03 06:30PM,pts,
CBB,A,1.22,Thomas Haugh,FLA,MSST,Points,Goblin,13.5,OVER,2.483600000000001,15.9836,0.6499999999999999,14.8,16.818,3,2,Weak,03/03 08:00PM,pts,
CBB,A,1.22,David Castillo,KSU,WVU,Pts+Rebs,Standard,12,UNDER,-2.402799999999999,9.5972,0.8,8.4,12.136,1,4,Elite,03/03 08:00PM,pr,
CBB,A,1.22,Otega Oweh,UK,TXAM,Points,Goblin,17.5,OVER,2.780999999999999,20.281,0.7,20.2,18.955,3,2,Weak,03/03 07:00PM,pts,
CBB,A,1.22,Otega Oweh,UK,TXAM,Pts+Rebs,Goblin,19.5,OVER,5.189,24.689,0.7,24.6,23.545,3,2,Weak,03/03 07:00PM,pr,
CBB,A,1.22,Jeremiah Wilkinson,UGA,ALA,Points,Goblin,17.5,OVER,1.580000000000002,19.08,0.8,20.4,18,5,0,Weak,03/03 06:30PM,pts,
CBB,A,1.22,Aden Holloway,ALA,UGA,Assists,Goblin,2.5,OVER,1.948,4.448,0.8500000000000001,4.4,4.19,4,1,Weak,03/03 06:30PM,ast,
CBB,A,1.22,Blue Cain,UGA,ALA,Pts+Rebs,Goblin,14.5,OVER,3.359999999999999,17.86,0.6,18.4,17.5,3,2,Weak,03/03 06:30PM,pr,
CBB,A,1.22,AK Okereke,VAN,MISS,Points,Goblin,8.5,OVER,3.2834,11.7834,0.75,12.8,9.667,4,1,Avg,03/03 09:00PM,pts,
CBB,A,1.21,Makaih Williams,GC,AFA,Points,Goblin,13.5,OVER,2.7258,16.2258,0.6,16.8,15.429,3,2,Weak,03/03 09:00PM,pts,
CBB,A,1.21,Anthony Roy,OKST,UCF,Points,Goblin,9.5,OVER,3.2348,12.7348,0.6499999999999999,10.4,16.524,3,2,Weak,03/03 07:00PM,pts,
CBB,A,1.21,Vaughn Weems,NEV,WYO,Points,Goblin,8.5,OVER,4.7432,13.2432,0.75,14.8,10.316,4,1,Avg,03/03 10:00PM,pts,
CBB,A,1.21,Xavier Edmonds,TCU,TTU,Pts+Rebs+Asts,Goblin,20.5,OVER,5.388199999999998,25.8882,0.95,26.6,22.591,5,0,,03/03 07:00PM,pra,
CBB,A,1.21,Collin Chandler,UK,TXAM,Points,Goblin,10.5,OVER,3.449999999999999,13.95,0.6,15.8,10,3,2,Weak,03/03 07:00PM,pts,
CBB,A,1.21,Blue Cain,UGA,ALA,Pts+Rebs+Asts,Goblin,19.5,OVER,1.84,21.34,0.7,22.4,20.25,4,1,Weak,03/03 06:30PM,pra,
CBB,A,1.21,Juke Harris,WAKE,UVA,3-PT Made,Standard,2.5,UNDER,-2.5,0,1,0,0,0,5,Elite,03/03 07:00PM,3pm,
CBB,A,1.21,Micah Robinson,TCU,TTU,Points,Goblin,8.5,OVER,3.894600000000001,12.3946,0.75,13.4,10.773,4,1,,03/03 07:00PM,pts,
CBB,A,1.2,Flory Bidunga,KU,ASU,Fantasy Score,Goblin,28,OVER,3.547999999999998,31.548,0.7,27.98,35.605,3,2,Weak,03/03 09:05PM,fantasy score,
CBB,A,1.2,Jasper Floyd,WVU,KSU,Rebounds,Goblin,2.5,OVER,1.5404,4.0404,1,3.8,3.952,5,0,Weak,03/03 08:00PM,reb,
CBB,A,1.2,David Punch,TCU,TTU,Points,Goblin,9.5,OVER,3.9772,13.4772,0.75,13.2,14.286,4,1,,03/03 07:00PM,pts,
CBB,A,1.2,Moustapha Thiam,CIN,BYU,Pts+Rebs,Goblin,19.5,OVER,6.394200000000001,25.8942,0.8,30.6,20.421,5,0,Avg,03/03 09:00PM,pr,
CBB,A,1.2,Xavier Edmonds,TCU,TTU,Pts+Rebs+Asts,Goblin,21.5,OVER,4.388199999999998,25.8882,0.95,26.6,22.591,5,0,,03/03 07:00PM,pra,
CBB,A,1.2,Tre White,KU,ASU,Pts+Rebs,Goblin,14.5,OVER,3.25,17.75,0.6499999999999999,17.2,20.7,3,2,Weak,03/03 09:00PM,pr,
CBB,A,1.19,Thomas Haugh,FLA,MSST,Fantasy Score,Goblin,25.5,OVER,3.530000000000001,29.03,0.6499999999999999,27.12,30.55,3,2,Weak,03/03 08:05PM,fantasy score,
CBB,A,1.19,Nate Kingz,SYR,LOU,Points,Goblin,8.5,OVER,5.585800000000003,14.0858,0.75,14.8,12.429,4,1,Above Avg,03/03 09:00PM,pts,
CBB,A,1.19,Rueben Chinyelu,FLA,MSST,Rebounds,Goblin,9.5,OVER,2.170999999999999,11.671,0.6499999999999999,11,11.955,3,2,Weak,03/03 08:00PM,reb,
CBB,A,1.18,Labaron Philon,ALA,UGA,Pts+Rebs,Goblin,19.5,OVER,3.530000000000001,23.03,0.6499999999999999,22.4,24.5,3,2,Weak,03/03 06:30PM,pr,
CBB,A,1.18,Tomislav Ivisic,ILL,ORE,Points,Goblin,8.5,OVER,3.474799999999998,11.9748,0.7,13.2,10.524,4,1,Avg,03/03 09:00PM,pts,
CBB,A,1.18,Otega Oweh,UK,TXAM,Rebounds,Goblin,2.5,OVER,1.908200000000001,4.408200000000001,0.8,4.4,4.591,4,1,Weak,03/03 07:00PM,reb,
CBB,A,1.18,Dra Gibbs-Lawhorn,UNLV,USU,Fantasy Score,Goblin,27,OVER,12.83,39.83,0.95,43.1,32.9,5,0,Elite,03/03 11:05PM,fantasy score,
CBB,A,1.18,Keaton Wagler,ILL,ORE,Points,Goblin,16.5,OVER,4.808,21.308,0.75,20.8,20.19,4,1,Avg,03/03 09:00PM,pts,
CBB,A,1.18,Chance Mallory,UVA,WAKE,Pts+Rebs+Asts,Goblin,14.5,OVER,2.890000000000001,17.39,0.75,17.6,17,4,1,Weak,03/03 07:00PM,pra,
CBB,A,1.18,Collin Chandler,UK,TXAM,Points,Goblin,11.5,OVER,2.449999999999999,13.95,0.6,15.8,10,3,2,Weak,03/03 07:00PM,pts,
CBB,A,1.18,Corey Camper,NEV,WYO,Fantasy Score,Goblin,24.5,OVER,6.584800000000001,31.0848,0.8500000000000001,29.76,31.719,4,1,Avg,03/03 10:05PM,fantasy score,
CBB,A,1.18,Malik Dia,MISS,VAN,Points,Goblin,12.5,OVER,5.400999999999996,17.901,0.7,21.2,14.455,4,1,Avg,03/03 09:00PM,pts,
CBB,A,1.17,Alex Condon,FLA,MSST,Pts+Rebs+Asts,Goblin,25.5,OVER,2.2972,27.7972,0.7,30,25.136,4,1,Weak,03/03 08:00PM,pra,
CBB,A,1.17,Kam Sanders,AFA,GC,Points,Goblin,9.5,OVER,4.650000000000002,14.15,0.9,15.4,12.3,5,0,Elite,03/03 09:00PM,pts,
CBB,A,1.17,Rienk Mast,NEB,UCLA,Pts+Rebs,Standard,19.5,UNDER,-3.120000000000001,16.38,0.9,15.2,18.1,0,5,Above Avg,03/03 11:00PM,pr,
CBB,A,1.17,Baba Miller,CIN,BYU,Fantasy Score,Goblin,30,OVER,5.219999999999999,35.22,0.8,35.72,34.9,4,1,Avg,03/03 09:05PM,fantasy score,
CBB,A,1.17,Kylan Boswell,ILL,ORE,Fantasy Score,Goblin,21,OVER,4.251799999999999,25.2518,0.8,25.88,23.264,4,1,Avg,03/03 09:05PM,fantasy score,
CBB,A,1.17,Sananda Fru,LOU,SYR,Points,Standard,10,UNDER,-2.9218,7.0782,0.889,6,9.591,0,4,Avg,03/03 09:00PM,pts,
CBB,A,1.17,Ryan Conwell,LOU,SYR,Pts+Rebs,Standard,26,UNDER,-5.722799999999999,20.2772,0.95,19.4,22.286,0,5,Avg,03/03 09:00PM,pr,
CBB,A,1.17,Moustapha Thiam,CIN,BYU,Points,Standard,13.5,OVER,3.877800000000001,17.3778,0.85,20.6,13.789,5,0,Avg,03/03 09:00PM,pts,
CBB,A,1.17,Keaton Wagler,ILL,ORE,Points,Goblin,17.5,OVER,3.808,21.308,0.75,20.8,20.19,4,1,Avg,03/03 09:00PM,pts,
CBB,A,1.16,Keanu Dawes,UTAH,COLO,Fantasy Score,Goblin,24.5,OVER,2.529999999999998,27.03,0.6499999999999999,26.38,27.38,3,2,Weak,03/03 09:05PM,fantasy score,
CBB,A,1.16,J.J. Starling,SYR,LOU,Points,Goblin,7.5,OVER,4.7714,12.2714,0.7,11.6,12.857,3,2,Above Avg,03/03 09:00PM,pts,
CBB,A,1.16,David Punch,TCU,TTU,Points,Goblin,10.5,OVER,2.9772,13.4772,0.75,13.2,14.286,4,1,,03/03 07:00PM,pts,
CBB,A,1.16,Themus Fulks,UCF,OKST,Points,Goblin,14.5,OVER,2.010000000000002,16.51,0.55,17.8,15.7,3,2,Weak,03/03 07:00PM,pts,
CBB,A,1.16,T.O. Barrett,MIZZ,OKLA,Points,Goblin,9.5,OVER,3.300000000000001,12.8,0.7,12.8,10.25,3,2,,03/03 07:00PM,pts,
CBB,A,1.16,Marcus Hill,TXAM,UK,Points,Goblin,9.5,OVER,3.69,13.19,0.75,13.8,11.65,4,1,Above Avg,03/03 07:00PM,pts,
CBB,A,1.16,Sam Hoiberg,NEB,UCLA,Fantasy Score,Goblin,23.5,OVER,7.862400000000001,31.3624,0.8500000000000001,31.4,29.667,4,1,Above Avg,03/03 11:05PM,fantasy score,
CBB,A,1.16,Nate Kingz,SYR,LOU,Points,Goblin,9.5,OVER,4.585800000000003,14.0858,0.75,14.8,12.429,4,1,Above Avg,03/03 09:00PM,pts,
CBB,A,1.16,Brock Harding,TCU,TTU,Pts+Rebs+Asts,Goblin,12.5,OVER,4.3018,16.8018,0.8,17.2,16.409,4,1,,03/03 07:00PM,pra,
CBB,A,1.16,Darryn Peterson,KU,ASU,Fantasy Score,Goblin,23.5,OVER,2.7972,26.2972,0.6,25.1,29.181,3,2,Weak,03/03 09:05PM,fantasy score,
CBB,A,1.15,Aiden Sherrell,ALA,UGA,Points,Goblin,10.5,OVER,2.107000000000001,12.607,0.75,13.2,11.435,4,1,Weak,03/03 06:30PM,pts,
CBB,A,1.15,Jalen Reece,LSU,AUB,Pts+Rebs+Asts,Goblin,13.5,OVER,2.987400000000001,16.4874,0.6000000000000001,20.2,11.087,4,1,Weak,03/03 10:00PM,pra,
CBB,A,1.15,Jalen Reece,LSU,AUB,Points,Goblin,6.5,OVER,2.312999999999999,8.812999999999999,0.6000000000000001,11.2,5.565,4,1,Weak,03/03 10:00PM,pts,
CBB,A,1.15,Jaden Henley,GC,AFA,Pts+Rebs+Asts,Goblin,26.5,OVER,3.898599999999998,30.3986,0.6,32,27.143,3,2,Weak,03/03 09:00PM,pra,
CBB,A,1.15,Mason Falslev,USU,UNLV,Fantasy Score,Goblin,26,OVER,2.365600000000001,28.3656,0.6,27.38,32.623,3,2,Weak,03/03 11:05PM,fantasy score,
CBB,A,1.15,Kwame Evans,ORE,ILL,Fantasy Score,Goblin,22,OVER,9.628200000000003,31.6282,0.9,32.7,30.416,5,0,Elite,03/03 09:05PM,fantasy score,
CBB,A,1.15,Sam Hoiberg,NEB,UCLA,Steals,Goblin,0.5,OVER,1.939,2.439,1,2.6,2.095,5,0,Above Avg,03/03 11:00PM,stl,
CBB,A,1.15,Jaden Henley,GC,AFA,Fantasy Score,Standard,32.5,OVER,2.670200000000001,35.1702,0.7,35.74,32.171,3,2,Weak,03/03 09:00PM,fantasy score,
CBB,A,1.15,AJ Dybantsa,BYU,CIN,Points,Goblin,19.5,OVER,7.374600000000001,26.8746,0.95,26.6,26.773,5,0,Elite,03/03 09:00PM,pts,
CBB,A,1.15,Meechie Johnson,SCAR,TENN,Fantasy Score,Goblin,25.5,OVER,8.044600000000003,33.5446,0.95,34.14,31.748,5,0,Elite,03/03 06:05PM,fantasy score,
CBB,A,1.15,Sananda Fru,LOU,SYR,Pts+Rebs+Asts,Standard,18.5,UNDER,-4.232800000000001,14.2672,0.95,13.2,17.636,0,5,Avg,03/03 09:00PM,pra,
CBB,A,1.15,Marquel Sutton,LSU,AUB,Points,Standard,10.5,OVER,2.370800000000001,12.8708,0.6499999999999999,12.8,13.304,3,2,Weak,03/03 10:00PM,pts,
CBB,A,1.15,Rashaun Agee,TXAM,UK,Fantasy Score,Goblin,28,OVER,5.536000000000001,33.536,0.8500000000000001,32.22,35.065,4,1,Above Avg,03/03 07:05PM,fantasy score,
CBB,A,1.15,Amari Allen,ALA,UGA,Pts+Rebs+Asts,Goblin,20.5,OVER,1.8614,22.3614,0.8,22.2,22.857,4,1,Weak,03/03 06:30PM,pra,
CBB,A,1.15,Reese Dixon-Waters,SDSU,BSU,Points,Goblin,10.5,OVER,3.154599999999999,13.6546,0.7,13.4,12.273,3,2,,03/03 09:00PM,pts,
CBB,A,1.15,Sananda Fru,LOU,SYR,Pts+Rebs,Standard,16.5,UNDER,-3.543600000000001,12.9564,0.9,12,16.182,0,5,Avg,03/03 09:00PM,pr,
CBB,A,1.14,Jaden Henley,GC,AFA,Pts+Rebs+Asts,Goblin,27.5,OVER,2.898599999999998,30.3986,0.6,32,27.143,3,2,Weak,03/03 09:00PM,pra,
CBB,A,1.14,Jaylen Petty,TTU,TCU,Points,Standard,11.5,UNDER,-2.998200000000001,8.5018,0.75,7.4,9.909,1,4,Above Avg,03/03 07:00PM,pts,
CBB,A,1.14,Rienk Mast,NEB,UCLA,Pts+Rebs+Asts,Standard,22.5,UNDER,-3.209999999999997,19.29,0.9,17.8,21.05,0,5,Above Avg,03/03 11:00PM,pra,
CBB,A,1.14,Jayden Stone,MIZZ,OKLA,Points,Goblin,8.5,OVER,3.362400000000001,11.8624,0.6499999999999999,10.6,14.062,3,2,,03/03 07:00PM,pts,
CBB,A,1.14,Elijah Price,NEV,WYO,Fantasy Score,Goblin,24.5,OVER,8.003,32.503,0.75,31.94,34.335,4,1,Avg,03/03 10:05PM,fantasy score,
CBB,A,1.14,Ryan Conwell,LOU,SYR,Pts+Rebs+Asts,Standard,28.5,UNDER,-5.749599999999997,22.7504,0.95,21.6,24.952,0,5,Avg,03/03 09:00PM,pra,
CBB,A,1.14,Tyler Tanner,VAN,MISS,Steals,Goblin,0.5,OVER,1.6362,2.1362,0.95,2,2.381,5,0,Avg,03/03 09:00PM,stl,
CBB,A,1.14,Luke Bamgboye,TTU,TCU,Points,Standard,8.5,UNDER,-2.923399999999999,5.576600000000001,0.7,6.4,4.833,2,3,Above Avg,03/03 07:00PM,pts,
CBB,A,1.14,Jordan Burks,UCF,OKST,Pts+Rebs+Asts,Goblin,18.5,OVER,2.57,21.07,0.55,22.8,18.35,3,2,Weak,03/03 07:00PM,pra,
CBB,A,1.14,Jaylen Carey,TENN,SCAR,Points,Standard,9.5,UNDER,-3.3896,6.1104,0.8,6.2,6.952,1,4,,03/03 06:00PM,pts,
CBB,A,1.14,Jaden Henley,GC,AFA,Pts+Rebs+Asts,Goblin,28.5,OVER,1.898599999999998,30.3986,0.6,32,27.143,3,2,Weak,03/03 09:00PM,pra,
CBB,A,1.13,Rienk Mast,NEB,UCLA,Fantasy Score,Standard,25.5,UNDER,-4.273,21.227,0.9,18.62,24.185,0,5,Above Avg,03/03 11:00PM,fantasy score,
CBB,A,1.13,Nate Bittle,ORE,ILL,Fantasy Score,Goblin,30.5,OVER,7.469200000000001,37.9692,0.95,39.9,35.931,5,0,Elite,03/03 09:05PM,fantasy score,
CBB,A,1.13,Melvin Council,KU,ASU,Pts+Rebs,Goblin,14.5,OVER,2.34,16.84,0.55,14.6,19.8,2,3,Weak,03/03 09:00PM,pr,
CBB,A,1.13,Melvin Council,KU,ASU,Fantasy Score,Goblin,24.5,OVER,3.132000000000001,27.632,0.55,25.1,30.455,2,3,Weak,03/03 09:05PM,fantasy score,
CBB,A,1.13,LeJuan Watts,TTU,TCU,Pts+Rebs,Standard,19.5,UNDER,-3.971800000000002,15.5282,0.8,15.2,17.591,1,4,Above Avg,03/03 07:00PM,pr,
CBB,A,1.13,DeShawn Gory,FRES,SJSU,Fantasy Score,Goblin,27,OVER,5.286999999999999,32.287,0.75,34.08,29.12,4,1,,03/03 09:05PM,fantasy score,
CBB,A,1.13,Themus Fulks,UCF,OKST,Pts+Rebs+Asts,Goblin,23.5,OVER,2.73,26.23,0.55,28,25.15,3,2,Weak,03/03 07:00PM,pra,
CBB,A,1.13,Boogie Fland,FLA,MSST,Steals,Goblin,0.5,OVER,1.39,1.89,0.8500000000000001,1.6,2,4,1,Weak,03/03 08:00PM,stl,
CBB,A,1.13,David Punch,TCU,TTU,Pts+Rebs+Asts,Goblin,15.5,OVER,5.294200000000004,20.7942,0.75,20.2,22.571,4,1,,03/03 07:00PM,pra,
CBB,A,1.13,KeShawn Murphy,AUB,LSU,Fantasy Score,Goblin,22.5,OVER,5.838799999999999,28.3388,0.6,29.26,25.929,3,2,Avg,03/03 10:05PM,fantasy score,
CBB,A,1.13,Jasper Floyd,WVU,KSU,Pts+Rebs+Asts,Goblin,13.5,OVER,2.038,15.538,0.6,16.8,13.19,3,2,Weak,03/03 08:00PM,pra,
CBB,A,1.13,Ryan Conwell,LOU,SYR,Fantasy Score,Standard,32.5,UNDER,-6.514400000000002,25.9856,0.95,24.02,29.048,0,5,Avg,03/03 09:00PM,fantasy score,
CBB,A,1.13,Labaron Philon,ALA,UGA,Points,Goblin,18.5,OVER,2.1082,20.6082,0.55,20.6,21.091,3,2,Weak,03/03 06:30PM,pts,
CBB,A,1.13,Robert Miller,LSU,AUB,Blocked Shots,Goblin,0.5,OVER,1.6582,2.1582,0.85,2.8,1.391,5,0,Weak,03/03 10:00PM,blk,
CBB,A,1.13,Ryan Conwell,LOU,SYR,Points,Standard,21.5,UNDER,-5.157600000000002,16.3424,0.8,15.8,17.762,1,4,Avg,03/03 09:00PM,pts,
CBB,A,1.13,Meechie Johnson,SCAR,TENN,Points,Goblin,16.5,OVER,4.178999999999998,20.679,0.9,21.4,18.095,5,0,Elite,03/03 06:00PM,pts,
CBB,A,1.13,Patton Pinkins,MISS,VAN,Pts+Rebs+Asts,Goblin,10.5,OVER,3.25,13.75,0.75,14.4,12.5,4,1,Avg,03/03 09:00PM,pra,
CBB,A,1.12,Jeremiah Wilkinson,UGA,ALA,Pts+Rebs,Goblin,19.5,OVER,1.640000000000001,21.14,0.55,22.4,20,3,2,Weak,03/03 06:30PM,pr,
CBB,A,1.12,Themus Fulks,UCF,OKST,Pts+Rebs+Asts,Goblin,24.5,OVER,1.73,26.23,0.55,28,25.15,3,2,Weak,03/03 07:00PM,pra,
CBB,A,1.12,Mark Mitchell,MIZZ,OKLA,Fantasy Score,Goblin,24.5,OVER,6.375,30.875,0.7,29.82,30.925,3,2,,03/03 07:05PM,fantasy score,
CBB,A,1.12,Vaughn Weems,NEV,WYO,Pts+Rebs+Asts,Goblin,13.5,OVER,5.096399999999999,18.5964,0.75,20.2,15.632,4,1,Avg,03/03 10:00PM,pra,
CBB,A,1.12,Aden Holloway,ALA,UGA,Pts+Rebs+Asts,Goblin,21.5,OVER,2.4452,23.9452,0.6,24.4,23.476,3,2,Weak,03/03 06:30PM,pra,
