date,event_id,team_abbr,opponent_abbr,espn_athlete_id,player_name,MIN,PTS,REB,AST,STL,BLK,TO,FG,FGA,3PT,3PTA,FT,FTA
2026-03-03,401808274,MSST,,5311740,Sergej Macura,22.0,4.0,5.0,0.0,0.0,0.0,1.0,,,,,,
2026-03-03,401808274,MSST,,5220874,Jamarion Davis-Fleming,23.0,5.0,5.0,2.0,0.0,0.0,0.0,,,,,,
2026-03-03,401808274,MSST,,4683134,Quincy Ballard,20.0,4.0,3.0,0.0,0.0,2.0,1.0,,,,,,
2026-03-03,401808274,MSST,,5105791,Jayden Epps,28.0,14.0,0.0,4.0,0.0,0.0,2.0,,,,,,
2026-03-03,401808274,MSST,,4895740,Josh Hubbard,36.0,21.0,2.0,5.0,0.0,0.0,4.0,,,,,,
2026-03-03,401808274,MSST,,5107364,Achor Achor,19.0,6.0,3.0,1.0,0.0,0.0,0.0,,,,,,
2026-03-03,401808274,MSST,,5240392,Ja'Borri McGhee,28.0,12.0,1.0,2.0,1.0,0.0,3.0,,,,,,
2026-03-03,401808274,MSST,,5142708,King Grace,23.0,8.0,3.0,0.0,0.0,0.0,2.0,,,,,,
2026-03-03,401808274,MSST,,4873112,Dellquan Warren,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401808274,MSST,,5105487,Brandon Walker,,,,,,,,,,,,,
2026-03-03,401808274,MSST,,5101830,Tee Bartlett,,,,,,,,,,,,,
2026-03-03,401808274,MSST,,4685688,Gai Chol,,,,,,,,,,,,,
2026-03-03,401808274,MSST,,5105540,Shawn Jones Jr.,,,,,,,,,,,,,
2026-03-03,401808274,MSST,,5101824,Cameren Paul,,,,,,,,,,,,,
2026-03-03,401808274,MSST,,4873130,Amier Ali,,,,,,,,,,,,,
2026-03-03,401808274,FLA,,5174657,Alex Condon,26.0,26.0,7.0,3.0,0.0,0.0,0.0,,,,,,
2026-03-03,401808274,FLA,,5174971,Rueben Chinyelu,31.0,11.0,16.0,2.0,1.0,3.0,2.0,,,,,,
2026-03-03,401808274,FLA,,5108992,Micah Handlogten,21.0,10.0,9.0,3.0,0.0,1.0,1.0,,,,,,
2026-03-03,401808274,FLA,,5238195,Boogie Fland,29.0,10.0,3.0,3.0,1.0,0.0,0.0,,,,,,
2026-03-03,401808274,FLA,,5107169,Xaivian Lee,25.0,19.0,5.0,6.0,4.0,0.0,1.0,,,,,,
2026-03-03,401808274,FLA,,5238201,Viktor Mikic,4.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,,,
2026-03-03,401808274,FLA,,5184753,Olivier Rioux,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401808274,FLA,,5238200,Urban Klavzar,21.0,10.0,1.0,2.0,1.0,0.0,0.0,,,,,,
2026-03-03,401808274,FLA,,5217184,CJ Ingram,13.0,8.0,2.0,3.0,0.0,0.0,0.0,,,,,,
2026-03-03,401808274,FLA,,5175405,Alex Kovatchev,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401808274,FLA,,5174660,Cooper Josefsberg,1.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401808274,FLA,,5144372,Isaiah Brown,22.0,9.0,4.0,1.0,0.0,0.0,0.0,,,,,,
2026-03-03,401808274,FLA,,5041948,Alex Lloyd,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401808274,FLA,,5080489,Thomas Haugh,,,,,,,,,,,,,
2026-03-03,401808274,FLA,,5108014,AJ Brown,,,,,,,,,,,,,
2026-03-03,401825554,NEB,,5174982,Berke Buyuktuncel,19.0,2.0,5.0,1.0,1.0,1.0,1.0,,,,,,
2026-03-03,401825554,NEB,,4858604,Pryce Sandfort,37.0,9.0,5.0,2.0,0.0,0.0,1.0,,,,,,
2026-03-03,401825554,NEB,,4592677,Rienk Mast,29.0,11.0,3.0,1.0,1.0,0.0,1.0,,,,,,
2026-03-03,401825554,NEB,,5105825,Jamarques Lawrence,27.0,2.0,5.0,5.0,0.0,0.0,3.0,,,,,,
2026-03-03,401825554,NEB,,4897432,Sam Hoiberg,34.0,12.0,1.0,2.0,0.0,0.0,2.0,,,,,,
2026-03-03,401825554,NEB,,5263670,Leo Curtis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401825554,NEB,,5239573,Justin Bolis,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401825554,NEB,,5239571,Braden Frager,22.0,2.0,4.0,1.0,2.0,0.0,2.0,,,,,,
2026-03-03,401825554,NEB,,4702740,Jared Garcia,7.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401825554,NEB,,5109018,Kendall Blue,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401825554,NEB,,5105827,Cale Jacobsen,22.0,11.0,4.0,0.0,2.0,0.0,3.0,,,,,,
2026-03-03,401825554,NEB,,5248172,Will Cooper,,,,,,,,,,,,,
2026-03-03,401825554,NEB,,5108721,Ugnius Jarusevicius,,,,,,,,,,,,,
2026-03-03,401825554,NEB,,5105828,Henry Burt,,,,,,,,,,,,,
2026-03-03,401825554,NEB,,5254162,Quentin Rhymes,,,,,,,,,,,,,
2026-03-03,401825554,NEB,,5105861,Connor Essegian,,,,,,,,,,,,,
2026-03-03,401825554,UCLA,,5105626,Tyler Bilodeau,28.0,8.0,5.0,1.0,2.0,1.0,1.0,,,,,,
2026-03-03,401825554,UCLA,,5107782,Donovan Dent,31.0,4.0,1.0,8.0,2.0,0.0,1.0,,,,,,
2026-03-03,401825554,UCLA,,5105794,Skyy Clark,30.0,8.0,4.0,2.0,0.0,0.0,0.0,,,,,,
2026-03-03,401825554,UCLA,,5060706,Trent Perry,38.0,20.0,7.0,4.0,0.0,0.0,2.0,,,,,,
2026-03-03,401825554,UCLA,,4610012,Eric Dailey Jr.,31.0,14.0,8.0,2.0,1.0,0.0,2.0,,,,,,
2026-03-03,401825554,UCLA,,5243402,Anthony Peoples Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401825554,UCLA,,5105417,Steven Jamerson II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401825554,UCLA,,4711304,Xavier Booker,9.0,8.0,2.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401825554,UCLA,,5177743,Jamar Brown,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401825554,UCLA,,5174981,Brandon Williams,12.0,6.0,3.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401825554,UCLA,,5149633,Eric Freeny,18.0,4.0,5.0,0.0,3.0,0.0,1.0,,,,,,
2026-03-03,401825554,UCLA,,5105640,Jack Seidler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401825554,UCLA,,5105639,Evan Manjikian,,,,,,,,,,,,,
2026-03-03,401825554,UCLA,,5312038,Markell Alston,,,,,,,,,,,,,
2026-03-03,401825554,UCLA,,5239622,Christian Horry,,,,,,,,,,,,,
2026-03-03,401827719,TCU,,5311928,Xavier Edmonds,30.0,20.0,12.0,1.0,2.0,0.0,6.0,,,,,,
2026-03-03,401827719,TCU,,5164368,David Punch,24.0,6.0,10.0,1.0,0.0,0.0,1.0,,,,,,
2026-03-03,401827719,TCU,,5037876,Micah Robinson,35.0,15.0,2.0,0.0,6.0,0.0,1.0,,,,,,
2026-03-03,401827719,TCU,,5105619,Jayden Pierre,36.0,14.0,3.0,1.0,0.0,0.0,2.0,,,,,,
2026-03-03,401827719,TCU,,5103589,Brock Harding,32.0,8.0,5.0,4.0,2.0,0.0,1.0,,,,,,
2026-03-03,401827719,TCU,,5242117,Vianney Salatchoum,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401827719,TCU,,5245624,Liutauras Lelevicius,23.0,6.0,2.0,2.0,0.0,0.0,1.0,,,,,,
2026-03-03,401827719,TCU,,5105461,Tanner Toolson,19.0,4.0,2.0,2.0,0.0,0.0,0.0,,,,,,
2026-03-03,401827719,TCU,,5240268,Adam Stewart,,,,,,,,,,,,,
2026-03-03,401827719,TCU,,5061583,Malick Diallo,,,,,,,,,,,,,
2026-03-03,401827719,TCU,,5240269,Drew McElroy,,,,,,,,,,,,,
2026-03-03,401827719,TCU,,5179086,Ashton Simmons,,,,,,,,,,,,,
2026-03-03,401827719,TCU,,5175042,RJ Jones,,,,,,,,,,,,,
2026-03-03,401827719,TCU,,5106277,Trey Stuart,,,,,,,,,,,,,
2026-03-03,401827719,TCU,,5101787,Kayden Edwards,,,,,,,,,,,,,
2026-03-03,401827719,TCU,,5101654,Jace Posey,,,,,,,,,,,,,
2026-03-03,401827719,TTU,,5107312,LeJuan Watts,19.0,4.0,2.0,4.0,2.0,0.0,1.0,,,,,,
2026-03-03,401827719,TTU,,5061581,Luke Bamgboye,19.0,4.0,3.0,1.0,0.0,1.0,0.0,,,,,,
2026-03-03,401827719,TTU,,5221321,Jaylen Petty,36.0,17.0,3.0,0.0,0.0,0.0,3.0,,,,,,
2026-03-03,401827719,TTU,,5107355,Donovan Atwell,37.0,19.0,4.0,0.0,2.0,0.0,1.0,,,,,,
2026-03-03,401827719,TTU,,5060701,Christian Anderson,40.0,11.0,1.0,9.0,2.0,0.0,6.0,,,,,,
2026-03-03,401827719,TTU,,5311930,Marial Akuentok,2.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,
2026-03-03,401827719,TTU,,5152656,Josiah Moseley,23.0,8.0,6.0,1.0,0.0,2.0,1.0,,,,,,
2026-03-03,401827719,TTU,,5240271,Leon Horner,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2026-03-03,401827719,TTU,,5108120,Tyeree Bryan,22.0,2.0,3.0,0.0,1.0,0.0,0.0,,,,,,
2026-03-03,401827719,TTU,,5311931,LaTrell Hoover,,,,,,,,,,,,,
2026-03-03,401827719,TTU,,5143604,JT Toppin,,,,,,,,,,,,,
2026-03-03,401827719,TTU,,5311929,Nolan Groves,,,,,,,,,,,,,
2026-03-03,401827719,TTU,,5240270,Jazz Henderson,,,,,,,,,,,,,
2026-03-03,401827719,TTU,,5175077,Jack Francis,,,,,,,,,,,,,
2026-03-03,401825553,ORE,,4869739,Sean Stewart,28.0,3.0,8.0,1.0,0.0,0.0,0.0,,,,,,
2026-03-03,401825553,ORE,,4683769,Kwame Evans Jr.,36.0,13.0,8.0,1.0,0.0,2.0,1.0,,,,,,
2026-03-03,401825553,ORE,,4432586,Nate Bittle,35.0,15.0,5.0,0.0,1.0,3.0,3.0,,,,,,
2026-03-03,401825553,ORE,,5176387,Drew Carter,18.0,0.0,3.0,1.0,1.0,0.0,2.0,,,,,,
2026-03-03,401825553,ORE,,5174937,Takai Simpkins,33.0,9.0,6.0,5.0,0.0,0.0,0.0,,,,,,
2026-03-03,401825553,ORE,,5312015,Efe Vatan,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401825553,ORE,,5252351,Luke Johnson,7.0,5.0,1.0,0.0,0.0,0.0,1.0,,,,,,
2026-03-03,401825553,ORE,,5239600,Dezdrick Lindsay,16.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,
2026-03-03,401825553,ORE,,5234300,Oleksandr Kobzystyi,11.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-03-03,401825553,ORE,,4869779,Jamari Phillips,14.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
2026-03-03,401825553,ORE,,5152761,Devon Pryor,,,,,,,,,,,,,
2026-03-03,401825553,ORE,,4897769,Miles Stewart,,,,,,,,,,,,,
2026-03-03,401825553,ORE,,5312018,Ege Demir,,,,,,,,,,,,,
2026-03-03,401825553,ORE,,5312019,Wei Lin,,,,,,,,,,,,,
2026-03-03,401825553,ORE,,5312017,Rian Gonzales,,,,,,,,,,,,,
2026-03-03,401825553,ORE,,5312016,JJ Frakes,,,,,,,,,,,,,
2026-03-03,401825553,ORE,,4845361,Jackson Shelstad,,,,,,,,,,,,,
2026-03-03,401825553,ILL,,5311832,David Mirkovic,27.0,19.0,7.0,1.0,0.0,0.0,1.0,,,,,,
2026-03-03,401825553,ILL,,5176150,Jake Davis,22.0,5.0,1.0,1.0,1.0,0.0,0.0,,,,,,
2026-03-03,401825553,ILL,,5214642,Tomislav Ivisic,24.0,2.0,8.0,2.0,2.0,0.0,2.0,,,,,,
2026-03-03,401825553,ILL,,5254165,Keaton Wagler,34.0,11.0,6.0,5.0,0.0,0.0,1.0,,,,,,
2026-03-03,401825553,ILL,,4684269,Kylan Boswell,22.0,3.0,1.0,1.0,0.0,0.0,0.0,,,,,,
2026-03-03,401825553,ILL,,5177736,Ben Humrichous,22.0,6.0,3.0,0.0,2.0,1.0,0.0,,,,,,
