projection_id,pp_projection_id,player_id,pp_game_id,start_time,player,pos,team,opp_team,prop_type,line,pick_type,pp_home_team,pp_away_team,image_url
10358764,10358764,188003,133406,2026-03-06T19:00:00.000-05:00,Jaylen Brown,G-F,BOS,,Fantasy Score,48.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Jaylen_Brown_NBA_player_utxCqIIRlnJz1PvPg4Ljnl44.webp
10358778,10358778,60021,133406,2026-03-06T19:00:00.000-05:00,Derrick White,G,BOS,,Fantasy Score,43.0,Demon,,,https://static.prizepicks.com/images/players/NBA/Derrick_White_NBA_player_j31gwnz7z94eWcwKbT1RB8J.webp
10358757,10358757,269519,133406,2026-03-06T19:00:00.000-05:00,Cooper Flagg,F,DAL,,Fantasy Score,40.0,Demon,,,https://static.prizepicks.com/images/manual/Cooper_Flagg.png
10358775,10358775,188003,133406,2026-03-06T19:00:00.000-05:00,Jaylen Brown,G-F,BOS,,Fantasy Score,35.5,Goblin,,,https://static.prizepicks.com/images/players/NBA/Jaylen_Brown_NBA_player_utxCqIIRlnJz1PvPg4Ljnl44.webp
10358771,10358771,25443,133406,2026-03-06T19:00:00.000-05:00,Payton Pritchard,G,BOS,,Fantasy Score,34.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Payton_Pritchard_NBA_player_mETqObZeSRGUv7JuHzL8Roy.webp
10358759,10358759,187519,133406,2026-03-06T19:00:00.000-05:00,P.J. Washington,F,DAL,,Fantasy Score,31.5,Demon,,,https://static.prizepicks.com/images/players/NBA/PJ_Washington_NBA_player_FqGVXP3NXbX3MrRpnctV9nLp.webp
10358767,10358767,60021,133406,2026-03-06T19:00:00.000-05:00,Derrick White,G,BOS,,Fantasy Score,31.0,Goblin,,,https://static.prizepicks.com/images/players/NBA/Derrick_White_NBA_player_j31gwnz7z94eWcwKbT1RB8J.webp
10358760,10358760,217481,133406,2026-03-06T19:00:00.000-05:00,Naji Marshall,F,DAL,,Fantasy Score,30.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Naji_Marshall_NBA_player_fXfS1o8Z1C1Qk61WKUOmxoB.webp
10358774,10358774,186551,133406,2026-03-06T19:00:00.000-05:00,Neemias Queta,C,BOS,,Fantasy Score,30.5,Demon,,,https://static.prizepicks.com/images/players/NBA/Neemias_Queta_NBA_player_PrhzuamNgCHm5kczjwO8Rg6q.webp
10358765,10358765,269519,133406,2026-03-06T19:00:00.000-05:00,Cooper Flagg,F,DAL,,Fantasy Score,28.0,Goblin,,,https://static.prizepicks.com/images/manual/Cooper_Flagg.png
10358772,10358772,226910,133406,2026-03-06T19:00:00.000-05:00,Max Christie,G,DAL,,Fantasy Score,27.0,Demon,,,https://static.prizepicks.com/images/players/NBA/Max_Christie_NBA_player_xSeziRfwQRmXonw4SMHbKCTi.webp
10358782,10358782,25443,133406,2026-03-06T19:00:00.000-05:00,Payton Pritchard,G,BOS,,Fantasy Score,23.5,Goblin,,,https://static.prizepicks.com/images/players/NBA/Payton_Pritchard_NBA_player_mETqObZeSRGUv7JuHzL8Roy.webp
10358769,10358769,187519,133406,2026-03-06T19:00:00.000-05:00,P.J. Washington,F,DAL,,Fantasy Score,20.5,Goblin,,,https://static.prizepicks.com/images/players/NBA/PJ_Washington_NBA_player_FqGVXP3NXbX3MrRpnctV9nLp.webp
10358768,10358768,217481,133406,2026-03-06T19:00:00.000-05:00,Naji Marshall,F,DAL,,Fantasy Score,19.5,Goblin,,,https://static.prizepicks.com/images/players/NBA/Naji_Marshall_NBA_player_fXfS1o8Z1C1Qk61WKUOmxoB.webp
10358785,10358785,186551,133406,2026-03-06T19:00:00.000-05:00,Neemias Queta,C,BOS,,Fantasy Score,19.5,Goblin,,,https://static.prizepicks.com/images/players/NBA/Neemias_Queta_NBA_player_PrhzuamNgCHm5kczjwO8Rg6q.webp
10358781,10358781,226910,133406,2026-03-06T19:00:00.000-05:00,Max Christie,G,DAL,,Fantasy Score,17.0,Goblin,,,https://static.prizepicks.com/images/players/NBA/Max_Christie_NBA_player_xSeziRfwQRmXonw4SMHbKCTi.webp
10345842,10345842,56699,133405,2026-03-06T19:00:00.000-05:00,LaMelo Ball,G,CHA,,Pts+Rebs+Asts,44.5,Demon,,,https://static.prizepicks.com/images/players/NBA/LaMelo_Ball_NBA_player_vSSpDQXCeqiNwRWls7uAuty.webp
10350886,10350886,304965,133405,2026-03-06T19:00:00.000-05:00,Brandon Miller + Tyler Herro,F,CHA/MIA,,Points (Combo),43.5,Standard,,,https://static.prizepicks.com/images/players/CMBO_group_gZD0fvH1FNiIru3fNL63p58D.webp
10350897,10350897,304967,133405,2026-03-06T19:00:00.000-05:00,Brandon Miller + Bam Adebayo,F,CHA/MIA,,Points (Combo),41.5,Standard,,,https://static.prizepicks.com/images/players/CMBO_group_YMvqUMfMDdbC3mMP3HqcnbEC.webp
10351002,10351002,304970,133405,2026-03-06T19:00:00.000-05:00,Kon Knueppel + Tyler Herro,G-F,CHA/MIA,,Points (Combo),41.5,Standard,,,https://static.prizepicks.com/images/players/CMBO_group_rvp53bqfmyQDbKyyqf1z1Hv.webp
