nba_player_id,player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,image_url,player_1,player_2,team_1,team_2,id_status,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,opp_team_1,opp_team_2,OPP_PTS_DEF_1,OPP_FGA_DEF_1,OPP_FGM_DEF_1,OPP_FG3A_DEF_1,OPP_FG3M_DEF_1,OPP_FTA_DEF_1,OPP_TOV_DEF_1,OPP_2PA_DEF_1,OPP_2PM_DEF_1,OPP_2PTS_DEF_1,OPP_PTS_RANK_DEF_1,OPP_FG3M_RANK_DEF_1,OPP_FG3A_RANK_DEF_1,OPP_FGA_RANK_DEF_1,OPP_FGM_RANK_DEF_1,OPP_2PA_RANK_DEF_1,OPP_2PM_RANK_DEF_1,OPP_2PTS_RANK_DEF_1,OPP_FTA_RANK_DEF_1,OPP_TOV_FORCED_RANK_DEF_1,OVERALL_DEF_SCORE_DEF_1,OVERALL_DEF_RANK_DEF_1,DEF_TIER_DEF_1,OPP_PTS_DEF_2,OPP_FGA_DEF_2,OPP_FGM_DEF_2,OPP_FG3A_DEF_2,OPP_FG3M_DEF_2,OPP_FTA_DEF_2,OPP_TOV_DEF_2,OPP_2PA_DEF_2,OPP_2PM_DEF_2,OPP_2PTS_DEF_2,OPP_PTS_RANK_DEF_2,OPP_FG3M_RANK_DEF_2,OPP_FG3A_RANK_DEF_2,OPP_FGA_RANK_DEF_2,OPP_FGM_RANK_DEF_2,OPP_2PA_RANK_DEF_2,OPP_2PM_RANK_DEF_2,OPP_2PTS_RANK_DEF_2,OPP_FTA_RANK_DEF_2,OPP_TOV_FORCED_RANK_DEF_2,OVERALL_DEF_SCORE_DEF_2,OVERALL_DEF_RANK_DEF_2,DEF_TIER_DEF_2,is_combo_player,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,min_last5_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status
1628976,Wendell Carter,C-F,ORL,MIN,31.5,Fantasy Score,fantasy,Demon,10386046,10386046,37711,133704,2026-03-07T15:00:00.000-05:00,,,25.5,1,https://static.prizepicks.com/images/players/NBA/Wendell_Carter_NBA_player_D8fHvKLdHu6fJ37Fbvf4voGd.webp,,,,,OK,114.8,89.7,41.4,35.2,12.6,24.8,15.2,54.5,28.799999999999997,57.599999999999994,12,8,5,19,11,26,13,13,23,11,13.21505376344086,13,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30.9,24.8,23.7,35.2,31.3,19.7,19.1,28.7,22.6,20.7,29.18,25.67,24.277,30.6,1,4,0,0.2,0.2,0.8,0.1,0.9,OK
203944,Julius Randle,F-C,MIN,ORL,31.0,Fantasy Score,fantasy,Goblin,10386022,10386022,216422,133704,2026-03-07T15:00:00.000-05:00,,,36.5,1,https://static.prizepicks.com/images/players/NBA/Julius_Randle_NBA_player_wdsPCeOajEY6c6aD3jSNasmp.webp,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.099999999999994,29.9,59.8,14,2,1,7,14,25,25,25,25,10,14.677419354838708,15,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33.6,37.2,38.3,14.6,31.4,30.1,21.5,52.4,52.4,28.6,31.02,34.01,35.536,33,4,1,0,0.8,0.8,0.2,0.6,0.4,OK
1641710,Anthony Black,G,ORL,MIN,30.5,Fantasy Score,fantasy,Demon,10386013,10386013,173641,133704,2026-03-07T15:00:00.000-05:00,,,25.0,1,https://static.prizepicks.com/images/players/NBA/Anthony_Black_NBA_player_suwF3Oh8vV0aS9mPHjiv2L8n.webp,,,,,OK,114.8,89.7,41.4,35.2,12.6,24.8,15.2,54.5,28.799999999999997,57.599999999999994,12,8,5,19,11,26,13,13,23,11,13.21505376344086,13,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22.1,13.2,31.8,15.9,24.8,36.1,22.1,43,43.6,33.9,21.56,28.65,27.867,31.6,1,4,0,0.2,0.2,0.8,0.5,0.5,OK
1630183,Jaden McDaniels,F,MIN,ORL,30.5,Fantasy Score,fantasy,Demon,10386027,10386027,25445,133704,2026-03-07T15:00:00.000-05:00,,,24.5,1,https://static.prizepicks.com/images/players/NBA/Jaden_McDaniels_NBA_player_5g61PFxozCBSlBXJV6b3TEWs.webp,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.099999999999994,29.9,59.8,14,2,1,7,14,25,25,25,25,10,14.677419354838708,15,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17.4,27.9,26.7,31.4,60.2,38.2,27.1,47.2,43.5,5.4,32.72,32.5,30.536,31,2,3,0,0.4,0.4,0.6,0.5,0.5,OK
1630217,Desmond Bane,G,ORL,MIN,27.0,Fantasy Score,fantasy,Goblin,10386015,10386015,271602,133704,2026-03-07T15:00:00.000-05:00,,,32.5,1,https://static.prizepicks.com/images/players/NBA/Desmond_Bane_NBA_player_9SEjqOvpojg4UyUy0gX8SNQS.webp,,,,,OK,114.8,89.7,41.4,35.2,12.6,24.8,15.2,54.5,28.799999999999997,57.599999999999994,12,8,5,19,11,26,13,13,23,11,13.21505376344086,13,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27.1,33.4,33.3,48.2,34.2,48.5,50.3,33.8,45.9,28.1,35.24,38.28,36.443,36.6,5,0,0,1,1,0,1,0,OK
1630245,Ayo Dosunmu,G,MIN,ORL,26.0,Fantasy Score,fantasy,Demon,10386017,10386017,299532,133704,2026-03-07T15:00:00.000-05:00,,,20.5,1,https://static.prizepicks.com/images/manual/Ayo DosunmuMIN.png,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.099999999999994,29.9,59.8,14,2,1,7,14,25,25,25,25,10,14.677419354838708,15,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27.7,22.6,20.4,17.9,11.2,23,11.9,25.2,31.7,18.7,19.96,21.03,24.454,24.8,1,4,0,0.2,0.2,0.8,0.2,0.8,OK
1630591,Jalen Suggs,G,ORL,MIN,26.0,Fantasy Score,fantasy,Goblin,10386030,10386030,53830,133704,2026-03-07T15:00:00.000-05:00,,,31.5,1,https://static.prizepicks.com/images/players/NBA/Jalen_Suggs_NBA_player_I7jpOaNuORX9n8iyAuZi5K2s.webp,,,,,OK,114.8,89.7,41.4,35.2,12.6,24.8,15.2,54.5,28.799999999999997,57.599999999999994,12,8,5,19,11,26,13,13,23,11,13.21505376344086,13,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36.9,37.1,24.6,9.2,17.1,52.2,41.6,45.4,62.7,32.6,24.98,35.94,34.782,23.2,2,3,0,0.4,0.4,0.6,0.7,0.3,OK
203497,Rudy Gobert,C,MIN,ORL,26.0,Fantasy Score,fantasy,Goblin,10386031,10386031,87384,133704,2026-03-07T15:00:00.000-05:00,,,31.5,1,https://static.prizepicks.com/images/players/NBA/Rudy_Gobert_NBA_player_2ozGrrcD59T4wVpCbCelKQUm.webp,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.099999999999994,29.9,59.8,14,2,1,7,14,25,25,25,25,10,14.677419354838708,15,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51.9,19.9,42,27.1,44.8,53.9,27.1,27.7,19.4,49.2,37.14,36.3,35.431,34,4,1,0,0.8,0.8,0.2,0.8,0.2,OK
1628978,Donte DiVincenzo,G,MIN,ORL,21.5,Fantasy Score,fantasy,Goblin,10386019,10386019,216658,133704,2026-03-07T15:00:00.000-05:00,,,26.5,1,https://static.prizepicks.com/images/players/NBA/Donte_DiVincenzo_NBA_player_yXBAHP7fATIDud1ZbDMnkxXH.webp,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.099999999999994,29.9,59.8,14,2,1,7,14,25,25,25,25,10,14.677419354838708,15,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,22.8,34.1,32.6,31.2,18.7,30.5,23.3,27.8,9.8,30.14,26.08,25.671,31.4,5,0,0,1,1,0,0.8,0.2,OK
1629675,Naz Reid,C-F,MIN,ORL,20.5,Fantasy Score,fantasy,Goblin,10386036,10386036,10787,133704,2026-03-07T15:00:00.000-05:00,,,26.0,1,https://static.prizepicks.com/images/players/NBA/Naz_Reid_NBA_player_aXWF5rxMP0McOCw8Jq9XpFvp.webp,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.099999999999994,29.9,59.8,14,2,1,7,14,25,25,25,25,10,14.677419354838708,15,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22.7,15.7,25.2,27.4,21.6,42.4,26.4,25.2,25.3,22.1,22.52,25.4,28.162,24.4,4,1,0,0.8,0.8,0.2,0.9,0.1,OK
1628976,Wendell Carter,C-F,ORL,MIN,20.5,Fantasy Score,fantasy,Goblin,10386038,10386038,37711,133704,2026-03-07T15:00:00.000-05:00,,,25.5,1,https://static.prizepicks.com/images/players/NBA/Wendell_Carter_NBA_player_D8fHvKLdHu6fJ37Fbvf4voGd.webp,,,,,OK,114.8,89.7,41.4,35.2,12.6,24.8,15.2,54.5,28.799999999999997,57.599999999999994,12,8,5,19,11,26,13,13,23,11,13.21505376344086,13,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30.9,24.8,23.7,35.2,31.3,19.7,19.1,28.7,22.6,20.7,29.18,25.67,24.277,30.6,5,0,0,1,1,0,0.8,0.2,OK
1641710,Anthony Black,G,ORL,MIN,19.5,Fantasy Score,fantasy,Goblin,10386006,10386006,173641,133704,2026-03-07T15:00:00.000-05:00,,,25.0,1,https://static.prizepicks.com/images/players/NBA/Anthony_Black_NBA_player_suwF3Oh8vV0aS9mPHjiv2L8n.webp,,,,,OK,114.8,89.7,41.4,35.2,12.6,24.8,15.2,54.5,28.799999999999997,57.599999999999994,12,8,5,19,11,26,13,13,23,11,13.21505376344086,13,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22.1,13.2,31.8,15.9,24.8,36.1,22.1,43,43.6,33.9,21.56,28.65,27.867,31.6,3,2,0,0.6,0.6,0.4,0.8,0.2,OK
1630183,Jaden McDaniels,F,MIN,ORL,19.5,Fantasy Score,fantasy,Goblin,10386016,10386016,25445,133704,2026-03-07T15:00:00.000-05:00,,,24.5,1,https://static.prizepicks.com/images/players/NBA/Jaden_McDaniels_NBA_player_5g61PFxozCBSlBXJV6b3TEWs.webp,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.099999999999994,29.9,59.8,14,2,1,7,14,25,25,25,25,10,14.677419354838708,15,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17.4,27.9,26.7,31.4,60.2,38.2,27.1,47.2,43.5,5.4,32.72,32.5,30.536,31,4,1,0,0.8,0.8,0.2,0.8,0.2,OK
1630245,Ayo Dosunmu,G,MIN,ORL,16.0,Fantasy Score,fantasy,Goblin,10386009,10386009,299532,133704,2026-03-07T15:00:00.000-05:00,,,20.5,1,https://static.prizepicks.com/images/manual/Ayo DosunmuMIN.png,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.099999999999994,29.9,59.8,14,2,1,7,14,25,25,25,25,10,14.677419354838708,15,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27.7,22.6,20.4,17.9,11.2,23,11.9,25.2,31.7,18.7,19.96,21.03,24.454,24.8,4,1,0,0.8,0.8,0.2,0.8,0.2,OK
1630162,Anthony Edwards,G,MIN,ORL,44.5,Pts+Asts,pa,Demon,10370149,10370149,188017,133704,2026-03-07T15:00:00.000-05:00,,,33.5,2,https://static.prizepicks.com/images/players/NBA/Anthony_Edwards_NBA_player_rhlEP3GCAg5LDJD8uChjFU81.webp,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.099999999999994,29.9,59.8,14,2,1,7,14,25,25,25,25,10,14.677419354838708,15,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,43,27,36,38,31,41,12,13,10,33.8,27.6,29.706,36.8,0,5,0,0,0,1,0,1,OK
1630162,Anthony Edwards,G,MIN,ORL,44.5,Pts+Rebs,pr,Demon,10370152,10370152,188017,133704,2026-03-07T15:00:00.000-05:00,,,34.5,3,https://static.prizepicks.com/images/players/NBA/Anthony_Edwards_NBA_player_rhlEP3GCAg5LDJD8uChjFU81.webp,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.099999999999994,29.9,59.8,14,2,1,7,14,25,25,25,25,10,14.677419354838708,15,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,47,24,34,38,37,46,14,15,12,33.8,29.3,31.353,36.8,1,4,0,0.2,0.2,0.8,0.2,0.8,OK
1631094,Paolo Banchero,F,ORL,MIN,44.5,Pts+Rebs,pr,Demon,10370190,10370190,188001,133704,2026-03-07T15:00:00.000-05:00,,,31.5,3,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp,,,,,OK,114.8,89.7,41.4,35.2,12.6,24.8,15.2,54.5,28.799999999999997,57.599999999999994,12,8,5,19,11,26,13,13,23,11,13.21505376344086,13,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,42,35,27,46,23,40,35,21,20,35.6,31.7,30.214,36.2,1,4,0,0.2,0.2,0.8,0.1,0.9,OK
1630162,Anthony Edwards,G,MIN,ORL,44.5,Fantasy Score,fantasy,Standard,10386004,10386004,188017,133704,2026-03-07T15:00:00.000-05:00,,,44.5,0,https://static.prizepicks.com/images/players/NBA/Anthony_Edwards_NBA_player_rhlEP3GCAg5LDJD8uChjFU81.webp,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.099999999999994,29.9,59.8,14,2,1,7,14,25,25,25,25,10,14.677419354838708,15,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30.3,67.2,40.6,42.1,45.8,48.3,48.7,18.1,15.4,14.8,45.2,37.13,40.588,36.8,2,3,0,0.4,0.4,0.6,0.4,0.6,OK
1630162,Anthony Edwards,G,MIN,ORL,43.5,Pts+Rebs+Asts,pra,Demon,10366046,10366046,188017,133704,2026-03-07T15:00:00.000-05:00,,,38.5,2,https://static.prizepicks.com/images/players/NBA/Anthony_Edwards_NBA_player_rhlEP3GCAg5LDJD8uChjFU81.webp,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.099999999999994,29.9,59.8,14,2,1,7,14,25,25,25,25,10,14.677419354838708,15,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,49,30,39,42,40,47,15,15,14,37.8,32,34.412,36.8,1,4,0,0.2,0.2,0.8,0.2,0.8,OK
1630162,Anthony Edwards,G,MIN,ORL,41.5,Pts+Rebs+Asts,pra,Demon,10366044,10366044,188017,133704,2026-03-07T15:00:00.000-05:00,,,38.5,1,https://static.prizepicks.com/images/players/NBA/Anthony_Edwards_NBA_player_rhlEP3GCAg5LDJD8uChjFU81.webp,,,,,OK,115.2,87.1,41.9,33.0,12.0,24.9,15.4,54.099999999999994,29.9,59.8,14,2,1,7,14,25,25,25,25,10,14.677419354838708,15,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,49,30,39,42,40,47,15,15,14,37.8,32,34.412,36.8,2,3,0,0.4,0.4,0.6,0.3,0.7,OK
1631094,Paolo Banchero,F,ORL,MIN,41.5,Pts+Rebs+Asts,pra,Demon,10366484,10366484,188001,133704,2026-03-07T15:00:00.000-05:00,,,36.5,3,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp,,,,,OK,114.8,89.7,41.4,35.2,12.6,24.8,15.2,54.5,28.799999999999997,57.599999999999994,12,8,5,19,11,26,13,13,23,11,13.21505376344086,13,Above Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,48,37,36,52,31,48,41,23,23,41.4,37.3,35.643,36.2,2,3,0,0.4,0.4,0.6,0.3,0.7,OK
