nba_player_id,team,player,espn_athlete_id,updated_at
1641705,SAS,Victor Wembanyama,5104157,2026-03-02T15:24:21
1628973,NYK,Jalen Brunson,3934672,2026-03-02T15:24:21
1626157,NYK,Karl-Anthony Towns,3136195,2026-03-02T15:24:21
1628368,SAS,De'Aaron Fox,4066259,2026-03-02T15:24:21
1642264,SAS,Stephon Castle,4845367,2026-03-02T15:24:21
1628404,NYK,Josh Hart,3062679,2026-03-02T15:24:21
1628969,NYK,Mikal Bridges,3147657,2026-03-02T15:24:21
1628384,NYK,OG Anunoby,3934719,2026-03-02T15:24:21
1630170,SAS,Devin Vassell,4395630,2026-03-02T15:24:21
1630577,SAS,Julian Champagnie,4592479,2026-03-02T15:24:21
1642844,SAS,Dylan Harper,5037871,2026-03-02T15:24:21
1629640,SAS,Keldon Johnson,4395723,2026-03-02T15:24:21
1630631,NYK,Jose Alvarado,4277869,2026-03-02T15:24:22
1629013,NYK,Landry Shamet,3914044,2026-03-02T15:24:22
1629011,NYK,Mitchell Robinson,4351852,2026-03-02T15:24:22
77876,MIL,Kevin Porter,4397140,2026-03-02T15:24:25
1631157,MIL,Ryan Rollins,4591725,2026-03-02T15:24:25
1630581,CHI,Josh Giddey,4871145,2026-03-02T15:24:25
1641824,CHI,Matas Buzelis,4711294,2026-03-02T15:24:25
1629012,CHI,Collin Sexton,4277811,2026-03-02T15:24:26
1628398,MIL,Kyle Kuzma,3134907,2026-03-02T15:24:26
1626167,MIL,Myles Turner,3133628,2026-03-02T15:24:26
1627824,CHI,Guerschon Yabusele,4017844,2026-03-02T15:24:26
1630200,CHI,Tre Jones,4395626,2026-03-02T15:24:26
1626171,MIL,Bobby Portis,3064482,2026-03-02T15:24:26
1630208,CHI,Nick Richards,4278076,2026-03-02T15:24:26
1630171,CHI,Isaac Okoro,4432822,2026-03-02T15:24:26
1630560,MIL,Cam Thomas,4432174,2026-03-02T15:24:26
1631260,MIL,AJ Green,4397475,2026-03-02T15:24:26
1630579,MIL,Jericho Sims,4277922,2026-03-02T15:24:26
1642265,CHI,Rob Dillingham,4684275,2026-03-02T15:24:26
1630162,MIN,Anthony Edwards,4594268,2026-03-02T15:24:29
1627750,DEN,Jamal Murray,3936299,2026-03-02T15:24:29
203944,MIN,Julius Randle,3064514,2026-03-02T15:24:29
203497,MIN,Rudy Gobert,3032976,2026-03-02T15:24:30
1630183,MIN,Jaden McDaniels,4431671,2026-03-02T15:24:30
1629675,MIN,Naz Reid,4396971,2026-03-02T15:24:30
1628978,MIN,Donte DiVincenzo,3934673,2026-03-02T15:24:30
1631128,DEN,Christian Braun,4431767,2026-03-02T15:24:30
1629661,DEN,Cameron Johnson,3138196,2026-03-02T15:24:30
896,DEN,Tim Hardaway,2528210,2026-03-02T15:24:30
1630245,MIN,Ayo Dosunmu,4397002,2026-03-02T15:24:30
1628971,DEN,Bruce Brown,4065670,2026-03-02T15:24:30
1631124,DEN,Julian Strawther,4432181,2026-03-02T15:24:30
1630538,MIN,Bones Hyland,4592492,2026-03-02T15:24:31
201935,CLE,James Harden,3992,2026-03-02T15:24:33
1629008,BKN,Michael Porter,4278104,2026-03-02T15:24:33
1630596,CLE,Evan Mobley,4432158,2026-03-02T15:24:33
1628386,CLE,Jarrett Allen,4066328,2026-03-02T15:24:33
1642281,CLE,Jaylon Tyson,4683747,2026-03-02T15:24:33
1629651,BKN,Nic Claxton,4278067,2026-03-02T15:24:33
1641730,BKN,Noah Clowney,4712896,2026-03-02T15:24:33
1642849,BKN,Nolan Traore,5279130,2026-03-02T15:24:33
1630241,CLE,Sam Merrill,4066757,2026-03-02T15:24:33
1629611,BKN,Terance Mann,3907823,2026-03-02T15:24:33
1641716,IND,Jarace Walker,5106060,2026-03-02T15:24:36
1629614,IND,Andrew Nembhard,4395712,2026-03-02T15:24:36
1641713,MEM,GG Jackson,5105550,2026-03-02T15:24:36
1630695,IND,Micah Potter,4066399,2026-03-02T15:24:36
1642914,MEM,Javon Small,4781746,2026-03-02T15:24:36
1630590,MEM,Scotty Pippen,4431785,2026-03-02T15:24:36
1630643,IND,Jay Huff,4065731,2026-03-02T15:24:36
1641738,IND,Kobe Brown,4431752,2026-03-02T15:24:36
1642285,MEM,Cam Spencer,4433083,2026-03-02T15:24:36
1642383,MEM,Walter Clayton,4896372,2026-03-02T15:24:36
1642377,MEM,Jaylen Wells,5112087,2026-03-02T15:24:36
1641707,MEM,Taylor Hendricks,4684806,2026-03-02T15:24:36
1641765,MEM,Olivier-Maxence Prosper,4595400,2026-03-02T15:24:36
1641767,IND,Ben Sheppard,4433076,2026-03-02T15:24:36
204456,IND,T.J. McConnell,2530530,2026-03-02T15:24:36
1641712,MEM,Rayan Rupert,5099752,2026-03-02T15:24:37
1630552,ATL,Jalen Johnson,4701230,2026-03-02T15:24:40
