nba_player_id,team,player,espn_athlete_id,updated_at
1642270,POR,Donovan Clingan,5105565,2026-03-02T15:24:40
1630166,POR,Deni Avdija,4683021,2026-03-02T15:24:40
1630700,ATL,Dyson Daniels,4869342,2026-03-02T15:24:40
203468,ATL,CJ McCollum,2490149,2026-03-02T15:24:40
1629638,ATL,Nickeil Alexander-Walker,4278039,2026-03-02T15:24:40
203924,POR,Jerami Grant,2991070,2026-03-02T15:24:40
201950,POR,Jrue Holiday,3995,2026-03-02T15:24:40
1630168,ATL,Onyeka Okongwu,4431680,2026-03-02T15:24:40
1641739,POR,Toumani Camara,4431736,2026-03-02T15:24:40
1630703,POR,Scoot Henderson,4683678,2026-03-02T15:24:40
1630228,ATL,Jonathan Kuminga,4433247,2026-03-02T15:24:40
1631200,POR,Kris Murray,4594326,2026-03-02T15:24:41
1630595,DET,Cade Cunningham,4432166,2026-03-02T15:24:43
1631105,DET,Jalen Duren,4433621,2026-03-02T15:24:43
1630217,ORL,Desmond Bane,4066320,2026-03-02T15:24:43
1631094,ORL,Paolo Banchero,4432573,2026-03-02T15:24:43
202699,DET,Tobias Harris,6440,2026-03-02T15:24:43
1641710,ORL,Anthony Black,4712849,2026-03-02T15:24:43
1641709,DET,Ausar Thompson,4684742,2026-03-02T15:24:43
1630591,ORL,Jalen Suggs,4432165,2026-03-02T15:24:43
1628976,ORL,Wendell Carter,4277847,2026-03-02T15:24:44
1629130,DET,Duncan Robinson,3157465,2026-03-02T15:24:44
1630194,DET,Paul Reed,4278562,2026-03-02T15:24:44
1629021,ORL,Moritz Wagner,3150844,2026-03-02T15:24:44
1641842,DET,Ronald Holland,4683771,2026-03-02T15:24:44
1642450,DET,Daniss Jenkins,5107199,2026-03-02T15:24:44
1627747,DET,Caris LeVert,2991043,2026-03-02T15:24:45
1627759,BOS,Jaylen Brown,3917376,2026-03-02T15:24:47
1630178,PHI,Tyrese Maxey,4431678,2026-03-02T15:24:47
1628401,BOS,Derrick White,3078576,2026-03-02T15:24:47
1630202,BOS,Payton Pritchard,4066354,2026-03-02T15:24:47
1642845,PHI,VJ Edgecombe,5124612,2026-03-02T15:24:47
1626162,PHI,Kelly Oubre,3133603,2026-03-02T15:24:47
203083,PHI,Andre Drummond,6585,2026-03-02T15:24:47
1629656,PHI,Quentin Grimes,4397014,2026-03-02T15:24:47
1629674,BOS,Neemias Queta,4397424,2026-03-02T15:24:47
1630573,BOS,Sam Hauser,4065804,2026-03-02T15:24:47
1631248,BOS,Baylor Scheierman,4593841,2026-03-02T15:24:47
1631230,PHI,Dominick Barlow,4870562,2026-03-02T15:24:47
1641737,PHI,Adem Bona,5105637,2026-03-02T15:24:47
1628983,OKC,Shai Gilgeous-Alexander,4278073,2026-03-02T15:24:50
1630230,DAL,Naji Marshall,4278594,2026-03-02T15:24:50
1631096,OKC,Chet Holmgren,4433255,2026-03-02T15:24:50
1628392,OKC,Isaiah Hartenstein,4222252,2026-03-02T15:24:50
203114,DAL,Khris Middleton,6609,2026-03-02T15:24:50
1631108,DAL,Max Christie,4432582,2026-03-02T15:24:50
1629655,DAL,Daniel Gafford,4278049,2026-03-02T15:24:50
1641717,OKC,Cason Wallace,4683692,2026-03-02T15:24:50
202691,DAL,Klay Thompson,6475,2026-03-02T15:24:50
1642272,OKC,Jared McCain,4683778,2026-03-02T15:24:50
1629652,OKC,Luguentz Dort,4397020,2026-03-02T15:24:50
1630198,OKC,Isaiah Joe,4395702,2026-03-02T15:24:51
202695,LAC,Kawhi Leonard,6450,2026-03-02T15:24:53
1627749,NOP,Dejounte Murray,3907497,2026-03-02T15:24:53
1630180,NOP,Saddiq Bey,4397136,2026-03-02T15:24:53
1631097,LAC,Bennedict Mathurin,4683634,2026-03-02T15:24:53
1642847,NOP,Jeremiah Fears,5144091,2026-03-02T15:24:53
1642852,NOP,Derik Queen,4869780,2026-03-02T15:24:53
1628381,LAC,John Collins,3908845,2026-03-02T15:24:53
201572,LAC,Brook Lopez,3448,2026-03-02T15:24:53
1630529,NOP,Herbert Jones,4277813,2026-03-02T15:24:54
1627739,LAC,Kris Dunn,2991139,2026-03-02T15:24:54
1627884,LAC,Derrick Jones,3936099,2026-03-02T15:24:54
201599,NOP,DeAndre Jordan,3442,2026-03-02T15:24:54
1629627,NOP,Zion Williamson,4395628,2026-03-02T15:24:56
2544,LAL,LeBron James,1966,2026-03-02T15:24:57
1630559,LAL,Austin Reaves,4066457,2026-03-02T15:24:57
1642875,SAC,Maxime Raynaud,4898371,2026-03-02T15:24:57
201566,SAC,Russell Westbrook,3468,2026-03-02T15:24:57
201942,SAC,DeMar DeRozan,3978,2026-03-02T15:24:57
1642269,SAC,Devin Carter,4433188,2026-03-02T15:24:57
1630173,SAC,Precious Achiuwa,4431679,2026-03-02T15:24:57
1642363,SAC,Nique Clifford,4702384,2026-03-02T15:24:57
1629028,LAL,Deandre Ayton,4278129,2026-03-02T15:24:57
1628370,SAC,Malik Monk,4066262,2026-03-02T15:24:57
203935,LAL,Marcus Smart,2990992,2026-03-02T15:24:57
1631222,LAL,Jake LaRavia,4592691,2026-03-02T15:24:57
1628379,LAL,Luke Kennard,3913174,2026-03-02T15:24:57
203999,MIN,Rudy Gobert,3032976,2026-03-02T15:25:00
1641783,DET,Cade Cunningham,4432166,2026-03-02T15:25:00
1629029,SAC,Russell Westbrook,3468,2026-03-02T15:25:01
1630578,HOU,Alperen Sengun,4871144,2026-03-02T16:04:05
201142,HOU,Kevin Durant,3202,2026-03-02T16:04:05
1641708,HOU,Amen Thompson,4684740,2026-03-02T16:04:05
1642263,HOU,Reed Sheppard,4711272,2026-03-02T16:04:05
1631106,HOU,Tari Eason,4433192,2026-03-02T16:04:05
1641731,WAS,Bilal Coulibaly,5104155,2026-03-02T16:04:05
1642267,WAS,Bub Carrington,4845374,2026-03-02T16:04:05
1642273,WAS,Kyshawn George,5174563,2026-03-02T16:04:05
1642848,WAS,Tre Johnson,5238230,2026-03-02T16:04:06
203991,HOU,Clint Capela,3102529,2026-03-02T16:04:06
1627827,HOU,Dorian Finney-Smith,2578185,2026-03-02T16:04:06
1629006,HOU,Josh Okogie,4065663,2026-03-02T16:04:06
1642268,UTA,Isaiah Collier,4683766,2026-03-02T16:04:13
1642271,UTA,Kyle Filipowski,4684793,2026-03-02T16:04:13
1641718,UTA,Keyonte George,4433627,2026-03-02T16:04:13
1642846,UTA,Ace Bailey,4873138,2026-03-02T16:04:14
1641729,UTA,Brice Sensabaugh,5105839,2026-03-02T16:04:14
1642262,UTA,Cody Williams,4895758,2026-03-02T16:04:15
1641764,GSW,Brandin Podziemski,4709138,2026-03-02T16:04:18
1629001,GSW,De'Anthony Melton,4066436,2026-03-02T16:04:18
1630611,GSW,Gui Santos,4997536,2026-03-02T16:04:18
203110,GSW,Draymond Green,6589,2026-03-02T16:04:18
1630541,GSW,Moses Moody,4432171,2026-03-02T16:04:18
201143,GSW,Al Horford,3213,2026-03-02T16:04:19
1630311,GSW,Pat Spencer,4592714,2026-03-02T16:04:19
1630567,TOR,Scottie Barnes,4433134,2026-03-02T16:04:24
1627742,TOR,Brandon Ingram,3913176,2026-03-02T16:04:24
1629628,TOR,RJ Barrett,4395625,2026-03-02T16:04:24
1630193,TOR,Immanuel Quickley,4395724,2026-03-02T16:04:24
1627751,TOR,Jakob Poeltl,3134908,2026-03-02T16:04:24
1629636,GSW,Brandin Podziemski,4709138,2026-03-02T16:04:30
1642860,WAS,Will Riley,5144126,2026-03-03T13:36:05
1628975,ORL,Jevon Carter,3133635,2026-03-03T13:36:05
1641724,ORL,Jett Howard,5105806,2026-03-03T13:36:05
1630163,CHA,LaMelo Ball,4432816,2026-03-03T13:36:07
1641706,CHA,Brandon Miller,4433287,2026-03-03T13:36:07
1642851,CHA,Kon Knueppel,5061575,2026-03-03T13:36:07
1628970,CHA,Miles Bridges,4066383,2026-03-03T13:36:07
1630314,DAL,Brandon Williams,4397040,2026-03-03T13:36:07
1629023,DAL,P.J. Washington,4278078,2026-03-03T13:36:07
1629684,CHA,Grant Williams,4066218,2026-03-03T13:36:07
1628997,DAL,Caleb Martin,3138160,2026-03-03T13:36:08
1641750,CHA,Ryan Kalkbrenner,4576060,2026-03-03T13:36:08
1642883,CHA,Sion James,4602025,2026-03-03T13:36:08
1630182,CHA,Josh Green,4432811,2026-03-03T13:36:08
203939,DAL,Dwight Powell,2531367,2026-03-03T13:36:08
1630191,DET,Isaiah Stewart,4432810,2026-03-03T13:36:11
1631165,CLE,Keon Ellis,4702177,2026-03-03T13:36:11
1629731,CLE,Dean Wade,3912848,2026-03-03T13:36:11
1629750,DET,Javonte Green,2596112,2026-03-03T13:36:12
1628389,MIA,Bam Adebayo,4066261,2026-03-03T13:36:14
1629639,MIA,Tyler Herro,4395725,2026-03-03T13:36:14
203952,MIA,Andrew Wiggins,3059319,2026-03-03T13:36:14
1631170,MIA,Jaime Jaquez,4432848,2026-03-03T13:36:14
1642276,MIA,Kel'el Ware,5105623,2026-03-03T13:36:14
1641796,MIA,Pelle Larsson,4601025,2026-03-03T13:36:14
1642874,BKN,Danny Wolf,5107173,2026-03-03T13:36:14
1630549,BKN,Day'Ron Sharpe,4432194,2026-03-03T13:36:15
1630558,MIA,Davion Mitchell,4278053,2026-03-03T13:36:15
1630572,TOR,Sandro Mamukelashvili,4278580,2026-03-03T13:36:19
1642347,TOR,Jamal Shead,4432241,2026-03-03T13:36:19
1642266,TOR,Ja'Kobe Walter,4684272,2026-03-03T13:36:19
1631119,OKC,Jaylin Williams,4432823,2026-03-03T13:36:22
1629660,MEM,Ty Jerome,4065733,2026-03-03T13:36:26
1630583,MEM,Santi Aldama,4593125,2026-03-03T13:36:26
1642907,MEM,Cedric Coward,4903027,2026-03-03T13:36:26
1628436,SAS,Luke Kornet,3064560,2026-03-03T13:36:30
203084,SAS,Harrison Barnes,6578,2026-03-03T13:36:30
1630530,NOP,Trey Murphy,4397688,2026-03-03T13:36:32
1629060,LAL,Rui Hachimura,4066648,2026-03-03T13:36:33
1629637,LAL,Jaxson Hayes,4397077,2026-03-03T13:36:33
1626164,PHX,Devin Booker,3136193,2026-03-03T13:36:36
1628960,PHX,Grayson Allen,3135045,2026-03-03T13:36:36
1631221,PHX,Collin Gillespie,4278585,2026-03-03T13:36:36
1630224,PHX,Jalen Green,4437244,2026-03-03T13:36:36
1631109,PHX,Mark Williams,4701232,2026-03-03T13:36:37
1626220,PHX,Royce O'Neale,2583632,2026-03-03T13:36:37
1642345,PHX,Oso Ighodaro,4601023,2026-03-03T13:36:37
1631342,SAC,Daeqwon Plowden,4279318,2026-03-03T13:36:37
1642346,PHX,Ryan Dunn,4888725,2026-03-03T13:36:37
1642843,DAL,Cooper Flagg,5041939,2026-03-06T16:22:04
1629632,CHA,Coby White,4395651,2026-03-06T16:22:05
1642066,MIA,Myron Gardner,4431772,2026-03-06T16:22:07
2074,HOU,Jabari Smith,4432639,2026-03-06T16:22:11
1629057,POR,Robert Williams,4066211,2026-03-06T16:22:12
1642274,NOP,Yves Missi,5061589,2026-03-06T16:22:20
1641757,LAC,Jordan Miller,4396818,2026-03-06T16:22:22
1642920,LAC,Kobe Sanders,4702352,2026-03-06T16:22:22
1627783,IND,Pascal Siakam,3149673,2026-03-06T16:22:25
1630174,IND,Aaron Nesmith,4396909,2026-03-06T16:22:26
1631217,MIA,Bam Adebayo,4066261,2026-03-06T16:22:28
1642258,ATL,Zaccharie Risacher,5211175,2026-03-07T09:28:07
1630570,PHI,Trendon Watford,4431675,2026-03-07T09:28:07
1629111,ATL,Jock Landale,3146557,2026-03-07T09:28:08
1630557,ATL,Corey Kispert,4280151,2026-03-07T09:28:08
1642348,PHI,Justin Edwards,4711297,2026-03-07T09:28:08
203507,MIL,Giannis Antetokounmpo,3032977,2026-03-07T09:28:14
1631172,MIL,Ousmane Dieng,4997526,2026-03-07T09:28:17
1629723,UTA,John Konchar,3134932,2026-03-07T09:28:18
1630533,BKN,Ziaire Williams,4433137,2026-03-07T11:45:10
1631133,PHI,Jabari Walker,4432446,2026-03-07T12:00:55
